cusip,name,type,issuedate,maturitydate,originalface
36241KU22,782401,SP,20080901,20380915,500005000
36241KU30,782402,SP,20080901,20380920,600005000
36241KU48,782403,SP,20080901,20380915,125005000
36241KU55,782404,SP,20080901,20380915,100005000
36241KU63,782405,SP,20080901,20380915,100005000
36241KU71,782406,SP,20080901,20380915,100005000
36241KU89,782407,SP,20080901,20380915,300005000
36241KU97,782408,SP,20080901,20380915,100005000
36241KVB1,782410,SP,20080901,20380915,25005000
36241KVC9,782411,SP,20081001,20360615,431084214
36241KVE5,782413,SP,20081001,20260215,10454830
36241KVG0,782415,SP,20081001,20381015,161510000
36241KVH8,782416,SP,20081001,20381015,100005000
36241KVJ4,782417,SP,20081001,20381015,100005000
36241KVK1,782418,SP,20081001,20380615,100005000
36241KVL9,782419,SP,20081001,20380920,200005000
36241KVM7,782420,SP,20081001,20381020,100005000
36241KVN5,782421,SP,20081001,20380820,100005000
36241KVP0,782422,SP,20081001,20380915,304126603
36241KVQ8,782423,SP,20081001,20381015,1325005000
36241KVR6,782424,SP,20081001,20381015,1590005000
36241KVS4,782425,SP,20081001,20381015,200005000
36241KVT2,782426,SP,20081001,20381015,200005000
36241KVU9,782427,SP,20081001,20381020,1000005000
36241KVV7,782428,SP,20081001,20381015,77905000
36241KVW5,782429,SP,20081001,20381015,125005000
36241KVX3,782430,SP,20081001,20380920,100005000
36241KVY1,782431,SP,20081001,20381020,500005000
36241KVZ8,782432,SP,20081001,20381020,750005000
36241KV21,782433,SP,20081001,20381020,1268005000
36241KV39,782434,SP,20081001,20380815,50354804
36241KV47,782435,SP,20081001,20380915,54480673
36241KV54,782436,SP,20081001,20381015,1000005000
36241KV62,782437,SP,20081001,20381015,65465000
36241KV70,782438,SP,20081001,20381015,75355000
36241KV88,782439,SP,20081001,20381015,61830000
36241KV96,782440,SP,20081001,20381015,67155000
36241KWA2,782441,SP,20081001,20381015,50115812
36241KWB0,782442,SP,20081001,20381015,81005000
36241KWC8,782443,SP,20081001,20381015,105005000
36241KWD6,782444,SP,20081001,20381015,119301345
36241KWE4,782445,SP,20081001,20381020,56899231
36241KWF1,782446,SP,20081001,20330815,25193683
36241KWG9,782447,SP,20081001,20381015,100005000
36241KWH7,782448,SP,20081001,20381015,500005000
36241KWJ3,782449,SP,20081001,20380915,1000005000
36241KWK0,782450,SP,20081101,20381115,600005000
36241KWL8,782451,SP,20081101,20381015,190005000
36241KWQ7,782455,SP,20081101,20381115,600005000
36241KWR5,782456,SP,20081101,20381115,500005000
36241KWS3,782457,SP,20081101,20381115,600005000
36241KWT1,782458,SP,20081101,20381115,140005000
36241KWV6,782460,SP,20081101,20331115,15616828
36241KWW4,782461,SP,20081101,20320315,13686485
36241KWX2,782462,SP,20081101,20381115,800005000
36241KW20,782465,SP,20081101,20381115,500005000
36241KW38,782466,SP,20081101,20381015,25403667
36241KW46,782467,SP,20081101,20381115,500005000
36241KW53,782468,SP,20081101,20381115,100005000
36241KW61,782469,SP,20081101,20381115,810504923
36241KW79,782470,SP,20081101,20381120,61005000
36241KW87,782471,SP,20081101,20380915,100005000
36241KW95,782472,SP,20081101,20381115,100005000
36241KXA1,782473,SP,20081201,20381215,540005000
36241KXB9,782474,SP,20081201,20381215,1750005000
36241KXC7,782475,SP,20081201,20381115,1709440503
36241KXD5,782476,SP,20081201,20381215,100005000
36241KXE3,782477,SP,20081201,20381115,300005000
36241KXF0,782478,SP,20081201,20381115,201911163
36241KXG8,782479,SP,20081201,20381215,121005000
36241KXH6,782480,SP,20081201,20381220,100005000
36241KXJ2,782481,SP,20081201,20341215,12249971
36241KXL7,782483,SP,20081201,20381215,200005000
36241KXM5,782484,SP,20081201,20381215,750005000
36241KXN3,782485,SP,20081201,20381215,100005000
36241KXP8,782486,SP,20081201,20381015,500005000
36241KXQ6,782487,SP,20081201,20381215,700005000
36241KXR4,782488,SP,20081201,20381115,500005000
36241KXS2,782489,SP,20081201,20381115,200005000
36241KXT0,782490,SP,20081201,20381215,100005000
36241KXU7,782491,SP,20081201,20381215,330005000
36241KXV5,782492,SP,20081201,20381215,100005000
36241KXW3,782493,SP,20081201,20381215,300005000
36241KXX1,782494,SP,20081201,20381015,50005000
36241KXY9,782495,SP,20081201,20381215,2700005000
36241KXZ6,782496,SP,20081201,20381115,500005000
36241KX29,782497,SP,20081201,20381115,22409976
36241KX37,782498,SP,20081201,20381215,500005000
36241KX60,782501,SP,20081201,20381215,300005000
36241KX78,782502,SP,20081201,20381215,70005000
36241KX86,782503,SP,20081201,20381215,100005000
36241KX94,782504,SP,20081201,20381215,400005000
36241KYA0,782505,SP,20081201,20381215,100005000
36241KYB8,782506,SP,20081201,20381220,100005000
36241KYD4,782508,SP,20081201,20381215,500005000
36241KYE2,782509,SP,20081201,20381215,600005000
36241KYF9,782510,SP,20081201,20381215,200005000
36241KYG7,782511,SP,20081201,20381220,146460011
36241KYH5,782512,SP,20081201,20381120,268115009
36241KYJ1,782513,SP,20081201,20381215,500005000
36241KYK8,782514,SP,20081201,20381215,55839376
36241KYL6,782515,SP,20081201,20381215,47529770
36241KYM4,782516,SP,20081201,20381215,50167593
36241KYN2,782517,SP,20081201,20381215,247168525
36241KYP7,782518,SP,20081201,20381215,300005000
36241KYQ5,782519,SP,20081201,20381015,100005000
36241KYR3,782520,SP,20081201,20381215,500005000
36241KYS1,782521,SP,20081201,20381215,100005000
36241KYT9,782522,SP,20081201,20381215,27344634
36241KYU6,782523,SP,20081201,20351115,87049477
36241KYV4,782524,SP,20081201,20381215,206005000
36241KYW2,782525,SP,20081201,20350415,14005000
36241KYX0,782526,SP,20081201,20361215,370005000
36241KYY8,782527,SP,20081201,20381220,70918638
36241KYZ5,782528,SP,20090101,20390115,862005000
36241KY28,782529,SP,20090101,20350515,106726488
36241KY44,782531,SP,20090101,20390115,100005000
36241KY51,782532,SP,20090101,20381215,100005000
36241KY69,782533,SP,20090101,20390120,100005000
36241KY77,782534,SP,20090101,20390115,61601505
36241KY85,782535,SP,20090101,20390115,80005000
36241KY93,782536,SP,20090101,20390115,100005000
36241KZA9,782537,SP,20090101,20381215,500005000
36241KZB7,782538,SP,20090101,20390115,40005000
36241KZC5,782539,SP,20090101,20381115,250005000
36241KZD3,782540,SP,20090101,20390115,40005000
36241KZE1,782541,SP,20090101,20390115,100005000
36241KZF8,782542,SP,20090101,20390115,80005000
36241KZG6,782543,SP,20090101,20390115,220005000
36241KZH4,782544,SP,20090101,20310715,13198977
36241KZK7,782546,SP,20090101,20340815,11523470
36241KZL5,782547,SP,20090101,20350215,15585618
36241KZM3,782548,SP,20090201,20390215,33905000
36241KZN1,782549,SP,20090201,20390220,105005000
36241KZP6,782550,SP,20090201,20390220,335005000
36241KZQ4,782551,SP,20090201,20390215,250005000
36241KZR2,782552,SP,20090201,20390215,285005000
36241KZS0,782553,SP,20090201,20390215,150005000
36241KZV3,782556,SP,20090201,20390115,100005000
36241KZW1,782557,SP,20090201,20390115,500005000
36241KZX9,782558,SP,20090201,20381215,68794632
36241KZY7,782559,SP,20090201,20390115,200005000
36241KZZ4,782560,SP,20090201,20390215,265005000
36241KZ27,782561,SP,20090201,20381015,97005000
36241KZ35,782562,SP,20090201,20390215,600005000
36241KZ43,782563,SP,20090201,20390215,500005000
36241KZ50,782564,SP,20090201,20390215,520005000
36241KZ68,782565,SP,20090201,20390215,600005000
36241KZ92,782568,SP,20090201,20390215,100005000
36241K2A5,782569,SP,20090201,20390215,200005000
36241K2B3,782570,SP,20090201,20390215,500005000
36241K2C1,782571,SP,20090201,20390215,680005000
36241K2D9,782572,SP,20090201,20390220,100005000
36241K2E7,782573,SP,20090201,20381215,258005000
36241K2F4,782574,SP,20090201,20390215,110005000
36241K2G2,782575,SP,20090201,20390215,500005000
36241K2H0,782576,SP,20090201,20390215,120005000
36241K2J6,782577,SP,20090201,20390215,520005000
36241K2K3,782578,SP,20090201,20390215,500005000
36241K2L1,782579,SP,20090201,20390215,100005000
36241K2M9,782580,SP,20090201,20390215,200005000
36241K2N7,782581,SP,20090201,20381015,300048197
36241K2P2,782582,SP,20090201,20390115,100005000
36241K2Q0,782583,SP,20090201,20390220,100005000
36241K2R8,782584,SP,20090301,20390315,100005000
36241K2S6,782585,SP,20090301,20381215,100158689
36241K2U1,782587,SP,20090301,20390215,81005000
36241K2V9,782588,SP,20090301,20380520,100005000
36241K2W7,782589,SP,20090301,20390315,53869514
36241K2X5,782590,SP,20090301,20390315,540005000
36241K2Y3,782591,SP,20090301,20390315,56379987
36241K2Z0,782592,SP,20090301,20390315,50005000
36241K3D8,782596,SP,20090301,20390315,860005000
36241K3E6,782597,SP,20090301,20390315,500005000
36241K3F3,782598,SP,20090301,20390320,100005000
36241K3G1,782599,SP,20090301,20390315,340005000
36241K3H9,782600,SP,20090301,20390315,100005000
36241K3J5,782601,SP,20090301,20390315,200005000
36241K3M8,782604,SP,20090301,20390315,137005000
36241K3P1,782606,SP,20090301,20360615,12888482
36241K3Q9,782607,SP,20090301,20390315,277644587
36241K3R7,782608,SP,20090301,20390320,104005000
36241K3S5,782609,SP,20090301,20390315,100005000
36241K3T3,782610,SP,20090301,20390315,100005000
36241K3U0,782611,SP,20090301,20390220,263452733
36241K3V8,782612,SP,20090401,20390415,600005000
36241K3Y2,782615,SP,20090401,20350615,81792909
36241K3Z9,782616,SP,20090401,20290915,23105658
36241K4A3,782617,SP,20090401,20340915,37383994
36241K4C9,782619,SP,20090401,20390415,600005000
36241K4D7,782620,SP,20090401,20390415,200005000
36241K4G0,782623,SP,20090401,20390415,200005000
36241K4H8,782624,SP,20090401,20390415,600005000
36241K4J4,782625,SP,20090401,20390415,550005000
36241K4K1,782626,SP,20090401,20390415,100005000
36241K4L9,782627,SP,20090401,20390415,120005000
36241K4M7,782628,SP,20090401,20390415,250005000
36241K4N5,782629,SP,20090401,20390315,100005000
36241K4P0,782630,SP,20090401,20390415,100005000
36241K4Q8,782631,SP,20090401,20390415,100005000
36241K4R6,782632,SP,20090401,20390415,575005000
36241K4S4,782633,SP,20090401,20390415,510005000
36241K4T2,782634,SP,20090401,20390415,280005000
36241K4U9,782635,SP,20090401,20390415,320522274
36241K4W5,782637,SP,20090401,20390415,110005000
36241K4X3,782638,SP,20090401,20390415,50005000
36241K4Y1,782639,SP,20090401,20381215,550005000
36241K4Z8,782640,SP,20090401,20390415,100005000
36241K5A2,782641,SP,20090401,20381215,40415982
36241K5B0,782642,SP,20090501,20390215,35017127
36241K5C8,782643,SP,20090501,20390415,42394900
36241K5D6,782644,SP,20090501,20390415,560005000
36241K5E4,782645,SP,20090501,20390415,100005000
36241K5F1,782646,SP,20090501,20390415,100005000
36241K5H7,782648,SP,20090501,20390515,400005000
36241K5J3,782649,SP,20090501,20390515,160005000
36241K5M6,782652,SP,20090501,20390515,200005000
36241K5P9,782654,SP,20090501,20390515,500005000
36241K5Q7,782655,SP,20090501,20390515,500005000
36241K5T1,782658,SP,20090501,20390120,100005000
36241K5U8,782659,SP,20090501,20390515,155005000
36241K5V6,782660,SP,20090501,20390515,160005000
36241K5W4,782661,SP,20090501,20390515,250005000
36241K5X2,782662,SP,20090501,20390515,500005000
36241K5Y0,782663,SP,20090501,20390515,500005000
36241K5Z7,782664,SP,20090501,20390515,500005000
36241K6A1,782665,SP,20090501,20390515,750005000
36241K6C7,782667,SP,20090501,20390515,105757012
36241K6F0,782670,SP,20090601,20390615,100005000
36241K6H6,782672,SP,20090601,20390615,200005000
36241K6J2,782673,SP,20090601,20390615,80005000
36241K6P8,782678,SP,20090601,20390615,100005000
36241K6Q6,782679,SP,20090601,20390615,200005000
36241K6R4,782680,SP,20090601,20390615,500005000
36241K6S2,782681,SP,20090601,20390515,200005000
36241K6T0,782682,SP,20090601,20390615,280005000
36241K6U7,782683,SP,20090601,20390615,120005000
36241K6V5,782684,SP,20090601,20390615,40005000
36241K6W3,782685,SP,20090601,20390615,300005000
36241K6X1,782686,SP,20090601,20390615,360005000
36241K6Y9,782687,SP,20090601,20390515,100005000
36241K7B8,782690,SP,20090601,20390615,950005000
36241K7C6,782691,SP,20090601,20390615,505005000
36241K7D4,782692,SP,20090601,20390620,50005000
36241K7F9,782694,SP,20090601,20390615,500005000
36241K7G7,782695,SP,20090601,20390615,31184649
36241K7H5,782696,SP,20090701,20390615,550005000
36241K7J1,782697,SP,20090701,20390515,50213932
36241K7K8,782698,SP,20090701,20390615,44675162
36241K7L6,782699,SP,20090701,20390315,60005000
36241LAA4,782701,SP,20090701,20381015,50005000
36241LAB2,782702,SP,20090701,20330515,10331132
36241LAC0,782703,SP,20090701,20331115,24395697
36241LAD8,782704,SP,20090701,20390715,350005000
36241LAE6,782705,SP,20090701,20390715,160005000
36241LAF3,782706,SP,20090701,20390715,120005000
36241LAG1,782707,SP,20090701,20390715,700005000
36241LAH9,782708,SP,20090701,20390715,79999400
36241LAJ5,782709,SP,20090701,20390715,300005000
36241LAK2,782710,SP,20090701,20390715,500005000
36241LAL0,782711,SP,20090701,20390215,285005000
36241LAM8,782712,SP,20090701,20390715,500005000
36241LAN6,782713,SP,20090701,20390715,515005000
36241LAP1,782714,SP,20090701,20390720,25005000
36241LAQ9,782715,SP,20090701,20390715,300005000
36241LAR7,782716,SP,20090701,20390715,500005000
36241LAS5,782717,SP,20090701,20390215,102518069
36241LAT3,782718,SP,20090701,20390415,203038416
36241LAU0,782719,SP,20090701,20390715,400379103
36241LAV8,782720,SP,20090701,20390115,66246894
36241LAW6,782721,SP,20090701,20340615,99776081
36241LAX4,782722,SP,20090701,20390615,152448577
36241LAY2,782723,SP,20090801,20390815,100005000
36241LA22,782725,SP,20090801,20390815,100005000
36241LA30,782726,SP,20090801,20390815,100005000
36241LA48,782727,SP,20090801,20390715,58256348
36241LA55,782728,SP,20090801,20381115,38494202
36241LA63,782729,SP,20090801,20390615,100005000
36241LA71,782730,SP,20090801,20390815,80005000
36241LA89,782731,SP,20090801,20390815,540005000
36241LA97,782732,SP,20090801,20390815,200005000
36241LBA3,782733,SP,20090801,20390815,80005000
36241LBB1,782734,SP,20090801,20390815,292005000
36241LBC9,782735,SP,20090801,20390715,300005000
36241LBD7,782736,SP,20090801,20390815,300005000
36241LBE5,782737,SP,20090801,20390815,300005000
36241LBF2,782738,SP,20090801,20390815,500005000
36241LBG0,782739,SP,20090801,20381115,200005000
36241LBH8,782740,SP,20090801,20390715,300005000
36241LBJ4,782741,SP,20090801,20390815,800005000
36241LBK1,782742,SP,20090801,20390215,82005000
36241LBL9,782743,SP,20090801,20390615,300005000
36241LBM7,782744,SP,20090801,20381215,150005000
36241LBN5,782745,SP,20090801,20381115,500005000
36241LBP0,782746,SP,20090801,20381115,300005000
36241LBQ8,782747,SP,20090801,20390815,124005000
36241LBR6,782748,SP,20090901,20350715,56520679
36241LBS4,782749,SP,20090901,20390915,500005000
36241LBV7,782752,SP,20090901,20390315,260005000
36241LBW5,782753,SP,20090901,20390915,500005000
36241LBX3,782754,SP,20090901,20390915,500005000
36241LBY1,782755,SP,20090901,20390915,500005000
36241LB21,782757,SP,20090901,20390915,600005000
36241LB39,782758,SP,20090901,20390715,300005000
36241LB47,782759,SP,20090901,20390915,570005000
36241LB54,782760,SP,20090901,20390115,170005000
36241LB62,782761,SP,20090901,20390815,500005000
36241LB70,782762,SP,20090901,20390815,280005000
36241LB88,782763,SP,20090901,20390915,510005000
36241LB96,782764,SP,20090901,20361015,10283220
36241LCA2,782765,SP,20090901,20390915,75673228
36241LCB0,782766,SP,20090901,20390915,500005000
36241LCC8,782767,SP,20090901,20341220,11161182
36241LCD6,782768,SP,20090901,20390715,300174654
36241LCE4,782769,SP,20090901,20300715,11680502
36241LCF1,782770,SP,20090901,20321115,22685119
36241LCK0,782774,SP,20091001,20390915,150005000
36241LCL8,782775,SP,20091001,20391015,300005000
36241LCM6,782776,SP,20091001,20380915,114094270
36241LCP9,782778,SP,20091001,20330115,15258327
36241LCQ7,782779,SP,20091001,20351220,14549517
36241LCR5,782780,SP,20091001,20390915,640005000
36241LCS3,782781,SP,20091001,20391015,120005000
36241LCT1,782782,SP,20091001,20391015,200005000
36241LCU8,782783,SP,20091001,20391015,560005000
36241LCV6,782784,SP,20091001,20391015,260804038
36241LCW4,782785,SP,20091001,20391015,208084351
36241LCX2,782786,SP,20091001,20391015,105126611
36241LCY0,782787,SP,20091001,20391015,520005000
36241LC20,782789,SP,20091001,20391015,545005000
36241LC46,782791,SP,20091001,20391015,120005000
36241LC53,782792,SP,20091001,20390515,300005000
36241LC87,782795,SP,20091001,20390915,500005000
36241LC95,782796,SP,20091001,20340815,12003333
36241LDA1,782797,SP,20091001,20390815,117005000
36241LDB9,782798,SP,20091101,20391115,600005000
36241LDF0,782802,SP,20091101,20320315,15364291
36241LDG8,782803,SP,20091101,20391115,100005000
36241LDH6,782804,SP,20091101,20391115,320005000
36241LDJ2,782805,SP,20091101,20391115,670005000
36241LDK9,782806,SP,20091101,20391115,40005000
36241LDM5,782808,SP,20091101,20391115,725005000
36241LDN3,782809,SP,20091101,20391015,500005000
36241LDP8,782810,SP,20091201,20391115,44248325
36241LDS2,782813,SP,20091201,20391115,100005000
36241LDV5,782816,SP,20091201,20320115,40449370
36241LDW3,782817,SP,20091201,20391115,79952489
36241LDX1,782818,SP,20091201,20391115,60195160
36241LDZ6,782820,SP,20091201,20280215,30477873
36241LD29,782821,SP,20091201,20391115,10593593
36241LD37,782822,SP,20091201,20391115,93005000
36241LD45,782823,JP,20091201,20241215,165005000
36241LD52,782824,SP,20091201,20360515,13074516
36241LD60,782825,SP,20091201,20391215,27005000
36241LD78,782826,SP,20091201,20391115,725005000
36241LD86,782827,SP,20091201,20391115,250005000
36241LD94,782828,SP,20091201,20391115,150005000
36241LEA0,782829,SP,20091201,20391215,410005000
36241LEB8,782830,SP,20091201,20390915,160005000
36241LEC6,782831,SP,20091201,20391215,500005000
36241LED4,782832,SP,20091201,20391215,500005000
36241LEE2,782833,SP,20091201,20391215,500005000
36241LEG7,782835,SP,20091201,20391215,500005000
36241LEH5,782836,SP,20091201,20390115,190005000
36241LEJ1,782837,SP,20091201,20391215,500005000
36241LEL6,782839,SP,20091201,20390720,45970077.79
36241LES1,782845,JP,20100101,20250115,11117429
36241LET9,782846,SP,20100101,20400115,250005000
36241LEU6,782847,SP,20100101,20300115,30312858
36241LEV4,782848,SP,20100101,20390815,10240677
36241LEW2,782849,SP,20100101,20390215,196565126
36241LEX0,782850,SP,20100101,20391115,117965895
36241LEY8,782851,SP,20100101,20391115,65931089
36241LEZ5,782852,SP,20100101,20390215,47264056
36241LE28,782853,SP,20100101,20390215,136827308
36241LE36,782854,SP,20100101,20301115,68870202
36241LE44,782855,SP,20100101,20321215,101579977
36241LE51,782856,SP,20100101,20251215,76586314
36241LE69,782857,SP,20100101,20391115,233039402
36241LE77,782858,SP,20100101,20391115,1475875460
36241LE85,782859,SP,20100101,20361215,123527219
36241LE93,782860,SP,20100101,20341215,48101829
36241LFA9,782861,SP,20100101,20321215,92088411
36241LFB7,782862,SP,20100101,20341215,85185929
36241LFC5,782863,SP,20100101,20331215,53192093
36241LFD3,782864,SP,20100101,20390920,47170381
36241LFE1,782865,SP,20100201,20390615,100759875
36241LFF8,782866,SP,20100201,20321220,63139875
36241LFM3,782872,SP,20100201,20400215,200005000
36241LFT8,782878,SP,20100201,20390815,100005000
36241LFU5,782879,SP,20100201,20400215,240505000
36241LFV3,782880,SP,20100201,20391215,214005000
36241LFW1,782881,SP,20100201,20391115,100005000
36241LFX9,782882,SP,20100201,20400115,200005000
36241LFY7,782883,SP,20100201,20400215,500005000
36241LF27,782885,SP,20100201,20391215,500005000
36241LF35,782886,SP,20100201,20400215,500005000
36241LF43,782887,SP,20100201,20400215,530005000
36241LF50,782888,SP,20100201,20400215,45880000
36241LF68,782889,SP,20100201,20400215,45880000
36241LF76,782890,SP,20100201,20400215,500005000
36241LF84,782891,SP,20100201,20390815,35971754
36241LF92,782892,SP,20100201,20390815,93719585
36241LGA8,782893,SP,20100201,20391215,25485641
36241LGB6,782894,SP,20100201,20391115,55067839
36241LGC4,782895,SP,20100201,20330815,15032007
36241LGD2,782896,SP,20100301,20390915,487016429
36241LGE0,782897,SP,20100301,20390320,27000877
36241LGG5,782899,SP,20100301,20400215,78767592
36241LGK6,782902,SP,20100301,20400215,75754338
36241LGL4,782903,JP,20100301,20250315,65005000
36241LGM2,782904,SP,20100301,20390115,11255546
36241LGN0,782905,SP,20100301,20400315,225005000
36241LGP5,782906,SP,20100301,20400315,120005000
36241LGQ3,782907,SP,20100301,20400315,520005000
36241LGR1,782908,JP,20100301,20250315,199827046
36241LGS9,782909,SP,20100301,20390920,106999194
36241LGT7,782910,SP,20100301,20400315,200005000
36241LGU4,782911,SP,20100301,20391215,500005000
36241LGV2,782912,SP,20100301,20400315,55005000
36241LGW0,782913,SP,20100301,20391120,139968277
36241LGX8,782914,SP,20100301,20400315,58005000
36241LGY6,782915,SP,20100301,20391215,51405019
36241LGZ3,782916,SP,20100401,20400215,37160522
36241LG26,782917,SP,20100401,20400415,100005000
36241LG34,782918,SP,20100401,20400415,100005000
36241LG59,782920,SP,20100401,20400315,100005000
36241LG67,782921,SP,20100401,20400315,50005000
36241LG83,782923,SP,20100401,20400415,100005000
36241LG91,782924,SP,20100401,20400415,500005000
36241LHA7,782925,SP,20100401,20400315,850005000
36241LHB5,782926,SP,20100401,20400415,160005000
36241LHC3,782927,SP,20100401,20400415,120005000
36241LHD1,782928,SP,20100401,20400415,10340625
36241LHE9,782929,SP,20100401,20391215,100005000
36241LHF6,782930,SP,20100401,20400415,208005000
36241LHG4,782931,SP,20100401,20400415,120005000
36241LHH2,782932,SP,20100401,20400415,370005000
36241LHK5,782934,SP,20100401,20400215,100005000
36241LHL3,782935,SP,20100401,20400415,165005000
36241LHM1,782936,SP,20100401,20400415,100005000
36241LHN9,782937,SP,20100401,20400415,100005000
36241LHP4,782938,SP,20100401,20400315,100005000
36241LHQ2,782939,SP,20100401,20360915,25816850
36241LHR0,782940,SP,20100401,20400415,152654923
36241LHT6,782942,SP,20100401,20400115,53671509
36241LHU3,782943,SP,20100401,20400415,55474634
36241LHV1,782944,SP,20100501,20400220,100005000
36241LHY5,782947,SP,20100501,20400515,200005000
36241LH25,782949,SP,20100501,20400515,500005000
36241LH33,782950,SP,20100501,20381020,15299021
36241LH58,782952,SP,20100501,20400115,100005000
36241LH66,782953,SP,20100501,20390320,102005000
36241LH74,782954,SP,20100501,20400515,130005000
36241LH82,782955,SP,20100501,20400515,720005000
36241LH90,782956,SP,20100501,20400515,500005000
36241LJA5,782957,SP,20100501,20400515,100005000
36241LJB3,782958,SP,20100501,20400515,150005000
36241LJC1,782959,SP,20100501,20400515,100005000
36241LJD9,782960,SP,20100501,20391215,100005000
36241LJF4,782962,SP,20100501,20400515,100005000
36241LJG2,782963,SP,20100501,20400515,100005000
36241LJH0,782964,SP,20100501,20400115,200005000
36241LJJ6,782965,SP,20100501,20391115,100005000
36241LJK3,782966,SP,20100501,20400115,100005000
36241LJL1,782967,SP,20100501,20391215,210005000
36241LJM9,782968,JP,20100501,20250515,106952313
36241LJN7,782969,SP,20100501,20360915,59225618
36241LJR8,782972,SP,20100601,20400215,200005000
36241LJS6,782973,SP,20100601,20351115,69036180
36241LJT4,782974,SP,20100601,20400615,250005000
36241LJV9,782976,SP,20100601,20390315,102561661
36241LJW7,782977,JP,20100601,20250615,375005000
36241LJX5,782978,SP,20100601,20400415,68005000
36241LJY3,782979,SP,20100601,20390915,19794844
36241LJZ0,782980,SP,20100601,20381220,18005175
36241LJ23,782981,SP,20100601,20330120,10209967
36241LJ31,782982,SP,20100601,20390620,17940017
36241LJ49,782983,SP,20100601,20400415,500005000
36241LJ56,782984,SP,20100601,20400615,10063094
36241LJ80,782987,SP,20100601,20391215,120005000
36241LJ98,782988,SP,20100601,20400415,520005000
36241LKA3,782989,SP,20100601,20400615,300005000
36241LKB1,782990,SP,20100601,20400615,240005000
36241LKC9,782991,SP,20100601,20380715,50433986
36241LKD7,782992,SP,20100601,20400615,78830000
36241LKF2,782994,SP,20100601,20400415,100005000
36241LKH8,782996,SP,20100601,20400615,100005000
36241LKJ4,782997,SP,20100601,20400615,20005000
36241LKK1,782998,SP,20100601,20400615,150005000
36241LKL9,782999,SP,20100601,20391215,100005000
36241LKM7,783000,SP,20100601,20400115,133943508
36241LKN5,783001,SP,20100601,20400215,100005000
36241LKQ8,783003,SP,20100601,20351115,47237716
36241LKR6,783004,SP,20100701,20330515,10361047
36241LKS4,783005,JP,20100701,20250615,27614709
36241LKT2,783006,SP,20100701,20400615,125513161
36241LKU9,783007,SP,20100701,20400615,122238240
36241LKV7,783008,SP,20100701,20400615,75549604
36241LKW5,783009,SP,20100701,20331220,26353894
36241LKZ8,783012,SP,20100701,20400715,50005000
36241LK21,783013,SP,20100701,20391115,107889608
36241LK39,783014,SP,20100701,20400315,50005000
36241LK47,783015,SP,20100701,20400720,50005000
36241LK54,783016,SP,20100701,20400715,50005000
36241LK62,783017,SP,20100701,20340715,11426335
36241LK70,783018,SP,20100701,20291015,53264344
36241LK88,783019,SP,20100701,20390720,52994958
36241LK96,783020,SP,20100701,20400720,200005000
36241LLA2,783021,SP,20100701,20400615,150005000
36241LLB0,783022,SP,20100701,20400620,100005000
36241LLC8,783023,SP,20100701,20400720,82005000
36241LLD6,783024,SP,20100701,20400715,100005000
36241LLE4,783025,SP,20100701,20400715,100005000
36241LLF1,783026,SP,20100701,20400715,150005000
36241LLG9,783027,SP,20100701,20400715,100005000
36241LLH7,783028,SP,20100701,20400620,300005000
36241LLJ3,783029,SP,20100701,20400715,100005000
36241LLK0,783030,SP,20100701,20400715,50005000
36241LLL8,783031,SP,20100701,20400715,180005000
36241LLM6,783032,SP,20100701,20400715,100005000
36241LLN4,783033,SP,20100701,20400715,150005000
36241LLP9,783034,SP,20100701,20400720,100005000
36241LLQ7,783035,SP,20100701,20400615,500005000
36241LLR5,783036,SP,20100701,20400215,200005000
36241LLS3,783037,SP,20100701,20400720,50005000
36241LLT1,783038,SP,20100701,20400720,790005000
36241LLU8,783039,SP,20100701,20400720,250005000
36241LLV6,783040,SP,20100701,20400715,150005000
36241LLW4,783041,SP,20100801,20330315,10178195
36241LLX2,783042,SP,20100801,20400715,267403959
36241LL38,783046,SP,20100801,20400815,200005000
36241LL46,783047,SP,20100801,20311115,13669083
36241LL53,783048,SP,20100801,20250415,10360454
36241LL61,783049,SP,20100801,20320920,10032311
36241LL79,783050,SP,20100801,20400720,500005000
36241LMB9,783054,SP,20100801,20400815,74550140
36241LMC7,783055,SP,20100801,20381015,11241032
36241LMD5,783056,SP,20100801,20400815,500005000
36241LME3,783057,SP,20100801,20400720,500005000
36241LMF0,783058,SP,20100801,20400620,500005000
36241LMG8,783059,SP,20100801,20400820,900005000
36241LMH6,783060,SP,20100801,20400815,100005000
36241LMJ2,783061,SP,20100801,20350715,10731091
36241LMK9,783062,SP,20100801,20341215,10056825
36241LML7,783063,SP,20100801,20320715,10244615
36241LMM5,783064,SP,20100801,20400620,200005000
36241LMN3,783065,SP,20100801,20400815,90005000
36241LMP8,783066,SP,20100801,20391115,940005000
36241LMQ6,783067,SP,20100801,20400720,500005000
36241LMR4,783068,SP,20100801,20400815,100005000
36241LMS2,783069,SP,20100801,20400620,250005000
36241LMT0,783070,SP,20100801,20400815,400005000
36241LMU7,783071,SP,20100801,20400415,370005000
36241LMV5,783072,SP,20100801,20400415,10103707
36241LMW3,783073,SP,20100801,20400215,520005000
36241LMX1,783074,SP,20100801,20400215,610005000
36241LMY9,783075,SP,20100801,20400315,590005000
36241LMZ6,783076,SP,20100801,20390915,355005000
36241LM29,783077,SP,20100801,20400815,200005000
36241LM37,783078,JP,20100801,20250715,33136971
