cusip,name,type,issuedate,maturitydate,originalface
3622A2TA0,784145,SP,20160401,20460220,61244846
3622A2TB8,784146,SP,20160401,20460415,276203505
3622A2TC6,784147,SP,20160401,20440920,5529947
3622A2TD4,784148,SP,20160401,20460415,71347183
3622A2TE2,784149,SP,20160401,20410615,5346379
3622A2TF9,784150,SP,20160401,20450815,35128776
3622A2TG7,784151,SP,20160401,20330815,5177605
3622A2TH5,784152,SP,20160401,20291120,26116244
3622A2TJ1,784153,SP,20160401,20451220,114572515
3622A2TK8,784154,SP,20160501,20440315,79013344
3622A2TM4,784156,SP,20160501,20450820,500001000
3622A2TN2,784157,SP,20160501,20450920,507255974
3622A2TP7,784158,SP,20160501,20400420,6649219
3622A2TQ5,784159,JP,20160501,20310420,29197732
3622A2TR3,784160,SP,20160501,20351220,92499554
3622A2TS1,784161,SP,20160501,20390420,10634571
3622A2TT9,784162,SP,20160501,20350120,44775379
3622A2TU6,784163,JP,20160501,20250415,31519538
3622A2TV4,784164,SP,20160501,20460515,189001000
3622A2TW2,784165,SP,20160501,20450915,118325423
3622A2TX0,784166,SP,20160601,20351015,6615922
3622A2TY8,784167,SP,20160601,20380415,5094975
3622A2TZ5,784168,SP,20160601,20290315,13764266
3622A2T28,784169,SP,20160601,20300215,31521282
3622A2T44,784171,SP,20160601,20381015,10699356
3622A2T51,784172,SP,20160601,20451015,5001000
3622A2T69,784173,SP,20160601,20460220,45059264
3622A2T77,784174,JP,20160701,20310620,12077189
3622A2T93,784176,SP,20160701,20450215,64760558
3622A2UA8,784177,SP,20160701,20460515,16484869
3622A2UC4,784179,SP,20160701,20460515,5001000
3622A2UD2,784180,SP,20160701,20430420,25069185
3622A2UE0,784181,SP,20160701,20450320,60549782
3622A2UF7,784182,SP,20160801,20460815,102930228
3622A2UJ9,784185,SP,20160801,20441020,88727863
3622A2UK6,784186,SP,20160801,20431015,58121714
3622A2UL4,784187,SP,20160801,20460115,5001000
3622A2UM2,784188,SP,20160801,20440320,25500000
3622A2UN0,784189,SP,20160901,20460820,51240460
3622A2UP5,784190,SP,20160901,20460820,77554617
3622A2UQ3,784191,SP,20160901,20460820,21231465
3622A2US9,784193,SP,20160901,20400715,5137971
3622A2UT7,784194,SP,20160901,20440420,11020199
3622A2UU4,784195,SP,20160901,20450520,15501010
3622A2UV2,784196,SP,20160901,20460520,50584215
3622A2UX8,784198,SP,20160901,20410915,31753033
3622A2UZ3,784200,SP,20160901,20401215,11734901
3622A2U26,784201,SP,20160901,20450920,28843929
3622A2U34,784202,SP,20160901,20430520,42862533
3622A2U42,784203,JP,20161001,20310920,39883764
3622A2U75,784206,SP,20161001,20381020,7015814
3622A2U83,784207,SP,20161001,20400520,10769606
3622A2U91,784208,SP,20161001,20460715,62275556
3622A2VA7,784209,SP,20161001,20310615,6276181
3622A2VB5,784210,SP,20161001,20460915,9691642
3622A2VC3,784211,JP,20161001,20300220,25108879
3622A2VD1,784212,SP,20161001,20451020,69002891
3622A2VE9,784213,SP,20161001,20460720,63150990
3622A2VF6,784214,SP,20161101,20400415,149415698
3622A2VG4,784215,SP,20161101,20391115,58391481
3622A2VH2,784216,SP,20161101,20451220,5013563
3622A2VJ8,784217,SP,20161101,20391115,245404233
3622A2VK5,784218,SP,20161101,20460920,40032992
3622A2VL3,784219,SP,20161101,20450415,51506615
3622A2VM1,784220,SP,20161101,20430615,31635254
3622A2VN9,784221,SP,20161101,20460615,10094343
3622A2VP4,784222,SP,20161101,20400515,6683641
3622A2VQ2,784223,JP,20161101,20311020,92526399
3622A2VR0,784224,SP,20161101,20300220,14400865
3622A2VS8,784225,SP,20161101,20420615,25077279
3622A2VT6,784226,SP,20161201,20460315,9562883
3622A2VU3,784227,SP,20161201,20461120,105193632
3622A2VV1,784228,SP,20161201,20461220,142963781
3622A2VW9,784229,SP,20161201,20381015,6045165
3622A2VX7,784230,SP,20161201,20271215,5492498
3622A2VY5,784231,SP,20161201,20461220,105582939
3622A2VZ2,784232,SP,20161201,20460415,91860933
3622A2V25,784233,SP,20161201,20441120,30191080
3622A2V33,784234,SP,20161201,20450315,10196148
3622A2V41,784235,SP,20161201,20461220,49173142
3622A2V58,784236,SP,20161201,20461020,9334613
3622A2V66,784237,JP,20161201,20241115,8713174
3622A2V74,784238,JP,20161201,20260615,5315208
3622A2V82,784239,SP,20170101,20350715,5170950
3622A2V90,784240,SP,20170101,20350715,5093712
3622A2WA6,784241,SP,20170101,20460715,43020876
3622A2WB4,784242,SP,20170101,20410615,12281831
3622A2WC2,784243,SP,20170101,20400715,11161556
3622A2WD0,784244,SP,20170101,20410215,8991210
3622A2WE8,784245,SP,20170101,20431220,59478028
3622A2WF5,784246,SP,20170101,20451115,23481029
3622A2WG3,784247,SP,20170201,20290515,7617862
3622A2WH1,784248,SP,20170201,20410820,6650667
3622A2WJ7,784249,SP,20170201,20390815,8700635
3622A2WK4,784250,SP,20170201,20400515,13622416
3622A2WL2,784251,SP,20170201,20460315,38755324
3622A2WM0,784252,SP,20170201,20441120,54200308
3622A2WN8,784253,SP,20170201,20461220,50866910
3622A2WP3,784254,SP,20170301,20470320,50924831
3622A2WQ1,784255,SP,20170301,20461220,44104339
3622A2WR9,784256,SP,20170301,20461220,18952748
3622A2WS7,784257,SP,20170301,20470220,89765001
3622A2WT5,784258,SP,20170301,20421015,29093375
3622A2WU2,784259,SP,20170301,20450520,111108877
3622A2WV0,784260,SP,20170301,20400815,11778946
3622A2WW8,784261,SP,20170301,20360315,32352751
3622A2WX6,784262,SP,20170301,20390215,34255720
3622A2WY4,784263,SP,20170301,20360915,28006271.67
3622A2WZ1,784264,SP,20170301,20350215,7662652
3622A2W24,784265,SP,20170301,20351215,10461011
3622A2W32,784266,SP,20170301,20420615,7029357
3622A2W40,784267,SP,20170301,20350115,6022324
3622A2W57,784268,SP,20170301,20400815,9410441
3622A2W65,784269,SP,20170301,20420415,10499070
3622A2W73,784270,SP,20170301,20350215,8837011
3622A2W81,784271,SP,20170301,20351115,6825545
3622A2W99,784272,SP,20170301,20400115,6293812
3622A2XA5,784273,SP,20170301,20351115,5387077
3622A2XB3,784274,SP,20170301,20340115,7946293
3622A2XC1,784275,SP,20170301,20391015,12742540
3622A2XD9,784276,SP,20170301,20400415,5105984
3622A2XE7,784277,SP,20170301,20340815,7133729
3622A2XF4,784278,SP,20170301,20340115,9244989
3622A2XG2,784279,SP,20170301,20381115,27870014
3622A2XH0,784280,SP,20170301,20410215,5464935
3622A2XK3,784282,SP,20170301,20340215,12131791
3622A2XL1,784283,SP,20170301,20450915,19755397
3622A2XM9,784284,SP,20170301,20390115,44442657
3622A2XN7,784285,SP,20170301,20380115,12361314
3622A2XP2,784286,SP,20170301,20391115,5034986.68
3622A2XQ0,784287,SP,20170301,20381115,5145554
3622A2XR8,784288,SP,20170301,20360515,14081982
3622A2XS6,784289,SP,20170301,20460415,16690440
3622A2XT4,784290,SP,20170301,20450415,13460528
3622A2XU1,784291,SP,20170401,20410815,5039977
3622A2XV9,784292,SP,20170401,20460615,26930688
3622A2XW7,784293,SP,20170401,20461215,72358471
3622A2XX5,784294,SP,20170401,20461120,111237576
3622A2XY3,784295,SP,20170401,20470320,677058514
3622A2XZ0,784296,SP,20170401,20470320,7992173
3622A2X23,784297,SP,20170401,20460515,100736198
3622A2X31,784298,SP,20170401,20460715,62336674
3622A2X49,784299,SP,20170501,20470320,100001000
3622A2X56,784300,JP,20170501,20320420,30213904
3622A2X64,784301,SP,20170501,20470215,50219591
3622A2X72,784302,SP,20170501,20440915,55407790
3622A2X80,784303,SP,20170501,20470420,31315121
3622A2X98,784304,SP,20170501,20470420,36088784
3622A2YA4,784305,SP,20170501,20451220,74920265
3622A2YB2,784306,SP,20170501,20460815,21860165
3622A2YC0,784307,SP,20170501,20460615,31329473
3622A2YD8,784308,SP,20170501,20470315,30132674
3622A2YE6,784309,SP,20170501,20350320,5922835
3622A2YF3,784310,SP,20170501,20320520,5019370
3622A2YG1,784311,SP,20170501,20450820,22782865
3622A2YH9,784312,SP,20170501,20450915,34779154
3622A2YJ5,784313,SP,20170501,20461120,21854641
3622A2YK2,784314,SP,20170501,20430520,26429629
3622A2YL0,784315,SP,20170501,20360615,15193515
3622A2YM8,784316,SP,20170501,20410915,17434254
3622A2YN6,784317,SP,20170501,20411020,13792436
3622A2YP1,784318,SP,20170501,20460720,54018299
3622A2YQ9,784319,SP,20170501,20411220,15353006
3622A2YR7,784320,SP,20170501,20460520,26444855
3622A2YS5,784321,JP,20170501,20280215,105674393
3622A2YT3,784322,SP,20170501,20431215,16354080
3622A2YU0,784323,SP,20170501,20470220,23744006
3622A2YV8,784324,SP,20170501,20460615,33478577
3622A2YW6,784325,SP,20170501,20460615,50111337
3622A2YX4,784326,SP,20170501,20461215,27506875
3622A2YY2,784327,SP,20170501,20430515,23395723
3622A2YZ9,784328,SP,20170501,20461120,28863484
3622A2Y22,784329,SP,20170501,20430720,10401308
3622A2Y30,784330,SP,20170501,20410220,11041939
3622A2Y48,784331,SP,20170501,20410615,11632828
3622A2Y55,784332,SP,20170501,20450420,22123554
3622A2Y63,784333,SP,20170501,20460720,28279036
3622A2Y71,784334,SP,20170501,20390115,6641771
3622A2Y97,784336,SP,20170601,20470520,100001000
3622A2ZA3,784337,SP,20170601,20451115,19489883
3622A2ZB1,784338,SP,20170601,20420315,8958533
3622A2ZC9,784339,SP,20170601,20400520,5160439
3622A2ZD7,784340,SP,20170601,20470620,100268869
3622A2ZF2,784342,SP,20170701,20410615,5470007
3622A2ZG0,784343,SP,20170701,20410215,11727716
3622A2ZH8,784344,SP,20170701,20410415,18814840
3622A2ZJ4,784345,SP,20170701,20470720,344748200
3622A2ZK1,784346,SP,20170701,20470720,229356306
3622A2ZL9,784347,SP,20170701,20470720,205897045
3622A2ZM7,784348,SP,20170701,20470720,54151781
3622A2ZN5,784349,SP,20170701,20470720,55006622
3622A2ZP0,784350,SP,20170801,20470215,10078706
3622A2ZR6,784352,SP,20170801,20450915,62146429
3622A2ZS4,784353,SP,20170801,20460615,287298407
3622A2ZT2,784354,JP,20170801,20320720,92742843
3622A2ZU9,784355,SP,20170801,20461215,56244622
3622A2ZW5,784357,SP,20170801,20470820,40132810
3622A2ZX3,784358,SP,20170801,20461020,34054519
3622A2ZY1,784359,SP,20170801,20461020,23825282
3622A2ZZ8,784360,SP,20170801,20470120,64703130
3622A2Z21,784361,SP,20170801,20460615,10903623
3622A2Z39,784362,JP,20170901,20320820,5538373
3622A2Z47,784363,SP,20170901,20470815,6543670
3622A2Z54,784364,SP,20170901,20470920,26523654
3622A2Z62,784365,SP,20170901,20400715,5611051
3622A2Z70,784366,SP,20170901,20461215,527207144
3622A2Z88,784367,SP,20170901,20440315,46201801
3622A2Z96,784368,SP,20170901,20470615,52167060
3622A22A9,784369,SP,20170901,20450815,74080093
3622A22B7,784370,SP,20170901,20450715,38270920
3622A22C5,784371,SP,20170901,20450815,26056448
3622A22D3,784372,SP,20170901,20450815,12738116
3622A22E1,784373,SP,20170901,20470920,45932236
3622A22F8,784374,SP,20171001,20470920,12460724
3622A22G6,784375,SP,20171001,20471020,105086685
3622A22H4,784376,SP,20171001,20380215,5010805
3622A22J0,784377,SP,20171001,20410120,420508579
3622A22K7,784378,SP,20171001,20391020,5281235
3622A22L5,784379,SP,20171001,20390215,5017608
3622A22M3,784380,SP,20171001,20401215,5005666
3622A22P6,784382,SP,20171001,20470920,29898607
3622A22Q4,784383,SP,20171101,20450915,6563416
3622A22R2,784384,SP,20171101,20440315,16167211
3622A22S0,784385,SP,20171101,20470415,51419843
3622A22T8,784386,SP,20171101,20450820,60570403
3622A22U5,784387,SP,20171101,20471015,6513543
3622A22V3,784388,SP,20171101,20451120,25794722
3622A22W1,784389,SP,20171101,20460720,407068312
3622A22X9,784390,JP,20171101,20321020,52132516
3622A22Y7,784391,SP,20171101,20460720,527215380
3622A22Z4,784392,SP,20171101,20390115,5056957
3622A23A8,784393,SP,20171101,20471115,34515669
3622A23B6,784394,SP,20171101,20461215,22494517
3622A23C4,784395,SP,20171101,20390120,6417665
3622A23D2,784396,SP,20171101,20470115,9267640
3622A23E0,784397,SP,20171101,20470615,8737309
3622A23F7,784398,SP,20171101,20470815,13978258
3622A23G5,784399,SP,20171101,20450815,63098143
3622A23H3,784400,SP,20171201,20471120,9200699
3622A23J9,784401,SP,20171201,20460720,11008176
3622A23K6,784402,WK,20171201,20341120,127245684
3622A23M2,784404,JP,20171201,20321120,21559561
3622A23N0,784405,JP,20171201,20321120,5298328
3622A23P5,784406,SP,20171201,20460715,29493336
3622A23Q3,784407,SP,20171201,20471120,100001000
3622A23R1,784408,SP,20171201,20471020,44597370
3622A23S9,784409,SP,20171201,20450520,94600843
3622A23T7,784410,SP,20171201,20471115,31193013
3622A23U4,784411,SP,20171201,20470715,112028315
3622A23V2,784412,SP,20171201,20460715,54405381
3622A23W0,784413,SP,20171201,20470320,29372407
3622A23X8,784414,SP,20171201,20470520,58238527
3622A23Y6,784415,SP,20171201,20470420,40456327
3622A23Z3,784416,SP,20171201,20470320,71834305
3622A24B5,784418,SP,20171201,20470520,50649100
3622A24C3,784419,SP,20171201,20451220,80205419
3622A24D1,784420,SP,20171201,20461115,33772046
3622A24E9,784421,SP,20180101,20471220,72321852
3622A24F6,784422,JP,20180101,20310320,10097838
3622A24G4,784423,SP,20180101,20410520,738645646
3622A24J8,784425,WL,20180101,20410620,8054491
3622A24K5,784426,SP,20180101,20410915,61422336
3622A24L3,784427,SP,20180201,20480120,137949131
3622A24M1,784428,SP,20180201,20471215,10545737
3622A24N9,784429,SP,20180201,20460815,39295477
3622A24P4,784430,SP,20180201,20441120,22123657
3622A24Q2,784431,SP,20180201,20430920,850016343
3622A24R0,784432,SP,20180201,20471220,79460441
3622A24S8,784433,SP,20180201,20480220,59303807
3622A24T6,784434,SP,20180201,20471120,58301332
3622A24U3,784435,SP,20180201,20470920,52275637
3622A24V1,784436,SP,20180201,20471120,30260125
3622A24W9,784437,SP,20180201,20470915,20412685
3622A24X7,784438,SP,20180201,20390915,5862666
3622A24Y5,784439,SP,20180201,20450215,37287075
3622A24Z2,784440,SP,20180201,20410315,8088015
3622A25A6,784441,AP,20180201,20430620,9749894
3622A25B4,784442,SP,20180201,20400615,5765674
3622A25C2,784443,SP,20180201,20420315,19752411
3622A25D0,784444,WK,20180201,20400620,217607512
3622A25E8,784445,SP,20180201,20480220,50088951
3622A25F5,784446,SP,20180201,20480220,67809376
3622A25G3,784447,SP,20180301,20390115,5749689
3622A25H1,784448,JP,20180301,20330220,27482107
3622A25J7,784449,AP,20180301,20440920,25482739
3622A25K4,784450,SP,20180301,20480215,10291782
3622A25L2,784451,SP,20180301,20450620,871155210
3622A25M0,784452,SP,20180301,20410615,5039053
3622A25N8,784453,WK,20180301,20441120,11188154
3622A25P3,784454,SP,20180301,20460720,12671729
3622A25Q1,784455,SP,20180301,20480220,52806611
3622A25R9,784456,SP,20180301,20480120,83631780
3622A25S7,784457,SP,20180301,20430415,42437659
3622A25T5,784458,SP,20180401,20471215,205479820
3622A25U2,784459,SP,20180401,20461215,50008172
3622A25V0,784460,SP,20180401,20460715,113531395
3622A25W8,784461,SP,20180401,20410615,7926181
3622A25X6,784462,SP,20180401,20390115,5014990
3622A25Y4,784463,SP,20180401,20330215,5049628
3622A25Z1,784464,SP,20180401,20340515,5094075
3622A26A5,784465,SP,20180401,20400515,12034756
3622A26B3,784466,WM,20180401,20410820,39340765
3622A26C1,784467,SP,20180401,20301215,6312600
3622A26D9,784468,SP,20180401,20360715,6459297
3622A26E7,784469,SP,20180401,20470620,923204122
3622A26F4,784470,SP,20180401,20411115,21512406
3622A26G2,784471,SP,20180401,20470820,54045904
3622A26H0,784472,SP,20180401,20480220,138793197
3622A26J6,784473,SP,20180401,20470320,68710167
3622A26K3,784474,SP,20180401,20480220,324318052
3622A26L1,784475,SP,20180401,20480220,122877783
3622A26M9,784476,SP,20180401,20470920,81465303
3622A26N7,784477,JP,20180401,20330320,50821579
3622A26P2,784478,SP,20180501,20471020,34074870
3622A26Q0,784479,SP,20180501,20480420,50448937
3622A26R8,784480,SP,20180501,20480420,81043204
3622A26S6,784481,SP,20180501,20480420,220354760
3622A26T4,784482,JP,20180501,20330320,12166288
3622A26U1,784483,SP,20180501,20471020,53910535
3622A26V9,784484,SP,20180501,20471120,103773092
3622A26W7,784485,SP,20180501,20470120,7100399
3622A26X5,784486,SP,20180501,20460520,50159995
3622A26Y3,784487,SP,20180501,20460220,903497267
3622A26Z0,784488,SP,20180501,20451115,20325203
3622A27A4,784489,SP,20180501,20410615,14174177
3622A27B2,784490,SP,20180501,20480120,95028045
3622A27C0,784491,SP,20180501,20480120,105576144
3622A27D8,784492,SP,20180501,20470315,235139222
3622A27E6,784493,JP,20180501,20260415,21922799
3622A27F3,784494,SP,20180501,20450715,179770673
3622A27G1,784495,WK,20180501,20430520,66052665
3622A27H9,784496,SP,20180501,20390220,6120541
3622A27J5,784497,SP,20180501,20461120,502574464
3622A27K2,784498,JP,20180601,20330520,25207400
3622A27L0,784499,SP,20180601,20410220,11056359
3622A27M8,784500,SP,20180601,20470215,62600947
3622A3AA8,784501,SP,20180601,20450915,11054662
3622A3AB6,784502,SP,20180601,20381115,5183066
3622A3AC4,784503,SP,20180601,20480520,14305610
3622A3AD2,784504,SP,20180601,20480220,50001000
3622A3AE0,784505,SP,20180601,20480320,104505585
3622A3AF7,784506,SP,20180601,20471220,180509210
3622A3AG5,784507,SP,20180601,20471220,105936393
3622A3AH3,784508,SP,20180601,20480520,22922542
3622A3AJ9,784509,SP,20180601,20480520,55163337
3622A3AK6,784510,SP,20180601,20310520,5009921
3622A3AL4,784511,WK,20180601,20411020,157289374
3622A3AM2,784512,SP,20180601,20410220,1405363720
3622A3AN0,784513,SP,20180601,20471220,68467858
3622A3AP5,784514,SP,20180601,20470720,76288213
3622A3AQ3,784515,SP,20180601,20470720,33000221
3622A3AR1,784516,SP,20180601,20470720,23442032
3622A3AS9,784517,SP,20180601,20470620,30981740
3622A3AT7,784518,SP,20180601,20480220,72998282
3622A3AU4,784519,SP,20180601,20471120,51925806
3622A3AV2,784520,SP,20180601,20470820,41724756
3622A3AW0,784521,SP,20180601,20480220,56905820
3622A3AX8,784522,SP,20180601,20480615,33200605
3622A3AY6,784523,SP,20180601,20471120,22037721
3622A3AZ3,784524,SP,20180601,20480320,50811616
3622A3A26,784525,SP,20180601,20471120,54214503
3622A3A34,784526,SP,20180601,20480320,51130697
3622A3A42,784527,SP,20180601,20471220,54627389
3622A3A59,784528,SP,20180601,20470615,42013517
3622A3A67,784529,SP,20180601,20461220,59190450
3622A3A75,784530,SP,20180601,20470920,16045162
3622A3A83,784531,SP,20180601,20471120,41486133
3622A3A91,784532,SP,20180601,20451220,67277499
3622A3BA7,784533,SP,20180701,20350720,5360815
3622A3BB5,784534,SP,20180701,20381020,5550327
3622A3BC3,784535,SP,20180701,20310815,5952436
3622A3BD1,784536,SP,20180701,20320715,5529540
3622A3BE9,784537,SP,20180701,20320120,5184848
3622A3BF6,784538,SP,20180701,20311215,5285507
3622A3BG4,784539,SP,20180701,20420515,41922254
3622A3BH2,784540,WK,20180701,20430120,143008941
3622A3BJ8,784541,SP,20180701,20460615,9186456
3622A3BK5,784542,SP,20180701,20450720,26715417
3622A3BL3,784543,SP,20180701,20460115,71664825
3622A3BM1,784544,SP,20180701,20470915,73756223
3622A3BN9,784545,SP,20180701,20460915,30498746
3622A3BP4,784546,SP,20180701,20431215,24502586
3622A3BQ2,784547,SP,20180701,20450515,24156929
3622A3BR0,784548,SP,20180701,20450415,13079225
3622A3BS8,784549,SP,20180701,20480120,50209487
3622A3BU3,784551,SP,20180801,20461120,173338529
3622A3BV1,784552,SP,20180801,20461120,133124309
3622A3BW9,784553,SP,20180801,20461120,74676246
3622A3BX7,784554,SP,20180801,20470920,59368953
3622A3BY5,784555,SP,20180801,20470920,507233962
3622A3BZ2,784556,SP,20180801,20461220,116090916
3622A3B25,784557,SP,20180801,20470920,73896159
3622A3B33,784558,SP,20180801,20460920,500830313
3622A3B41,784559,SP,20180801,20470920,517252395
3622A3B58,784560,SP,20180801,20440415,55954235
3622A3B66,784561,SP,20180801,20440315,97274441
3622A3B74,784562,SP,20180801,20410915,46295632
3622A3B82,784563,SP,20180801,20411215,516670126
3622A3B90,784564,SP,20180801,20450715,45382536
3622A3CA6,784565,SP,20180801,20380815,31941005
3622A3CB4,784566,SP,20180801,20400915,152011660
3622A3CC2,784567,SP,20180801,20390115,26505184
3622A3CD0,784568,SP,20180801,20390115,5022373
3622A3CE8,784569,SP,20180801,20380115,5018495
3622A3CF5,784570,SP,20180801,20330120,11875080
3622A3CG3,784571,SP,20180801,20480615,146960953
3622A3CH1,784572,SP,20180801,20430620,7624287
3622A3CJ7,784573,SP,20180801,20431215,5604684
3622A3CK4,784574,JP,20180801,20330820,11922270
3622A3CL2,784575,SP,20180801,20391020,14912037
3622A3CM0,784576,SP,20180801,20400415,6270605
3622A3CN8,784577,SP,20180801,20470720,62510161
3622A3CP3,784578,SP,20180801,20480315,51466025
3622A3CQ1,784579,WK,20180801,20430420,25057181
3622A3CR9,784580,SP,20180801,20480220,60959731
3622A3CS7,784581,SP,20180801,20480320,64297363
3622A3CT5,784582,SP,20180801,20470815,75142254
3622A3CU2,784583,SP,20180801,20460415,33025044
3622A3CV0,784584,SP,20180801,20480320,76777222
3622A3CW8,784585,SP,20180901,20480720,30001000
3622A3CX6,784586,BP,20180901,20280120,25295296
3622A3CY4,784587,JP,20180901,20330820,11812975
3622A3CZ1,784588,SP,20180901,20461220,121300240
3622A3C24,784589,SP,20180901,20471220,103362939
3622A3C32,784590,WM,20180901,20411220,3124939
3622A3C40,784591,WM,20180901,20430420,8015892
3622A3C57,784592,WL,20180901,20431020,11079846
3622A3C65,784593,WN,20180901,20430620,4478954
3622A3C73,784594,WN,20180901,20420920,5864843
3622A3C81,784595,SP,20180901,20480920,22074325
3622A3C99,784596,SP,20180901,20480420,41963941
3622A3DA5,784597,SP,20180901,20480120,62963253
3622A3DB3,784598,AP,20180901,20480920,30822782
3622A3DC1,784599,SP,20180901,20480315,75919800
3622A3DD9,784600,SP,20181001,20480620,51046588
3622AAAA2,784601,SP,20181001,20480320,312615361
3622AAAB0,784602,SP,20181001,20380520,11894388
3622AAAC8,784603,SP,20181001,20481020,87861940
3622AAAD6,784604,SP,20181001,20481020,204258855
3622AAAE4,784605,SP,20181001,20420115,40514994
3622AAAF1,784606,JP,20181001,20330920,5273142
3622AAAG9,784607,SP,20181001,20430920,846039424
3622AAAH7,784608,SP,20181001,20480920,24622852
3622AAAJ3,784609,SP,20181001,20460720,12846221
3622AAAK0,784610,JP,20181101,20270715,5333119
3622AAAL8,784611,SP,20181101,20480820,60055619
3622AAAM6,784612,SP,20181101,20381020,5036993
3622AAAN4,784613,SP,20181101,20480420,53690782
3622AAAP9,784614,SP,20181101,20480420,55564291
3622AAAQ7,784615,SP,20181101,20300515,5200243
3622AAAR5,784616,SP,20181101,20390215,5134948
3622AAAS3,784617,SP,20181101,20471215,29121389
3622AAAT1,784618,SP,20181101,20380715,37797900
3622AAAU8,784619,SP,20181101,20380615,17639031
3622AAAV6,784620,SP,20181101,20301115,5687144
3622AAAW4,784621,SP,20181101,20360720,13470768
3622AAAX2,784622,AP,20181101,20480620,68978235
3622AAAY0,784623,SP,20181201,20451020,50074848
3622AAAZ7,784624,SP,20181201,20300420,5050556
3622AAA20,784625,SP,20181201,20480620,5322099
3622AAA38,784626,SP,20181201,20481020,63383406
3622AAA46,784627,SP,20181201,20310720,5374748
3622AAA53,784628,SP,20181201,20450815,60967142
3622AAA61,784629,SP,20181201,20480820,53218306
3622AAA79,784630,SP,20181201,20480420,61549960
3622AAA87,784631,SP,20181201,20480120,101812198
3622AAA95,784632,SP,20181201,20480420,33157882
3622AABA1,784633,SP,20181201,20481220,38484624
3622AABB9,784634,SP,20181201,20480920,12837837
3622AABC7,784635,SP,20181201,20480420,17194301
3622AABD5,784636,SP,20181201,20481220,29010231
3622AABE3,784637,SP,20181201,20410815,37405016
3622AABF0,784638,SP,20181201,20460915,25473383
3622AABG8,784639,SP,20181201,20461215,28204610
3622AABH6,784640,SP,20190101,20480520,58797598
3622AABJ2,784641,SP,20190101,20480920,107797030
3622AABK9,784642,SP,20190101,20480320,86859355
3622AABL7,784643,SP,20190101,20481220,41665502
3622AABM5,784644,SP,20190101,20430520,14279671
3622AABN3,784645,SP,20190101,20471015,18223153
3622AABP8,784646,SP,20190101,20320120,5166452
3622AABQ6,784647,SP,20190101,20451215,21070082
3622AABR4,784648,AP,20190101,20481120,31754828
3622AABS2,784649,SP,20190101,20480320,36442207
3622AABT0,784650,SP,20190101,20450715,7380288
3622AABU7,784651,SP,20190101,20420515,9908696
3622AABV5,784652,SP,20190101,20471115,17988245
3622AABW3,784653,SP,20190101,20450915,21688396
3622AABY9,784655,SP,20190101,20470615,241832909
3622AABZ6,784656,SP,20190101,20481220,134141251
3622AAB29,784657,SP,20190201,20490120,25473964
3622AAB37,784658,SP,20190201,20490220,51847000
3622AAB45,784659,WB,20190201,20490120,11658090
3622AAB52,784660,SP,20190201,20430415,29047055
3622AAB60,784661,SP,20190201,20390115,5084540
3622AAB78,784662,SP,20190201,20430615,7644608
3622AAB86,784663,SP,20190201,20360715,5354956
3622AAB94,784664,SP,20190201,20450415,18535028
3622AACA0,784665,SP,20190201,20470215,13332078
3622AACB8,784666,SP,20190201,20490120,52311639
3622AACC6,784667,SP,20190201,20490220,60206643
3622AACD4,784668,JP,20190201,20340120,31056994
3622AACE2,784669,SP,20190201,20480220,89080940
3622AACF9,784670,SP,20190201,20480120,95214994
3622AACG7,784671,SP,20190201,20410615,5027921
3622AACH5,784672,SP,20190201,20460915,15237508
3622AACJ1,784673,SP,20190201,20490120,28364696
3622AACK8,784674,SP,20190201,20480420,106718713
3622AACL6,784675,SP,20190201,20471220,101830665
3622AACM4,784676,WB,20190201,20480920,2749118
3622AACP7,784678,SP,20190201,20480120,39575523
3622AACQ5,784679,SP,20190201,20460715,44748155
3622AACR3,784680,SP,20190201,20460920,5373641
3622AACS1,784681,SP,20190201,20480420,9036784
3622AACT9,784682,SP,20190201,20480820,38726486
3622AACU6,784683,SP,20190201,20471115,22612121
3622AACV4,784684,SP,20190201,20480215,14949154
3622AACW2,784685,SP,20190201,20480315,24944812
3622AACX0,784686,SP,20190301,20390515,19704157
3622AACZ5,784688,SP,20190301,20490220,13519210
3622AAC28,784689,SP,20190301,20430420,360227619
3622AAC69,784693,SP,20190301,20460820,1213667423
3622AAC77,784694,SP,20190301,20460515,70523432
3622AAC85,784695,SP,20190301,20410615,9768175
3622AAC93,784696,JP,20190301,20340320,10398404
3622AADC5,784699,SP,20190301,20480415,53830902
3622AADD3,784700,SP,20190401,20480315,100687583
3622AADE1,784701,SP,20190401,20411015,1555115723
3622AADF8,784702,SP,20190401,20400415,2019812084
3622AADG6,784703,SP,20190401,20431015,4798704727
3622AADH4,784704,SP,20190401,20490320,14347279
3622AADJ0,784705,SP,20190401,20490320,10943085
3622AADK7,784706,SP,20190401,20480115,11469220
3622AADL5,784707,AP,20190401,20490220,6058313
3622AADM3,784708,SP,20190401,20450915,41740564
3622AADN1,784709,SP,20190401,20481120,66922529
3622AADP6,784710,AP,20190401,20481120,74644570
3622AADR2,784712,SP,20190401,20490120,7947068
3622AADS0,784713,SP,20190401,20470215,57028818
3622AADT8,784714,SP,20190401,20440115,55666158
3622AADU5,784715,SP,20190401,20480515,36505787
3622AADV3,784716,SP,20190401,20451115,18606614
3622AADW1,784717,SP,20190401,20480220,50222692
3622AADX9,784718,SP,20190401,20461215,25642686
