cusip,interestrate,remainingbalance,factor,gwac,wam,wala,indicator,istbaelig,cpr,date,cdr,predictedcpr,predictedcprnext,predictedcdr,predictedcdrnext,cprnext,cdrnext
36225BG93,7,1467310.88,.0019564,7.5,52,303,,,,2024-08-01,,,,,,,
36225BHB7,9,1096.55,.00010025,9.5,7,353,,,,2024-08-01,,,,,,,
36225BHD3,5.5,106669.93,.003593,6.143,49,306,,,,2024-08-01,,,,,,,
36225BHE1,7,289526.16,.00193011,7.5,41,314,,,,2024-08-01,,,,,,,
36225BHF8,7,664096.67,.00132818,7.5,50,303,,,,2024-08-01,,,,,,,
36225BHH4,7.5,70004.43,.00069997,8,54,296,,,,2024-08-01,,,,,,,
36225BHJ0,6.5,204478.61,.00181433,7,51,303,,,,2024-08-01,,,,,,,
36225BHK7,8.5,6714.9,.00026854,9,58,296,,,,2024-08-01,,,,,,,
36225BHL5,7.5,142843.85,.00122266,8,52,300,,,,2024-08-01,,,,,,,
36225BHM3,7,99319.77,.00165519,7.5,46,310,,,,2024-08-01,,,,,,,
36225BHN1,7.5,2986.26,.00011942,8,56,298,,,,2024-08-01,,,,,,,
36225BHU5,8,25122.21,.00167425,8.5,65,293,,,,2024-08-01,,,,,,,
36225BHV3,7.5,41629.6,.00068634,8,55,299,,,,2024-08-01,,,,,,,
36225BHW1,8,63441.13,.00123667,8.5,58,294,,,,2024-08-01,,,,,,,
36225BHY7,6,1051678.66,.00294804,6.5,51,304,,,,2024-08-01,,,,,,,
36225BHZ4,6,2904765.43,.00254074,6.5,47,307,,,,2024-08-01,,,,,,,
36225BJA7,7.5,21800.16,.00021799,8,57,300,,,,2024-08-01,,,,,,,
36225BJB5,8,79752.3,.00079748,8.5,59,293,,,,2024-08-01,,,,,,,
36225BJC3,7.5,269269.13,.00089754,8,54,299,,,,2024-08-01,,,,,,,
36225BJD1,7.5,162982.28,.00081489,8,55,298,,,,2024-08-01,,,,,,,
36225BJG4,8.5,86491.39,.0007917,9,,,,,,2024-08-01,,,,,,,
36225BJH2,8,43604.91,.00087115,8.5,52,299,,,,2024-08-01,,,,,,,
36225BJK5,8,83172.63,.00066535,8.5,59,295,,,,2024-08-01,,,,,,,
36225BJS8,6,44654.61,.00159452,6.5,47,309,,,,2024-08-01,,,,,,,
36225BJV1,7,255467.35,.00161376,7.5,39,314,,,,2024-08-01,,,,,,,
36225BJW9,8,42390.51,.00094888,8.5,61,293,,,,2024-08-01,,,,,,,
36225BJ41,8,88544.53,.0008854,8.5,61,292,,,,2024-08-01,,,,,,,
36225BJ58,8,913.63,.00001157,8.5,2,358,,,,2024-08-01,,,,,,,
36225BJ66,8,5875.07,.00023495,8.5,62,292,,,,2024-08-01,,,,,,,
36225BJ74,9,15227.93,.00135663,9.5,41,317,,,,2024-08-01,,,,,,,
36225BJ82,8,250027.44,.00100008,8.5,60,294,,,,2024-08-01,,,,,,,
36225BJ90,6.5,80929.31,.00124497,7.27,49,303,,,,2024-08-01,,,,,,,
36225BKB3,7.5,137302.73,.0010454,8,56,297,,,,2024-08-01,,,,,,,
36225BKC1,7.5,75014.43,.00150013,8,56,295,,,,2024-08-01,,,,,,,
36225BKF4,8,96107.2,.0009515,8.5,63,291,,,,2024-08-01,,,,,,,
36225BKG2,8,42048.75,.00042046,8.5,67,290,,,,2024-08-01,,,,,,,
36225BKH0,7,51011.53,.00159386,7.5,50,304,,,,2024-08-01,,,,,,,
36225BKJ6,7.5,220576.93,.00110285,8,53,300,,,,2024-08-01,,,,,,,
36225BKK3,7.5,124801.72,.00124795,8,60,292,,,,2024-08-01,,,,,,,
36225BKL1,7.5,75466.52,.00028949,8,62,294,,,,2024-08-01,,,,,,,
36225BKM9,8,9958.69,.0003053,8.5,10,347,,,,2024-08-01,,,,,,,
36225BKN7,7.5,41573.07,.00277061,8,72,288,,,,2024-08-01,,,,,,,
36225BKR8,7.5,46127,.00061498,8,56,298,,,,2024-08-01,,,,,,,
36225BKS6,8.5,133006.18,.00066501,9,59,295,,,,2024-08-01,,,,,,,
36225BKT4,7.5,82803.98,.00078857,8,62,290,,,,2024-08-01,,,,,,,
36225BKU1,7.5,573334.2,.00080921,8,59,295,,,,2024-08-01,,,,,,,
36225BKV9,7.5,45423.39,.00060403,8,63,291,,,,2024-08-01,,,,,,,
36225BKW7,8,58504.35,.00078,8.5,60,291,,,,2024-08-01,,,,,,,
36225BKX5,6.5,2441114.32,.00148847,7,48,305,,,,2024-08-01,,,,,,,
36225BK31,8.5,5644.4,.00053245,9,30,327,,,,2024-08-01,,,,,,,
36225BK49,6.5,535513.13,.00178501,7,47,306,,,,2024-08-01,,,,,,,
36225BK56,6.5,442717.7,.00295135,7,51,303,,,,2024-08-01,,,,,,,
36225BK64,8,8324.35,.00079117,8.754,46,307,,,,2024-08-01,,,,,,,
36225BK72,9,35635.76,.00035633,9.5,57,289,,,,2024-08-01,,,,,,,
36225BK80,7,110464.37,.00110458,7.5,49,308,,,,2024-08-01,,,,,,,
36225BK98,7,91436.26,.00182854,7.5,62,294,,,,2024-08-01,,,,,,,
36225BLB2,8.5,171636.82,.00090332,9,65,289,,,,2024-08-01,,,,,,,
36225BLC0,6.5,54525.62,.0010904,7,51,303,,,,2024-08-01,,,,,,,
36225BLF3,6.5,281046.04,.00205135,7,49,306,,,,2024-08-01,,,,,,,
36225BLG1,7.5,43538.75,.0005442,8,17,339,,,,2024-08-01,,,,,,,
36225BLH9,7,131139.05,.00108374,7.5,43,311,,,,2024-08-01,,,,,,,
36225BLJ5,7.5,147989.62,.00369927,8,62,286,,,,2024-08-01,,,,,,,
36225BLL0,7,1810085.35,.00178288,7.5,52,302,,,,2024-08-01,,,,,,,
36225BLP1,6.5,194225.23,.00157095,7,48,304,,,,2024-08-01,,,,,,,
36225BLQ9,6,283899.24,.00275616,6.5,48,306,,,,2024-08-01,,,,,,,
36225BLR7,7.5,75491.49,.00050325,8,56,299,,,,2024-08-01,,,,,,,
36225BLS5,8,229459.14,.00059599,8.5,60,294,,,,2024-08-01,,,,,,,
36225BLU0,7,95541.87,.00034629,7.5,15,344,,,,2024-08-01,,,,,,,
36225BLX4,6.5,92446.32,.00184874,7,69,284,,,,2024-08-01,,,,,,,
36225BLZ9,6,431870.45,.00287904,6.5,47,309,,,,2024-08-01,,,,,,,
36225BL22,6,310373.57,.00290055,6.5,51,303,,,,2024-08-01,,,,,,,
36225BL30,6,951402.2,.00271825,6.5,48,306,,,,2024-08-01,,,,,,,
36225BL48,7.5,43783.96,.00043781,8,65,287,,,,2024-08-01,,,,,,,
36225BL71,8,113493.17,.00056745,8.5,66,287,,,,2024-08-01,,,,,,,
36225BL89,8,16.97,.00000067,8.5,2,358,,,,2024-08-01,,,,,,,
36225BL97,8,153707.8,.00063158,8.5,64,290,,,,2024-08-01,,,,,,,
36225BMB1,8,2281.5,.00020411,8.5,8,349,,,,2024-08-01,,,,,,,
36225BMC9,6,731985.46,.00365127,6.5,47,307,,,,2024-08-01,,,,,,,
36225BME5,6,147236.12,.00253833,6.5,59,293,,,,2024-08-01,,,,,,,
36225BMF2,6.5,440250.94,.0029349,7,61,292,,,,2024-08-01,,,,,,,
36225BMG0,6,532007.37,.00265997,6.5,46,310,,,,2024-08-01,,,,,,,
36225BMH8,6,570692.12,.00285338,6.5,57,297,,,,2024-08-01,,,,,,,
36225BMJ4,7.5,57447.74,.00057444,8,45,301,,,,2024-08-01,,,,,,,
36225BMK1,6,503243.34,.00335484,6.5,52,303,,,,2024-08-01,,,,,,,
36225BML9,6,451603.52,.00246771,6.5,53,301,,,,2024-08-01,,,,,,,
36225BMM7,6,483222.39,.00241605,6.5,44,309,,,,2024-08-01,,,,,,,
36225BMN5,6.5,2306417.58,.00189579,7,49,305,,,,2024-08-01,,,,,,,
36225BMQ8,8,5004.45,.00044505,8.5,24,330,,,,2024-08-01,,,,,,,
36225BMR6,8,18547.42,.00063937,8.5,19,338,,,,2024-08-01,,,,,,,
36225BMS4,8,158386.21,.00079191,8.5,63,293,,,,2024-08-01,,,,,,,
36225BMT2,8,36745.37,.00062559,8.5,20,337,,,,2024-08-01,,,,,,,
36225BMU9,7,277819.33,.00138906,7.5,61,293,,,,2024-08-01,,,,,,,
36225BMV7,7,81851.89,.00116922,7.5,42,312,,,,2024-08-01,,,,,,,
36225BMW5,6,467705.53,.00311793,6.5,57,296,,,,2024-08-01,,,,,,,
36225BMX3,6.5,325687.7,.00065136,7,62,284,,,,2024-08-01,,,,,,,
36225BMZ8,6.5,3836314.16,.00194243,7,59,295,,,,2024-08-01,,,,,,,
36225BM21,7,221634.42,.00147751,7.5,40,315,,,,2024-08-01,,,,,,,
36225BM39,6,1313509.62,.00328373,6.5,56,295,,,,2024-08-01,,,,,,,
36225BM54,6,502343.95,.00334884,6.5,63,290,,,,2024-08-01,,,,,,,
36225BM88,7.5,9709.1,.00043038,8,18,340,,,,2024-08-01,,,,,,,
36225BNA2,6.5,609840.18,.00121966,7,68,284,,,,2024-08-01,,,,,,,
36225BNC8,7,2959547.04,.00147976,7.5,64,289,,,,2024-08-01,,,,,,,
36225BND6,6.5,5655081.44,.00188502,7,70,283,,,,2024-08-01,,,,,,,
36225BNE4,8.5,268640.56,.00101371,9,61,289,,,,2024-08-01,,,,,,,
36225BNF1,6,1312281.19,.00262453,6.5,47,308,,,,2024-08-01,,,,,,,
36225BNG9,7,562488.54,.00112496,7.5,61,290,,,,2024-08-01,,,,,,,
36225BNJ3,8,12724.2,.00080011,8.5,21,337,,,,2024-08-01,,,,,,,
36225BNK0,7,40489.35,.00044015,7.5,26,330,,,,2024-08-01,,,,,,,
36225BNL8,6,135086.23,.00363931,6.5,74,279,,,,2024-08-01,,,,,,,
36225BNM6,6,163430.17,.00326827,6.5,69,288,,,,2024-08-01,,,,,,,
36225BNP9,9,141834.75,.00040637,9.5,24,333,,,,2024-08-01,,,,,,,
36225BNQ7,6.5,328596.7,.00131436,7,64,286,,,,2024-08-01,,,,,,,
36225BNR5,7,1521029.36,.00152102,7.5,66,285,,,,2024-08-01,,,,,,,
36225BNS3,6,2398951.93,.00239893,6.821,73,279,,,,2024-08-01,,,,,,,
36225BNV6,8,323.86,.00000747,8.5,2,357,,,,2024-08-01,,,,,,,
36225BNW4,6.5,1039790.76,.00207956,7,74,279,,,,2024-08-01,,,,,,,
36225BN87,6.5,1805503.41,.00180549,7,71,278,,,,2024-08-01,,,,,,,
36225BN95,6,507706.89,.00507681,6.5,74,281,,,,2024-08-01,,,,,,,
36225BPA0,7,1428386.47,.00142837,7.5,70,280,,,,2024-08-01,,,,,,,
36225BPB8,8,1.82,0,8.5,1,358,,,,2024-08-01,,,,,,,
36225BPC6,7,6575943.51,.00134408,7.5,70,280,,,,2024-08-01,,,,,,,
36225BPF9,7.5,1355.46,.00006374,8,12,347,,,,2024-08-01,,,,,,,
36225BPH5,7,4971486.53,.00139766,7.5,67,284,,,,2024-08-01,,,,,,,
36225BPJ1,9.5,12440.24,.00012316,10,7,352,,,,2024-08-01,,,,,,,
36225BPL6,9,9319.93,.00031774,9.5,8,352,,,,2024-08-01,,,,,,,
36225BPM4,7,7552262.68,.00175633,7.5,64,288,,,,2024-08-01,,,,,,,
36225BPN2,6,1301951.47,.00325483,6.5,68,284,,,,2024-08-01,,,,,,,
36225BPP7,6,820079.04,.00273355,6.5,53,298,,,,2024-08-01,,,,,,,
36225BPT9,8,392379.1,.00163829,8.5,66,287,,,,2024-08-01,,,,,,,
36225BPV4,6,1298363.62,.0043278,6.5,75,279,,,,2024-08-01,,,,,,,
36225BPW2,6,297266.06,.00297251,6.5,64,283,,,,2024-08-01,,,,,,,
36225BPX0,6,1719934.11,.00429978,6.5,74,277,,,,2024-08-01,,,,,,,
36225BPY8,8,1374211.65,.00129962,8.5,64,288,,,,2024-08-01,,,,,,,
36225BPZ5,6.5,2556971.63,.00170464,7,70,282,,,,2024-08-01,,,,,,,
36225BP28,6,1139988.85,.00379989,6.5,69,283,,,,2024-08-01,,,,,,,
36225BP36,7.5,2397818.93,.00107525,8,65,287,,,,2024-08-01,,,,,,,
36225BP44,7.5,1287899.64,.00126264,8,66,287,,,,2024-08-01,,,,,,,
36225BP51,6.5,16668.08,.00086748,7,34,318,,,,2024-08-01,,,,,,,
36225BP69,6,1078003.72,.00359328,6.5,74,279,,,,2024-08-01,,,,,,,
36225BP77,6,1204248.43,.00401409,6.5,73,276,,,,2024-08-01,,,,,,,
36225BP93,8,21083.07,.0005195,8.5,23,331,,,,2024-08-01,,,,,,,
36225BQB7,8,174.85,.000004,8.5,12,346,,,,2024-08-01,,,,,,,
36225BQE1,6,357207.46,.00357189,6.5,74,276,,,,2024-08-01,,,,,,,
36225BQF8,6,243867.44,.00243855,6.5,80,273,,,,2024-08-01,,,,,,,
36225BQG6,6,150179.76,.00602491,6.5,76,282,,,,2024-08-01,,,,,,,
36225BQH4,6.5,59650.13,.00129582,7,44,309,,,,2024-08-01,,,,,,,
36225BQJ0,7,2111.97,.00003207,7.5,10,348,,,,2024-08-01,,,,,,,
36225BQK7,7,173885.95,.00162992,7.5,41,312,,,,2024-08-01,,,,,,,
36225BQL5,6.5,2544.76,.0000402,7,10,346,,,,2024-08-01,,,,,,,
36225BQM3,7.5,152264.75,.00168996,8,35,321,,,,2024-08-01,,,,,,,
36225BQN1,7.5,12405.5,.00011055,8,12,346,,,,2024-08-01,,,,,,,
36225BQQ4,8,6768.97,.00017602,8.5,9,349,,,,2024-08-01,,,,,,,
36225BQR2,8,284550,.0021638,8.5,52,301,,,,2024-08-01,,,,,,,
36225BQT8,8.5,29742.59,.00135574,9,26,331,,,,2024-08-01,,,,,,,
36225BQ43,6,160960.37,.00160952,6.5,75,274,,,,2024-08-01,,,,,,,
36225BQ68,6,300380.88,.00294476,6.5,47,306,,,,2024-08-01,,,,,,,
36225BQ92,7.5,557386.24,.00111476,8,65,285,,,,2024-08-01,,,,,,,
36225BRA8,7,1543194.24,.00154318,7.5,69,282,,,,2024-08-01,,,,,,,
36225BRG5,6.5,260533.71,.00260484,7.271,76,273,,,,2024-08-01,,,,,,,
36225BRH3,6.5,640259.52,.00213387,7.285,76,274,,,,2024-08-01,,,,,,,
36225BRJ9,7.5,260933.64,.00121361,8,65,286,,,,2024-08-01,,,,,,,
36225BRK6,7.5,842293.88,.00168457,8,65,286,,,,2024-08-01,,,,,,,
36225BRN0,6,385942.34,.00383016,6.5,48,306,,,,2024-08-01,,,,,,,
36225BRT7,7.5,43880.46,.00159217,8,49,302,,,,2024-08-01,,,,,,,
36225BRU4,7.5,741115.77,.00148221,8.293,64,288,,,,2024-08-01,,,,,,,
36225BRW0,7.5,724552.68,.00144909,8,72,280,,,,2024-08-01,,,,,,,
36225BRX8,7.5,1390680.81,.00139067,8,68,282,,,,2024-08-01,,,,,,,
36225BR26,6.5,150136.16,.00150128,7,77,272,,,,2024-08-01,,,,,,,
36225BR83,5.5,805400.37,.00536915,6.296,79,272,,,,2024-08-01,,,,,,,
36225BSA7,8.5,62971.43,.00314778,9,63,292,,,,2024-08-01,,,,,,,
36225BSB5,5.5,550264.41,.00550236,6,80,272,,,,2024-08-01,,,,,,,
36225BSC3,8,13167.14,.00131605,8.5,64,290,,,,2024-08-01,,,,,,,
36225BSD1,7,368924.34,.00245941,7.5,79,273,,,,2024-08-01,,,,,,,
36225BSE9,8,46308.02,.00092606,8.5,67,287,,,,2024-08-01,,,,,,,
36225BSF6,7.5,1682543.29,.00152957,8,67,284,,,,2024-08-01,,,,,,,
36225BSG4,7.5,968228.26,.00203835,8,73,279,,,,2024-08-01,,,,,,,
36225BSH2,7,2085315.47,.0020853,7.5,74,276,,,,2024-08-01,,,,,,,
36225BSJ8,7,323170.97,.00258526,7.5,78,275,,,,2024-08-01,,,,,,,
36225BSK5,8.5,1020240.68,.00204046,9,63,289,,,,2024-08-01,,,,,,,
36225BSM1,8.5,402632.15,.00201248,9,62,289,,,,2024-08-01,,,,,,,
36225BSN9,5.5,537964.47,.00537937,6.272,79,272,,,,2024-08-01,,,,,,,
36225BSP4,8,552165.29,.00184052,8.757,64,286,,,,2024-08-01,,,,,,,
36225BSQ2,6.5,547584.69,.00219007,7.255,82,270,,,,2024-08-01,,,,,,,
36225BSR0,7.5,282330.4,.00188213,8,70,286,,,,2024-08-01,,,,,,,
36225BSS8,8,3341460.07,.00222763,8.5,65,287,,,,2024-08-01,,,,,,,
36225BST6,8,267009.82,.00197777,8.5,66,288,,,,2024-08-01,,,,,,,
36225BSU3,7,5578472.02,.0019923,7.5,76,276,,,,2024-08-01,,,,,,,
36225BSV1,7,3342006.27,.00241852,7.751,74,276,,,,2024-08-01,,,,,,,
36225BSX7,8,208880.87,.00148765,8.753,58,289,,,,2024-08-01,,,,,,,
36225BS41,7.5,410158.68,.00772431,8,69,288,,,,2024-08-01,,,,,,,
36225BS90,8.5,277774.83,.0027776,9,55,292,,,,2024-08-01,,,,,,,
36225BTA6,8,431716.52,.00215852,8.5,61,289,,,,2024-08-01,,,,,,,
36225BTB4,8.5,447191.49,.0026112,9,60,291,,,,2024-08-01,,,,,,,
36225BTC2,7,1264077.7,.00252813,7.5,72,279,,,,2024-08-01,,,,,,,
36225BTD0,7,2048911.92,.00227655,7.5,76,274,,,,2024-08-01,,,,,,,
36225BTE8,7,2078059.89,.00207804,7.5,75,275,,,,2024-08-01,,,,,,,
36225BTK4,7,41056.37,.00051493,7.5,16,342,,,,2024-08-01,,,,,,,
36225BTM0,7,390290.89,.0019514,7.5,68,283,,,,2024-08-01,,,,,,,
36225BTN8,7.5,28402.53,.00115919,8.242,26,329,,,,2024-08-01,,,,,,,
36225BTP3,7.5,897012.89,.001794,8.273,66,285,,,,2024-08-01,,,,,,,
36225BTQ1,6,2077481.16,.00415492,6.5,77,273,,,,2024-08-01,,,,,,,
36225BTR9,7.5,946142.14,.00189226,8,68,283,,,,2024-08-01,,,,,,,
36225BTT5,8,77697.94,.00152333,8.5,29,329,,,,2024-08-01,,,,,,,
36225BTU2,6.5,64289.21,.00148665,7,48,307,,,,2024-08-01,,,,,,,
36225BTW8,6,600775.22,.00600745,6.5,83,269,,,,2024-08-01,,,,,,,
36225BTX6,6,1359954.2,.00534321,6.5,80,270,,,,2024-08-01,,,,,,,
36225BTY4,7.5,1920991.9,.00192098,8,67,284,,,,2024-08-01,,,,,,,
36225BTZ1,6.5,3798778.07,.0027134,7,84,268,,,,2024-08-01,,,,,,,
36225BT24,7,2038933.55,.00203892,7.5,71,279,,,,2024-08-01,,,,,,,
36225BT32,8,65677.05,.00437701,8.5,71,288,,,,2024-08-01,,,,,,,
36225BUB2,7.5,4167089.88,.00208353,8,66,287,,,,2024-08-01,,,,,,,
36225BUC0,6,2404557.85,.00480906,6.5,77,274,,,,2024-08-01,,,,,,,
36225BUD8,6,320727.57,.00320711,6.5,77,268,,,,2024-08-01,,,,,,,
36225BUE6,7.5,284968.95,.0014248,8,62,288,,,,2024-08-01,,,,,,,
36225BUF3,6,3677377.35,.00591081,6.5,82,268,,,,2024-08-01,,,,,,,
36225BUG1,6,8131428.4,.00542093,6.5,80,271,,,,2024-08-01,,,,,,,
36225BUH9,6,2290281.73,.00458051,6.5,81,270,,,,2024-08-01,,,,,,,
36225BUJ5,6,4034637.3,.00401454,6.5,69,281,,,,2024-08-01,,,,,,,
36225BUK2,6,1253540.11,.00501406,6.5,80,272,,,,2024-08-01,,,,,,,
36225BUL0,6,402818.55,.00402798,6.5,80,270,,,,2024-08-01,,,,,,,
36225BUM8,8,32698.61,.00048143,8.5,17,339,,,,2024-08-01,,,,,,,
36225BUN6,6,482513.55,.0044245,6.5,78,270,,,,2024-08-01,,,,,,,
36225BUT3,6.5,114570.26,.00200982,7.291,70,280,,,,2024-08-01,,,,,,,
36225BUU0,6.5,1183706.96,.00236739,7.284,73,279,,,,2024-08-01,,,,,,,
36225BUV8,6.5,3588420.34,.00239227,7,74,278,,,,2024-08-01,,,,,,,
36225BUW6,6,2228290.59,.0049517,6.5,87,264,,,,2024-08-01,,,,,,,
36225BUX4,8.5,838047.1,.00372457,9,59,291,,,,2024-08-01,,,,,,,
36225BUY2,5.5,1275031.64,.00637499,6,79,271,,,,2024-08-01,,,,,,,
36225BUZ9,6,404259.47,.00404239,6.5,80,270,,,,2024-08-01,,,,,,,
36225BU22,5.5,653231.85,.00653199,6,77,272,,,,2024-08-01,,,,,,,
36225BU30,6.5,1512332.31,.02449453,7,83,275,,,,2024-08-01,,,,,,,
36225BU63,5.5,3625228.06,.00771316,6,88,263,,,,2024-08-01,,,,,,,
36225BVB1,7.5,86526.54,.00288373,8,74,272,,,,2024-08-01,,,,,,,
36225BVD7,6,1412500.04,.00504455,6.5,87,264,,,,2024-08-01,,,,,,,
36225BVE5,5.5,406699.15,.00508342,6,86,263,,,,2024-08-01,,,,,,,
36225BVF2,7.5,1680378.71,.00271026,8,71,280,,,,2024-08-01,,,,,,,
36225BVH8,6.5,3259426,.00269372,7,81,271,,,,2024-08-01,,,,,,,
36225BVJ4,5.5,2410612.68,.00602645,6,86,262,,,,2024-08-01,,,,,,,
36225BVK1,6.5,265407.93,.00265394,7,87,271,,,,2024-08-01,,,,,,,
36225BVL9,7.5,36970.51,.00123214,8,72,279,,,,2024-08-01,,,,,,,
36225BVM7,8,96420.8,.00321349,8.5,60,288,,,,2024-08-01,,,,,,,
36225BVN5,6,559566.51,.00452838,6.781,85,265,,,,2024-08-01,,,,,,,
36225BVQ8,7.5,532192.45,.00244119,8,70,280,,,,2024-08-01,,,,,,,
36225BVR6,8,90762.86,.00302492,8.5,63,287,,,,2024-08-01,,,,,,,
36225BVS4,6.5,1355542.37,.00271105,7,77,276,,,,2024-08-01,,,,,,,
36225BVT2,5.5,2040328.66,.00582942,6,87,261,,,,2024-08-01,,,,,,,
36225BVU9,6,6056789.81,.00439852,6.5,87,263,,,,2024-08-01,,,,,,,
36225BVX3,6.5,3200501.08,.00290953,7,79,271,,,,2024-08-01,,,,,,,
36225BVY1,6,711431.98,.00355707,6.829,65,286,,,,2024-08-01,,,,,,,
36225BVZ8,8,88439.36,.00294748,8.5,66,287,,,,2024-08-01,,,,,,,
36225BV21,7,4649313.08,.00281775,7.5,76,275,,,,2024-08-01,,,,,,,
36225BV39,7,865226.33,.00288403,7.78,70,280,,,,2024-08-01,,,,,,,
36225BV47,8,122573.71,.0040851,8.5,67,288,,,,2024-08-01,,,,,,,
36225BV54,6,2828505.52,.00505085,6.5,90,261,,,,2024-08-01,,,,,,,
36225BV62,7,1548106.34,.00309618,7.5,76,276,,,,2024-08-01,,,,,,,
36225BV70,6.5,2735736.08,.00273572,7,76,274,,,,2024-08-01,,,,,,,
36225BV88,7,375786.95,.00375768,7.5,78,275,,,,2024-08-01,,,,,,,
36225BWB0,6,1283272.17,.0057033,6.5,83,266,,,,2024-08-01,,,,,,,
36225BWC8,6.5,1934004.18,.00241749,7,78,272,,,,2024-08-01,,,,,,,
36225BWF1,6.5,748853.04,.00299535,7.29,74,279,,,,2024-08-01,,,,,,,
36225BWG9,6,2917497.32,.00583493,6.5,89,261,,,,2024-08-01,,,,,,,
36225BWH7,7,655785.7,.00262309,7.5,74,276,,,,2024-08-01,,,,,,,
36225BWJ3,7,4232487.63,.00313516,7.5,77,274,,,,2024-08-01,,,,,,,
36225BWK0,6,1011106.67,.00674048,6.5,85,263,,,,2024-08-01,,,,,,,
36225BWL8,6,990219.97,.0039608,6.5,82,269,,,,2024-08-01,,,,,,,
36225BWN4,6.5,544276.9,.00431565,7,80,264,,,,2024-08-01,,,,,,,
36225BWR5,7,3135182.48,.00313516,7.5,73,278,,,,2024-08-01,,,,,,,
36225BWT1,6.5,113236.44,.00452855,7,85,272,,,,2024-08-01,,,,,,,
36225BWV6,6.5,219947.32,.00219936,7,72,264,,,,2024-08-01,,,,,,,
36225BWW4,6.5,835644.88,.00334251,7,76,276,,,,2024-08-01,,,,,,,
36225BWX2,6.5,588585.98,.00235429,7,77,274,,,,2024-08-01,,,,,,,
36225BWZ7,6,4565133.96,.00652157,6.5,91,260,,,,2024-08-01,,,,,,,
36225BW38,6,497860.64,.00497835,6.5,91,260,,,,2024-08-01,,,,,,,
36225BW53,6.5,713073.94,.00285223,7,77,274,,,,2024-08-01,,,,,,,
36225BW61,7,787576.51,.00393778,7.5,74,278,,,,2024-08-01,,,,,,,
36225BXB9,6,1456083.61,.00728023,6.5,92,258,,,,2024-08-01,,,,,,,
36225BXC7,6.5,380153.8,.00380134,7,80,273,,,,2024-08-01,,,,,,,
36225BXD5,6.5,275725.13,.00275711,7,77,271,,,,2024-08-01,,,,,,,
36225BXE3,6.5,674139.21,.0026965,7,76,272,,,,2024-08-01,,,,,,,
36225BXF0,6.5,781770.55,.00312701,7,73,281,,,,2024-08-01,,,,,,,
36225BXG8,6.5,290466.87,.00290452,7,75,276,,,,2024-08-01,,,,,,,
36225BXH6,7,3434901.86,.00343488,7.5,71,279,,,,2024-08-01,,,,,,,
36225BXJ2,7,1017607.1,.00407034,7.5,77,274,,,,2024-08-01,,,,,,,
36225BXK9,6,207559.03,.00383844,6.5,94,258,,,,2024-08-01,,,,,,,
36225BXM5,7,349129.98,.00349112,7.5,77,277,,,,2024-08-01,,,,,,,
36225BXQ6,6,478258.34,.00478234,6.5,83,268,,,,2024-08-01,,,,,,,
36225BXR4,5.5,8053699.46,.00805365,6,94,257,,,,2024-08-01,,,,,,,
36225BXS2,5.5,2227392.77,.00890939,6,88,257,,,,2024-08-01,,,,,,,
36225BXT0,5.5,6841999.7,.00684196,6,92,258,,,,2024-08-01,,,,,,,
36225BXU7,5,2359867.43,.01026007,5.5,86,257,,,,2024-08-01,,,,,,,
36225BXV5,6,1382621.37,.00691293,6.5,92,260,,,,2024-08-01,,,,,,,
36225BXW3,6.5,351299.9,.00351282,7.283,71,281,,,,2024-08-01,,,,,,,
36225BXX1,6.5,3349409.64,.00334939,7,80,271,,,,2024-08-01,,,,,,,
36225BXY9,6.5,686109.96,.00274438,7,75,267,,,,2024-08-01,,,,,,,
36225BX29,5,1833985.14,.00916969,5.5,90,256,,,,2024-08-01,,,,,,,
36225BX37,5,1255446.93,.01255384,5.5,91,255,,,,2024-08-01,,,,,,,
36225BX60,5,1301622,.01301556,5.5,93,256,,,,2024-08-01,,,,,,,
36225BX78,7,604770.22,.00403166,7.5,73,277,,,,2024-08-01,,,,,,,
36225BX86,5,3114045.47,.01037997,5.5,93,256,,,,2024-08-01,,,,,,,
36225BX94,6,492906.8,.00547643,6.5,83,267,,,,2024-08-01,,,,,,,
36225BYA0,7,368678.86,.0036866,7.5,78,275,,,,2024-08-01,,,,,,,
36225BYB8,5,5543670.24,.01231913,5.5,92,256,,,,2024-08-01,,,,,,,
36225BYC6,6,2911069.33,.00582208,6.5,87,263,,,,2024-08-01,,,,,,,
36225BYD4,5.5,3854542.2,.00821855,6,94,256,,,,2024-08-01,,,,,,,
36225BYE2,6.5,204215.68,.0040839,7.275,77,274,,,,2024-08-01,,,,,,,
36225BYG7,5,3116733.41,.01298611,5.5,95,256,,,,2024-08-01,,,,,,,
36225BYJ1,7,471800.51,.00471776,7.5,78,274,,,,2024-08-01,,,,,,,
36225BYK8,7,819168.82,.01683722,7.5,76,280,,,,2024-08-01,,,,,,,
36225BYL6,8.5,103461.14,.0060264,9.219,63,286,,,,2024-08-01,,,,,,,
36225BYP7,6.5,189867.96,.01609425,7,96,263,,,,2024-08-01,,,,,,,
36225BYQ5,5,1515402.68,.01515326,5.5,97,254,,,,2024-08-01,,,,,,,
36225BYS1,7,408970.34,.00836112,7.5,81,269,,,,2024-08-01,,,,,,,
36225BYT9,5,3080643.55,.01026864,5.5,93,255,,,,2024-08-01,,,,,,,
36225BYU6,5,2529009.19,.01264472,5.5,94,255,,,,2024-08-01,,,,,,,
