cmo,cusip,faceincmo,date
2024-144-2A,3618GQKU4, 2633103.00,2024-09-01
2024-144-2A,3618GQ4F5, 526075.00,2024-09-01
2024-144-2A,3618GRVU0, 959888.00,2024-09-01
2024-144-2A,3618GSKA4, 557642.00,2024-09-01
2024-144-2A,3618GUMF6, 1253647.00,2024-09-01
2024-144-2A,3618GVDG2, 817755.00,2024-09-01
2024-144-2A,3618GVYP9, 1327919.00,2024-09-01
2024-144-2A,3618GV6N5, 511772.00,2024-09-01
2024-144-2A,3618GWVM7, 512675.00,2024-09-01
2024-144-2A,3618GXW44, 5324189.00,2024-09-01
2024-144-2A,3618GX5X0, 2727904.00,2024-09-01
2024-144-2A,3618GYA53, 3549851.00,2024-09-01
2024-144-2A,3618GYA61, 2983001.00,2024-09-01
2024-144-2A,3618GYA79, 3368191.00,2024-09-01
2024-144-2A,3618GYQG2, 604395.00,2024-09-01
2024-144-2A,3618GYVX9, 874113.00,2024-09-01
2024-144-2A,3618H0U47, 498561.00,2024-09-01
2024-144-2A,3618H0V61, 514621.00,2024-09-01
2024-144-2A,3618H0W37, 1132348.00,2024-09-01
2024-144-2A,3618H2LQ4, 1414191.00,2024-09-01
2024-144-2A,3618H2XA6, 3327780.00,2024-09-01
2024-144-2A,3618H4CF4, 782550.00,2024-09-01
2024-144-2A,3618H4EX3, 1202882.00,2024-09-01
2024-144-2A,3618H42X6, 595348.00,2024-09-01
2024-144-2A,3618H44V8, 707105.00,2024-09-01
2024-144-2A,3618H7HV7, 607443.00,2024-09-01
2024-144-2A,3618H7WN8, 852939.00,2024-09-01
2024-144-2A,3618H8QY9, 601271.00,2024-09-01
2024-144-2A,3618H8YG9, 2770547.00,2024-09-01
2024-144-2A,3618H82Q2, 1052231.00,2024-09-01
2024-144-2A,3618H9YF9, 1687473.00,2024-09-01
2024-144-2A,3618HAV93, 589572.00,2024-09-01
2024-144-2A,3618HAWA9, 668493.00,2024-09-01
2024-144-2A,3618HBGU1, 469178.00,2024-09-01
2024-144-2A,3618HCAX9, 2306709.00,2024-09-01
2024-144-2A,3618HCAY7, 1627947.00,2024-09-01
2024-144-2A,3618HCN56, 579593.00,2024-09-01
2024-144-2A,3618HEH26, 1601265.00,2024-09-01
2024-144-2A,3618HELM7, 2452164.00,2024-09-01
2024-144-2A,3618HFL36, 500788.00,2024-09-01
2024-144-2A,3618HHER7, 1006638.00,2024-09-01
2024-144-2A,3618HHES5, 1983802.00,2024-09-01
2024-144-2A,3618HHET3, 2691871.00,2024-09-01
2024-144-2A,3618HH3U2, 2289106.00,2024-09-01
2024-144-2A,3618HKKV4, 6221881.00,2024-09-01
2024-144-2A,3618HKL35, 2368328.00,2024-09-01
2024-144-2A,3618HKL84, 2355976.00,2024-09-01
2024-144-2A,3618HMNW5, 1125427.00,2024-09-01
2024-144-2A,3618HMPK9, 676956.00,2024-09-01
2024-144-2A,3618HNL96, 515749.00,2024-09-01
2024-144-2A,3618HPN99, 474717.00,2024-09-01
2024-144-2A,3618HQVZ0, 267425.00,2024-09-01
2024-144-2A,3618HSEF9, 468103.00,2024-09-01
2024-144-2A,3618HSGJ9, 795969.00,2024-09-01
2024-144-2A,3618HSK96, 704844.00,2024-09-01
2024-144-2A,3618HSLA2, 725786.00,2024-09-01
2024-144-2A,3618HSLJ3, 723971.00,2024-09-01
2024-144-2A,3618HSLN4, 769716.00,2024-09-01
2024-144-2A,3618HSLZ7, 541426.00,2024-09-01
2024-144-2A,3618HTUF9, 645502.00,2024-09-01
2024-144-2A,3618HUSP7, 754923.00,2024-09-01
2024-144-2A,3618HUXY2, 659770.00,2024-09-01
2024-144-2A,3618HU4N8, 630842.00,2024-09-01
2024-144-2A,3618HVDP1, 516460.00,2024-09-01
2024-144-2A,3618HVES4, 515736.00,2024-09-01
2024-144-2A,3618HVFV6, 485664.00,2024-09-01
2024-144-2A,3618HXYC3, 548504.00,2024-09-01
2024-144-2A,3618HXYD1, 619215.00,2024-09-01
2024-144-2A,3618HYTT0, 2009876.00,2024-09-01
2024-144-2A,3618HYTU7, 2189277.00,2024-09-01
2024-144-2A,3618HYU43, 2093895.00,2024-09-01
2024-144-2A,3618J0C60, 903738.00,2024-09-01
2024-144-2A,3618J0EX9, 621003.00,2024-09-01
2024-144-2A,3618J2P39, 2778971.00,2024-09-01
2024-144-2A,3618J2XZ9, 1094797.00,2024-09-01
2024-144-2A,3618J2X55, 2898457.00,2024-09-01
2024-144-2A,3618J2X71, 2591573.00,2024-09-01
2024-144-2A,3618J2YU9, 3237414.00,2024-09-01
2024-144-2A,3618J3NC9, 548114.00,2024-09-01
2024-144-2A,3618J7BW9, 551324.00,2024-09-01
2024-144-2B,3618BMHB4, 1041654.00,2024-09-01
2024-144-2B,3618BVMM4, 551368.00,2024-09-01
2024-144-2B,3618F1ZX8, 620603.00,2024-09-01
2024-144-2B,3618F4YA3, 1408177.00,2024-09-01
2024-144-2B,3618F9NP1, 523176.00,2024-09-01
2024-144-2B,3618FBDA0, 532173.00,2024-09-01
2024-144-2B,3618FDJR3, 873283.00,2024-09-01
2024-144-2B,3618FEG52, 476765.00,2024-09-01
2024-144-2B,3618FEJ83, 706255.00,2024-09-01
2024-144-2B,3618FFWA0, 1139527.00,2024-09-01
2024-144-2B,3618FF5W2, 2426239.00,2024-09-01
2024-144-2B,3618FH7F3, 1153329.00,2024-09-01
2024-144-2B,3618FLUX9, 610547.00,2024-09-01
2024-144-2B,3618FPMP6, 796129.00,2024-09-01
2024-144-2B,3618FRFZ8, 550356.00,2024-09-01
2024-144-2B,3618FSGV4, 498087.00,2024-09-01
2024-144-2B,3618FUT45, 3871596.00,2024-09-01
2024-144-2B,3618FVVM0, 3267638.00,2024-09-01
2024-144-2B,3618G4H60, 637969.00,2024-09-01
2024-144-2B,3618G7FB4, 921218.00,2024-09-01
2024-144-2B,3618GBKA1, 581489.00,2024-09-01
2024-144-2B,3618GEJR0, 952257.00,2024-09-01
2024-144-2B,3618GJA72, 1523226.00,2024-09-01
2024-144-2B,3618GMZE3, 2364600.00,2024-09-01
2024-144-2B,3618GNCQ9, 562853.00,2024-09-01
2024-144-2B,3618GNCR7, 1063061.00,2024-09-01
2024-144-2B,3618GPT78, 618107.00,2024-09-01
2024-144-2B,3618GQG70, 1222586.00,2024-09-01
2024-144-2B,3618GQKU4, 2675781.00,2024-09-01
2024-144-2B,3618GQ4F5, 534603.00,2024-09-01
2024-144-2B,3618GRVU0, 975447.00,2024-09-01
2024-144-2B,3618GSKA4, 566681.00,2024-09-01
2024-144-2B,3618GUMF6, 1273967.00,2024-09-01
2024-144-2B,3618GVDG2, 831010.00,2024-09-01
2024-144-2B,3618GVYP9, 1349443.00,2024-09-01
2024-144-2B,3618GV6N5, 520067.00,2024-09-01
2024-144-2B,3618GWVM7, 520985.00,2024-09-01
2024-144-2B,3618GXW44, 5410487.00,2024-09-01
2024-144-2B,3618GX5X0, 2772121.00,2024-09-01
2024-144-2B,3618GYA53, 3607388.00,2024-09-01
2024-144-2B,3618GYA61, 3031352.00,2024-09-01
2024-144-2B,3618GYA79, 3422786.00,2024-09-01
2024-144-2B,3618GYQG2, 614191.00,2024-09-01
2024-144-2B,3618GYVX9, 888281.00,2024-09-01
2024-144-2B,3618H0U47, 506642.00,2024-09-01
2024-144-2B,3618H0V61, 522963.00,2024-09-01
2024-144-2B,3618H0W37, 1150701.00,2024-09-01
2024-144-2B,3618H2LQ4, 1437113.00,2024-09-01
2024-144-2B,3618H2XA6, 3381719.00,2024-09-01
2024-144-2B,3618H4CF4, 795235.00,2024-09-01
2024-144-2B,3618H4EX3, 1222379.00,2024-09-01
2024-144-2B,3618H42X6, 604998.00,2024-09-01
2024-144-2B,3618H44V8, 718567.00,2024-09-01
2024-144-2B,3618H7HV7, 617289.00,2024-09-01
2024-144-2B,3618H7WN8, 866765.00,2024-09-01
2024-144-2B,3618H8QY9, 611017.00,2024-09-01
2024-144-2B,3618H8YG9, 2815454.00,2024-09-01
2024-144-2B,3618H82Q2, 1069286.00,2024-09-01
2024-144-2B,3618H9YF9, 1714825.00,2024-09-01
2024-144-2B,3618HAV93, 599128.00,2024-09-01
2024-144-2B,3618HAWA9, 679328.00,2024-09-01
2024-144-2B,3618HBGU1, 476783.00,2024-09-01
2024-144-2B,3618HCAX9, 2344098.00,2024-09-01
2024-144-2B,3618HCAY7, 1654335.00,2024-09-01
2024-144-2B,3618HCN56, 588988.00,2024-09-01
2024-144-2B,3618HEH26, 1627220.00,2024-09-01
2024-144-2B,3618HELM7, 2491911.00,2024-09-01
2024-144-2B,3618HFL36, 508906.00,2024-09-01
2024-144-2B,3618HHER7, 1022954.00,2024-09-01
2024-144-2B,3618HHES5, 2015957.00,2024-09-01
2024-144-2B,3618HHET3, 2735503.00,2024-09-01
2024-144-2B,3618HH3U2, 2326210.00,2024-09-01
2024-144-2B,3618HKKV4, 6322729.00,2024-09-01
2024-144-2B,3618HKL35, 2406715.00,2024-09-01
2024-144-2B,3618HKL84, 2394164.00,2024-09-01
2024-144-2B,3618HMNW5, 1143669.00,2024-09-01
2024-144-2B,3618HMPK9, 687929.00,2024-09-01
2024-144-2B,3618HNL96, 524109.00,2024-09-01
2024-144-2B,3618HPN99, 482412.00,2024-09-01
2024-144-2B,3618HQVZ0, 271760.00,2024-09-01
2024-144-2B,3618HSEF9, 475690.00,2024-09-01
2024-144-2B,3618HSGJ9, 808871.00,2024-09-01
2024-144-2B,3618HSK96, 716268.00,2024-09-01
2024-144-2B,3618HSLA2, 737551.00,2024-09-01
2024-144-2B,3618HSLJ3, 735705.00,2024-09-01
2024-144-2B,3618HSLN4, 782192.00,2024-09-01
2024-144-2B,3618HSLZ7, 550201.00,2024-09-01
2024-144-2B,3618HTUF9, 655964.00,2024-09-01
2024-144-2B,3618HUSP7, 767160.00,2024-09-01
2024-144-2B,3618HUXY2, 670464.00,2024-09-01
2024-144-2B,3618HU4N8, 641067.00,2024-09-01
2024-144-2B,3618HVDP1, 524832.00,2024-09-01
2024-144-2B,3618HVES4, 524095.00,2024-09-01
2024-144-2B,3618HVFV6, 493536.00,2024-09-01
2024-144-2B,3618HXYC3, 557395.00,2024-09-01
2024-144-2B,3618HXYD1, 629251.00,2024-09-01
2024-144-2B,3618HYTT0, 2042454.00,2024-09-01
2024-144-2B,3618HYTU7, 2224763.00,2024-09-01
2024-144-2B,3618HYU43, 2127835.00,2024-09-01
2024-144-2B,3618J0C60, 918386.00,2024-09-01
2024-144-2B,3618J0EX9, 631069.00,2024-09-01
2024-144-2B,3618J2P39, 2824015.00,2024-09-01
2024-144-2B,3618J2XZ9, 1112542.00,2024-09-01
2024-144-2B,3618J2X55, 2945438.00,2024-09-01
2024-144-2B,3618J2X71, 2633579.00,2024-09-01
2024-144-2B,3618J2YU9, 3289888.00,2024-09-01
2024-144-2B,3618J3NC9, 556999.00,2024-09-01
2024-144-2B,3618J7BW9, 560261.00,2024-09-01
2024-144-3,3618A5T37, 2152.00,2024-09-01
2024-144-3,3618ATDL2, 3527569.00,2024-09-01
2024-144-3,3618AW2G8, 8360400.00,2024-09-01
2024-144-3,3618BMFS9, 538683.00,2024-09-01
2024-144-3,3618BMGJ8, 4451.00,2024-09-01
2024-144-3,3618BMGN9, 1354787.00,2024-09-01
2024-144-3,3618BMHB4, 47655.00,2024-09-01
2024-144-3,3618BM2D6, 1625.00,2024-09-01
2024-144-3,3618BVB38, 2089445.00,2024-09-01
2024-144-3,3618F2NE1, 1820460.00,2024-09-01
2024-144-3,3618F3T45, 2829266.00,2024-09-01
2024-144-3,3618F4YA3, 64425.00,2024-09-01
2024-144-3,3618FDJR3, 39953.00,2024-09-01
2024-144-3,3618FLJA2, 5012.00,2024-09-01
2024-144-3,3618G1J56, 1228870.00,2024-09-01
2024-144-3,3618GKAE4, 2213113.00,2024-09-01
2024-144-3,3618GPHF3, 1947261.00,2024-09-01
2024-144-3,3618GUEZ1, 3749.00,2024-09-01
2024-144-3,3618GUMF6, 58282.00,2024-09-01
2024-144-3,3618H0ND5, 3298355.00,2024-09-01
2024-144-3,3618HHQN3, 2409518.00,2024-09-01
2024-144-3,3618HNJB4, 1647605.00,2024-09-01
2024-144-3,3618J0C60, 42018.00,2024-09-01
2024-144-3,3618J0EY7, 4064605.00,2024-09-01
2024-144-3,3618J1HZ9, 1005260.00,2024-09-01
2024-144-3,3618J5MS0, 6770126.00,2024-09-01
2024-144-3,3618JHR75, 5313161.00,2024-09-01
2024-144-4,36179YW67, 168489539.00,2024-09-01
2024-144-5,3618GPKZ5, 1141277.00,2024-09-01
2024-144-5,3618GPK69, 1105000.00,2024-09-01
2024-144-5,3618GPLX9, 1673426.00,2024-09-01
2024-144-5,3618GPL27, 2012607.00,2024-09-01
2024-144-5,3618GRJ75, 1928545.00,2024-09-01
2024-144-5,3618GRMK2, 2429858.00,2024-09-01
2024-144-5,3618GVUA6, 1069567.00,2024-09-01
2024-144-5,3618H2AB9, 10068441.00,2024-09-01
2024-144-5,3618H2EV1, 2000000.00,2024-09-01
2024-144-5,3618H3C41, 1483000.00,2024-09-01
2024-144-5,3618H3KR1, 2478180.00,2024-09-01
2024-144-5,3618H4AS8, 1428995.00,2024-09-01
2024-144-5,3618H6R30, 8130000.00,2024-09-01
2024-144-5,3618H6Y32, 1346408.00,2024-09-01
2024-144-5,3618H6Y57, 1112063.00,2024-09-01
2024-144-5,3618H7HK1, 1251054.00,2024-09-01
2024-144-5,3618H8G79, 1116360.00,2024-09-01
2024-144-5,3618H8HC7, 823000.00,2024-09-01
2024-144-5,3618H8UJ7, 1895240.00,2024-09-01
2024-144-5,3618H8VS6, 530000.00,2024-09-01
2024-144-5,3618H95H7, 1049868.00,2024-09-01
2024-144-5,3618HA2T1, 1210769.00,2024-09-01
2024-144-5,3618HA4X0, 2000000.00,2024-09-01
2024-144-5,3618HBAN3, 4000000.00,2024-09-01
2024-144-5,3618HC3D1, 380000.00,2024-09-01
2024-144-5,3618HEZP5, 4915951.00,2024-09-01
2024-144-5,3618HFDW1, 1360604.00,2024-09-01
2024-144-5,3618HFKL7, 589700.00,2024-09-01
2024-144-5,3618HFKQ6, 510000.00,2024-09-01
2024-144-5,3618HFLC6, 201773.00,2024-09-01
2024-144-5,3618HF2L7, 1158000.00,2024-09-01
2024-144-5,3618HLCL3, 1084359.00,2024-09-01
2024-144-5,3618HL5F4, 625000.00,2024-09-01
2024-144-5,3618HMVC0, 618000.00,2024-09-01
2024-144-5,3618HMV71, 647000.00,2024-09-01
2024-144-5,3618HPCX8, 1538000.00,2024-09-01
2024-144-5,3618HRAK4, 3050000.00,2024-09-01
2024-144-5,3618HSAR7, 1061246.00,2024-09-01
2024-144-5,3618HSD37, 400000.00,2024-09-01
2024-144-5,3618HVGT0, 425000.00,2024-09-01
2024-144-5,3618HVHJ1, 400000.00,2024-09-01
2024-144-6,38377YWP1, 128571428.00,2024-09-01
2024-144-6,38378PSY5, 40000000.00,2024-09-01
2024-144-6,38380CF32, 27122720.00,2024-09-01
2024-144-6,38381ABB1, 31416167.00,2024-09-01
2024-144-7,38384MK55, 6837000.00,2024-09-01
2024-144-8,38384QS82, 34262567.00,2024-09-01
2024-144-9A,38384GXA3, 16237469.00,2024-09-01
2024-144-9B,38384G6K1, 25000000.00,2024-09-01
2024-144-10,3622ADA65, 10522653.00,2024-09-01
2024-144-10,3618GQHJ3, 1381208.00,2024-09-01
2024-144-10,3618H2KN2, 1158608.00,2024-09-01
2024-144-10,3618H4ET2, 1842679.00,2024-09-01
2024-144-10,3618HEEW3, 1659666.00,2024-09-01
2024-144-10,3618HEEX1, 2063049.00,2024-09-01
2024-144-10,3618HEEY9, 2137210.00,2024-09-01
2024-144-10,3618HEKB2, 1083917.00,2024-09-01
2024-144-10,3618HEVG9, 904336.00,2024-09-01
2024-144-10,3618HHEK2, 1079556.00,2024-09-01
2024-144-10,3618HHEL0, 1446604.00,2024-09-01
2024-144-10,3618HHNV8, 1072851.00,2024-09-01
2024-144-10,3618HHNW6, 1060639.00,2024-09-01
2024-144-10,3618HHNX4, 1924371.00,2024-09-01
2024-144-10,3618HKUD3, 8161953.00,2024-09-01
2024-144-10,3618HKU27, 4283984.00,2024-09-01
2024-144-10,3618HK2S1, 1134692.00,2024-09-01
2024-144-10,3618HK4Y6, 1374557.00,2024-09-01
2024-144-10,3618HK6B4, 1014508.00,2024-09-01
2024-144-10,3618HL2Z3, 1418971.00,2024-09-01
2024-144-10,3618HMPG8, 1192675.00,2024-09-01
2024-144-10,3618HN3H8, 1328180.00,2024-09-01
2024-144-10,3618HPF98, 1019538.00,2024-09-01
2024-144-10,3618HPWX6, 1054108.00,2024-09-01
2024-144-10,3618HP2Y7, 1896194.00,2024-09-01
2024-144-10,3618HSGY6, 1693533.00,2024-09-01
2024-144-10,3618HSG42, 1192989.00,2024-09-01
2024-144-10,3618HSLB0, 1554339.00,2024-09-01
2024-144-10,3618HSLF1, 2309526.00,2024-09-01
2024-144-10,3618HSLQ7, 1903941.00,2024-09-01
2024-144-10,3618HSVF0, 10211813.00,2024-09-01
2024-144-10,3618HVDU0, 1090137.00,2024-09-01
2024-144-10,3618HVHN2, 1147684.00,2024-09-01
2024-144-10,3618HVQX0, 6073701.00,2024-09-01
2024-144-10,3618HVRG6, 1678770.00,2024-09-01
2024-144-10,3618HV3D9, 1182417.00,2024-09-01
2024-144-10,3618HYGF4, 1315656.00,2024-09-01
2024-144-10,3618HYS87, 1266918.00,2024-09-01
2024-144-10,3618HYT29, 2267051.00,2024-09-01
2024-144-10,3618HYUK7, 6164618.00,2024-09-01
2024-144-10,3618HYY72, 1632930.00,2024-09-01
2024-144-10,3618J1DK6, 1446144.00,2024-09-01
2024-144-10,3618J1DU4, 2350808.00,2024-09-01
2024-144-10,3618J1JU8, 1386967.00,2024-09-01
2024-144-10,3618J1KN2, 1312074.00,2024-09-01
2024-144-10,3618J1LF8, 1045602.00,2024-09-01
2024-144-10,3618J1MD2, 1537121.00,2024-09-01
2024-144-10,3618J1Q55, 1250055.00,2024-09-01
2024-144-10,3618J1Q63, 1205258.00,2024-09-01
2024-144-10,3618J2DP3, 1040239.00,2024-09-01
2024-144-10,3618J2DQ1, 1163057.00,2024-09-01
2024-144-10,3618J2EJ6, 1084726.00,2024-09-01
2024-144-10,3618J2LD1, 2284878.00,2024-09-01
2024-144-10,3618J2LE9, 6861763.00,2024-09-01
2024-144-10,3618J2LF6, 6062184.00,2024-09-01
2024-144-10,3618J2RJ2, 11168367.00,2024-09-01
2024-144-10,3618J2X63, 5494124.00,2024-09-01
2024-144-10,3618J2YG0, 7892443.00,2024-09-01
2024-144-10,3618J2YN5, 3360581.00,2024-09-01
2024-144-10,3618J3Q77, 1048761.00,2024-09-01
2024-144-10,3618J6LQ3, 3572101.00,2024-09-01
2024-144-10,3618J6MC3, 1072436.00,2024-09-01
2024-144-10,3618J7WK2, 4475064.00,2024-09-01
2024-144-10,3618J9W28, 1196113.00,2024-09-01
2024-144-10,3618JADW0, 1140991.00,2024-09-01
2024-144-10,3618JAF32, 1303157.00,2024-09-01
2024-144-10,3618JAJM6, 1008063.00,2024-09-01
2024-144-10,3618JAJN4, 1101036.00,2024-09-01
2024-144-10,3618JAK44, 4574417.00,2024-09-01
2024-144-10,3618JAK51, 2856067.00,2024-09-01
2024-144-10,3618JB5H0, 1687088.00,2024-09-01
2024-144-10,3618JC2V0, 1104444.00,2024-09-01
2024-144-10,3618JELR4, 1326921.00,2024-09-01
2024-144-10,3618JFDT6, 2328907.00,2024-09-01
2024-144-10,3618JFDU3, 1245577.00,2024-09-01
2024-144-10,3618JHHV3, 5543336.00,2024-09-01
2024-144-10,3618JJVC5, 4144001.00,2024-09-01
2024-144-10,3618JJVD3, 3033725.00,2024-09-01
2024-144-10,3618JJVE1, 3314838.00,2024-09-01
2024-144-11,3618BT5F3, 1436285.00,2024-09-01
2024-144-11,3618FEG45, 818932.00,2024-09-01
2024-144-11,3618GJCP0, 2563524.00,2024-09-01
2024-144-11,3618GL6W7, 1875496.00,2024-09-01
2024-144-11,3618GWVK1, 1177247.00,2024-09-01
2024-144-11,3618GYJ47, 2236568.00,2024-09-01
2024-144-11,3618H2KP7, 3031662.00,2024-09-01
2024-144-11,3618H2KY8, 1076296.00,2024-09-01
2024-144-11,3618H2LN1, 2848462.00,2024-09-01
2024-144-11,3618H4CD9, 1475850.00,2024-09-01
2024-144-11,3618H4E39, 1771916.00,2024-09-01
2024-144-11,3618H4WQ8, 992754.00,2024-09-01
2024-144-11,3618HALF0, 15150119.00,2024-09-01
2024-144-11,3618HAQB4, 2319463.00,2024-09-01
2024-144-11,3618HHNZ9, 2230467.00,2024-09-01
2024-144-11,3618HK6C2, 1527516.00,2024-09-01
2024-144-11,3618HQ2F6, 2284732.00,2024-09-01
2024-144-11,3618HYFU2, 1960098.00,2024-09-01
2024-144-11,3618HYFV0, 928810.00,2024-09-01
2024-144-11,3618HYU27, 6014273.00,2024-09-01
2024-144-11,3618HYY64, 1583830.00,2024-09-01
2024-144-11,3618J2LG4, 3710364.00,2024-09-01
2024-144-11,3618J2RK9, 2609683.00,2024-09-01
2024-144-11,3618J2RL7, 4925644.00,2024-09-01
2024-144-11,3618J2UT6, 2206644.00,2024-09-01
2024-144-11,3618J66F4, 1421142.00,2024-09-01
2024-144-11,3618JAF99, 2043370.00,2024-09-01
2024-144-11,3618JAK85, 2806600.00,2024-09-01
2024-144-11,3618JBPV7, 9750746.00,2024-09-01
2024-144-11,3618JB4M0, 1352337.00,2024-09-01
2024-144-11,3618JB4Y4, 1867035.00,2024-09-01
2024-144-11,3618JJVF8, 2941845.00,2024-09-01
2024-144-11,3618JJVG6, 3179366.00,2024-09-01
2024-144-11,3618JJVH4, 4673721.00,2024-09-01
2024-144-11,3618JKAZ4, 1499134.00,2024-09-01
2024-144-T,3618JFLU4, 46000.00,2024-09-01
2024-146-1,3618G7QY2, 366777.00,2024-09-01
2024-146-1,3618HWDD6, 1891670.00,2024-09-01
2024-146-1,3618J1KQ5, 7175076.00,2024-09-01
2024-146-1,3618J1RM7, 16314212.00,2024-09-01
2024-146-1,3618J1RP0, 2056611.00,2024-09-01
2024-146-1,3618J1RQ8, 4149686.00,2024-09-01
2024-146-1,3618J1RR6, 4430099.00,2024-09-01
2024-146-1,3618J1RS4, 5238477.00,2024-09-01
2024-146-1,3618J1RT2, 8433207.00,2024-09-01
2024-146-2,3618GSLL9, 11533159.00,2024-09-01
2024-146-2,3618GSLM7, 6165574.00,2024-09-01
2024-146-2,3618H73G5, 18460818.00,2024-09-01
2024-146-2,3618HLAX9, 679078.00,2024-09-01
2024-146-2,3618HMPX1, 5303728.00,2024-09-01
2024-146-2,3618HMPY9, 4969352.00,2024-09-01
2024-146-2,3618HN6U6, 687332.00,2024-09-01
2024-146-2,3618HSG75, 741941.00,2024-09-01
2024-146-2,3618J1ZX4, 1853396.00,2024-09-01
2024-146-2,3618J2CG4, 7130564.00,2024-09-01
2024-146-2,3618J2RM5, 36866689.00,2024-09-01
2024-146-2,3618J3RS0, 2468873.00,2024-09-01
2024-146-2,3618J6B27, 2465098.00,2024-09-01
2024-146-2,3618J8TS7, 12284168.00,2024-09-01
2024-146-2,3618J8U30, 9789412.00,2024-09-01
2024-146-2,3618J9RK4, 1171778.00,2024-09-01
2024-146-2,3618J9RX6, 1302417.00,2024-09-01
2024-146-2,3618J9XK7, 1717009.00,2024-09-01
2024-146-2,3618JAE33, 3798711.00,2024-09-01
2024-146-2,3618JAEE9, 1254590.00,2024-09-01
2024-146-2,3618JAGC1, 878446.00,2024-09-01
2024-146-2,3618JAGT4, 1959335.00,2024-09-01
2024-146-2,3618JB6X4, 15940278.00,2024-09-01
2024-146-2,3618JBHD6, 8338306.00,2024-09-01
2024-146-2,3618JBKG5, 36730479.00,2024-09-01
2024-146-2,3618JC2W8, 901843.00,2024-09-01
2024-146-2,3618JC5L9, 24480523.00,2024-09-01
2024-146-2,3618JCA33, 15936337.00,2024-09-01
2024-146-2,3618JCA41, 3214277.00,2024-09-01
2024-146-2,3618JCA58, 3218550.00,2024-09-01
2024-146-2,3618JFDS8, 1187251.00,2024-09-01
2024-146-2,3618JFL34, 19082543.00,2024-09-01
2024-146-2,3618JHHL5, 15889919.00,2024-09-01
2024-146-3A,3618ABYE4, 1026604.00,2024-09-01
2024-146-3A,3618AGSB6, 1144814.00,2024-09-01
2024-146-3A,3618ATRY9, 1260109.00,2024-09-01
2024-146-3A,3618AWYL2, 1614468.00,2024-09-01
2024-146-3A,3618B5YY2, 887232.00,2024-09-01
2024-146-3A,3618BHPL4, 2797123.00,2024-09-01
2024-146-3A,3618F3GM9, 1927112.00,2024-09-01
2024-146-3A,3618G2GM0, 1837470.00,2024-09-01
2024-146-3A,3618H0MX2, 42143111.00,2024-09-01
2024-146-3A,3618H0N45, 659211.00,2024-09-01
2024-146-3A,3618H0NS2, 715230.00,2024-09-01
2024-146-3A,3618HNH34, 1069513.00,2024-09-01
2024-146-3A,3618HNH42, 601912.00,2024-09-01
2024-146-3A,3618HWMV6, 4959995.00,2024-09-01
2024-146-3A,3618J0EW1, 711514.00,2024-09-01
2024-146-3A,3618J1RL9, 682803.00,2024-09-01
2024-146-3A,3618J2EL1, 615053.00,2024-09-01
2024-146-3A,3618J6XB3, 961463.00,2024-09-01
2024-146-3A,3618J6XD9, 1024777.00,2024-09-01
2024-146-3A,3618J6XE7, 970035.00,2024-09-01
2024-146-3A,3618J6XF4, 994507.00,2024-09-01
2024-146-3A,3618J6XG2, 1740587.00,2024-09-01
2024-146-3A,3618J7X96, 1924465.00,2024-09-01
2024-146-3A,3618J7YC8, 792542.00,2024-09-01
2024-146-3A,3618J7YD6, 847288.00,2024-09-01
2024-146-3A,3618J7YF1, 1577201.00,2024-09-01
2024-146-3A,3618J7YG9, 1396210.00,2024-09-01
2024-146-3A,3618J7YH7, 2419634.00,2024-09-01
2024-146-3A,3618J9VC7, 2258944.00,2024-09-01
2024-146-3A,3618JBQQ7, 2666035.00,2024-09-01
2024-146-3A,3618JE2E4, 6138846.00,2024-09-01
2024-146-3B,3618ABYE4, 684402.00,2024-09-01
2024-146-3B,3618AGSB6, 763210.00,2024-09-01
2024-146-3B,3618ATRY9, 840073.00,2024-09-01
2024-146-3B,3618AWYL2, 1076312.00,2024-09-01
2024-146-3B,3618B5YY2, 591488.00,2024-09-01
2024-146-3B,3618BHPL4, 1864748.00,2024-09-01
2024-146-3B,3618F3GM9, 1284742.00,2024-09-01
2024-146-3B,3618G2GM0, 1224980.00,2024-09-01
2024-146-3B,3618H0MX2, 28095408.00,2024-09-01
2024-146-3B,3618H0N45, 439474.00,2024-09-01
2024-146-3B,3618H0NS2, 476820.00,2024-09-01
2024-146-3B,3618HNH34, 713009.00,2024-09-01
2024-146-3B,3618HNH42, 401274.00,2024-09-01
2024-146-3B,3618HWMV6, 3306664.00,2024-09-01
2024-146-3B,3618J0EW1, 474342.00,2024-09-01
2024-146-3B,3618J1RL9, 455202.00,2024-09-01
2024-146-3B,3618J2EL1, 410036.00,2024-09-01
2024-146-3B,3618J6XB3, 640975.00,2024-09-01
2024-146-3B,3618J6XD9, 683184.00,2024-09-01
2024-146-3B,3618J6XE7, 646690.00,2024-09-01
2024-146-3B,3618J6XF4, 663005.00,2024-09-01
2024-146-3B,3618J6XG2, 1160391.00,2024-09-01
2024-146-3B,3618J7X96, 1282976.00,2024-09-01
2024-146-3B,3618J7YC8, 528362.00,2024-09-01
2024-146-3B,3618J7YD6, 564858.00,2024-09-01
2024-146-3B,3618J7YF1, 1051468.00,2024-09-01
2024-146-3B,3618J7YG9, 930807.00,2024-09-01
2024-146-3B,3618J7YH7, 1613089.00,2024-09-01
2024-146-3B,3618J9VC7, 1505963.00,2024-09-01
