asofdate,cusip,currentfacevalue,isaggregated
2024-10-02,3132E0V58,1986780978.39,True
2024-10-02,3132D6A83,1977262362.56,False
2024-10-02,3132D9QG2,1944516146.37,True
2024-10-02,3138ETKM7,1888065325.67,True
2024-10-02,3140XQ6M4,1883758520.95,True
2024-10-02,3132D56K3,1877870216.02,False
2024-10-02,3140XM6D3,1843739888.10,True
2024-10-02,36179W2U1,1787595484.49,False
2024-10-02,3140XM6U5,1748048005.87,True
2024-10-02,36179W5C8,1716826093.01,False
2024-10-02,3132D56V9,1661563062.61,False
2024-10-02,3132D6BD1,1637353978.64,False
2024-10-02,31418DJR4,1610385032.36,False
2024-10-02,36179SJS7,1598973219.12,False
2024-10-02,3140J57J2,1596687893.62,True
2024-10-02,3132D56Q0,1596186715.63,False
2024-10-02,36179SSP3,1570498140.51,False
2024-10-02,3132CXFR8,1565187551.30,True
2024-10-02,3132A82N8,1538085038.43,False
2024-10-02,36179WFH6,1535812041.35,False
2024-10-02,31418DKT8,1521328865.66,False
2024-10-02,36179MX39,1512635448.46,False
2024-10-02,3132AAYL2,1510972439.63,False
2024-10-02,3138ETK21,1505700370.54,True
2024-10-02,36179XFG6,1504915273.85,False
2024-10-02,36179U4B5,1502679291.20,False
2024-10-02,3132AENC6,1500519090.85,False
2024-10-02,3132AAYK4,1489001143.06,False
2024-10-02,36179NF60,1479085663.85,False
2024-10-02,36179M5L0,1460054561.49,False
2024-10-02,3140XNJC9,1421481039.46,True
2024-10-02,3140XPYP8,1412256814.49,True
2024-10-02,3132E06S6,1396680072.05,True
2024-10-02,3622AADG6,1395955714.93,True
2024-10-02,3138ETRD0,1369699171.78,True
2024-10-02,3140XPHZ5,1346906608.00,True
2024-10-02,36179VSF8,1344643394.27,False
2024-10-02,3132AAZS6,1340892294.09,False
2024-10-02,36179MVR8,1335277307.52,False
2024-10-02,3140X5D91,1312071852.53,True
2024-10-02,36179TCX1,1306887061.11,False
2024-10-02,3132CXCW0,1295951392.34,True
2024-10-02,31418EJF8,1290407297.54,False
2024-10-02,36179VBF6,1282653314.94,False
2024-10-02,3140XQ6R3,1257201095.94,True
2024-10-02,3140XPQR3,1254669253.72,True
2024-10-02,3140XPH93,1248837504.41,True
2024-10-02,36179UXS6,1248149465.56,False
2024-10-02,3132CXKT8,1218256157.23,True
2024-10-02,36179SEG8,1178599383.69,False
2024-10-02,36179VN30,1170952655.84,False
2024-10-02,36179WR34,1169192773.71,False
2024-10-02,36179WJS8,1131439863.10,False
2024-10-02,3140XPQS1,1128184936.01,True
2024-10-02,36179SGK7,1119170885.19,False
2024-10-02,36179VDN7,1113564814.43,False
2024-10-02,31418DFQ0,1101223577.91,False
2024-10-02,3132ACFT2,1098044164.72,False
2024-10-02,36179MSW1,1095383148.63,False
2024-10-02,36179UZT2,1076449512.38,False
2024-10-02,3622AAD92,1075096777.12,True
2024-10-02,36179VHR4,1073710140.01,False
2024-10-02,31418DGL0,1073219005.47,False
2024-10-02,36179RLP2,1053217160.72,False
2024-10-02,36179VDM9,1050397151.41,False
2024-10-02,3140XQV61,1035414559.04,True
2024-10-02,36179NDQ8,1024437818.52,False
2024-10-02,3132D6BH2,1023508135.69,False
2024-10-02,36179WQB7,1014226039.68,False
2024-10-02,31418EBD1,1012363017.14,False
2024-10-02,3132D6BM1,1008946190.10,False
2024-10-02,36179SB71,1002412807.91,False
2024-10-02,3132CXMC3,973086173.99,True
2024-10-02,36179NBA5,968531943.11,False
2024-10-02,3132AET63,965677563.94,False
2024-10-02,36179UZS4,943403760.08,False
2024-10-02,3140XM6C5,942011466.31,True
2024-10-02,3132AETN6,936364010.09,False
2024-10-02,36179SNU7,924805890.85,False
2024-10-02,36179U4C3,916022401.57,False
2024-10-02,3138ETP59,913307647.57,True
2024-10-02,3132E06P2,904309767.50,True
2024-10-02,3132CXMD1,900578667.96,True
2024-10-02,36179XDF0,897262998.42,False
2024-10-02,3132E0V66,888659765.47,True
2024-10-02,31418DQF2,872908361.45,False
2024-10-02,36179RF87,871127376.87,False
2024-10-02,3140XQL62,870556996.44,True
2024-10-02,36179UXT4,868862672.04,False
2024-10-02,3132AERG3,862363760.63,False
2024-10-02,36179VFN5,853324606.52,False
2024-10-02,36179XFH4,852985968.43,False
2024-10-02,36179VBE9,847571878.74,False
2024-10-02,36179U6U1,845373175.46,False
2024-10-02,36179XDE3,841286725.45,False
2024-10-02,36179RNW5,828795083.62,False
2024-10-02,3140X5R88,828304263.15,True
2024-10-02,36179SLS4,823735229.02,False
2024-10-02,36179MAX8,819134394.13,False
2024-10-02,36179S5L7,813657781.00,False
2024-10-02,36179U6V9,808223282.83,False
2024-10-02,31418ECC2,793733773.51,False
2024-10-02,36179RBX6,790402442.07,False
2024-10-02,36179WZB7,788165543.95,False
2024-10-02,36179SGL5,785907468.35,False
2024-10-02,36179NLD8,784387032.52,False
2024-10-02,36179RJE0,783104469.76,False
2024-10-02,36179RXD6,782523205.41,False
2024-10-02,3132CXJL7,781533322.76,True
2024-10-02,36179TEZ4,779716608.27,False
2024-10-02,36179NH92,777109542.09,False
2024-10-02,3132DSYY2,771141362.59,True
2024-10-02,3140XNJE5,764477416.05,True
2024-10-02,36179SUU9,764454085.66,False
2024-10-02,36179Q6P1,759796105.16,False
2024-10-02,36179TAK1,756159661.45,False
2024-10-02,3132CXCV2,755799382.85,True
2024-10-02,36179RZT9,755321987.00,False
2024-10-02,36179SNV5,745012869.56,False
2024-10-02,36179MQN3,744727539.77,False
2024-10-02,36179QT43,736422270.31,False
2024-10-02,3140X5JR5,726586139.05,True
2024-10-02,3138ETUY0,711450261.20,True
2024-10-02,36179RJD2,700643073.02,False
2024-10-02,36179MCZ1,699653814.27,False
2024-10-02,36179S2P1,697952764.07,False
2024-10-02,3140XN6W9,692654506.60,True
2024-10-02,36179RF95,691673219.46,False
2024-10-02,36179XBS4,690059247.60,False
2024-10-02,36179RD71,682409043.85,False
2024-10-02,3140XQCT2,681470004.13,True
2024-10-02,3140XPZA0,673737429.12,True
2024-10-02,36179U4A7,671985019.93,False
2024-10-02,3140X5JQ7,651657458.30,True
2024-10-02,36179QYS4,648428799.20,False
2024-10-02,3140XQCN5,646295877.82,True
2024-10-02,36179SQW0,634838239.46,False
2024-10-02,36179SQV2,631358627.41,False
2024-10-02,31418DQ54,629658044.40,False
2024-10-02,3622AADF8,628883672.95,True
2024-10-02,31418DHL9,619819802.31,False
2024-10-02,36179QRY9,618885694.79,False
2024-10-02,36179UXU1,615873558.63,False
2024-10-02,3132DWBS1,615146163.93,False
2024-10-02,3132AAZX5,612660097.83,False
2024-10-02,36179NJA7,603446974.52,False
2024-10-02,3140XPH77,603175535.76,True
2024-10-02,3132CXA69,600887326.70,True
2024-10-02,3133AQXR3,593410437.74,False
2024-10-02,31418EDC1,583703096.49,False
2024-10-02,36179UV90,567276462.69,False
2024-10-02,36179QBG5,565013671.35,False
2024-10-02,36179QWE7,563341710.31,False
2024-10-02,3132D6BX7,561692765.01,False
2024-10-02,3132E0V74,559581636.95,True
2024-10-02,36179SUV7,557486291.21,False
2024-10-02,36179XFJ0,550785222.12,False
2024-10-02,3132DV6R1,538500159.36,False
2024-10-02,3140XN6T6,534205530.48,True
2024-10-02,36179SJT5,533557010.98,False
2024-10-02,36179Q6N6,532990719.09,False
2024-10-02,36179U6T4,531107953.63,False
2024-10-02,3132DSTG7,530764508.32,True
2024-10-02,3138EGPC2,530419974.51,True
2024-10-02,3138ETRL2,529701223.15,True
2024-10-02,31418EHP8,525413885.19,False
2024-10-02,36179RQ28,525307758.56,False
2024-10-02,3140XQL96,523534697.92,True
2024-10-02,3132AAZU1,519669740.62,False
2024-10-02,3140XN7M0,511005970.31,True
2024-10-02,36179QPG0,510266680.47,False
2024-10-02,3132CXMB5,510126216.44,True
2024-10-02,36179RLN7,505431919.95,False
2024-10-02,3140XPJC4,502099761.78,True
2024-10-02,31418DN73,493028932.52,False
2024-10-02,36179N2K3,490682965.13,False
2024-10-02,3138EGF33,489650558.84,True
2024-10-02,36179UV74,484070586.79,False
2024-10-02,36179WLQ9,480595286.78,False
2024-10-02,3132CXJJ2,476790345.41,True
2024-10-02,36179SEH6,476494034.39,False
2024-10-02,36179WG44,473827250.79,False
2024-10-02,36179NTE8,470143923.53,False
2024-10-02,36179NQ43,466865539.55,False
2024-10-02,36179RD63,466434583.94,False
2024-10-02,36179NVN5,466329466.15,False
2024-10-02,36179SB89,464221668.48,False
2024-10-02,3140XQV53,461608015.75,True
2024-10-02,36179UZU9,461337414.17,False
2024-10-02,36179SYS0,460077392.04,False
2024-10-02,31418ECV0,457875968.87,False
2024-10-02,36179QL58,456619959.63,False
2024-10-02,36179RBW8,449450095.05,False
2024-10-02,3140XPJB6,447701750.03,True
2024-10-02,3140X5DZ3,445437599.71,True
2024-10-02,36179UV82,436535657.10,False
2024-10-02,3132CXFQ0,433747255.64,True
2024-10-02,36179NNB0,431672203.03,False
2024-10-02,36179QJS1,430079936.90,False
2024-10-02,3622AADE1,428547483.82,True
2024-10-02,3138EGWB6,427689589.29,True
2024-10-02,3132CXFS6,427203663.13,True
2024-10-02,36202F4Q6,423017416.33,False
2024-10-02,36179VQR4,419552947.37,False
2024-10-02,3140XQCR6,413800079.35,True
2024-10-02,3132E06T4,412173196.87,True
2024-10-02,3140XN6U3,406241715.79,True
2024-10-02,36179NX52,405094888.91,False
2024-10-02,3140XPAF6,404565960.51,True
2024-10-02,36179WDS4,401805157.32,False
2024-10-02,36179NQ50,397125617.71,False
2024-10-02,3132CXD41,396625779.39,True
2024-10-02,36179QDZ1,396058535.37,False
2024-10-02,36179R4E6,395057098.95,False
2024-10-02,36179WTZ1,394697477.36,False
2024-10-02,36179MNG1,392378898.44,False
2024-10-02,3140XQVN4,388146111.28,True
2024-10-02,3140XQCG0,387135203.89,True
2024-10-02,31418ECT5,383693753.64,False
2024-10-02,3138ETUZ7,383078740.04,True
2024-10-02,31418DES7,382251749.73,False
2024-10-02,36179QGC9,380595087.14,False
2024-10-02,3140KYDL5,378918293.09,False
2024-10-02,36179N5W4,378288277.68,False
2024-10-02,3140XMCH7,377104634.31,True
2024-10-02,36179SWX1,369159310.15,False
2024-10-02,3140XQCQ8,368789590.65,True
2024-10-02,36179RS91,365962640.57,False
2024-10-02,3132D9QF4,363747368.99,True
2024-10-02,3132DWFF5,361106202.71,False
2024-10-02,3132CXME9,357405079.39,True
2024-10-02,36179RVB2,355315377.97,False
2024-10-02,36179QDY4,355191934.51,False
2024-10-02,36179NF78,349737180.90,False
2024-10-02,3132E0JM5,348280360.89,True
2024-10-02,3133KMGP4,347077893.34,False
2024-10-02,3140XMVF0,346875555.77,True
2024-10-02,3132CXLH3,346571293.03,True
2024-10-02,3133ASM91,344760752.54,False
2024-10-02,36179Q3J8,344198693.00,False
2024-10-02,36179NDR6,343924042.05,False
2024-10-02,3133ARQH1,338610844.45,False
2024-10-02,36179RNV7,337950247.31,False
2024-10-02,36179NNA2,335421473.88,False
2024-10-02,3140X5WF6,331657539.14,False
2024-10-02,36179MG53,331545068.77,False
2024-10-02,36179QGD7,331543203.59,False
2024-10-02,3140XPYL7,330711047.46,True
2024-10-02,36179NX60,326244453.37,False
2024-10-02,3132D54K5,324665080.09,False
2024-10-02,3132DS7H9,320183294.16,True
2024-10-02,36179MK74,320178280.84,False
2024-10-02,36179SWY9,319347939.60,False
2024-10-02,36179SUW5,318934682.94,False
2024-10-02,36179NVP0,318114352.93,False
2024-10-02,36179ME30,317811498.44,False
2024-10-02,36179WNF1,317734354.00,False
2024-10-02,36179SSQ1,316460442.95,False
2024-10-02,3133B0WW9,313446879.33,False
2024-10-02,36179MNH9,310688852.29,False
2024-10-02,36179XHX7,310144855.78,False
2024-10-02,36179XAA4,309838879.56,False
2024-10-02,31418DNA6,309755153.88,False
2024-10-02,36202E7G8,308817585.36,False
2024-10-02,36202F2L9,308443885.12,False
2024-10-02,3133AN3W2,305294306.54,False
2024-10-02,3140XNSK1,303678160.51,True
2024-10-02,3132AERM0,298821772.77,False
2024-10-02,3133AXS94,298607555.24,False
2024-10-02,31418DMD1,297721715.34,False
2024-10-02,3132E0V82,293724878.37,True
2024-10-02,36179Q3H2,292234931.73,False
2024-10-02,36179MSX9,289860729.61,False
2024-10-02,3132AEND4,289368025.04,False
2024-10-02,3140XN7K4,287535863.07,True
2024-10-02,36179UQ47,286981043.34,False
2024-10-02,3132D54D1,286426241.21,False
2024-10-02,3132DTGS3,282903207.04,True
2024-10-02,36202F3M6,282368345.24,False
2024-10-02,3140L0LT2,277709543.80,False
2024-10-02,36179RVA4,276926027.22,False
2024-10-02,36179R7H6,275924932.37,False
2024-10-02,3132DTGR5,275567432.05,True
2024-10-02,36179TCY9,274866020.40,False
2024-10-02,3133APCU1,274244811.96,False
2024-10-02,36179NTD0,271561515.11,False
2024-10-02,36179U4D1,270672043.93,False
2024-10-02,36179QBF7,266282917.24,False
2024-10-02,31418EFH8,266156307.62,False
2024-10-02,31418DC59,263300434.93,False
2024-10-02,3133AXMA7,261401332.49,False
2024-10-02,3140XQLV7,259864375.97,True
2024-10-02,3138EQLU4,259590681.57,True
2024-10-02,36179T7K5,257666549.17,False
2024-10-02,3140XPHY8,257023180.10,True
2024-10-02,3133B2YN3,256756316.95,False
2024-10-02,3133AQQ26,256599875.47,False
2024-10-02,3140QLVB9,256024068.84,False
2024-10-02,3140XQVU8,255645453.75,True
2024-10-02,3132AA6D1,255429077.07,False
2024-10-02,3132AEMP8,255231033.37,False
2024-10-02,3132D53Y6,254778782.18,False
2024-10-02,36179TG41,254595667.11,False
2024-10-02,36179NBB3,253061468.25,False
2024-10-02,3140QMHG2,252993786.24,False
2024-10-02,3132E0P22,252063271.91,True
2024-10-02,36179SWW3,250521072.56,False
2024-10-02,3140XPQM4,250457178.29,True
2024-10-02,36179MQP8,249375983.44,False
2024-10-02,3132AEMN3,248288145.70,False
2024-10-02,36179QJT9,247585398.26,False
2024-10-02,36179QT50,245851319.29,False
2024-10-02,36179UZR6,244126243.22,False
2024-10-02,3622AAD84,243149841.25,True
2024-10-02,36179QWF4,242695598.74,False
2024-10-02,3140XMCF1,242369656.69,True
2024-10-02,3132DV6T7,242333812.79,False
2024-10-02,36179SYT8,239257468.41,False
2024-10-02,3133AUL22,237530928.74,False
2024-10-02,3140GSPG1,236852542.21,False
2024-10-02,3133AQQD2,236718833.33,False
2024-10-02,36179S5M5,236144199.94,False
2024-10-02,36179M2Q2,235949236.91,False
2024-10-02,3140QL6K7,235859793.86,False
2024-10-02,36179RS83,234747102.45,False
2024-10-02,36179UUJ9,234194870.56,False
2024-10-02,3140XNJG0,231912134.49,True
2024-10-02,3140XNRW6,230416637.77,True
2024-10-02,36179QYR6,228143520.53,False
2024-10-02,3132CXKD3,226957795.95,True
2024-10-02,3132CXGL0,225557766.55,True
2024-10-02,36179SEJ2,225287790.43,False
2024-10-02,3132AEQ74,224938670.65,False
2024-10-02,3132DTNP1,224086960.21,True
2024-10-02,36179WVV7,223973757.21,False
2024-10-02,3140XPAA7,223517302.45,True
2024-10-02,3140XMVG8,221384327.98,True
2024-10-02,3133AXMB5,221141700.56,False
2024-10-02,36179TG58,220362200.79,False
2024-10-02,36179N2J6,220163474.95,False
2024-10-02,3132D6B41,219821074.25,False
2024-10-02,3133KMUH6,218195649.97,False
2024-10-02,3132D6B74,218012274.12,False
2024-10-02,3140XPH28,216671981.41,True
2024-10-02,36179UUK6,214949131.15,False
2024-10-02,3138EGFQ2,212723134.95,True
2024-10-02,36179QL66,212265275.25,False
2024-10-02,3140QCWR3,211030123.07,False
2024-10-02,3132DWFG3,210620447.28,False
2024-10-02,36179QRZ6,210502766.38,False
2024-10-02,3133KMXL4,210415029.45,False
2024-10-02,3140XNSH8,209760111.43,True
2024-10-02,3140XQ6T9,209519100.22,True
2024-10-02,3133KNSB0,209280767.52,False
2024-10-02,3140XQV38,207712966.08,True
2024-10-02,31418EGB0,206285839.47,False
2024-10-02,3133KMGQ2,206186931.44,False
2024-10-02,3133KML45,204052904.94,False
2024-10-02,3140XQ6L6,202822748.81,True
2024-10-02,36179S2N6,202006405.52,False
2024-10-02,3138ETU20,200460260.38,True
2024-10-02,3133ANZV9,200316290.25,False
2024-10-02,3132DSMK5,200174207.13,True
2024-10-02,3133ALN38,200155879.28,False
2024-10-02,3140XNJH8,196938138.96,True
2024-10-02,3140XQVV6,196441281.80,True
2024-10-02,36179SB97,196208757.67,False
2024-10-02,3140XLZE1,195277402.65,True
2024-10-02,3133KMZC2,195145737.70,False
2024-10-02,3132AEL95,194979347.28,False
2024-10-02,36179NLC0,194660027.90,False
2024-10-02,3132CXE99,193770527.96,True
2024-10-02,3133AG7G8,193621673.74,False
2024-10-02,36179XHY5,193425145.49,False
2024-10-02,36179SGM3,191960157.19,False
2024-10-02,3140QB5B0,191647511.42,False
2024-10-02,36202FZX7,191441612.10,False
2024-10-02,3133AJPG2,191437728.09,False
2024-10-02,36179MVS6,190964706.30,False
2024-10-02,36179QPH8,190307636.37,False
2024-10-02,3133AJCZ4,189524252.66,False
2024-10-02,3133AULS5,189083855.45,False
2024-10-02,3132CW7C2,187902231.13,True
2024-10-02,3140QKNM6,187798607.11,False
2024-10-02,3140QKNJ3,187148749.68,False
2024-10-02,36179UUH3,186944309.20,False
2024-10-02,3138ETAE6,186720485.81,True
2024-10-02,3140QBXY9,185519179.27,False
2024-10-02,36179R7J2,185155728.83,False
2024-10-02,31418DTP7,184045552.01,False
2024-10-02,36202FAU0,183240282.61,False
2024-10-02,36179MK66,182602633.37,False
2024-10-02,3140XMCL8,182009051.34,True
2024-10-02,36179TE27,179626365.71,False
2024-10-02,36179MX47,179596298.19,False
2024-10-02,3140QBXZ6,178211516.40,False
2024-10-02,36179S2Q9,174099679.68,False
2024-10-02,3132AEMA1,173907342.79,False
2024-10-02,3133GGHV8,172926298.65,False
2024-10-02,3132E0JL7,172791669.97,True
2024-10-02,3133KM7C3,171340324.56,False
2024-10-02,3140XNRV8,169146014.68,True
2024-10-02,3133ATNW7,169089696.67,False
2024-10-02,3132DS7G1,168929187.88,True
2024-10-02,36179TUA1,168275621.35,False
2024-10-02,3133AQQA8,168057794.94,False
2024-10-02,36179QWD9,167756002.71,False
2024-10-02,3132CXE81,167103262.26,True
2024-10-02,3132DSMS8,166226014.73,True
2024-10-02,3138EHBV3,165473700.47,True
2024-10-02,3132AEM29,165420931.82,False
2024-10-02,3133KMGN9,161643501.72,False
2024-10-02,3132E0P30,156410931.11,True
2024-10-02,3138ERDY3,156223470.64,True
2024-10-02,3140XPH69,155956800.59,True
2024-10-02,3133B2AD1,155943356.10,False
2024-10-02,3140K0GS1,155180869.90,False
