asofdate,cusip,currentfacevalue,isaggregated
2024-10-02,3140XFFZ9,10261587.71,False
2024-10-02,3140K14G8,10240064.22,False
2024-10-02,3132AESM9,10209689.06,False
2024-10-02,3140QBQ84,10205305.31,False
2024-10-02,3133BDGA7,10198876.69,False
2024-10-02,3133G6JK2,10198732.98,False
2024-10-02,3132AESW7,10189631.83,False
2024-10-02,3140L7YF3,10185849.91,False
2024-10-02,3133AWM76,10174833.95,False
2024-10-02,3140K7C84,10122495.62,False
2024-10-02,3140LP4Y5,10107371.94,False
2024-10-02,3133G64B8,10102727.94,False
2024-10-02,36202FVF0,10101661.00,False
2024-10-02,3140LQUA6,10095916.89,False
2024-10-02,3133L85F8,10087475.86,False
2024-10-02,3133APY45,10074892.43,False
2024-10-02,3133AJSG9,10070259.25,False
2024-10-02,31418DKM3,10070099.02,False
2024-10-02,3133GAXS0,10003708.81,False
2024-10-02,3133APS91,9984976.86,False
2024-10-02,36202FEH5,9971066.14,False
2024-10-02,3140XDRS7,9968077.22,False
2024-10-02,31418EXW5,9952553.92,False
2024-10-02,36179YYX6,9944723.44,False
2024-10-02,3140L3PT2,9943030.61,False
2024-10-02,3140QPN29,9941595.81,False
2024-10-02,3140QNRX2,9914530.24,False
2024-10-02,3132CWXJ8,9908949.21,False
2024-10-02,3140HFK73,9905703.48,False
2024-10-02,3132AESD9,9893268.30,False
2024-10-02,3132CWX90,9883784.95,False
2024-10-02,3140XF4X6,9874855.96,False
2024-10-02,36179RTA7,9869741.49,False
2024-10-02,3133L8YZ2,9834830.44,False
2024-10-02,3133AK4H0,9834515.81,False
2024-10-02,3140XGHP7,9831755.11,False
2024-10-02,36179T7L3,9829690.80,False
2024-10-02,3140X8DN4,9781301.37,False
2024-10-02,3132DMJY2,9777202.48,True
2024-10-02,3138WEWM7,9771478.87,False
2024-10-02,3140X5XR9,9737701.89,False
2024-10-02,3140JN5J5,9712628.28,False
2024-10-02,36178DPD7,9663255.37,False
2024-10-02,3132AEG75,9661336.38,False
2024-10-02,3140XJEQ2,9643423.80,False
2024-10-02,3133B1WM9,9640275.32,False
2024-10-02,3138EHA69,9633668.31,True
2024-10-02,3133BDHK4,9611619.38,False
2024-10-02,3133ALAB4,9583163.60,False
2024-10-02,36297GW48,9582222.89,False
2024-10-02,3140X5Y31,9576886.19,False
2024-10-02,3140QPDF1,9574411.79,False
2024-10-02,3133AJFC2,9558912.11,False
2024-10-02,36179NX45,9553649.71,False
2024-10-02,3140X9P82,9551532.66,False
2024-10-02,3133ASKT9,9531323.59,False
2024-10-02,3133B75P9,9522238.35,False
2024-10-02,3133BFBF6,9520168.33,False
2024-10-02,3140XMVT0,9456143.03,True
2024-10-02,3133GFQB4,9436944.64,False
2024-10-02,3133GF5U5,9427568.28,False
2024-10-02,3133BDW43,9423361.91,False
2024-10-02,3140KAXK7,9410594.39,False
2024-10-02,3140MQAT6,9407423.32,False
2024-10-02,3140JWMB3,9404327.33,False
2024-10-02,3140X9YS8,9401612.79,False
2024-10-02,36179NDS4,9391270.80,False
2024-10-02,3140L7BS0,9390859.20,False
2024-10-02,3133ARTD7,9368739.46,False
2024-10-02,3140XQ6Z5,9357549.47,True
2024-10-02,36241LVR4,9355986.26,False
2024-10-02,36179X2K1,9339043.70,False
2024-10-02,3131XR7H1,9326390.69,False
2024-10-02,31418CR89,9318659.84,False
2024-10-02,3140QNY71,9316626.19,False
2024-10-02,3132CWDJ0,9315885.88,False
2024-10-02,36179VSH4,9305379.32,False
2024-10-02,3138EGG99,9303465.28,True
2024-10-02,3133AJTT0,9300036.22,False
2024-10-02,3140XQV79,9280178.85,True
2024-10-02,3133AGKJ7,9279625.11,False
2024-10-02,3140QPV46,9257715.17,False
2024-10-02,3140MJ5S0,9255645.34,False
2024-10-02,3140K03G1,9253711.10,False
2024-10-02,3133AW2P8,9244610.90,False
2024-10-02,3133AXKE1,9238247.92,False
2024-10-02,3138EQRQ7,9238059.02,True
2024-10-02,3140KCDL3,9236835.09,False
2024-10-02,3140QCQ90,9234962.03,False
2024-10-02,3140LTPY4,9217371.67,False
2024-10-02,31418EY61,9197899.77,False
2024-10-02,36178D2P5,9193170.27,False
2024-10-02,3140XQCE5,9180524.39,True
2024-10-02,36179MVQ0,9179512.23,False
2024-10-02,3140Q97C1,9176172.07,False
2024-10-02,31418DM82,9171300.22,False
2024-10-02,3140LTVF8,9142908.16,False
2024-10-02,36179X5K8,9131462.84,False
2024-10-02,36179MQQ6,9096923.61,False
2024-10-02,3133GGV75,9073998.06,False
2024-10-02,36297GTA8,9065540.37,False
2024-10-02,3133B2SE0,9034243.77,False
2024-10-02,36179NBD9,8993327.63,False
2024-10-02,3133GA5B8,8947531.21,False
2024-10-02,3132A3TU4,8925739.56,False
2024-10-02,3133B0WM1,8919099.04,False
2024-10-02,3140XMVS2,8883045.86,True
2024-10-02,3140JYT30,8874485.41,False
2024-10-02,3622A2S37,8870674.04,False
2024-10-02,3133GFH57,8811748.26,False
2024-10-02,3140XPYV5,8810589.79,True
2024-10-02,3622A2NQ1,8802653.00,False
2024-10-02,3140M2M41,8798301.45,False
2024-10-02,3140XBQS2,8762793.22,False
2024-10-02,3140XPH85,8739077.08,True
2024-10-02,36178D7A3,8731855.27,False
2024-10-02,3133GGFY4,8717944.95,False
2024-10-02,3133AUMH8,8707199.30,False
2024-10-02,3140XNH56,8699552.91,True
2024-10-02,36179MG79,8694474.93,False
2024-10-02,3133L77K7,8666920.01,False
2024-10-02,3140QBN87,8656461.94,False
2024-10-02,31418DLJ9,8653529.44,False
2024-10-02,3140QP7G6,8630239.82,False
2024-10-02,3140MDAH1,8622126.44,False
2024-10-02,36202FXJ0,8619010.48,False
2024-10-02,3140MKAL6,8587508.72,False
2024-10-02,3140QNW81,8584256.33,False
2024-10-02,3133B95T7,8559378.66,False
2024-10-02,3133KYTP4,8557942.97,False
2024-10-02,3140JN5A4,8536259.15,False
2024-10-02,31418EP20,8532101.93,False
2024-10-02,3140MJ2D6,8518773.70,False
2024-10-02,3622A2NX6,8518684.30,False
2024-10-02,36179TJZ9,8501819.22,False
2024-10-02,3140H4UL6,8487334.32,False
2024-10-02,3140QPV79,8474474.09,False
2024-10-02,36179R7K9,8467645.57,False
2024-10-02,3133ATZT1,8460733.62,False
2024-10-02,3140QCMN3,8454900.87,False
2024-10-02,3133ALP69,8447496.96,False
2024-10-02,3133GF5V3,8439275.00,False
2024-10-02,36241L5C6,8424254.00,False
2024-10-02,3140QPNG8,8419216.94,False
2024-10-02,3140ML6W5,8405373.79,False
2024-10-02,3140JPZG3,8401552.07,False
2024-10-02,3140JXNY0,8389583.88,False
2024-10-02,3140MQAR0,8387838.74,False
2024-10-02,3140MKAP7,8342640.40,False
2024-10-02,36178DXX4,8335008.68,False
2024-10-02,3140XAFX5,8310149.10,False
2024-10-02,36179RVC0,8270228.20,False
2024-10-02,3140XMNP7,8267182.16,True
2024-10-02,3133GFAW5,8265950.95,False
2024-10-02,3133GGHX4,8258749.70,False
2024-10-02,3138YR3N6,8247308.34,False
2024-10-02,3140F0JJ4,8208153.26,False
2024-10-02,3140X5Y23,8207229.18,False
2024-10-02,3140XMCE4,8200503.19,True
2024-10-02,3140EWXS9,8197629.08,False
2024-10-02,3132AESF4,8196752.19,False
2024-10-02,3140M2LE0,8191237.50,False
2024-10-02,36241L5T9,8172314.01,False
2024-10-02,36241L5S1,8172314.00,False
2024-10-02,3140X5S53,8169506.31,False
2024-10-02,3140MNNW2,8155535.36,False
2024-10-02,3133B1QG9,8108421.92,False
2024-10-02,36241L6X9,8081212.00,False
2024-10-02,3140JUVQ4,8072550.53,False
2024-10-02,3140LXFG5,8072265.34,False
2024-10-02,36202FHW9,8051731.53,False
2024-10-02,3140JPAF2,8035561.85,False
2024-10-02,3133AKPG9,8015860.58,False
2024-10-02,3133GBEW0,8013698.00,False
2024-10-02,3132AESV9,8011756.67,False
2024-10-02,3132AER99,8008338.74,False
2024-10-02,3133B5PW6,8004018.44,False
2024-10-02,3140QPV38,7988163.81,False
2024-10-02,3140QPMB0,7966755.08,False
2024-10-02,3140QNRT1,7965899.33,False
2024-10-02,36179Y2M5,7957785.60,False
2024-10-02,3140XM6K7,7949911.23,True
2024-10-02,3140MX4P6,7948373.99,False
2024-10-02,3140X4P34,7927532.62,False
2024-10-02,3140L7GJ5,7922589.60,False
2024-10-02,3140MMSP4,7898767.19,False
2024-10-02,3138EGW91,7896565.33,True
2024-10-02,3133WJNL9,7880278.50,False
2024-10-02,3133BE6B4,7848902.95,False
2024-10-02,3133WJEQ8,7847471.88,False
2024-10-02,3132DWLL5,7824730.75,False
2024-10-02,3140N4R41,7823258.97,False
2024-10-02,3133GGRZ8,7811785.05,False
2024-10-02,31418CS47,7786183.94,False
2024-10-02,36179R4F3,7773793.16,False
2024-10-02,3138EHA51,7767816.20,True
2024-10-02,31418CVD3,7762525.94,False
2024-10-02,36179MAW0,7747857.24,False
2024-10-02,3138EGWK6,7735271.07,True
2024-10-02,3133B2KR9,7731391.80,False
2024-10-02,3133AQ4G9,7721728.04,False
2024-10-02,3132AEQ82,7717885.86,False
2024-10-02,31418DA44,7706324.00,False
2024-10-02,3140X5B51,7696969.70,False
2024-10-02,3133GGMR1,7692946.78,False
2024-10-02,3133A3FV5,7683680.36,False
2024-10-02,36179MNJ5,7673791.39,False
2024-10-02,3133APCY3,7669727.53,False
2024-10-02,31419A4Z7,7644421.97,True
2024-10-02,3138EGVY7,7640213.11,True
2024-10-02,3133BMED3,7630549.40,False
2024-10-02,36202FGE0,7624206.00,False
2024-10-02,3140XMU53,7613524.44,True
2024-10-02,3140QPL96,7587911.32,False
2024-10-02,36179SNT0,7581639.49,False
2024-10-02,3131XAVE8,7579870.50,False
2024-10-02,36202FCP9,7578188.76,False
2024-10-02,3140XMVR4,7566170.81,True
2024-10-02,3140XNSD7,7451750.04,True
2024-10-02,3140XGQQ5,7443334.67,False
2024-10-02,36179UN81,7396913.34,False
2024-10-02,3140JVEQ1,7392125.38,False
2024-10-02,3140QCAQ9,7391859.59,False
2024-10-02,3140EWW68,7376045.59,False
2024-10-02,36179UV66,7373188.98,False
2024-10-02,3140MKEH1,7371469.84,False
2024-10-02,3132DWGQ0,7370084.29,False
2024-10-02,3133A5CF8,7358712.77,False
2024-10-02,3140MMKH0,7357570.52,False
2024-10-02,3140H6B65,7357231.77,False
2024-10-02,3133GGLW1,7342125.34,False
2024-10-02,3132DWJ53,7332969.12,False
2024-10-02,31418EYP9,7332746.29,False
2024-10-02,3133AHCH8,7307261.37,False
2024-10-02,3140L7YA4,7300946.88,False
2024-10-02,3132CJAJ2,7298988.33,False
2024-10-02,3133AHCD7,7291461.98,False
2024-10-02,3140LSMV5,7278775.23,False
2024-10-02,3140MGG70,7263816.95,False
2024-10-02,3133GGBS1,7263438.55,False
2024-10-02,36179UKW1,7261245.03,False
2024-10-02,3140MDCR7,7257490.87,False
2024-10-02,3140QE4L3,7241943.51,False
2024-10-02,3133BDVD4,7240577.72,False
2024-10-02,3133GFK53,7235883.94,False
2024-10-02,3140JATK4,7232213.20,False
2024-10-02,3140LRZC5,7229275.05,False
2024-10-02,3133B2PW3,7210790.81,False
2024-10-02,3132A3UT5,7189402.49,False
2024-10-02,3140X9YT6,7187674.24,False
2024-10-02,3133GGKG7,7185289.08,False
2024-10-02,3133AUGK8,7182922.77,False
2024-10-02,36179TV51,7154591.97,False
2024-10-02,3140MM5X2,7152699.90,False
2024-10-02,3140MMXH6,7135512.54,False
2024-10-02,3140KP2W2,7119674.46,False
2024-10-02,3140L4MQ9,7119358.38,False
2024-10-02,3133A4Q82,7118405.97,False
2024-10-02,3133WJVG1,7105042.53,False
2024-10-02,3133ARJ48,7104355.20,False
2024-10-02,3140K05H7,7099505.01,False
2024-10-02,3132AESX5,7095549.38,False
2024-10-02,3138EGW83,7091386.15,True
2024-10-02,3132CXKC5,7070177.65,True
2024-10-02,36178D2L4,7043163.00,False
2024-10-02,3140L7F56,7039627.97,False
2024-10-02,3140LPEH1,7031404.57,False
2024-10-02,3140QQAC9,7024393.16,False
2024-10-02,3132A3VH0,6997878.85,False
2024-10-02,36202E5G0,6989736.06,False
2024-10-02,3132CJAW3,6965769.10,False
2024-10-02,3133GAVR4,6962073.50,False
2024-10-02,36179YDL5,6960241.18,False
2024-10-02,3140K7BG7,6948545.36,False
2024-10-02,3133BBV89,6948536.03,False
2024-10-02,3133ASLR2,6947041.55,False
2024-10-02,36202FGW0,6946132.62,False
2024-10-02,3132DWJG9,6932303.77,False
2024-10-02,3132D6FB1,6923988.00,False
2024-10-02,3140LRRH3,6895442.64,False
2024-10-02,3133B5PU0,6885080.73,False
2024-10-02,36179YRG1,6882413.74,False
2024-10-02,3140QDP40,6875799.35,False
2024-10-02,36179YPF5,6873841.81,False
2024-10-02,3133B2A74,6870937.08,False
2024-10-02,3140L7CQ3,6863966.05,False
2024-10-02,3138EHCU4,6856481.10,True
2024-10-02,3140L7CF7,6828909.98,False
2024-10-02,3140QPWK9,6821674.98,False
2024-10-02,3131XP2L1,6807909.67,False
2024-10-02,3133AQCG0,6797058.50,False
2024-10-02,3133APXZ7,6791038.04,False
2024-10-02,3132DWL43,6787144.05,False
2024-10-02,31418FAY3,6783148.39,False
2024-10-02,3140LXDT9,6769663.74,False
2024-10-02,3133GBC69,6757626.10,False
2024-10-02,3140MCAP5,6745881.43,False
2024-10-02,3132CXCZ3,6740359.54,True
2024-10-02,36202FJP2,6738111.09,False
2024-10-02,3133KHVR4,6715966.31,False
2024-10-02,3140XNSF2,6707665.50,True
2024-10-02,3140KKKZ6,6694475.31,False
2024-10-02,3140XNSC9,6680793.33,True
2024-10-02,3133B9WD2,6660660.61,False
2024-10-02,3140K1UH7,6652442.62,False
2024-10-02,3133AXCH3,6644347.50,False
2024-10-02,3133ASJH7,6643024.65,False
2024-10-02,31334YHP5,6626987.21,False
2024-10-02,3622AACX0,6625322.50,True
2024-10-02,3133AGK57,6621565.34,False
2024-10-02,3133A2J27,6621023.83,False
2024-10-02,3140KYAH7,6592309.02,False
2024-10-02,3132D53M2,6568545.78,False
2024-10-02,3133GGHH9,6557123.17,False
2024-10-02,3132D6CX6,6556836.39,False
2024-10-02,3133AP4Z9,6555733.30,False
2024-10-02,3140QTEM7,6549608.29,False
2024-10-02,3140N07A7,6511037.62,False
2024-10-02,36179VKM1,6510742.09,False
2024-10-02,3133BMGP4,6500479.97,False
2024-10-02,3140LU4V0,6495344.81,False
2024-10-02,3133GGKE2,6493722.52,False
2024-10-02,3140K8RT0,6465953.85,False
2024-10-02,3132CWPH1,6457863.28,False
2024-10-02,3140KVPG9,6436568.90,False
2024-10-02,3140JXMY1,6432608.91,False
2024-10-02,3140HDQW7,6423390.88,False
2024-10-02,31418EYN4,6420273.18,False
2024-10-02,36202E5E5,6412228.96,False
2024-10-02,3140L8FM7,6406080.27,False
2024-10-02,3133ASKU6,6400940.83,False
2024-10-02,3133KNR21,6390823.11,False
2024-10-02,3138WA7F8,6389890.04,False
2024-10-02,3132AERZ1,6387334.44,False
2024-10-02,3133BF4G2,6385604.99,False
2024-10-02,3138EHCQ3,6367211.29,True
2024-10-02,3133G9HY8,6352036.57,False
2024-10-02,3133AFUC3,6342630.94,False
2024-10-02,3140XPYU7,6342099.02,True
2024-10-02,3132AER24,6333821.57,False
2024-10-02,31418EST8,6321353.00,False
2024-10-02,3140QP7E1,6292828.74,False
2024-10-02,3140LQW30,6291789.15,False
2024-10-02,3132A5GL3,6279119.58,False
2024-10-02,3140LPQT2,6269966.93,False
2024-10-02,3133L85B7,6257600.38,False
2024-10-02,3133BBWA3,6254720.55,False
2024-10-02,3133KMW27,6250392.87,False
2024-10-02,3140QD2F0,6235923.06,False
2024-10-02,3140KEK72,6235536.54,False
2024-10-02,3133AS4K6,6225535.18,False
2024-10-02,3140XM6E1,6221129.46,True
2024-10-02,3133A3NA2,6221013.47,False
2024-10-02,36179RD89,6220655.38,False
2024-10-02,3140MGAS0,6212498.73,False
2024-10-02,3133GGZ71,6211498.08,False
2024-10-02,3140MWHT6,6195143.14,False
2024-10-02,3131Y0AT9,6188749.73,False
2024-10-02,3140MHRV3,6185463.11,False
2024-10-02,3140KTPP4,6143751.94,False
2024-10-02,3140XQVQ7,6142333.74,True
2024-10-02,36179XNG7,6128329.65,False
2024-10-02,3133ATZD6,6127522.30,False
2024-10-02,31418ES84,6109448.80,False
2024-10-02,3142GSCT3,6078928.94,False
2024-10-02,36178DU66,6073393.57,False
2024-10-02,3133BDL86,6065788.16,False
2024-10-02,3132AETC0,6044914.17,False
2024-10-02,3133AULP1,6035108.41,False
2024-10-02,36178NFP9,6030161.25,False
2024-10-02,3140GYNJ4,6025987.91,False
2024-10-02,3133AS6T5,6024241.03,False
2024-10-02,3622A2AD4,6024187.95,False
2024-10-02,3133KHF68,6013753.55,False
2024-10-02,3140XPYS2,6009299.22,True
2024-10-02,3140XQLW5,6007871.19,True
2024-10-02,3140L73K6,5986017.36,False
2024-10-02,3140QCE85,5985624.69,False
2024-10-02,3133KGKR8,5980259.20,False
2024-10-02,3140X9FM2,5979995.18,False
2024-10-02,3140MUJF8,5961183.33,False
2024-10-02,36179MSV3,5956500.95,False
2024-10-02,3140XQCD7,5951182.71,True
2024-10-02,3133GE4E5,5947324.70,False
2024-10-02,3131YBXD5,5944272.10,False
2024-10-02,3132D6BZ2,5937456.97,False
2024-10-02,3140K05F1,5918402.92,False
2024-10-02,36241L3U8,5913879.67,False
2024-10-02,31418FA23,5902307.38,False
2024-10-02,3140GXEV9,5892167.83,False
2024-10-02,3140QPMS3,5877343.06,False
2024-10-02,3133HMBW8,5876495.48,False
2024-10-02,36202FAT3,5866194.74,False
2024-10-02,3140JVR53,5862103.76,False
2024-10-02,3133AN4T8,5846952.52,False
2024-10-02,36179M2S8,5826151.54,False
2024-10-02,3140QG4F1,5825563.31,False
2024-10-02,3622A2DG4,5824836.01,False
2024-10-02,3140KR7K9,5824765.34,False
2024-10-02,3133GBH80,5824442.35,False
2024-10-02,3132AETZ9,5816111.41,False
2024-10-02,36296WAX4,5810471.22,False
2024-10-02,3133A0KG8,5808995.26,False
2024-10-02,3140MUKE9,5805716.79,False
2024-10-02,3140MFX81,5804969.02,False
2024-10-02,3133ARF59,5802239.44,False
2024-10-02,31418E7B0,5799429.57,False
2024-10-02,3133AQF69,5787970.59,False
2024-10-02,3140JY2W5,5785118.53,False
2024-10-02,3622A2RJ3,5779452.34,False
2024-10-02,3133WJQG7,5757909.95,False
2024-10-02,3133AQYU5,5756123.08,False
2024-10-02,3140XQCK1,5744287.61,True
2024-10-02,3140JVS52,5731736.68,False
2024-10-02,3140LS4S2,5724234.93,False
2024-10-02,3133ATSJ1,5710549.06,False
2024-10-02,36179YFL3,5700218.65,False
2024-10-02,3140MM5W4,5695162.57,False
2024-10-02,3132DWCK7,5693062.85,False
2024-10-02,3140MUW30,5692176.60,False
2024-10-02,3140M5BH7,5663121.34,False
2024-10-02,3133B2UE7,5663083.73,False
2024-10-02,36179YFM1,5658717.42,False
2024-10-02,3132AESP2,5651502.38,False
2024-10-02,3133AREY7,5640476.79,False
2024-10-02,3133L83L7,5639459.32,False
2024-10-02,3140MPSU6,5624364.25,False
2024-10-02,3132DM6X8,5612351.34,False
2024-10-02,3133B9NF7,5581548.27,False
2024-10-02,3622A2EQ1,5568738.50,False
2024-10-02,3140XMCM6,5565043.22,True
2024-10-02,3138YGZF2,5561613.94,False
2024-10-02,3140MKAM4,5559933.95,False
2024-10-02,3132AD7L6,5550515.77,False
2024-10-02,3132D9BC7,5534813.41,True
2024-10-02,3140MUJ92,5512472.44,False
2024-10-02,3140XMVQ6,5511486.12,True
2024-10-02,3140MGNZ0,5509568.70,False
2024-10-02,3133B0QW6,5509411.32,False
2024-10-02,3132DWGY3,5499248.97,False
2024-10-02,3140JLSU9,5497422.87,False
2024-10-02,3140QQQM0,5497064.92,False
2024-10-02,3133GAXH4,5485734.85,False
2024-10-02,3140AAG84,5484644.28,False
2024-10-02,3133AP4H9,5461588.35,False
2024-10-02,36202FM60,5459872.46,False
2024-10-02,3622A2RR5,5436638.82,False
2024-10-02,3622A2RU8,5436638.82,False
2024-10-02,3133BDMZ5,5428558.75,False
2024-10-02,3140XMCS3,5413214.13,True
2024-10-02,3140MP5X5,5412155.89,False
2024-10-02,3140XNH49,5394625.83,True
2024-10-02,3133KPFP8,5386601.03,False
2024-10-02,31418DJF0,5381902.95,False
2024-10-02,36179SQU4,5374692.97,False
2024-10-02,3133L8A62,5374451.01,False
2024-10-02,3133A7SL4,5371200.70,False
2024-10-02,3140QE4M1,5363622.97,False
2024-10-02,31334YU21,5358460.37,False
2024-10-02,3140F9WU5,5355888.82,False
2024-10-02,3140LXCG8,5333764.71,False
2024-10-02,3140LWDG9,5327496.21,False
2024-10-02,3140KVGL8,5322007.24,False
2024-10-02,36179Y2L7,5319806.78,False
2024-10-02,3140MHMC0,5307497.13,False
2024-10-02,3133L77J0,5306832.94,False
2024-10-02,3140QNJE3,5303317.74,False
2024-10-02,3140L5VA1,5303312.48,False
2024-10-02,3132DMJW6,5293211.56,True
2024-10-02,3140QDER1,5281624.92,False
2024-10-02,36179MQR4,5280695.78,False
2024-10-02,3133BGCG1,5272112.57,False
2024-10-02,36202FSD9,5265792.01,False
2024-10-02,3140XGCF4,5253233.79,False
2024-10-02,3140QRFZ1,5246169.25,False
2024-10-02,3132AERK4,5241170.63,False
2024-10-02,3140MJE92,5237689.22,False
2024-10-02,3132AETJ5,5229926.22,False
2024-10-02,3133A2RX0,5226511.94,False
2024-10-02,3140FRNF8,5216833.83,False
2024-10-02,3140JVUC4,5201556.25,False
2024-10-02,3133GG2M4,5195552.13,False
2024-10-02,3140QB4M7,5188461.91,False
2024-10-02,3140L7D25,5178766.32,False
2024-10-02,3133BCZR1,5172305.30,False
2024-10-02,3133BNLL5,5165399.04,False
2024-10-02,3133GF5K7,5140453.66,False
2024-10-02,3133ATRW3,5130739.98,False
2024-10-02,3622A2EH1,5124082.70,False
2024-10-02,3138EGXU3,5114975.66,True
2024-10-02,3140XGC49,5114820.75,False
2024-10-02,3140QBG36,5112013.29,False
2024-10-02,36179MX54,5110814.41,False
2024-10-02,3140QPMD6,5093595.53,False
2024-10-02,3140LSDR4,5086667.18,False
2024-10-02,3133B2KH1,5085843.40,False
2024-10-02,3132DMJU0,5079519.70,True
2024-10-02,3133BNW66,5078502.94,False
2024-10-02,3133GAK62,5073863.81,False
2024-10-02,3140M8T41,5073656.16,False
2024-10-02,3140L7HC9,5070453.80,False
2024-10-02,3133A86F9,5068553.45,False
2024-10-02,3138EGXT6,5065716.10,True
2024-10-02,3132A9T98,5065306.20,False
2024-10-02,3133A8TE7,5059711.82,False
2024-10-02,3132CWRU0,5052587.68,False
2024-10-02,3132D6GX2,5044271.77,False
2024-10-02,3133GGGS6,5044258.90,False
2024-10-02,3140X94G7,5030238.95,False
2024-10-02,3140KLXJ6,5002338.79,False
2024-10-02,36178D2R1,4997264.27,False
2024-10-02,3140JXUD8,4995765.09,False
2024-10-02,3133A4KK1,4994535.33,False
2024-10-02,3132A3UU2,4992740.92,False
2024-10-02,36179QJR3,4983340.13,False
2024-10-02,31418EBU3,4982905.15,False
2024-10-02,3132DNCF8,4978635.11,False
2024-10-02,3140GWUP6,4974961.24,False
2024-10-02,3133A3GL6,4966786.58,False
2024-10-02,36179YU77,4963931.57,False
2024-10-02,3133AS4M2,4960392.36,False
2024-10-02,3140ML7J3,4960365.15,False
2024-10-02,36179N2L1,4957178.50,False
2024-10-02,3133A8B22,4955596.02,False
2024-10-02,3133B0JH7,4940711.97,False
2024-10-02,36179YS54,4929646.00,False
2024-10-02,3133WJD89,4925746.28,False
2024-10-02,3133A6G47,4922009.96,False
2024-10-02,3140K1EE2,4920084.37,False
2024-10-02,3140X5RJ4,4914783.74,False
2024-10-02,3133BDRY3,4910924.82,False
2024-10-02,3133GGHJ5,4907103.82,False
2024-10-02,3132AERL2,4905346.18,False
2024-10-02,3140JSTQ2,4894239.91,False
2024-10-02,36202F2N5,4892317.14,False
2024-10-02,3140QGH42,4889005.27,False
2024-10-02,3133B7BB3,4879863.23,False
2024-10-02,36296WAL0,4873930.72,False
2024-10-02,3140X4RP3,4869875.18,False
2024-10-02,3133G8C74,4865447.84,False
2024-10-02,36179VME7,4865190.28,False
2024-10-02,3140XAT44,4865114.06,False
2024-10-02,3133WJPZ6,4839598.07,False
2024-10-02,3132DWLM3,4829844.64,False
2024-10-02,3140QPNK9,4825961.18,False
2024-10-02,3133WJTX7,4824483.53,False
2024-10-02,3140N1Y64,4820922.86,False
2024-10-02,3140K2QT4,4819355.69,False
2024-10-02,3132DWK93,4809965.46,False
2024-10-02,3133AGZB8,4807858.90,False
2024-10-02,3133B1X55,4796604.56,False
2024-10-02,3133ASYJ6,4781840.62,False
2024-10-02,3133B22Y4,4779235.57,False
2024-10-02,3140XMWM4,4774179.45,False
2024-10-02,3133ASRK1,4772121.94,False
2024-10-02,3133GGCM3,4760419.93,False
2024-10-02,3140LQAJ9,4755322.60,False
2024-10-02,3140XHF28,4746145.23,False
2024-10-02,3140Q8TH8,4743665.58,False
2024-10-02,3133WJL98,4740948.38,False
2024-10-02,3140QBLU0,4738086.91,False
2024-10-02,36297GMT4,4736249.37,False
2024-10-02,36179NDT2,4730227.07,False
2024-10-02,3133B2UM9,4724048.20,False
2024-10-02,36202FV94,4718634.71,False
2024-10-02,3140KDCN8,4717789.73,False
2024-10-02,3140KSA64,4715224.02,False
2024-10-02,3140QFRV3,4714862.23,False
2024-10-02,3133ANS47,4712795.33,False
2024-10-02,31329ML57,4706884.05,False
2024-10-02,3133WJCU1,4706511.20,False
2024-10-02,3140H6BQ1,4696757.46,False
2024-10-02,3133KHVQ6,4692406.34,False
2024-10-02,3132DWHH9,4685389.10,False
2024-10-02,3140MGGA3,4667451.08,False
2024-10-02,3140X44E3,4659949.66,False
2024-10-02,3132AESG2,4659487.55,False
2024-10-02,3140QNGT3,4646141.39,False
2024-10-02,31418CP57,4642315.30,False
2024-10-02,3140LQDU1,4640460.47,False
2024-10-02,3140QEDZ2,4628858.66,False
2024-10-02,3133GF5W1,4623012.51,False
2024-10-02,3132D6C32,4619032.02,False
2024-10-02,3132AERA6,4612504.88,False
2024-10-02,36179QT35,4607495.05,False
2024-10-02,3133AQLN5,4607346.29,False
2024-10-02,3140LTYR9,4603192.63,False
2024-10-02,3140QPCN5,4600644.76,False
2024-10-02,3133AR2T1,4598926.09,False
2024-10-02,3132DWCD3,4591525.78,False
2024-10-02,3133AUPT9,4583133.44,False
2024-10-02,3132DV6S9,4575220.27,False
2024-10-02,3138EGNU4,4562899.84,True
2024-10-02,31334YHS9,4560538.02,False
2024-10-02,3140MXMY7,4557752.21,False
2024-10-02,31346YSU8,4547015.09,False
2024-10-02,3133BNVE0,4544145.30,False
2024-10-02,3138EQKD3,4543238.14,True
2024-10-02,3133AK4X5,4535392.34,False
2024-10-02,3140QFNE5,4529917.02,False
2024-10-02,3140JL2V5,4523971.75,False
2024-10-02,3140M9C62,4523099.67,False
2024-10-02,3140MHE21,4521169.14,False
2024-10-02,36296WAK2,4514443.23,False
2024-10-02,3132AEMS2,4513033.49,False
2024-10-02,3132DWF57,4504202.70,False
2024-10-02,3140XF6B2,4494788.66,False
2024-10-02,3140MFQN6,4493587.87,False
2024-10-02,3133GFRC1,4489156.49,False
2024-10-02,3140KCHM7,4488388.55,False
2024-10-02,3140LSJG2,4486826.82,False
2024-10-02,3140HN3J9,4469950.10,False
2024-10-02,3131Y32Q8,4469282.14,False
2024-10-02,3140AF2F2,4467783.20,False
2024-10-02,3133A4EB8,4466836.41,False
2024-10-02,31418CTG9,4452154.52,False
