"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2024-05-01","'3140XMNV4'","MBS","UMBS MORTPASS 2% 09/51","30yr",,,,,"61490669536.35",,,,,,"Y"
"2024-05-01","'3140XMNU6'","MBS","UMBS MORTPASS 2% 07/51","30yr",,,,,"54891985160.07",,,,,,"Y"
"2024-05-01","'3140XMU61'","MBS","UMBS MORTPASS 2% 03/51","30yr",,,,,"52458255476.93",,,,,,"Y"
"2024-05-01","'3140XMNR3'","MBS","UMBS MORTPASS 2.5% 09/50","30yr",,,,,"46829489093.67",,,,,,"Y"
"2024-05-01","'3140XNJJ4'","MBS","UMBS MORTPASS 2% 01/52","30yr",,,,,"41380011467.62",,,,,,"Y"
"2024-05-01","'3140XMU87'","MBS","UMBS MORTPASS 2% 12/51","30yr",,,,,"39150497883.87",,,,,,"Y"
"2024-05-01","'3140XMNY8'","MBS","UMBS MORTPASS 2.5% 02/52","30yr",,,,,"34069280743.35",,,,,,"Y"
"2024-05-01","'3140XMNW2'","MBS","UMBS MORTPASS 2.5% 12/51","30yr",,,,,"33256210235.11",,,,,,"Y"
"2024-05-01","'3132E0JR4'","MBS","UMBS MORTPASS 2.5% 09/50","30yr",,,,,"32844063443.86",,,,,,"Y"
"2024-05-01","'3140XMNZ5'","MBS","UMBS MORTPASS 2.5% 04/52","30yr",,,,,"30906581208.57",,,,,,"Y"
"2024-05-01","'3132DSET5'","MBS","UMBS MORTPASS 2.5% 02/52","30yr",,,,,"30292221196.27",,,,,,"Y"
"2024-05-01","'3132DSYZ9'","MBS","UMBS MORTPASS 2.5% 09/51","30yr",,,,,"30096413530.82",,,,,,"Y"
"2024-05-01","'3140XNRY2'","MBS","UMBS MORTPASS 2% 12/50","30yr",,,,,"29938954356.54",,,,,,"Y"
"2024-05-01","'3132E0JS2'","MBS","UMBS MORTPASS 2.5% 05/52","30yr",,,,,"28942228234.46",,,,,,"Y"
"2024-05-01","'3132DWAW3'","MBS","UMBS MORTPASS 2% 01/51","30yr",,,,,"27635224009.83",,,,,,""
"2024-05-01","'3132DWCB7'","MBS","UMBS MORTPASS 2% 09/51","30yr",,,,,"25796167305.72",,,,,,""
"2024-05-01","'3132DSMM1'","MBS","UMBS MORTPASS 2.5% 01/51","30yr",,,,,"25241475347.79",,,,,,"Y"
"2024-05-01","'3132DWBP7'","MBS","UMBS MORTPASS 2% 05/51","30yr",,,,,"23719799112.34",,,,,,""
"2024-05-01","'3132DWCH4'","MBS","UMBS MORTPASS 2% 10/51","30yr",,,,,"23569423786.71",,,,,,""
"2024-05-01","'3140XM6T8'","MBS","UMBS MORTPASS 3.5% 10/45","30yr",,,,,"22987341113.71",,,,,,"Y"
"2024-05-01","'3132DSTM4'","MBS","UMBS MORTPASS 2% 04/52","30yr",,,,,"22966620717.97",,,,,,"Y"
"2024-05-01","'3132DWAN3'","MBS","UMBS MORTPASS 2% 12/50","30yr",,,,,"22658135156.30",,,,,,""
"2024-05-01","'3132DSES7'","MBS","UMBS MORTPASS 1.5% 04/51","30yr",,,,,"22568852494.95",,,,,,"Y"
"2024-05-01","'3140XMNS1'","MBS","UMBS MORTPASS 2.5% 11/51","30yr",,,,,"22306827159.74",,,,,,"Y"
"2024-05-01","'3132DWBB8'","MBS","UMBS MORTPASS 2% 03/51","30yr",,,,,"20406501085.19",,,,,,""
"2024-05-01","'3132DWB51'","MBS","UMBS MORTPASS 2% 08/51","30yr",,,,,"20267630050.05",,,,,,""
"2024-05-01","'3132DWA52'","MBS","UMBS MORTPASS 2% 02/51","30yr",,,,,"20125125814.90",,,,,,""
"2024-05-01","'3140J8GV9'","MBS","UMBS MORTPASS 3% 07/47","30yr",,,,,"17775754170.46",,,,,,"Y"
"2024-05-01","'3132DWAF0'","MBS","UMBS MORTPASS 2% 11/50","30yr",,,,,"17290857853.51",,,,,,""
"2024-05-01","'3132DWBH5'","MBS","UMBS MORTPASS 2% 04/51","30yr",,,,,"17001296588.69",,,,,,""
"2024-05-01","'3140XN6Z2'","MBS","UMBS MORTPASS 2% 04/52","30yr",,,,,"16862265387.84",,,,,,"Y"
"2024-05-01","'3132DV7K5'","MBS","UMBS MORTPASS 2% 10/50","30yr",,,,,"16318289140.76",,,,,,""
"2024-05-01","'36179WBX5'","MBS","GNMA II MORTPASS 2% 03/51","30yr",,,,,"16196270006.40",,,,,,""
"2024-05-01","'31418DZW5'","MBS","UMBS MORTPASS 2.5% 06/51","30yr",,,,,"15940570004.54",,,,,,""
"2024-05-01","'3132DWCC5'","MBS","UMBS MORTPASS 2.5% 09/51","30yr",,,,,"15512922191.75",,,,,,""
"2024-05-01","'3132DWCN1'","MBS","UMBS MORTPASS 2% 11/51","30yr",,,,,"15147194912.23",,,,,,""
"2024-05-01","'36179WDQ8'","MBS","GNMA II MORTPASS 2% 04/51","30yr",,,,,"14986446817.86",,,,,,""
"2024-05-01","'36179WG36'","MBS","GNMA II 2.5% 06/51","30yr",,,,,"13950012939.37",,,,,,""
"2024-05-01","'31418D2M3'","MBS","UMBS MORTPASS 2.5% 07/51","30yr",,,,,"13760506492.52",,,,,,""
"2024-05-01","'3132DWCT8'","MBS","UMBS MORTPASS 2% 12/51","30yr",,,,,"13615608723.66",,,,,,""
"2024-05-01","'3140XNJK1'","MBS","UMBS MORTPASS 3.5% 08/52","30yr",,,,,"13327518831.79",,,,,,"Y"
"2024-05-01","'36179V7D6'","MBS","GNMA II MORTPASS 2% 02/51","30yr",,,,,"13108094915.22",,,,,,""
"2024-05-01","'36179WFG8'","MBS","GNMA II 2.5% 05/51","30yr",,,,,"13021811091.81",,,,,,""
"2024-05-01","'3140XMU79'","MBS","UMBS MORTPASS 2.5% 09/51","30yr",,,,,"12643621055.30",,,,,,"Y"
"2024-05-01","'3132ACJ43'","MBS","UMBS MORTPASS 3% 02/47","30yr",,,,,"12630312763.94",,,,,,""
"2024-05-01","'3140XPHX0'","MBS","UMBS MORTPASS 3.5% 12/46","30yr",,,,,"12568171029.83",,,,,,"Y"
"2024-05-01","'3132AESB3'","MBS","UMBS MORTPASS 3.5% 04/45","30yr",,,,,"12432398108.49",,,,,,""
"2024-05-01","'3132DWBY8'","MBS","UMBS MORTPASS 2% 07/51","30yr",,,,,"12295924897.88",,,,,,""
"2024-05-01","'36179VTW0'","MBS","GNMA II 2.5% 09/50","30yr",,,,,"12046208167.25",,,,,,""
"2024-05-01","'3140XN7A6'","MBS","UMBS MORTPASS 2% 01/36","15yr",,,,,"12019579180.65",,,,,,"Y"
"2024-05-01","'36179VZQ6'","MBS","GNMA II MORTPASS 2% 12/50","30yr",,,,,"11719150146.01",,,,,,""
"2024-05-01","'36179V4U1'","MBS","GNMA II MORTPASS 2% 01/51","30yr",,,,,"11711735759.53",,,,,,""
"2024-05-01","'3138EQK35'","MBS","UMBS MORTPASS 3% 08/43","30yr",,,,,"11507749210.49",,,,,,"Y"
"2024-05-01","'3132DWCZ4'","MBS","UMBS MORTPASS 2% 01/52","30yr",,,,,"11423328805.52",,,,,,""
"2024-05-01","'3132E0QH8'","MBS","UMBS 3.0%","30yr",,,,,"11115232971.82",,,,,,"Y"
"2024-05-01","'3138EQKR2'","MBS","UMBS MORTPASS 3% 07/43","30yr",,,,,"10955250712.68",,,,,,"Y"
"2024-05-01","'3140XMU95'","MBS","UMBS MORTPASS 4% 08/52","30yr",,,,,"10828083695.03",,,,,,"Y"
"2024-05-01","'3140XNSM7'","MBS","UMBS MORTPASS 1.5% 02/37","15yr",,,,,"10495791889.93",,,,,,"Y"
"2024-05-01","'3132DWB69'","MBS","UMBS MORTPASS 2.5% 08/51","30yr",,,,,"10457747772.35",,,,,,""
"2024-05-01","'36179WRZ3'","MBS","GNMA II MORTPASS 2% 11/51","30yr",,,,,"10400082149.73",,,,,,""
"2024-05-01","'36179WND6'","MBS","GNMA II MORTPASS 2% 09/51","30yr",,,,,"10366218720.17",,,,,,""
"2024-05-01","'3140XPQV4'","MBS","UMBS MORTPASS 1.5% 05/51","30yr",,,,,"10187457605.61",,,,,,"Y"
"2024-05-01","'3140XNSN5'","MBS","UMBS MORTPASS 3% 04/52","30yr",,,,,"10088028666.77",,,,,,"Y"
"2024-05-01","'36179VSG6'","MBS","GNMA II 2.5% 08/50","30yr",,,,,"10046553429.60",,,,,,""
"2024-05-01","'3132DSY22'","MBS","UMBS MORTPASS 3.5% 08/52","30yr",,,,,"9937428702.25",,,,,,"Y"
"2024-05-01","'3138ETKF2'","MBS","UMBS MORTPASS 3% 02/44","30yr",,,,,"9792977311.24",,,,,,"Y"
"2024-05-01","'3132DWBT9'","MBS","UMBS MORTPASS 2% 06/51","30yr",,,,,"9674486689.00",,,,,,""
"2024-05-01","'3132DWCJ0'","MBS","UMBS MORTPASS 2.5% 10/51","30yr",,,,,"9363342665.86",,,,,,""
"2024-05-01","'36179VZR4'","MBS","GNMA II 2.5% 12/50","30yr",,,,,"9250762989.46",,,,,,""
"2024-05-01","'36179VXX3'","MBS","GNMA II MORTPASS 2% 11/50","30yr",,,,,"9011667556.59",,,,,,""
"2024-05-01","'3140XMNT9'","MBS","UMBS MORTPASS 3% 06/50","30yr",,,,,"8923867973.02",,,,,,"Y"
"2024-05-01","'3140XPHW2'","MBS","UMBS MORTPASS 2% 03/36","15yr",,,,,"8835830221.59",,,,,,"Y"
"2024-05-01","'36179WP93'","MBS","GNMA II MORTPASS 2% 10/51","30yr",,,,,"8682808976.10",,,,,,""
"2024-05-01","'36179VMC1'","MBS","GNMA II 2.5% 05/50","30yr",,,,,"8597113597.39",,,,,,""
"2024-05-01","'3132DSML3'","MBS","UMBS MORTPASS 2.5% 03/51","30yr",,,,,"8580234041.42",,,,,,"Y"
"2024-05-01","'3140XPHT9'","MBS","UMBS MORTPASS 1.5% 10/36","15yr",,,,,"8560075211.97",,,,,,"Y"
"2024-05-01","'36179WJR0'","MBS","GNMA II 2.5% 07/51","30yr",,,,,"8257794590.31",,,,,,""
"2024-05-01","'3140XPQU6'","MBS","UMBS MORTPASS 1.5% 09/36","15yr",,,,,"8216020832.67",,,,,,"Y"
"2024-05-01","'36179V4V9'","MBS","GNMA II 2.5% 01/51","30yr",,,,,"8146115420.46",,,,,,""
"2024-05-01","'36179WJQ2'","MBS","GNMA II MORTPASS 2% 07/51","30yr",,,,,"8120037724.05",,,,,,""
"2024-05-01","'3140XPQW2'","MBS","UMBS MORTPASS 2% 01/37","15yr",,,,,"8015067358.73",,,,,,"Y"
"2024-05-01","'3132DSY30'","MBS","UMBS MORTPASS 4.5% 10/52","30yr",,,,,"7717750042.07",,,,,,"Y"
"2024-05-01","'3132AESU1'","MBS","UMBS MORTPASS 3.5% 06/46","30yr",,,,,"7376826740.08",,,,,,""
"2024-05-01","'36179VQS2'","MBS","GNMA II 2.5% 07/50","30yr",,,,,"7300264038.00",,,,,,""
"2024-05-01","'3132AAXP4'","MBS","UMBS MORTPASS 3% 10/44","30yr",,,,,"7135970677.64",,,,,,""
"2024-05-01","'3140XPHV4'","MBS","UMBS MORTPASS 1.5% 02/36","15yr",,,,,"7097561058.80",,,,,,"Y"
"2024-05-01","'3132DV7B5'","MBS","UMBS MORTPASS 2% 09/50","30yr",,,,,"7075682281.53",,,,,,""
"2024-05-01","'36179WTX6'","MBS","GNMA II MORTPASS 2% 12/51","30yr",,,,,"7020603069.31",,,,,,""
"2024-05-01","'36179WTY4'","MBS","GNMA II 2.5% 12/51","30yr",,,,,"6937594879.91",,,,,,""
"2024-05-01","'3132AAXL3'","MBS","UMBS MORTPASS 3% 03/43","30yr",,,,,"6808294975.03",,,,,,""
"2024-05-01","'3140XPQT9'","MBS","UMBS MORTPASS 2.5% 02/50","30yr",,,,,"6795149120.35",,,,,,"Y"
"2024-05-01","'36179VN22'","MBS","GNMA II 2.5% 06/50","30yr",,,,,"6737116568.17",,,,,,""
"2024-05-01","'3132AESA5'","MBS","UMBS MORTPASS 4% 07/44","30yr",,,,,"6653670228.57",,,,,,""
"2024-05-01","'36179VXY1'","MBS","GNMA II 2.5% 11/50","30yr",,,,,"6649606599.73",,,,,,""
"2024-05-01","'3132DSEV0'","MBS","UMBS MORTPASS 4% 10/52","30yr",,,,,"6218721746.11",,,,,,"Y"
"2024-05-01","'36179WDR6'","MBS","GNMA II 2.5% 04/51","30yr",,,,,"6211368456.68",,,,,,""
"2024-05-01","'3132CXGM8'","MBS","UMBS MORTPASS 1.5% 05/36","15yr",,,,,"6189748292.35",,,,,,"Y"
"2024-05-01","'36179VVY3'","MBS","GNMA II 2.5% 10/50","30yr",,,,,"6153154045.08",,,,,,""
"2024-05-01","'36179WVT2'","MBS","GNMA II MORTPASS 2% 01/52","30yr",,,,,"6013086002.27",,,,,,""
"2024-05-01","'3140XMNQ5'","MBS","UMBS MORTPASS 2.5% 01/35","15yr",,,,,"5808706296.30",,,,,,"Y"
"2024-05-01","'3132DSEU2'","MBS","UMBS MORTPASS 4% 08/52","30yr",,,,,"5648486378.43",,,,,,"Y"
"2024-05-01","'3140J8GW7'","MBS","UMBS MORTPASS 3.5% 10/47","30yr",,,,,"5449444169.49",,,,,,"Y"
"2024-05-01","'36179WG28'","MBS","GNMA II MORTPASS 2% 06/51","30yr",,,,,"5410304149.87",,,,,,""
"2024-05-01","'3132DWBN2'","MBS","UMBS MORTPASS 1.5% 05/51","30yr",,,,,"5279123179.46",,,,,,""
"2024-05-01","'3132CXGN6'","MBS","UMBS MORTPASS 2% 04/36","15yr",,,,,"5177412356.81",,,,,,"Y"
"2024-05-01","'3140XM6S0'","MBS","UMBS MORTPASS 3.5% 03/52","30yr",,,,,"5150141242.25",,,,,,"Y"
"2024-05-01","'3140XN7E8'","MBS","UMBS MORTPASS 2.5% 05/50","30yr",,,,,"5137105853.47",,,,,,"Y"
"2024-05-01","'3132AETL0'","MBS","UMBS MORTPASS 4.5% 05/46","30yr",,,,,"5129997982.54",,,,,,""
"2024-05-01","'3132AAXQ2'","MBS","UMBS MORTPASS 3% 08/43","30yr",,,,,"5098160593.61",,,,,,""
"2024-05-01","'3132DSMN9'","MBS","UMBS MORTPASS 3% 06/52","30yr",,,,,"5062353815.49",,,,,,"Y"
"2024-05-01","'3132AETM8'","MBS","UMBS MORTPASS 3.5% 09/47","30yr",,,,,"5058074032.92",,,,,,""
"2024-05-01","'3140XPHU6'","MBS","UMBS MORTPASS 2% 01/37","15yr",,,,,"5046822564.36",,,,,,"Y"
"2024-05-01","'3138ETKG0'","MBS","UMBS MORTPASS 3% 01/43","30yr",,,,,"4951479238.57",,,,,,"Y"
"2024-05-01","'3132DSMP4'","MBS","UMBS MORTPASS 3% 05/50","30yr",,,,,"4916550032.53",,,,,,"Y"
"2024-05-01","'3132DWDK6'","MBS","UMBS MORTPASS 3% 04/52","30yr",,,,,"4899351595.52",,,,,,""
"2024-05-01","'3132DV7J8'","MBS","UMBS MORTPASS 2% 08/50","30yr",,,,,"4814173053.90",,,,,,""
"2024-05-01","'3140XN7F5'","MBS","UMBS MORTPASS 3% 07/50","30yr",,,,,"4780095882.20",,,,,,"Y"
"2024-05-01","'3132AEST4'","MBS","UMBS MORTPASS 3% 02/46","30yr",,,,,"4773244789.84",,,,,,""
"2024-05-01","'3132DWAV5'","MBS","UMBS MORTPASS 1.5% 01/51","30yr",,,,,"4610927718.21",,,,,,""
"2024-05-01","'36179XBU9'","MBS","GNMA II 4.5% 07/52","30yr",,,,,"4592493043.01",,,,,,""
"2024-05-01","'31418EGK0'","MBS","UMBS MORTPASS 4.5% 08/52","30yr",,,,,"4582974724.97",,,,,,""
"2024-05-01","'31418EDD9'","MBS","UMBS MORTPASS 3% 05/52","30yr",,,,,"4535447261.64",,,,,,""
"2024-05-01","'36179VKK5'","MBS","GNMA II 2.5% 04/50","30yr",,,,,"4518121736.17",,,,,,""
"2024-05-01","'36179V7E4'","MBS","GNMA II 2.5% 02/51","30yr",,,,,"4483058892.92",,,,,,""
"2024-05-01","'3140XM6R2'","MBS","UMBS MORTPASS 4% 11/49","30yr",,,,,"4461126222.99",,,,,,"Y"
"2024-05-01","'3132E0V90'","MBS","UMBS MORTPASS 2.5% 03/50","30yr",,,,,"4451037330.25",,,,,,"Y"
"2024-05-01","'36179VKL3'","MBS","GNMA II MORTPASS 3% 04/50","30yr",,,,,"4444763050.24",,,,,,""
"2024-05-01","'3132E06Q0'","MBS","UMBS MORTPASS 3.5% 03/49","30yr",,,,,"4419986613.15",,,,,,"Y"
"2024-05-01","'3132CXEH1'","MBS","UMBS MORTPASS 2% 05/37","15yr",,,,,"4397313651.35",,,,,,"Y"
"2024-05-01","'36179WLP1'","MBS","GNMA II 2.5% 08/51","30yr",,,,,"4388997475.54",,,,,,""
"2024-05-01","'36179WXJ2'","MBS","GNMA II 2.5% 02/52","30yr",,,,,"4366526313.81",,,,,,""
"2024-05-01","'36179WFF0'","MBS","GNMA II MORTPASS 2% 05/51","30yr",,,,,"4263540590.27",,,,,,""
"2024-05-01","'3140XN7G3'","MBS","UMBS MORTPASS 4% 10/52","30yr",,,,,"4232411484.49",,,,,,"Y"
"2024-05-01","'3132AES72'","MBS","UMBS MORTPASS 3.5% 09/45","30yr",,,,,"4212711671.55",,,,,,""
"2024-05-01","'36179WNE4'","MBS","GNMA II 2.5% 09/51","30yr",,,,,"4204107977.35",,,,,,""
"2024-05-01","'36179VVX5'","MBS","GNMA II MORTPASS 2% 10/50","30yr",,,,,"4154546218.43",,,,,,""
"2024-05-01","'3132CXEL2'","MBS","UMBS MORTPASS 2% 10/36","15yr",,,,,"4072738417.40",,,,,,"Y"
"2024-05-01","'36179WBY3'","MBS","GNMA II 2.5% 03/51","30yr",,,,,"4066190131.55",,,,,,""
"2024-05-01","'3132E0PX4'","MBS","UMBS MORTPASS 3.5% 04/50","30yr",,,,,"4052914059.88",,,,,,"Y"
"2024-05-01","'3132DWAM5'","MBS","UMBS MORTPASS 1.5% 12/50","30yr",,,,,"4041952227.96",,,,,,""
"2024-05-01","'36179WVU9'","MBS","GNMA II 2.5% 01/52","30yr",,,,,"3980154323.40",,,,,,""
"2024-05-01","'31418DQ70'","MBS","UMBS MORTPASS 2% 07/50","30yr",,,,,"3881154683.22",,,,,,""
"2024-05-01","'3140XN7D0'","MBS","UMBS MORTPASS 2% 05/37","15yr",,,,,"3819713065.98",,,,,,"Y"
"2024-05-01","'3132CXEG3'","MBS","UMBS MORTPASS 2% 02/37","15yr",,,,,"3807293792.53",,,,,,"Y"
"2024-05-01","'36179XBT2'","MBS","GNMA II MORTPASS 4% 07/52","30yr",,,,,"3770574017.83",,,,,,""
"2024-05-01","'31418DVB5'","MBS","UMBS MORTPASS 1.5% 12/50","30yr",,,,,"3740476349.57",,,,,,""
"2024-05-01","'3140X5R70'","MBS","UMBS MORTPASS 3.5% 03/49","30yr",,,,,"3612371302.32",,,,,,"Y"
"2024-05-01","'36179WLN6'","MBS","GNMA II MORTPASS 2% 08/51","30yr",,,,,"3582373141.62",,,,,,""
"2024-05-01","'3132CXB43'","MBS","UMBS MORTPASS 2.5% 02/32","15yr",,,,,"3558879239.97",,,,,,"Y"
"2024-05-01","'36179WY93'","MBS","GNMA II 2.5% 03/52","30yr",,,,,"3546491231.07",,,,,,""
"2024-05-01","'36179VMD9'","MBS","GNMA II MORTPASS 3% 05/50","30yr",,,,,"3521509090.29",,,,,,""
"2024-05-01","'31418DYY2'","MBS","UMBS MORTPASS 2.5% 05/51","30yr",,,,,"3467276758.30",,,,,,""
"2024-05-01","'3132D56U1'","MBS","UMBS MORTPASS 1.5% 01/36","15yr",,,,,"3331824721.86",,,,,,""
"2024-05-01","'3140XNJF2'","MBS","UMBS MORTPASS 2.5% 02/35","15yr",,,,,"3228605865.30",,,,,,"Y"
"2024-05-01","'3132E06R8'","MBS","UMBS MORTPASS 3% 07/50","30yr",,,,,"3218791199.62",,,,,,"Y"
"2024-05-01","'3132D6AB6'","MBS","UMBS MORTPASS 1.5% 05/36","15yr",,,,,"3132307126.40",,,,,,""
"2024-05-01","'3132DWAD5'","MBS","UMBS MORTPASS 1.5% 11/50","30yr",,,,,"3082993831.78",,,,,,""
"2024-05-01","'3140XNJD7'","MBS","UMBS MORTPASS 4% 01/51","30yr",,,,,"3038071449.17",,,,,,"Y"
"2024-05-01","'3132D56P2'","MBS","UMBS MORTPASS 1.5% 12/35","15yr",,,,,"3033397876.07",,,,,,""
"2024-05-01","'3140XNRX4'","MBS","UMBS MORTPASS 2.5% 09/51","30yr",,,,,"2890191846.58",,,,,,"Y"
"2024-05-01","'31418EE63'","MBS","UMBS MORTPASS 4.5% 07/52","30yr",,,,,"2885798839.66",,,,,,""
"2024-05-01","'3132D55W8'","MBS","UMBS MORTPASS 2% 09/35","15yr",,,,,"2858884277.13",,,,,,""
"2024-05-01","'3132AESK3'","MBS","UMBS MORTPASS 5% 08/40","30yr",,,,,"2837748765.82",,,,,,""
"2024-05-01","'3140X5EA7'","MBS","UMBS MORTPASS 4% 02/48","30yr",,,,,"2747097817.85",,,,,,"Y"
"2024-05-01","'3132DV6Q3'","MBS","UMBS MORTPASS 2% 07/50","30yr",,,,,"2742975285.13",,,,,,""
"2024-05-01","'36179W2V9'","MBS","GNMA II MORTPASS 3% 04/52","30yr",,,,,"2741451021.35",,,,,,""
"2024-05-01","'3132DQ7J9'","MBS","UMBS MORTPASS 2.5% 05/50","30yr",,,,,"2680494298.73",,,,,,"Y"
"2024-05-01","'3132AEMU7'","MBS","UMBS MORTPASS 4% 02/48","30yr",,,,,"2600029551.14",,,,,,""
"2024-05-01","'3138ETKL9'","MBS","UMBS MORTPASS 4% 03/44","30yr",,,,,"2594740920.87",,,,,,"Y"
"2024-05-01","'3132DSTE2'","MBS","UMBS MORTPASS 5% 10/52","30yr",,,,,"2587760772.27",,,,,,"Y"
"2024-05-01","'36179VTV2'","MBS","GNMA II MORTPASS 2% 09/50","30yr",,,,,"2574317612.93",,,,,,""
"2024-05-01","'36179WR26'","MBS","GNMA II 2.5% 11/51","30yr",,,,,"2555014804.56",,,,,,""
"2024-05-01","'3132D56E7'","MBS","UMBS MORTPASS 2% 10/35","15yr",,,,,"2540517594.63",,,,,,""
"2024-05-01","'31418DP48'","MBS","UMBS MORTPASS 2% 06/35","15yr",,,,,"2536891894.45",,,,,,""
"2024-05-01","'3132AAYM0'","MBS","UMBS MORTPASS 3% 01/43","30yr",,,,,"2530953815.88",,,,,,""
"2024-05-01","'31418DX98'","MBS","UMBS MORTPASS 2% 04/36","15yr",,,,,"2476597762.12",,,,,,""
"2024-05-01","'36179WQA9'","MBS","GNMA II 2.5% 10/51","30yr",,,,,"2388714082.40",,,,,,""
"2024-05-01","'3622AAEY6'","MBS","GNMA I MORTPASS 3% 08/43","30yr",,,,,"2382452727.69",,,,,,"Y"
"2024-05-01","'36179SLR6'","MBS","GNMA II MORTPASS 3% 09/46","30yr",,,,,"2360766508.31",,,,,,""
"2024-05-01","'3132D6A42'","MBS","UMBS MORTPASS 1.5% 11/36","15yr",,,,,"2350907649.20",,,,,,""
"2024-05-01","'36179W7M4'","MBS","GNMA II MORTPASS 4% 06/52","30yr",,,,,"2335404906.42",,,,,,""
"2024-05-01","'3132D56J6'","MBS","UMBS MORTPASS 1.5% 11/35","15yr",,,,,"2296631223.87",,,,,,""
"2024-05-01","'3140XPH36'","MBS","UMBS MORTPASS 2.5% 02/35","15yr",,,,,"2269850739.77",,,,,,"Y"
"2024-05-01","'36179W7L6'","MBS","GNMA II 3.5% 06/52","30yr",,,,,"2258908029.46",,,,,,""
"2024-05-01","'36179W2W7'","MBS","GNMA II 3.5% 04/52","30yr",,,,,"2245629481.45",,,,,,""
"2024-05-01","'3132D6AC4'","MBS","UMBS MORTPASS 2% 05/36","15yr",,,,,"2242667348.72",,,,,,""
"2024-05-01","'36179VFP0'","MBS","GNMA II MORTPASS 3% 02/50","30yr",,,,,"2230061762.37",,,,,,""
"2024-05-01","'36179XDD5'","MBS","GNMA II MORTPASS 4% 08/52","30yr",,,,,"2207458524.44",,,,,,""
"2024-05-01","'36179WZA9'","MBS","GNMA II MORTPASS 3% 03/52","30yr",,,,,"2203645409.24",,,,,,""
"2024-05-01","'3132D55S7'","MBS","UMBS MORTPASS 2% 08/35","15yr",,,,,"2192227430.18",,,,,,""
"2024-05-01","'36179WY85'","MBS","GNMA II MORTPASS 2% 03/52","30yr",,,,,"2177290008.10",,,,,,""
"2024-05-01","'3132D6AG5'","MBS","UMBS MORTPASS 2% 06/36","15yr",,,,,"2171132320.12",,,,,,""
"2024-05-01","'36179M2P4'","MBS","GNMA II MORTPASS 3% 02/43","30yr",,,,,"2157636948.24",,,,,,""
"2024-05-01","'3138ETP83'","MBS","UMBS MORTPASS 3% 01/46","30yr",,,,,"2153011250.25",,,,,,"Y"
"2024-05-01","'3132D55M0'","MBS","UMBS MORTPASS 2% 07/35","15yr",,,,,"2143886486.46",,,,,,""
"2024-05-01","'3132DWEC3'","MBS","UMBS MORTPASS 4.5% 07/52","30yr",,,,,"2135087754.58",,,,,,""
"2024-05-01","'36179VHS2'","MBS","GNMA II MORTPASS 3% 03/50","30yr",,,,,"2122943743.08",,,,,,""
"2024-05-01","'36179W5D6'","MBS","GNMA II 3.5% 05/52","30yr",,,,,"2112566310.73",,,,,,""
"2024-05-01","'3138ETK54'","MBS","UMBS MORTPASS 4% 06/44","30yr",,,,,"2087666673.21",,,,,,"Y"
"2024-05-01","'3132E0V58'","MBS","UMBS MORTPASS 4% 05/49","30yr",,,,,"2075838198.34",,,,,,"Y"
"2024-05-01","'3132D6A83'","MBS","UMBS MORTPASS 1.5% 12/36","15yr",,,,,"2074690647.53",,,,,,""
"2024-05-01","'31418DQ47'","MBS","UMBS MORTPASS 2% 07/35","15yr",,,,,"2074436149.98",,,,,,""
"2024-05-01","'36179WXH6'","MBS","GNMA II MORTPASS 2% 02/52","30yr",,,,,"2064526577.27",,,,,,""
"2024-05-01","'3138EQWB4'","MBS","UMBS MORTPASS 4% 06/42","30yr",,,,,"2045838823.04",,,,,,"Y"
"2024-05-01","'3132D6AF7'","MBS","UMBS MORTPASS 1.5% 06/36","15yr",,,,,"2033206226.89",,,,,,""
"2024-05-01","'3132D9QG2'","MBS","UMBS MORTPASS 2.5% 05/41","Other",,,,,"2032691141.83",,,,,,"Y"
"2024-05-01","'3138ETK88'","MBS","UMBS MORTPASS 4% 04/44","30yr",,,,,"2021408229.51",,,,,,"Y"
"2024-05-01","'3132D56K3'","MBS","UMBS MORTPASS 2% 11/35","15yr",,,,,"1991003422.26",,,,,,""
"2024-05-01","'3138ETK39'","MBS","UMBS MORTPASS 3.5% 05/45","30yr",,,,,"1990168288.00",,,,,,"Y"
"2024-05-01","'3132D55H1'","MBS","UMBS MORTPASS 2% 06/35","15yr",,,,,"1983121064.13",,,,,,""
"2024-05-01","'3138ETKM7'","MBS","UMBS MORTPASS 4% 09/44","30yr",,,,,"1969125598.11",,,,,,"Y"
"2024-05-01","'31418DX80'","MBS","UMBS MORTPASS 1.5% 04/36","15yr",,,,,"1969060655.29",,,,,,""
"2024-05-01","'3140X5KQ5'","MBS","UMBS MORTPASS 3% 06/33","15yr",,,,,"1956839609.52",,,,,,"Y"
"2024-05-01","'3138ETQA7'","MBS","UMBS MORTPASS 3% 05/45","30yr",,,,,"1947315853.77",,,,,,"Y"
"2024-05-01","'3140XM6D3'","MBS","UMBS MORTPASS 2.5% 11/47","30yr",,,,,"1921364950.33",,,,,,"Y"
"2024-05-01","'3132D6AK6'","MBS","UMBS MORTPASS 1.5% 07/36","15yr",,,,,"1870452664.99",,,,,,""
