3618AS3V3, CS0812C, 3421068.00, 8, GNR 2023-080
3618AS3W1, CS0813C, 1084071.00, 8, GNR 2023-080
3618ATE98, CS1060C, 1866895.00, 8, GNR 2023-080
3618ATFA4, CS1061C, 1296263.00, 8, GNR 2023-080
3618ATFB2, CS1062C, 1875696.00, 8, GNR 2023-080
3618ATJ28, CS1181C, 1033925.00, 8, GNR 2023-080
3618ATL25, CS1245C, 1337965.00, 8, GNR 2023-080
3618ATY70, CS1634C, 2321103.00, 8, GNR 2023-080
3618ATY88, CS1635C, 1877952.00, 8, GNR 2023-080
3618ATY96, CS1636C, 1046959.00, 8, GNR 2023-080
3618B3ER4, CS9144C, 2638902.00, 8, GNR 2023-080
3618B3ES2, CS9145C, 1252669.00, 8, GNR 2023-080
3618B0VK6, CS6918C, 40220.00, T, GNR 2023-080
38382UZ46, GN-2021-118-IO, 56213959.00, 1, GNR 2023-081
38383P3W9, GN-2022-069-EI, 20086820.00, 1, GNR 2023-081
3617YG3S2, CL8909C, 415294.00, 2, GNR 2023-081
3617YG3W3, CL8913C, 573649.00, 2, GNR 2023-081
3617YG3X1, CL8914C, 316202.00, 2, GNR 2023-081
3618A0E34, CP9154C, 856207.00, 2, GNR 2023-081
3618A5VR1, CQ3324C, 723458.00, 2, GNR 2023-081
3618A6F55, CQ3788C, 646869.00, 2, GNR 2023-081
3618ABWC0, CQ8743C, 336585.00, 2, GNR 2023-081
3618ALA24, CR5425C, 323379.00, 2, GNR 2023-081
3618ALA32, CR5426C, 425062.00, 2, GNR 2023-081
3618ALA40, CR5427C, 697850.00, 2, GNR 2023-081
3618ALDB1, CR5498C, 429886.00, 2, GNR 2023-081
3618ALDL9, CR5507C, 505916.00, 2, GNR 2023-081
3618ALDM7, CR5508C, 692851.00, 2, GNR 2023-081
3618ALF60, CR5589C, 285504.00, 2, GNR 2023-081
3618ATD40, CS1023C, 325068.00, 2, GNR 2023-081
3618ATFC0, CS1063C, 385529.00, 2, GNR 2023-081
3618AUJL3, CS2067C, 376717.00, 2, GNR 2023-081
3618AXZZ8, CS5260C, 503470.00, 2, GNR 2023-081
3618B0WX7, CS6962C, 384073.00, 2, GNR 2023-081
3618B0Y49, CS7031C, 325075.00, 2, GNR 2023-081
3618B0YH0, CS7012C, 375357.00, 2, GNR 2023-081
3618B1AZ4, CS7224C, 403226.00, 2, GNR 2023-081
3618B2ZK8, CS8846C, 297544.00, 2, GNR 2023-081
3618B3LD7, CS9324C, 481482.00, 2, GNR 2023-081
3618B3LE5, CS9325C, 469908.00, 2, GNR 2023-081
3618B7PX0, CT2238C, 504817.00, 2, GNR 2023-081
3618B8EZ5, CT2852C, 283620.00, 2, GNR 2023-081
3618BALF6, CT4826C, 1145210.00, 2, GNR 2023-081
3618BAMU2, CT4871C, 453222.00, 2, GNR 2023-081
3618BAQE4, CT4953C, 327347.00, 2, GNR 2023-081
3618BASR3, CT5028C, 362110.00, 2, GNR 2023-081
3618BBTN9, CT5957C, 425998.00, 2, GNR 2023-081
3618BBTP4, CT5958C, 295410.00, 2, GNR 2023-081
3618BC4Q7, CT7131C, 448386.00, 2, GNR 2023-081
3618BCZT7, CT7054C, 505926.00, 2, GNR 2023-081
3618BD4F9, CT8022C, 464436.00, 2, GNR 2023-081
3618BD5Q4, CT8055C, 558988.00, 2, GNR 2023-081
3618BD5Y7, CT8063C, 336686.00, 2, GNR 2023-081
3618BDCM5, CT7276C, 313674.00, 2, GNR 2023-081
3618BDCN3, CT7277C, 461737.00, 2, GNR 2023-081
3618BDFL4, CT7371C, 656426.00, 2, GNR 2023-081
3618BDGH2, CT7400C, 707444.00, 2, GNR 2023-081
3618BDGJ8, CT7401C, 1791836.00, 2, GNR 2023-081
3618BDGK5, CT7402C, 3832432.00, 2, GNR 2023-081
3618BDGM1, CT7404C, 422455.00, 2, GNR 2023-081
3618BE4B6, CT8918C, 360172.00, 2, GNR 2023-081
3618BF7F1, CT9894C, 734746.00, 2, GNR 2023-081
3618BFB58, CT9060C, 359872.00, 2, GNR 2023-081
3618BFFN5, CT9173C, 311347.00, 2, GNR 2023-081
3618BFFP0, CT9174C, 301895.00, 2, GNR 2023-081
3618BFFQ8, CT9175C, 464211.00, 2, GNR 2023-081
3618BFFR6, CT9176C, 665646.00, 2, GNR 2023-081
3618BFFS4, CT9177C, 408149.00, 2, GNR 2023-081
3618BFWW6, CT9661C, 323510.00, 2, GNR 2023-081
3618BFWX4, CT9662C, 547165.00, 2, GNR 2023-081
3618BGA99, CT9932C, 513714.00, 2, GNR 2023-081
3618BH5H5, CU0848C, 2841787.00, 2, GNR 2023-081
3618BHT30, CU0570C, 454066.00, 2, GNR 2023-081
3618BHTM8, CU0556C, 368192.00, 2, GNR 2023-081
3618BJAU6, CU0919C, 1445051.00, 2, GNR 2023-081
3618BKPQ6, CU2231C, 563387.00, 2, GNR 2023-081
3618BLYU5, CU3423C, 364288.00, 2, GNR 2023-081
3618BMBS3, CU3649C, 385325.00, 2, GNR 2023-081
3618BMQ24, CU4073C, 411977.00, 2, GNR 2023-081
3618BMQ32, CU4074C, 318276.00, 2, GNR 2023-081
3618BMQY4, CU4071C, 425981.00, 2, GNR 2023-081
3618BMT70, CU4174C, 607170.00, 2, GNR 2023-081
3618BMTG0, CU4151C, 541876.00, 2, GNR 2023-081
3618BMUH6, CU4184C, 369057.00, 2, GNR 2023-081
3618BN3Y7, CU5315C, 650039.00, 2, GNR 2023-081
3618BN3Z4, CU5316C, 613902.00, 2, GNR 2023-081
3618BN4A8, CU5317C, 1198791.00, 2, GNR 2023-081
3618BNL76, CU4850C, 292980.00, 2, GNR 2023-081
3618BNLH4, CU4828C, 555201.00, 2, GNR 2023-081
3618BNLJ0, CU4829C, 627673.00, 2, GNR 2023-081
3618BNLK7, CU4830C, 790152.00, 2, GNR 2023-081
3618BNLL5, CU4831C, 527924.00, 2, GNR 2023-081
3618BNMC4, CU4855C, 294745.00, 2, GNR 2023-081
3618BNT52, CU5072C, 1140798.00, 2, GNR 2023-081
3618BPSF6, CU5918C, 345138.00, 2, GNR 2023-081
3618BQE93, CU6460C, 864054.00, 2, GNR 2023-081
3618BQFA9, CU6461C, 843292.00, 2, GNR 2023-081
3618BQFN1, CU6473C, 832299.00, 2, GNR 2023-081
3618BQFP6, CU6474C, 1666087.00, 2, GNR 2023-081
3618BQVK9, CU6918C, 306207.00, 2, GNR 2023-081
3618BSDT6, CU8214C, 411788.00, 2, GNR 2023-081
3618BT4P2, CU9830C, 473613.00, 2, GNR 2023-081
3618BWF40, CV1087C, 536011.00, 2, GNR 2023-081
3618BWF57, CV1088C, 513351.00, 2, GNR 2023-081
3618BWF65, CV1089C, 734904.00, 2, GNR 2023-081
3618BWUL5, CV1487C, 1370540.00, 2, GNR 2023-081
3618BWUM3, CV1488C, 2331988.00, 2, GNR 2023-081
3618BXHR5, CV2040C, 417205.00, 2, GNR 2023-081
3618BXHS3, CV2041C, 778471.00, 2, GNR 2023-081
3618BXHT1, CV2042C, 1484342.00, 2, GNR 2023-081
3618BXHU8, CV2043C, 1421862.00, 2, GNR 2023-081
3618BXJA0, CV2057C, 531329.00, 2, GNR 2023-081
3618BXKJ9, CV2097C, 745533.00, 2, GNR 2023-081
3618BXKK6, CV2098C, 1657181.00, 2, GNR 2023-081
3618BXKL4, CV2099C, 966727.00, 2, GNR 2023-081
3618BXKM2, CV2100C, 1084947.00, 2, GNR 2023-081
3618BYQ85, CV3179C, 304543.00, 2, GNR 2023-081
3618F1KP1, CV4802C, 2899617.00, 2, GNR 2023-081
38376WYB5, GN-2010-015-ZH, 77750000.00, 3, GNR 2023-081
38376YS44, GN-2010-047-PE, 70290000.00, 3, GNR 2023-081
38377JNZ2, GN-2010-098-HE, 57515000.00, 3, GNR 2023-081
36179X2M7, MA8880M, 50000000.00, 4, GNR 2023-081
36179X2M7, MA8880M, 50000000.00, 4, GNR 2023-081
36179X2M7, MA8880M, 5435613.00, 4, GNR 2023-081
36179XNH5, MA8492M, 38735347.00, 5, GNR 2023-081
36179XTF3, MA8650M, 369211.00, 6, GNR 2023-081
3618B1DL2, CS7307C, 3447050.00, 6, GNR 2023-081
3618BAF30, CT4686C, 8876149.00, 6, GNR 2023-081
3618BAF48, CT4687C, 869587.00, 6, GNR 2023-081
3618BHDN3, CU0109C, 1742269.00, 6, GNR 2023-081
3618BXJN2, CV2069C, 3275484.00, 6, GNR 2023-081
3618BXJP7, CV2070C, 3761261.00, 6, GNR 2023-081
3618BYZC6, CV3439C, 1030480.00, 6, GNR 2023-081
3618F1XB8, CV5174C, 1066351.00, 6, GNR 2023-081
3618BAF55, CT4688C, 9508561.00, 7, GNR 2023-081
3618BAF63, CT4689C, 1244935.00, 7, GNR 2023-081
3618BYYY9, CV3427C, 2533843.00, 7, GNR 2023-081
3618F4MK4, CV7562C, 306106.00, 7, GNR 2023-081
3618AVM37, CS3078C, 416472.00, 8, GNR 2023-081
3618B0PH0, CS6724C, 2924865.00, 8, GNR 2023-081
3618B7PE2, CT2221C, 1504882.00, 8, GNR 2023-081
3618A7WM7, CQ5152C, 2447880.00, 8, GNR 2023-081
3618AYBN9, CS5445C, 512041.00, 8, GNR 2023-081
3618AVM29, CS3077C, 1908309.00, 8, GNR 2023-081
3618AMU53, CR6904C, 587558.00, 8, GNR 2023-081
3618B0PJ6, CS6725C, 1869325.00, 8, GNR 2023-081
3618B0BF9, CS6338C, 645971.00, 8, GNR 2023-081
3618AYFJ4, CS5569C, 646969.00, 8, GNR 2023-081
3618ANAV6, CR7220C, 686611.00, 8, GNR 2023-081
3618AUV62, CS2437C, 10774567.00, 8, GNR 2023-081
3618B2J34, CS8382C, 2172381.00, 8, GNR 2023-081
3618B7PF9, CT2222C, 1572770.00, 8, GNR 2023-081
3617FWQ20, CP6773C, 1042328.00, 9, GNR 2023-081
3617WSDV0, CH1016C, 520044.00, 9, GNR 2023-081
3617Y3WN0, CK7853C, 18217861.00, 9, GNR 2023-081
3617Y5S34, CK9538C, 4566369.00, 9, GNR 2023-081
3617YAGS1, CL2909C, 1105385.00, 9, GNR 2023-081
3617YQGM9, CM4704C, 4687488.00, 9, GNR 2023-081
3617YQY80, CM5235C, 1232042.00, 9, GNR 2023-081
3617YXHP6, CN0238C, 3433866.00, 9, GNR 2023-081
3618A23H1, CQ0800C, 2826418.00, 9, GNR 2023-081
3618A3Z92, CQ1668C, 9801521.00, 9, GNR 2023-081
3618A7V71, CQ5138C, 6333913.00, 9, GNR 2023-081
3618A86M4, CQ6276C, 32071452.00, 9, GNR 2023-081
3618AANQ1, CQ7599C, 1993946.00, 9, GNR 2023-081
3618AAQV7, CQ7668C, 2677083.00, 9, GNR 2023-081
3618ACLZ9, CQ9344C, 5526283.00, 9, GNR 2023-081
3618AJWV1, CR4260C, 2372642.00, 9, GNR 2023-081
3618AMML7, CR6663C, 4491156.00, 9, GNR 2023-081
3618AN2U7, CR7987C, 4872716.00, 9, GNR 2023-081
3618AN4J0, CR8025C, 3495452.00, 9, GNR 2023-081
3618AN4W1, CR8037C, 8999648.00, 9, GNR 2023-081
3618AN5H3, CR8048C, 1176828.00, 9, GNR 2023-081
3618AN5J9, CR8049C, 1310858.00, 9, GNR 2023-081
3618ASQS5, CS0465C, 2706838.00, 9, GNR 2023-081
3618ASSB0, CS0514C, 1551855.00, 9, GNR 2023-081
3618AWR48, CS4107C, 3246222.00, 9, GNR 2023-081
3618AWSE5, CS4117C, 1577714.00, 9, GNR 2023-081
3618AWT46, CS4171C, 17708280.00, 9, GNR 2023-081
3618AWU36, CS4202C, 10116998.00, 9, GNR 2023-081
3618AWUJ1, CS4185C, 5598423.00, 9, GNR 2023-081
3618AYAG5, CS5407C, 2327921.00, 9, GNR 2023-081
3618B3SV0, CS9532C, 6708060.00, 9, GNR 2023-081
3618B3U70, CS9606C, 6931296.00, 9, GNR 2023-081
3618B8CT1, CT2782C, 1843210.00, 9, GNR 2023-081
3618B1DF5, CS7302C, 3424524.00, 10, GNR 2023-081
3618B1DG3, CS7303C, 1074789.00, 10, GNR 2023-081
3618B8LW4, CT3041C, 1269158.00, 10, GNR 2023-081
3618BAFX4, CT4682C, 100000.00, 10, GNR 2023-081
3618BAFY2, CT4683C, 1516079.00, 10, GNR 2023-081
38384ALZ4, GN-2023-068-KE, 25055000.00, 11, GNR 2023-081
38384AMF7, GN-2023-068-LW, 22391022.00, 12, GNR 2023-081
3617FJUL2, CO6887C, 161992.00, 13, GNR 2023-081
3617YLXE9, CM1577C, 280098.00, 13, GNR 2023-081
3618ABVY3, CQ8731C, 384217.00, 13, GNR 2023-081
3618AXPE6, CS4921C, 427546.00, 13, GNR 2023-081
3618AXVV1, CS5128C, 828010.00, 13, GNR 2023-081
3618AYDQ0, CS5511C, 295688.00, 13, GNR 2023-081
3618AYUL2, CS5987C, 743892.00, 13, GNR 2023-081
3618B3LV7, CS9340C, 218243.00, 13, GNR 2023-081
3618B3MG9, CS9359C, 834143.00, 13, GNR 2023-081
3618B8GB6, CT2894C, 107221.00, 13, GNR 2023-081
3618B9VK7, CT4218C, 5257160.00, 13, GNR 2023-081
3618BCVT1, CT6926C, 242567.00, 13, GNR 2023-081
3618BCXR3, CT6988C, 182529.00, 13, GNR 2023-081
3618BNH97, CU4756C, 404077.00, 13, GNR 2023-081
3618BWZG1, CV1643C, 628813.00, 13, GNR 2023-081
3618A7WM7, CQ5152C, 3963885.00, 14, GNR 2023-081
3618AMU53, CR6904C, 951442.00, 14, GNR 2023-081
3618ANAV6, CR7220C, 1111838.00, 14, GNR 2023-081
3618AUV62, CS2437C, 17447405.00, 14, GNR 2023-081
3618AVM29, CS3077C, 3090148.00, 14, GNR 2023-081
3618AVM37, CS3078C, 674400.00, 14, GNR 2023-081
3618AYBN9, CS5445C, 829154.00, 14, GNR 2023-081
3618AYFJ4, CS5569C, 1047646.00, 14, GNR 2023-081
3618B0BF9, CS6338C, 1046029.00, 14, GNR 2023-081
3618B0PH0, CS6724C, 4736274.00, 14, GNR 2023-081
3618B0PJ6, CS6725C, 3027025.00, 14, GNR 2023-081
3618B2J34, CS8382C, 3517767.00, 14, GNR 2023-081
3618B7PE2, CT2221C, 2436877.00, 14, GNR 2023-081
3618B7PF9, CT2222C, 2546807.00, 14, GNR 2023-081
3618BTAM2, CU9012C, 1715220.00, 14, GNR 2023-081
3618BTVH0, CU9616C, 35377331.00, 14, GNR 2023-081
3618BYZ85, CV3467C, 1241966.00, 14, GNR 2023-081
3618F1LR6, CV4836C, 1308164.00, 14, GNR 2023-081
3618F1U62, CV5105C, 3048375.00, 14, GNR 2023-081
3618F4MN8, CV7565C, 1609820.00, 14, GNR 2023-081
36207QW45, 439067X, 1005000.00, 15A, GNR 2023-081
3620A5GD5, 719396X, 500000.00, 15A, GNR 2023-081
3620AWFA3, 741861X, 700000.00, 15A, GNR 2023-081
36210BYF6, 487710X, 250354.00, 15A, GNR 2023-081
36241L2X3, 783490X, 650000.00, 15A, GNR 2023-081
36241LS80, 783243X, 260000.00, 15A, GNR 2023-081
36290SBQ3, 615747X, 625000.00, 15A, GNR 2023-081
36296URS1, 701697X, 1678346.00, 15A, GNR 2023-081
36179SSX6, MA4134M, 856996.00, 15B, GNR 2023-081
36179UGJ5, MA5601M, 300055.00, 15B, GNR 2023-081
36179VH29, MA6549M, 193461.00, 15B, GNR 2023-081
36179VT75, MA6874M, 108105.00, 15B, GNR 2023-081
36179W2B3, MA7970M, 47983.00, 15B, GNR 2023-081
36179W2C1, MA7971M, 52449.00, 15B, GNR 2023-081
36179W4F2, MA8022M, 41762.00, 15B, GNR 2023-081
36179W4J4, MA8025M, 49017.00, 15B, GNR 2023-081
36179WWR5, MA7856M, 31091.00, 15B, GNR 2023-081
36179WYN2, MA7917M, 122726.00, 15B, GNR 2023-081
36179WZ76, MA7966M, 44934.00, 15B, GNR 2023-081
36179WZ84, MA7967M, 72350.00, 15B, GNR 2023-081
36179X4C7, MA8919M, 119483.00, 15B, GNR 2023-081
36179X4D5, MA8920M, 780022.00, 15B, GNR 2023-081
36179XBZ8, MA8156M, 116525.00, 15B, GNR 2023-081
36179XEU6, MA8247M, 59903.00, 15B, GNR 2023-081
36179XG75, MA8322M, 111089.00, 15B, GNR 2023-081
36179XKM7, MA8400M, 45988.00, 15B, GNR 2023-081
36179XSF4, MA8618M, 185734.00, 15B, GNR 2023-081
36179XSH0, MA8620M, 329673.00, 15B, GNR 2023-081
36179XSL1, MA8623M, 64151.00, 15B, GNR 2023-081
36179XUV6, MA8696M, 135150.00, 15B, GNR 2023-081
36179XUZ7, MA8700M, 86251.00, 15B, GNR 2023-081
36179XZN9, MA8849M, 2760189.00, 15B, GNR 2023-081
36179XZP4, MA8850M, 34121.00, 15B, GNR 2023-081
36179XZR0, MA8852M, 58438.00, 15B, GNR 2023-081
36202E4P1, 004430M, 783000.00, 15B, GNR 2023-081
36202FET9, 004646M, 565000.00, 15B, GNR 2023-081
36202FGD2, 004696M, 250000.00, 15B, GNR 2023-081
36202FM78, 004882M, 100000.00, 15B, GNR 2023-081
36202FQ90, 004980M, 720000.00, 15B, GNR 2023-081
3622A2MM1, 783964M, 275000.00, 15B, GNR 2023-081
36202FUQ7, 005091M, 570000.00, 15B, GNR 2023-081
3617F4WY5, CN5163C, 27211310.00, 16, GNR 2023-081
