38376LTP4, GN-2011-080-BZ, 12648622.00, 1, GNR 2024-001
38377XC83, GN-2011-133-MZ, 12126819.00, 1, GNR 2024-001
38378CF93, GN-2012-003-LP, 16756000.00, 1, GNR 2024-001
38378DDK8, GN-2012-016-ZP, 22893000.00, 1, GNR 2024-001
38378C5V5, GN-2012-026-BY, 20551143.00, 1, GNR 2024-001
38378DXC4, GN-2012-036-NY, 15096000.00, 1, GNR 2024-001
38375CPC8, GN-2012-047-ZP, 22690000.00, 1, GNR 2024-001
38375CRN2, GN-2012-048-Z, 21800000.00, 1, GNR 2024-001
38375CRX0, GN-2012-048-KE, 14670000.00, 1, GNR 2024-001
38378EZG1, GN-2012-064-ZA, 13700000.00, 1, GNR 2024-001
38375CM56, GN-2012-071-JZ, 22246956.00, 1, GNR 2024-001
38375GRK9, GN-2012-092-Z, 21620810.00, 1, GNR 2024-001
38379TU49, GN-2016-004-B, 8525000.00, 1, GNR 2024-001
38383RGH4, GN-2022-066-BA, 87206937.00, 1, GNR 2024-001
38383RGJ0, GN-2022-066-BI, 6229066.00, 1, GNR 2024-001
36179YPJ7, MA9425M, 300000000.00, 2, GNR 2024-001
38376VAC1, GN-2010-020-JZ, 24000000.00, 3, GNR 2024-001
38377GNK1, GN-2010-075-Z, 5515000.00, 3, GNR 2024-001
38377KCM0, GN-2010-114-MB, 21736000.00, 3, GNR 2024-001
38377LPK8, GN-2010-128-DB, 22400000.00, 3, GNR 2024-001
38377MAM8, GN-2010-129-MX, 16404000.00, 3, GNR 2024-001
38377MTH9, GN-2010-144-DC, 51253890.00, 3, GNR 2024-001
38377MWX0, GN-2010-146-CL, 28206000.00, 3, GNR 2024-001
38377MYL4, GN-2010-146-QL, 19596000.00, 3, GNR 2024-001
38377MVJ2, GN-2010-146-ZC, 11446689.00, 3, GNR 2024-001
38377NGC2, GN-2010-151-DG, 25238000.00, 3, GNR 2024-001
38377RBJ3, GN-2010-158-DG, 25238000.00, 3, GNR 2024-001
38377RKQ7, GN-2010-163-DC, 54665000.00, 3, GNR 2024-001
38377NT20, GN-2010-164-JZ, 9200000.00, 3, GNR 2024-001
38377NUM4, GN-2010-167-GC, 13447316.00, 3, GNR 2024-001
38377UK80, GN-2011-054-B, 22285600.00, 3, GNR 2024-001
38377V2V7, GN-2011-071-LK, 26591000.00, 3, GNR 2024-001
38378DDP7, GN-2012-016-ZG, 7334543.00, 3, GNR 2024-001
38378P2M9, GN-2014-004-Z, 11002000.00, 3, GNR 2024-001
3618BXSU6, CV2331C, 7326752.00, 4, GNR 2024-001
3618F8ZQ8, CW0751C, 2507982.00, 4, GNR 2024-001
3618F8ZR6, CW0752C, 3039947.00, 4, GNR 2024-001
