"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2024-08-07","'3133AL3M8'","MBS","UMBS MORTPASS 2% 06/51","30yr",,,,,"16925683.14",,,,,,""
"2024-08-07","'3133AAVN9'","MBS","UMBS MORTPASS 2% 10/50","30yr",,,,,"16920543.29",,,,,,""
"2024-08-07","'3140MJ4Y8'","MBS","UMBS MORTPASS 2.5% 04/37","15yr",,,,,"16906798.92",,,,,,""
"2024-08-07","'3132CXKU5'","MBS","UMBS MORTPASS 2% 02/35","15yr",,,,,"16882884.43",,,,,,"Y"
"2024-08-07","'3140XF5S6'","MBS","UMBS MORTPASS 2% 02/37","15yr",,,,,"16843391.01",,,,,,""
"2024-08-07","'3133GAV45'","MBS","UMBS MORTPASS 2% 11/35","15yr",,,,,"16822658.05",,,,,,""
"2024-08-07","'3140L8CZ1'","MBS","UMBS MORTPASS 2.5% 05/51","30yr",,,,,"16807970.23",,,,,,""
"2024-08-07","'3138EQK50'","MBS","UMBS MORTPASS 3% 03/27","15yr",,,,,"16796940.67",,,,,,"Y"
"2024-08-07","'3140K1Z66'","MBS","UMBS MORTPASS 3% 01/50","30yr",,,,,"16795344.24",,,,,,""
"2024-08-07","'3133AJUC5'","MBS","UMBS MORTPASS 2% 04/51","30yr",,,,,"16784138.78",,,,,,""
"2024-08-07","'3132D55C2'","MBS","UMBS MORTPASS 2% 03/35","15yr",,,,,"16640546.36",,,,,,""
"2024-08-07","'36178NFN4'","MBS","GNMA I MORTPASS 3% 09/42","30yr",,,,,"16640399.74",,,,,,""
"2024-08-07","'3140K3KU5'","MBS","UMBS MORTPASS 3% 01/50","30yr",,,,,"16639468.14",,,,,,""
"2024-08-07","'3140QPDR5'","MBS","UMBS MORTPASS 3% 05/37","15yr",,,,,"16608547.08",,,,,,""
"2024-08-07","'3133GDZA1'","MBS","UMBS MORTPASS 1.5% 08/36","15yr",,,,,"16587960.36",,,,,,""
"2024-08-07","'3140MKAQ5'","MBS","UMBS MORTPASS 2.5% 04/37","15yr",,,,,"16530301.65",,,,,,""
"2024-08-07","'3140X4TR7'","MBS","UMBS MORTPASS 3% 09/49","30yr",,,,,"16515833.90",,,,,,""
"2024-08-07","'3140KHX89'","MBS","UMBS MORTPASS 2% 07/50","30yr",,,,,"16503223.17",,,,,,""
"2024-08-07","'3132DV6J9'","MBS","UMBS MORTPASS 2% 05/50","30yr",,,,,"16469189.65",,,,,,""
"2024-08-07","'3133AKPH7'","MBS","UMBS MORTPASS 2% 05/51","30yr",,,,,"16455321.53",,,,,,""
"2024-08-07","'3132AES31'","MBS","UMBS MORTPASS 2.5% 11/28","15yr",,,,,"16452902.84",,,,,,""
"2024-08-07","'3140QPDB0'","MBS","UMBS MORTPASS 2.5% 05/37","15yr",,,,,"16450909.11",,,,,,""
"2024-08-07","'36179NF94'","MBS","GNMA II 4.5% 06/43","30yr",,,,,"16440597.44",,,,,,""
"2024-08-07","'3140QPXR3'","MBS","UMBS MORTPASS 3.5% 05/37","15yr",,,,,"16369258.02",,,,,,""
"2024-08-07","'3140XNR55'","MBS","UMBS MORTPASS 3% 12/30","15yr",,,,,"16364926.47",,,,,,"Y"
"2024-08-07","'3140MFXR9'","MBS","UMBS MORTPASS 2.5% 06/37","15yr",,,,,"16325155.64",,,,,,""
"2024-08-07","'3140X6D99'","MBS","UMBS MORTPASS 3% 03/50","30yr",,,,,"16311464.76",,,,,,""
"2024-08-07","'3140XF5R8'","MBS","UMBS MORTPASS 2% 02/37","15yr",,,,,"16294441.41",,,,,,""
"2024-08-07","'3140QPMR5'","MBS","UMBS MORTPASS 3.5% 06/37","15yr",,,,,"16281860.41",,,,,,""
"2024-08-07","'3140QN2A9'","MBS","UMBS MORTPASS 3.5% 04/37","15yr",,,,,"16269099.91",,,,,,""
"2024-08-07","'3138EHBP6'","MBS","UMBS MORTPASS 5% 07/39","30yr",,,,,"16248332.50",,,,,,"Y"
"2024-08-07","'3140QBWK0'","MBS","UMBS MORTPASS 3% 10/49","30yr",,,,,"16231726.42",,,,,,""
"2024-08-07","'36202FB39'","MBS","GNMA II 4.5% 10/39","30yr",,,,,"16152350.26",,,,,,""
"2024-08-07","'3133KNGQ0'","MBS","UMBS MORTPASS 2% 12/51","30yr",,,,,"16134446.44",,,,,,""
"2024-08-07","'3140K8SK8'","MBS","UMBS MORTPASS 3% 03/50","30yr",,,,,"16132275.54",,,,,,""
"2024-08-07","'31418CS39'","MBS","UMBS MORTPASS 3% 01/48","30yr",,,,,"16119634.19",,,,,,""
"2024-08-07","'3140X6ZH7'","MBS","UMBS MORTPASS 3% 12/48","30yr",,,,,"16113842.00",,,,,,""
"2024-08-07","'36179Q6Q9'","MBS","GNMA II MORTPASS 4% 03/45","30yr",,,,,"16062049.91",,,,,,""
"2024-08-07","'3140LNZY6'","MBS","UMBS MORTPASS 2.5% 06/51","30yr",,,,,"15969197.71",,,,,,""
"2024-08-07","'3133GF3J2'","MBS","UMBS MORTPASS 1.5% 12/36","15yr",,,,,"15940053.82",,,,,,""
"2024-08-07","'36202E3E7'","MBS","GNMA II 4.5% 03/39","30yr",,,,,"15910411.56",,,,,,""
"2024-08-07","'3140QKRD2'","MBS","UMBS MORTPASS 1.5% 05/51","30yr",,,,,"15899776.45",,,,,,""
"2024-08-07","'3140MKG30'","MBS","UMBS MORTPASS 3% 06/37","15yr",,,,,"15889320.61",,,,,,""
"2024-08-07","'3140XM6F8'","MBS","UMBS MORTPASS 2% 07/28","15yr",,,,,"15889219.03",,,,,,"Y"
"2024-08-07","'3133KKWT2'","MBS","UMBS MORTPASS 1.5% 12/50","30yr",,,,,"15888035.06",,,,,,""
"2024-08-07","'3133AG4Y2'","MBS","UMBS MORTPASS 2% 03/51","30yr",,,,,"15824450.41",,,,,,""
"2024-08-07","'3140X6D24'","MBS","UMBS MORTPASS 3% 02/30","15yr",,,,,"15821511.01",,,,,,""
"2024-08-07","'3133B2DK2'","MBS","UMBS MORTPASS 2% 01/52","30yr",,,,,"15756779.44",,,,,,""
"2024-08-07","'3140MBD25'","MBS","UMBS MORTPASS 2.5% 01/52","30yr",,,,,"15746758.70",,,,,,""
"2024-08-07","'3140JWJX9'","MBS","UMBS MORTPASS 3% 08/49","30yr",,,,,"15721671.81",,,,,,""
"2024-08-07","'3133ABKH2'","MBS","UMBS MORTPASS 2% 10/50","30yr",,,,,"15720581.29",,,,,,""
"2024-08-07","'3133B3TT4'","MBS","UMBS MORTPASS 2% 02/52","30yr",,,,,"15684396.37",,,,,,""
"2024-08-07","'3133ALPX0'","MBS","UMBS MORTPASS 2% 05/51","30yr",,,,,"15649347.62",,,,,,""
"2024-08-07","'3133BPGR3'","MBS","UMBS MORTPASS 5% 10/52","30yr",,,,,"15633071.76",,,,,,""
"2024-08-07","'3138EGQK3'","MBS","UMBS MORTPASS 5% 01/40","30yr",,,,,"15631754.28",,,,,,"Y"
"2024-08-07","'3140MHRW1'","MBS","UMBS MORTPASS 2.5% 02/52","30yr",,,,,"15620415.81",,,,,,""
"2024-08-07","'36180MXL6'","MBS","GNMA I MORTPASS 3% 03/43","30yr",,,,,"15618790.44",,,,,,""
"2024-08-07","'3133GGSZ7'","MBS","UMBS MORTPASS 1.5% 02/37","15yr",,,,,"15600640.94",,,,,,""
"2024-08-07","'3140JABX5'","MBS","UMBS MORTPASS 3.5% 05/48","30yr",,,,,"15562615.68",,,,,,""
"2024-08-07","'3140L8HK9'","MBS","UMBS MORTPASS 2.5% 05/51","30yr",,,,,"15533827.85",,,,,,""
"2024-08-07","'3140KDLC2'","MBS","UMBS MORTPASS 2% 06/35","15yr",,,,,"15518325.43",,,,,,""
"2024-08-07","'36179YKS2'","MBS","GNMA II 5.5% 11/53","30yr",,,,,"15493144.46",,,,,,""
"2024-08-07","'3140QFUU1'","MBS","UMBS MORTPASS 2% 08/35","15yr",,,,,"15489344.63",,,,,,""
"2024-08-07","'3133GBA61'","MBS","UMBS MORTPASS 2% 12/35","15yr",,,,,"15477492.40",,,,,,""
"2024-08-07","'3140LPDN9'","MBS","UMBS MORTPASS 2.5% 06/51","30yr",,,,,"15466622.13",,,,,,""
"2024-08-07","'31418DBN1'","MBS","UMBS MORTPASS 3% 04/49","30yr",,,,,"15453312.00",,,,,,""
"2024-08-07","'31418DME9'","MBS","UMBS MORTPASS 3% 03/35","15yr",,,,,"15445793.91",,,,,,""
"2024-08-07","'3133ABQK9'","MBS","UMBS MORTPASS 2% 11/50","30yr",,,,,"15437122.38",,,,,,""
"2024-08-07","'3132AETB2'","MBS","UMBS MORTPASS 3.5% 01/44","30yr",,,,,"15397710.57",,,,,,""
"2024-08-07","'36202FPE0'","MBS","GNMA II 3.5% 01/41","30yr",,,,,"15381796.74",,,,,,""
"2024-08-07","'3133GFXV2'","MBS","UMBS MORTPASS 1.5% 12/36","15yr",,,,,"15323098.53",,,,,,""
"2024-08-07","'3133AQFH5'","MBS","UMBS MORTPASS 2.5% 08/51","30yr",,,,,"15319309.16",,,,,,""
"2024-08-07","'3140MKG22'","MBS","UMBS MORTPASS 2.5% 05/37","15yr",,,,,"15301455.78",,,,,,""
"2024-08-07","'3140L8N97'","MBS","UMBS MORTPASS 2.5% 04/51","30yr",,,,,"15278128.84",,,,,,""
"2024-08-07","'3132CXCY6'","MBS","UMBS MORTPASS 3% 07/29","15yr",,,,,"15245429.25",,,,,,"Y"
"2024-08-07","'3138EQ2S0'","MBS","UMBS MORTPASS 3.5% 01/29","15yr",,,,,"15201076.28",,,,,,"Y"
"2024-08-07","'31418EV80'","MBS","UMBS MORTPASS 5.5% 09/53","30yr",,,,,"15200580.80",,,,,,""
"2024-08-07","'3138ERQG8'","MBS","UMBS MORTPASS 4% 02/36","Other",,,,,"15193989.55",,,,,,"Y"
"2024-08-07","'3140M2MP4'","MBS","UMBS MORTPASS 2% 01/37","15yr",,,,,"15166067.87",,,,,,""
"2024-08-07","'3133L7ZA8'","MBS","UMBS MORTPASS 1.5% 11/35","15yr",,,,,"15164306.00",,,,,,""
"2024-08-07","'3140K9EV7'","MBS","UMBS MORTPASS 3.5% 04/50","30yr",,,,,"15147534.01",,,,,,""
"2024-08-07","'3140M2JL7'","MBS","UMBS MORTPASS 1.5% 02/37","15yr",,,,,"15146645.77",,,,,,""
"2024-08-07","'3133ANMQ4'","MBS","UMBS MORTPASS 2.5% 07/51","30yr",,,,,"15135703.57",,,,,,""
"2024-08-07","'3133G8QB0'","MBS","UMBS MORTPASS 2% 06/35","15yr",,,,,"15098742.42",,,,,,""
"2024-08-07","'3140LSPF7'","MBS","UMBS MORTPASS 2.5% 06/51","30yr",,,,,"15062337.42",,,,,,""
"2024-08-07","'3133AKVB3'","MBS","UMBS MORTPASS 2% 05/51","30yr",,,,,"15057270.20",,,,,,""
"2024-08-07","'3140XG4R7'","MBS","UMBS MORTPASS 2.5% 05/37","15yr",,,,,"15053964.44",,,,,,""
"2024-08-07","'3140H6E47'","MBS","UMBS MORTPASS 3.5% 12/47","30yr",,,,,"15046470.57",,,,,,""
"2024-08-07","'3140QNZF2'","MBS","UMBS MORTPASS 2.5% 04/37","15yr",,,,,"15035187.31",,,,,,""
"2024-08-07","'36296QVJ5'","MBS","GNMA I 4.5% 06/39","30yr",,,,,"15033964.17",,,,,,""
"2024-08-07","'3140MA2U7'","MBS","UMBS MORTPASS 3.5% 03/52","30yr",,,,,"15013668.41",,,,,,""
"2024-08-07","'36180C4B2'","MBS","GNMA I MORTPASS 3% 02/43","30yr",,,,,"14989210.56",,,,,,""
"2024-08-07","'3140XH2G1'","MBS","UMBS MORTPASS 5% 08/52","30yr",,,,,"14977788.27",,,,,,""
"2024-08-07","'3140M2KT8'","MBS","UMBS MORTPASS 3% 03/52","30yr",,,,,"14952931.08",,,,,,""
"2024-08-07","'3133B0PC1'","MBS","UMBS MORTPASS 2% 12/51","30yr",,,,,"14952157.44",,,,,,""
"2024-08-07","'3132DMJV8'","MBS","UMBS MORTPASS 4.5% 12/43","30yr",,,,,"14916433.99",,,,,,"Y"
"2024-08-07","'3140M2JS2'","MBS","UMBS MORTPASS 1.5% 02/37","15yr",,,,,"14914962.16",,,,,,""
"2024-08-07","'3140LPE40'","MBS","UMBS MORTPASS 2.5% 05/51","30yr",,,,,"14910686.07",,,,,,""
"2024-08-07","'3133GBQF4'","MBS","UMBS MORTPASS 2% 01/36","15yr",,,,,"14867515.93",,,,,,""
"2024-08-07","'3133L8MY8'","MBS","UMBS MORTPASS 1.5% 09/36","15yr",,,,,"14832227.08",,,,,,""
"2024-08-07","'3133AXSE3'","MBS","UMBS MORTPASS 2% 11/51","30yr",,,,,"14831568.35",,,,,,""
"2024-08-07","'3133GGFX6'","MBS","UMBS MORTPASS 1.5% 02/37","15yr",,,,,"14822386.76",,,,,,""
"2024-08-07","'31418DQB1'","MBS","UMBS MORTPASS 3.5% 06/50","30yr",,,,,"14818041.71",,,,,,""
"2024-08-07","'3140HF2V0'","MBS","UMBS MORTPASS 2% 05/50","30yr",,,,,"14778613.46",,,,,,""
"2024-08-07","'3140XMVM5'","MBS","UMBS MORTPASS 3% 07/43","30yr",,,,,"14777290.98",,,,,,"Y"
"2024-08-07","'3132D54Y5'","MBS","UMBS MORTPASS 2% 04/35","15yr",,,,,"14755472.34",,,,,,""
"2024-08-07","'3140X44A1'","MBS","UMBS MORTPASS 3% 10/44","30yr",,,,,"14754535.43",,,,,,""
"2024-08-07","'31418DH96'","MBS","UMBS MORTPASS 2% 11/34","15yr",,,,,"14671811.11",,,,,,""
"2024-08-07","'3132DWGH0'","MBS","UMBS MORTPASS 5.5% 02/53","30yr",,,,,"14670866.28",,,,,,""
"2024-08-07","'3140LVJB6'","MBS","UMBS MORTPASS 2.5% 09/51","30yr",,,,,"14656137.34",,,,,,""
"2024-08-07","'31418EU99'","MBS","UMBS MORTPASS 5.5% 08/53","30yr",,,,,"14599862.95",,,,,,""
"2024-08-07","'31418D6E7'","MBS","UMBS MORTPASS 3.5% 11/51","30yr",,,,,"14497041.28",,,,,,""
"2024-08-07","'3133ACBM9'","MBS","UMBS MORTPASS 2% 11/50","30yr",,,,,"14469564.09",,,,,,""
"2024-08-07","'3133ALMH8'","MBS","UMBS MORTPASS 2% 04/51","30yr",,,,,"14466083.11",,,,,,""
"2024-08-07","'3133KHVK9'","MBS","UMBS MORTPASS 3.5% 04/50","30yr",,,,,"14462007.06",,,,,,""
"2024-08-07","'3133BDHD0'","MBS","UMBS MORTPASS 4.5% 06/52","30yr",,,,,"14433917.57",,,,,,""
"2024-08-07","'3132A75C1'","MBS","UMBS MORTPASS 2% 08/28","15yr",,,,,"14424947.14",,,,,,""
"2024-08-07","'3140QPWU7'","MBS","UMBS MORTPASS 4% 07/37","15yr",,,,,"14384612.15",,,,,,""
"2024-08-07","'3133AS3Q4'","MBS","UMBS MORTPASS 2.5% 10/51","30yr",,,,,"14374332.65",,,,,,""
"2024-08-07","'3140L7DY5'","MBS","UMBS MORTPASS 2.5% 06/51","30yr",,,,,"14357342.25",,,,,,""
"2024-08-07","'3140K1X76'","MBS","UMBS MORTPASS 3% 11/49","30yr",,,,,"14331970.03",,,,,,""
"2024-08-07","'3132D9QH0'","MBS","UMBS MORTPASS 4% 09/39","Other",,,,,"14291864.11",,,,,,"Y"
"2024-08-07","'3140QNQG0'","MBS","UMBS MORTPASS 2% 03/52","30yr",,,,,"14289714.11",,,,,,""
"2024-08-07","'36179VBG4'","MBS","GNMA II 3.5% 12/49","30yr",,,,,"14216680.34",,,,,,""
"2024-08-07","'3133ANMR2'","MBS","UMBS MORTPASS 2% 07/51","30yr",,,,,"14215616.91",,,,,,""
"2024-08-07","'3133ABQJ2'","MBS","UMBS MORTPASS 2% 11/50","30yr",,,,,"14211718.84",,,,,,""
"2024-08-07","'3140X44J2'","MBS","UMBS MORTPASS 3% 10/49","30yr",,,,,"14155074.27",,,,,,""
"2024-08-07","'3140K0W61'","MBS","UMBS MORTPASS 3% 11/49","30yr",,,,,"14154116.11",,,,,,""
"2024-08-07","'3138EQLV2'","MBS","UMBS MORTPASS 3.5% 07/29","15yr",,,,,"14144330.32",,,,,,"Y"
"2024-08-07","'36179T4N2'","MBS","GNMA II 3.5% 07/48","30yr",,,,,"14135313.76",,,,,,""
"2024-08-07","'3140XHF77'","MBS","UMBS MORTPASS 3% 05/37","15yr",,,,,"14114496.52",,,,,,""
"2024-08-07","'3140JVR95'","MBS","UMBS MORTPASS 3% 09/49","30yr",,,,,"14111182.02",,,,,,""
"2024-08-07","'36179WXL7'","MBS","GNMA II 3.5% 02/52","30yr",,,,,"14108798.95",,,,,,""
"2024-08-07","'3133B2NC9'","MBS","UMBS MORTPASS 2% 01/52","30yr",,,,,"14071156.39",,,,,,""
"2024-08-07","'3140XPYW3'","MBS","UMBS MORTPASS 2.5% 07/33","15yr",,,,,"14050327.76",,,,,,"Y"
"2024-08-07","'3140LQDV9'","MBS","UMBS MORTPASS 3% 02/52","30yr",,,,,"14042150.99",,,,,,""
"2024-08-07","'3133GF6D2'","MBS","UMBS MORTPASS 2% 12/36","15yr",,,,,"14037561.04",,,,,,""
"2024-08-07","'3133BD7F6'","MBS","UMBS MORTPASS 4.5% 06/52","30yr",,,,,"14031822.59",,,,,,""
"2024-08-07","'36179YYY4'","MBS","GNMA II 6.5% 06/54","30yr",,,,,"14000003.64",,,,,,""
"2024-08-07","'3140QPME4'","MBS","UMBS MORTPASS 3% 06/37","15yr",,,,,"13936394.74",,,,,,""
"2024-08-07","'3133APV71'","MBS","UMBS MORTPASS 2.5% 08/51","30yr",,,,,"13926239.80",,,,,,""
"2024-08-07","'3140XBME7'","MBS","UMBS MORTPASS 3.5% 05/51","30yr",,,,,"13862625.13",,,,,,""
"2024-08-07","'3133L7LX3'","MBS","UMBS MORTPASS 3% 02/35","15yr",,,,,"13837094.23",,,,,,""
"2024-08-07","'3133BD2D6'","MBS","UMBS MORTPASS 4.5% 06/52","30yr",,,,,"13813003.16",,,,,,""
"2024-08-07","'3140HBYZ5'","MBS","UMBS MORTPASS 3% 10/49","30yr",,,,,"13769585.75",,,,,,""
"2024-08-07","'3140L4NF2'","MBS","UMBS MORTPASS 2.5% 07/51","30yr",,,,,"13716471.62",,,,,,""
"2024-08-07","'36179TT96'","MBS","GNMA II MORTPASS 3% 03/48","30yr",,,,,"13705811.53",,,,,,""
"2024-08-07","'3140M2JK9'","MBS","UMBS MORTPASS 1.5% 02/37","15yr",,,,,"13705596.39",,,,,,""
"2024-08-07","'3133GF5T8'","MBS","UMBS MORTPASS 1.5% 12/36","15yr",,,,,"13696408.69",,,,,,""
"2024-08-07","'3140MFPR8'","MBS","UMBS MORTPASS 2% 02/52","30yr",,,,,"13663963.26",,,,,,""
"2024-08-07","'3140LQCR9'","MBS","UMBS MORTPASS 2% 01/37","15yr",,,,,"13621641.62",,,,,,""
"2024-08-07","'3133AKB33'","MBS","UMBS MORTPASS 2% 04/51","30yr",,,,,"13617732.73",,,,,,""
"2024-08-07","'3140KP5Y5'","MBS","UMBS MORTPASS 1.5% 01/36","15yr",,,,,"13555020.33",,,,,,""
"2024-08-07","'3140X6EU1'","MBS","UMBS MORTPASS 3% 04/50","30yr",,,,,"13550786.55",,,,,,""
"2024-08-07","'3140QNY22'","MBS","UMBS MORTPASS 2% 04/37","15yr",,,,,"13546049.77",,,,,,""
"2024-08-07","'3133AQRH2'","MBS","UMBS MORTPASS 2% 08/51","30yr",,,,,"13521790.56",,,,,,""
"2024-08-07","'3132AES49'","MBS","UMBS MORTPASS 3% 05/30","15yr",,,,,"13474721.93",,,,,,""
"2024-08-07","'3140K2KW3'","MBS","UMBS MORTPASS 1.5% 04/36","15yr",,,,,"13422648.38",,,,,,""
"2024-08-07","'3133ABL57'","MBS","UMBS MORTPASS 2% 10/50","30yr",,,,,"13397238.08",,,,,,""
"2024-08-07","'3140QNW57'","MBS","UMBS MORTPASS 3% 01/52","30yr",,,,,"13388889.53",,,,,,""
"2024-08-07","'3132AENP7'","MBS","UMBS MORTPASS 4% 08/46","30yr",,,,,"13374373.90",,,,,,""
"2024-08-07","'36179XVS2'","MBS","GNMA II MORTPASS 5% 03/53","30yr",,,,,"13366440.38",,,,,,""
"2024-08-07","'3133BAKQ3'","MBS","UMBS MORTPASS 3.5% 05/52","30yr",,,,,"13365728.02",,,,,,""
"2024-08-07","'36179NJC3'","MBS","GNMA II 4.5% 07/43","30yr",,,,,"13359021.33",,,,,,""
"2024-08-07","'36202E4G1'","MBS","GNMA II 4.5% 04/39","30yr",,,,,"13338332.20",,,,,,""
"2024-08-07","'3140JPL78'","MBS","UMBS MORTPASS 3% 05/49","30yr",,,,,"13259410.19",,,,,,""
"2024-08-07","'3140XNSG0'","MBS","UMBS MORTPASS 3% 02/31","15yr",,,,,"13230509.30",,,,,,"Y"
"2024-08-07","'3140L7MM1'","MBS","UMBS MORTPASS 2.5% 04/51","30yr",,,,,"13225096.64",,,,,,""
"2024-08-07","'31418ET67'","MBS","UMBS MORTPASS 5.5% 07/53","30yr",,,,,"13200224.10",,,,,,""
"2024-08-07","'3132CWVU5'","MBS","UMBS MORTPASS 2.5% 03/37","15yr",,,,,"13198549.71",,,,,,""
"2024-08-07","'3132D55A6'","MBS","UMBS MORTPASS 3% 04/35","15yr",,,,,"13191079.79",,,,,,""
"2024-08-07","'3140L5YR1'","MBS","UMBS MORTPASS 2.5% 05/51","30yr",,,,,"13128803.94",,,,,,""
"2024-08-07","'36179UGC0'","MBS","GNMA II MORTPASS 4% 11/48","30yr",,,,,"13121819.10",,,,,,""
"2024-08-07","'3140XFHG9'","MBS","UMBS MORTPASS 3% 01/52","30yr",,,,,"13105899.79",,,,,,""
"2024-08-07","'36241L6T8'","MBS","GNMA II 3.5% 05/42","30yr",,,,,"13101933.71",,,,,,""
"2024-08-07","'3133ASPA5'","MBS","UMBS MORTPASS 2.5% 09/51","30yr",,,,,"13092943.53",,,,,,""
"2024-08-07","'3133WJDD8'","MBS","UMBS MORTPASS 2.5% 04/37","15yr",,,,,"13076902.27",,,,,,""
"2024-08-07","'3140MJEW1'","MBS","UMBS MORTPASS 1.5% 03/37","15yr",,,,,"13075329.33",,,,,,""
"2024-08-07","'3140JQRZ8'","MBS","UMBS MORTPASS 3% 08/49","30yr",,,,,"13042370.70",,,,,,""
"2024-08-07","'3133AUJU3'","MBS","UMBS MORTPASS 2% 10/51","30yr",,,,,"13025760.77",,,,,,""
"2024-08-07","'3140XNSB1'","MBS","UMBS MORTPASS 2.5% 04/31","15yr",,,,,"13012258.02",,,,,,"Y"
"2024-08-07","'3133ANJH8'","MBS","UMBS MORTPASS 2% 06/51","30yr",,,,,"13005058.34",,,,,,""
"2024-08-07","'3133BGLC0'","MBS","UMBS MORTPASS 4% 08/52","30yr",,,,,"12975015.24",,,,,,""
"2024-08-07","'31418D7H9'","MBS","UMBS MORTPASS 3.5% 12/51","30yr",,,,,"12967340.97",,,,,,""
"2024-08-07","'3133AE4H4'","MBS","UMBS MORTPASS 2% 01/51","30yr",,,,,"12941382.13",,,,,,""
"2024-08-07","'3140K4ZR4'","MBS","UMBS MORTPASS 3% 12/49","30yr",,,,,"12934936.11",,,,,,""
"2024-08-07","'3132AESC1'","MBS","UMBS MORTPASS 2.5% 01/33","15yr",,,,,"12913249.07",,,,,,""
"2024-08-07","'3133G92H1'","MBS","UMBS MORTPASS 2% 09/35","15yr",,,,,"12912665.77",,,,,,""
"2024-08-07","'3133WJJU4'","MBS","UMBS MORTPASS 2.5% 05/37","15yr",,,,,"12894363.53",,,,,,""
"2024-08-07","'3140QPWJ2'","MBS","UMBS MORTPASS 3.5% 07/37","15yr",,,,,"12864451.52",,,,,,""
"2024-08-07","'3133B22G3'","MBS","UMBS MORTPASS 2% 12/51","30yr",,,,,"12833197.66",,,,,,""
"2024-08-07","'3140XPJA8'","MBS","UMBS MORTPASS 6.5% 09/39","30yr",,,,,"12804021.35",,,,,,"Y"
"2024-08-07","'3133AGN39'","MBS","UMBS MORTPASS 2% 01/51","30yr",,,,,"12798933.32",,,,,,""
"2024-08-07","'3140L7CG5'","MBS","UMBS MORTPASS 2.5% 05/51","30yr",,,,,"12785578.26",,,,,,""
"2024-08-07","'36179NBC1'","MBS","GNMA II MORTPASS 4% 04/43","30yr",,,,,"12763658.63",,,,,,""
"2024-08-07","'3140KCHH8'","MBS","UMBS MORTPASS 2% 04/35","15yr",,,,,"12760473.48",,,,,,""
"2024-08-07","'3140QC3C8'","MBS","UMBS MORTPASS 3.5% 02/35","15yr",,,,,"12746170.04",,,,,,""
"2024-08-07","'3140GWYV9'","MBS","UMBS MORTPASS 3.5% 08/47","30yr",,,,,"12739453.27",,,,,,""
"2024-08-07","'3140LRRD2'","MBS","UMBS MORTPASS 2.5% 06/51","30yr",,,,,"12726187.22",,,,,,""
"2024-08-07","'3140L83M0'","MBS","UMBS MORTPASS 2.5% 05/51","30yr",,,,,"12689437.03",,,,,,""
"2024-08-07","'36179UD82'","MBS","GNMA II 3.5% 10/48","30yr",,,,,"12660669.01",,,,,,""
"2024-08-07","'36179X2L9'","MBS","GNMA II 5.5% 05/53","30yr",,,,,"12654195.61",,,,,,""
"2024-08-07","'3140QKRC4'","MBS","UMBS MORTPASS 1.5% 05/51","30yr",,,,,"12651261.12",,,,,,""
"2024-08-07","'3140X92T1'","MBS","UMBS MORTPASS 2% 03/51","30yr",,,,,"12615310.61",,,,,,""
"2024-08-07","'3140JVM41'","MBS","UMBS MORTPASS 3.5% 07/49","30yr",,,,,"12583480.94",,,,,,""
"2024-08-07","'3133WJYC7'","MBS","UMBS MORTPASS 4% 08/37","15yr",,,,,"12578062.66",,,,,,""
"2024-08-07","'36179XLJ3'","MBS","GNMA II 5.5% 11/52","30yr",,,,,"12566251.64",,,,,,""
"2024-08-07","'3133B2EA3'","MBS","UMBS MORTPASS 2% 01/52","30yr",,,,,"12550604.03",,,,,,""
"2024-08-07","'31418EPE4'","MBS","UMBS MORTPASS 6% 02/53","30yr",,,,,"12533677.05",,,,,,""
"2024-08-07","'3132CWVX9'","MBS","UMBS MORTPASS 2.5% 03/37","15yr",,,,,"12498841.45",,,,,,""
"2024-08-07","'3133GATZ9'","MBS","UMBS MORTPASS 2% 12/35","15yr",,,,,"12470430.22",,,,,,""
"2024-08-07","'3133AJGG2'","MBS","UMBS MORTPASS 2% 03/51","30yr",,,,,"12462204.79",,,,,,""
"2024-08-07","'3133WJNC9'","MBS","UMBS MORTPASS 2.5% 06/37","15yr",,,,,"12449688.07",,,,,,""
"2024-08-07","'3140QDTG9'","MBS","UMBS MORTPASS 2.5% 05/35","15yr",,,,,"12436201.30",,,,,,""
"2024-08-07","'3133A6BS9'","MBS","UMBS MORTPASS 2% 06/50","30yr",,,,,"12417717.14",,,,,,""
"2024-08-07","'3133AGJG5'","MBS","UMBS MORTPASS 1.5% 03/51","30yr",,,,,"12393709.08",,,,,,""
"2024-08-07","'3133ABS84'","MBS","UMBS MORTPASS 2% 11/50","30yr",,,,,"12393656.36",,,,,,""
"2024-08-07","'3133BEL43'","MBS","UMBS MORTPASS 4.5% 06/52","30yr",,,,,"12392443.91",,,,,,""
"2024-08-07","'3133AMHK5'","MBS","UMBS MORTPASS 2% 06/51","30yr",,,,,"12390511.96",,,,,,""
"2024-08-07","'36202E7F0'","MBS","GNMA II MORTPASS 4% 07/39","30yr",,,,,"12388493.01",,,,,,""
"2024-08-07","'3133L8ZU2'","MBS","UMBS MORTPASS 2.5% 03/37","15yr",,,,,"12377092.04",,,,,,""
"2024-08-07","'36202E6C8'","MBS","GNMA II MORTPASS 4% 06/39","30yr",,,,,"12337052.64",,,,,,""
