"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2024-08-07","'3132DWCH4'","MBS","UMBS MORTPASS 2% 10/51","30yr",,,,,"23167426965.37",,,,,,""
"2024-08-07","'3132DSTM4'","MBS","UMBS MORTPASS 2% 04/52","30yr",,,,,"22587859329.01",,,,,,"Y"
"2024-08-07","'3140XM6T8'","MBS","UMBS MORTPASS 3.5% 10/45","30yr",,,,,"22399696816.86",,,,,,"Y"
"2024-08-07","'3132DWAN3'","MBS","UMBS MORTPASS 2% 12/50","30yr",,,,,"22256974839.47",,,,,,""
"2024-08-07","'3132DSES7'","MBS","UMBS MORTPASS 1.5% 04/51","30yr",,,,,"22191474032.80",,,,,,"Y"
"2024-08-07","'3140XMNS1'","MBS","UMBS MORTPASS 2.5% 11/51","30yr",,,,,"21872087093.38",,,,,,"Y"
"2024-08-07","'3132DWBB8'","MBS","UMBS MORTPASS 2% 03/51","30yr",,,,,"20040887108.15",,,,,,""
"2024-08-07","'3132DWB51'","MBS","UMBS MORTPASS 2% 08/51","30yr",,,,,"19924999835.97",,,,,,""
"2024-08-07","'3132DWA52'","MBS","UMBS MORTPASS 2% 02/51","30yr",,,,,"19773724178.41",,,,,,""
"2024-08-07","'3140J8GV9'","MBS","UMBS MORTPASS 3% 07/47","30yr",,,,,"17380391880.85",,,,,,"Y"
"2024-08-07","'3132DWAF0'","MBS","UMBS MORTPASS 2% 11/50","30yr",,,,,"16978389589.71",,,,,,""
"2024-08-07","'3132DWBH5'","MBS","UMBS MORTPASS 2% 04/51","30yr",,,,,"16700719552.24",,,,,,""
"2024-08-07","'3140XN6Z2'","MBS","UMBS MORTPASS 2% 04/52","30yr",,,,,"16593559044.40",,,,,,"Y"
"2024-08-07","'3140XQCC9'","MBS","UMBS MORTPASS 4% 02/47","30yr",,,,,"16456265538.12",,,,,,"Y"
"2024-08-07","'36179WBX5'","MBS","GNMA II MORTPASS 2% 03/51","30yr",,,,,"15813295059.44",,,,,,""
"2024-08-07","'31418DZW5'","MBS","UMBS MORTPASS 2.5% 06/51","30yr",,,,,"15637122710.28",,,,,,""
"2024-08-07","'3132DWCC5'","MBS","UMBS MORTPASS 2.5% 09/51","30yr",,,,,"15192548628.68",,,,,,""
"2024-08-07","'3132DWCN1'","MBS","UMBS MORTPASS 2% 11/51","30yr",,,,,"14885459202.77",,,,,,""
"2024-08-07","'36179WDQ8'","MBS","GNMA II MORTPASS 2% 04/51","30yr",,,,,"14644447566.31",,,,,,""
"2024-08-07","'36179WG36'","MBS","GNMA II 2.5% 06/51","30yr",,,,,"13589523262.96",,,,,,""
"2024-08-07","'31418D2M3'","MBS","UMBS MORTPASS 2.5% 07/51","30yr",,,,,"13463695132.11",,,,,,""
"2024-08-07","'3132DWCT8'","MBS","UMBS MORTPASS 2% 12/51","30yr",,,,,"13383554525.05",,,,,,""
"2024-08-07","'3140XNJK1'","MBS","UMBS MORTPASS 3.5% 08/52","30yr",,,,,"13067093586.49",,,,,,"Y"
"2024-08-07","'36179V7D6'","MBS","GNMA II MORTPASS 2% 02/51","30yr",,,,,"12811870859.54",,,,,,""
"2024-08-07","'36179WFG8'","MBS","GNMA II 2.5% 05/51","30yr",,,,,"12691762288.21",,,,,,""
"2024-08-07","'3140XMU79'","MBS","UMBS MORTPASS 2.5% 09/51","30yr",,,,,"12389805529.31",,,,,,"Y"
"2024-08-07","'3132ACJ43'","MBS","UMBS MORTPASS 3% 02/47","30yr",,,,,"12339742240.26",,,,,,""
"2024-08-07","'3140XPHX0'","MBS","UMBS MORTPASS 3.5% 12/46","30yr",,,,,"12263910280.94",,,,,,"Y"
"2024-08-07","'3132AESB3'","MBS","UMBS MORTPASS 3.5% 04/45","30yr",,,,,"12120654249.12",,,,,,""
"2024-08-07","'3132DWBY8'","MBS","UMBS MORTPASS 2% 07/51","30yr",,,,,"12073752684.34",,,,,,""
"2024-08-07","'3132DTGX2'","MBS","UMBS MORTPASS 1.5% 02/51","30yr",,,,,"11794256584.20",,,,,,"Y"
"2024-08-07","'36179VTW0'","MBS","GNMA II 2.5% 09/50","30yr",,,,,"11762331340.20",,,,,,""
"2024-08-07","'3140XN7A6'","MBS","UMBS MORTPASS 2% 01/36","15yr",,,,,"11607105675.47",,,,,,"Y"
"2024-08-07","'36179VZQ6'","MBS","GNMA II MORTPASS 2% 12/50","30yr",,,,,"11452669336.76",,,,,,""
"2024-08-07","'36179V4U1'","MBS","GNMA II MORTPASS 2% 01/51","30yr",,,,,"11441895874.59",,,,,,""
"2024-08-07","'3132DWCZ4'","MBS","UMBS MORTPASS 2% 01/52","30yr",,,,,"11236168548.80",,,,,,""
"2024-08-07","'3138EQK35'","MBS","UMBS MORTPASS 3% 08/43","30yr",,,,,"11234534126.41",,,,,,"Y"
"2024-08-07","'3132E0QH8'","MBS","UMBS 3.0%","30yr",,,,,"10865472973.75",,,,,,"Y"
"2024-08-07","'3138EQKR2'","MBS","UMBS MORTPASS 3% 07/43","30yr",,,,,"10685862003.69",,,,,,"Y"
"2024-08-07","'3140XMU95'","MBS","UMBS MORTPASS 4% 08/52","30yr",,,,,"10615154304.67",,,,,,"Y"
"2024-08-07","'3132DWB69'","MBS","UMBS MORTPASS 2.5% 08/51","30yr",,,,,"10249454704.99",,,,,,""
"2024-08-07","'3140XNSM7'","MBS","UMBS MORTPASS 1.5% 02/37","15yr",,,,,"10203970920.58",,,,,,"Y"
"2024-08-07","'36179WRZ3'","MBS","GNMA II MORTPASS 2% 11/51","30yr",,,,,"10161705277.51",,,,,,""
"2024-08-07","'36179WND6'","MBS","GNMA II MORTPASS 2% 09/51","30yr",,,,,"10136947732.78",,,,,,""
"2024-08-07","'3140XPQV4'","MBS","UMBS MORTPASS 1.5% 05/51","30yr",,,,,"10023002394.35",,,,,,"Y"
"2024-08-07","'3140XNSN5'","MBS","UMBS MORTPASS 3% 04/52","30yr",,,,,"9866251052.12",,,,,,"Y"
"2024-08-07","'36179VSG6'","MBS","GNMA II 2.5% 08/50","30yr",,,,,"9790067138.73",,,,,,""
"2024-08-07","'3132DSY22'","MBS","UMBS MORTPASS 3.5% 08/52","30yr",,,,,"9746404094.04",,,,,,"Y"
"2024-08-07","'3138ETKF2'","MBS","UMBS MORTPASS 3% 02/44","30yr",,,,,"9553940373.90",,,,,,"Y"
"2024-08-07","'3132DWBT9'","MBS","UMBS MORTPASS 2% 06/51","30yr",,,,,"9505849895.71",,,,,,""
"2024-08-07","'3132DWCJ0'","MBS","UMBS MORTPASS 2.5% 10/51","30yr",,,,,"9171577591.96",,,,,,""
"2024-08-07","'36179VZR4'","MBS","GNMA II 2.5% 12/50","30yr",,,,,"9036485593.64",,,,,,""
"2024-08-07","'36179VXX3'","MBS","GNMA II MORTPASS 2% 11/50","30yr",,,,,"8813744613.92",,,,,,""
"2024-08-07","'3132CXJG8'","MBS","UMBS MORTPASS 1.5% 02/36","15yr",,,,,"8754279668.39",,,,,,"Y"
"2024-08-07","'3140XMNT9'","MBS","UMBS MORTPASS 3% 06/50","30yr",,,,,"8720167129.44",,,,,,"Y"
"2024-08-07","'3140XPHW2'","MBS","UMBS MORTPASS 2% 03/36","15yr",,,,,"8544037372.29",,,,,,"Y"
"2024-08-07","'36179WP93'","MBS","GNMA II MORTPASS 2% 10/51","30yr",,,,,"8483526729.58",,,,,,""
"2024-08-07","'3132DSML3'","MBS","UMBS MORTPASS 2.5% 03/51","30yr",,,,,"8414811957.07",,,,,,"Y"
"2024-08-07","'36179VMC1'","MBS","GNMA II 2.5% 05/50","30yr",,,,,"8384870168.53",,,,,,""
"2024-08-07","'3140XPHT9'","MBS","UMBS MORTPASS 1.5% 10/36","15yr",,,,,"8319273635.12",,,,,,"Y"
"2024-08-07","'3132CXKE1'","MBS","UMBS MORTPASS 1.5% 07/36","15yr",,,,,"8155495191.94",,,,,,"Y"
"2024-08-07","'36179WJR0'","MBS","GNMA II 2.5% 07/51","30yr",,,,,"8052679185.76",,,,,,""
"2024-08-07","'3140XPQU6'","MBS","UMBS MORTPASS 1.5% 09/36","15yr",,,,,"7974167059.81",,,,,,"Y"
"2024-08-07","'36179V4V9'","MBS","GNMA II 2.5% 01/51","30yr",,,,,"7962381536.06",,,,,,""
"2024-08-07","'36179WJQ2'","MBS","GNMA II MORTPASS 2% 07/51","30yr",,,,,"7920501132.15",,,,,,""
"2024-08-07","'3140XPQW2'","MBS","UMBS MORTPASS 2% 01/37","15yr",,,,,"7760978582.51",,,,,,"Y"
"2024-08-07","'3132DSY30'","MBS","UMBS MORTPASS 4.5% 10/52","30yr",,,,,"7568903816.86",,,,,,"Y"
"2024-08-07","'3140XPYM5'","MBS","UMBS MORTPASS 4.5% 07/44","30yr",,,,,"7283927842.22",,,,,,"Y"
"2024-08-07","'3132AESU1'","MBS","UMBS MORTPASS 3.5% 06/46","30yr",,,,,"7204960273.62",,,,,,""
"2024-08-07","'36179VQS2'","MBS","GNMA II 2.5% 07/50","30yr",,,,,"7114216584.35",,,,,,""
"2024-08-07","'3132AAXP4'","MBS","UMBS MORTPASS 3% 10/44","30yr",,,,,"6964668745.06",,,,,,""
"2024-08-07","'3140XPHV4'","MBS","UMBS MORTPASS 1.5% 02/36","15yr",,,,,"6872731756.95",,,,,,"Y"
"2024-08-07","'36179WTX6'","MBS","GNMA II MORTPASS 2% 12/51","30yr",,,,,"6859691979.56",,,,,,""
"2024-08-07","'36179WTY4'","MBS","GNMA II 2.5% 12/51","30yr",,,,,"6773369811.52",,,,,,""
"2024-08-07","'3140XQCP0'","MBS","UMBS MORTPASS 2% 06/36","15yr",,,,,"6747953776.01",,,,,,"Y"
"2024-08-07","'3140XPQT9'","MBS","UMBS MORTPASS 2.5% 02/50","30yr",,,,,"6650819201.73",,,,,,"Y"
"2024-08-07","'3132AAXL3'","MBS","UMBS MORTPASS 3% 03/43","30yr",,,,,"6634485184.28",,,,,,""
"2024-08-07","'3140XQL70'","MBS","UMBS MORTPASS 1.5% 02/51","30yr",,,,,"6584176847.14",,,,,,"Y"
"2024-08-07","'36179VN22'","MBS","GNMA II 2.5% 06/50","30yr",,,,,"6567958912.31",,,,,,""
"2024-08-07","'36179VXY1'","MBS","GNMA II 2.5% 11/50","30yr",,,,,"6488406602.74",,,,,,""
"2024-08-07","'3132AESA5'","MBS","UMBS MORTPASS 4% 07/44","30yr",,,,,"6467667119.69",,,,,,""
"2024-08-07","'3140XQCM7'","MBS","UMBS MORTPASS 3% 06/52","30yr",,,,,"6443358882.19",,,,,,"Y"
"2024-08-07","'3132CXJH6'","MBS","UMBS MORTPASS 2% 07/36","15yr",,,,,"6345473239.55",,,,,,"Y"
"2024-08-07","'3140XQL88'","MBS","UMBS MORTPASS 4.5% 10/52","30yr",,,,,"6303177678.79",,,,,,"Y"
"2024-08-07","'3140XPYJ2'","MBS","UMBS MORTPASS 3.5% 10/47","30yr",,,,,"6244695452.55",,,,,,"Y"
"2024-08-07","'3132DSEV0'","MBS","UMBS MORTPASS 4% 10/52","30yr",,,,,"6110055551.57",,,,,,"Y"
"2024-08-07","'36179WDR6'","MBS","GNMA II 2.5% 04/51","30yr",,,,,"6061447834.50",,,,,,""
"2024-08-07","'3132DTNK2'","MBS","UMBS MORTPASS 3% 04/52","30yr",,,,,"6023571355.95",,,,,,"Y"
"2024-08-07","'36179VVY3'","MBS","GNMA II 2.5% 10/50","30yr",,,,,"6001943802.36",,,,,,""
"2024-08-07","'3132CXGM8'","MBS","UMBS MORTPASS 1.5% 05/36","15yr",,,,,"5998042080.56",,,,,,"Y"
"2024-08-07","'36179WVT2'","MBS","GNMA II MORTPASS 2% 01/52","30yr",,,,,"5891062791.08",,,,,,""
"2024-08-07","'3132DSEU2'","MBS","UMBS MORTPASS 4% 08/52","30yr",,,,,"5536722129.19",,,,,,"Y"
"2024-08-07","'3140XQMA2'","MBS","UMBS MORTPASS 3% 01/47","30yr",,,,,"5464041775.38",,,,,,"Y"
"2024-08-07","'36179WG28'","MBS","GNMA II MORTPASS 2% 06/51","30yr",,,,,"5285277039.25",,,,,,""
"2024-08-07","'3140XMNQ5'","MBS","UMBS MORTPASS 2.5% 01/35","15yr",,,,,"5240047337.37",,,,,,"Y"
"2024-08-07","'3132DWBN2'","MBS","UMBS MORTPASS 1.5% 05/51","30yr",,,,,"5191974737.83",,,,,,""
"2024-08-07","'3140XN7E8'","MBS","UMBS MORTPASS 2.5% 05/50","30yr",,,,,"5036933138.48",,,,,,"Y"
"2024-08-07","'3140XM6S0'","MBS","UMBS MORTPASS 3.5% 03/52","30yr",,,,,"5012340375.17",,,,,,"Y"
"2024-08-07","'3132CXGN6'","MBS","UMBS MORTPASS 2% 04/36","15yr",,,,,"5007448543.48",,,,,,"Y"
"2024-08-07","'3132DSMN9'","MBS","UMBS MORTPASS 3% 06/52","30yr",,,,,"4971974319.02",,,,,,"Y"
"2024-08-07","'3132AAXQ2'","MBS","UMBS MORTPASS 3% 08/43","30yr",,,,,"4970061689.31",,,,,,""
"2024-08-07","'3132AETL0'","MBS","UMBS MORTPASS 4.5% 05/46","30yr",,,,,"4969401295.32",,,,,,""
"2024-08-07","'3132AETM8'","MBS","UMBS MORTPASS 3.5% 09/47","30yr",,,,,"4938933905.70",,,,,,""
"2024-08-07","'3140XPHU6'","MBS","UMBS MORTPASS 2% 01/37","15yr",,,,,"4889239411.42",,,,,,"Y"
"2024-08-07","'3138ETKG0'","MBS","UMBS MORTPASS 3% 01/43","30yr",,,,,"4824134562.38",,,,,,"Y"
"2024-08-07","'3132DSMP4'","MBS","UMBS MORTPASS 3% 05/50","30yr",,,,,"4808184214.16",,,,,,"Y"
"2024-08-07","'3140XN7F5'","MBS","UMBS MORTPASS 3% 07/50","30yr",,,,,"4672280071.63",,,,,,"Y"
"2024-08-07","'3132AEST4'","MBS","UMBS MORTPASS 3% 02/46","30yr",,,,,"4662170851.99",,,,,,""
"2024-08-07","'36179XBU9'","MBS","GNMA II 4.5% 07/52","30yr",,,,,"4470382427.87",,,,,,""
"2024-08-07","'36179VKK5'","MBS","GNMA II 2.5% 04/50","30yr",,,,,"4401919626.66",,,,,,""
"2024-08-07","'36179V7E4'","MBS","GNMA II 2.5% 02/51","30yr",,,,,"4375219514.87",,,,,,""
"2024-08-07","'3132E0V90'","MBS","UMBS MORTPASS 2.5% 03/50","30yr",,,,,"4361856192.05",,,,,,"Y"
"2024-08-07","'3140XM6R2'","MBS","UMBS MORTPASS 4% 11/49","30yr",,,,,"4346950917.62",,,,,,"Y"
"2024-08-07","'36179VKL3'","MBS","GNMA II MORTPASS 3% 04/50","30yr",,,,,"4334411670.95",,,,,,""
"2024-08-07","'3132E06Q0'","MBS","UMBS MORTPASS 3.5% 03/49","30yr",,,,,"4312858744.36",,,,,,"Y"
"2024-08-07","'36179WLP1'","MBS","GNMA II 2.5% 08/51","30yr",,,,,"4280271506.44",,,,,,""
"2024-08-07","'3132CXEH1'","MBS","UMBS MORTPASS 2% 05/37","15yr",,,,,"4266285902.89",,,,,,"Y"
"2024-08-07","'36179WXJ2'","MBS","GNMA II 2.5% 02/52","30yr",,,,,"4263123602.47",,,,,,""
"2024-08-07","'36179WFF0'","MBS","GNMA II MORTPASS 2% 05/51","30yr",,,,,"4164744537.48",,,,,,""
"2024-08-07","'3140XN7G3'","MBS","UMBS MORTPASS 4% 10/52","30yr",,,,,"4157020496.35",,,,,,"Y"
"2024-08-07","'3140XPYN3'","MBS","UMBS MORTPASS 2% 01/37","15yr",,,,,"4117212048.38",,,,,,"Y"
"2024-08-07","'3132AES72'","MBS","UMBS MORTPASS 3.5% 09/45","30yr",,,,,"4103797548.01",,,,,,""
"2024-08-07","'36179WNE4'","MBS","GNMA II 2.5% 09/51","30yr",,,,,"4101833992.77",,,,,,""
"2024-08-07","'36179VVX5'","MBS","GNMA II MORTPASS 2% 10/50","30yr",,,,,"4060999546.09",,,,,,""
"2024-08-07","'36179WBY3'","MBS","GNMA II 2.5% 03/51","30yr",,,,,"3966697011.60",,,,,,""
"2024-08-07","'3132E0PX4'","MBS","UMBS MORTPASS 3.5% 04/50","30yr",,,,,"3945825824.89",,,,,,"Y"
"2024-08-07","'3132CXEL2'","MBS","UMBS MORTPASS 2% 10/36","15yr",,,,,"3941943220.32",,,,,,"Y"
"2024-08-07","'36179WVU9'","MBS","GNMA II 2.5% 01/52","30yr",,,,,"3890325053.15",,,,,,""
"2024-08-07","'31418DQ70'","MBS","UMBS MORTPASS 2% 07/50","30yr",,,,,"3813711308.52",,,,,,""
"2024-08-07","'3140XN7D0'","MBS","UMBS MORTPASS 2% 05/37","15yr",,,,,"3703369461.96",,,,,,"Y"
"2024-08-07","'3132CXEG3'","MBS","UMBS MORTPASS 2% 02/37","15yr",,,,,"3688279621.65",,,,,,"Y"
"2024-08-07","'36179XBT2'","MBS","GNMA II MORTPASS 4% 07/52","30yr",,,,,"3683245264.96",,,,,,""
"2024-08-07","'3140XPYK9'","MBS","UMBS MORTPASS 4% 03/49","30yr",,,,,"3659206190.22",,,,,,"Y"
"2024-08-07","'3140X5R70'","MBS","UMBS MORTPASS 3.5% 03/49","30yr",,,,,"3528557406.45",,,,,,"Y"
"2024-08-07","'36179WLN6'","MBS","GNMA II MORTPASS 2% 08/51","30yr",,,,,"3499997154.76",,,,,,""
"2024-08-07","'3140XPYQ6'","MBS","UMBS MORTPASS 4.5% 07/52","30yr",,,,,"3477289932.09",,,,,,"Y"
"2024-08-07","'36179WY93'","MBS","GNMA II 2.5% 03/52","30yr",,,,,"3464946845.16",,,,,,""
"2024-08-07","'36179VMD9'","MBS","GNMA II MORTPASS 3% 05/50","30yr",,,,,"3432483757.96",,,,,,""
"2024-08-07","'31418DYY2'","MBS","UMBS MORTPASS 2.5% 05/51","30yr",,,,,"3400448827.13",,,,,,""
"2024-08-07","'3132CXB43'","MBS","UMBS MORTPASS 2.5% 02/32","15yr",,,,,"3218482109.62",,,,,,"Y"
"2024-08-07","'3132E06R8'","MBS","UMBS MORTPASS 3% 07/50","30yr",,,,,"3142892863.48",,,,,,"Y"
"2024-08-07","'3140XNJF2'","MBS","UMBS MORTPASS 2.5% 02/35","15yr",,,,,"3055117619.52",,,,,,"Y"
"2024-08-07","'3140XNJD7'","MBS","UMBS MORTPASS 4% 01/51","30yr",,,,,"2959026613.84",,,,,,"Y"
"2024-08-07","'3140XNRX4'","MBS","UMBS MORTPASS 2.5% 09/51","30yr",,,,,"2835962696.62",,,,,,"Y"
"2024-08-07","'3132D55W8'","MBS","UMBS MORTPASS 2% 09/35","15yr",,,,,"2761137743.61",,,,,,""
"2024-08-07","'3132AESK3'","MBS","UMBS MORTPASS 5% 08/40","30yr",,,,,"2751663468.35",,,,,,""
"2024-08-07","'3132DV6Q3'","MBS","UMBS MORTPASS 2% 07/50","30yr",,,,,"2694774500.55",,,,,,""
"2024-08-07","'36179W2V9'","MBS","GNMA II MORTPASS 3% 04/52","30yr",,,,,"2674310290.15",,,,,,""
"2024-08-07","'3132DQ7J9'","MBS","UMBS MORTPASS 2.5% 05/50","30yr",,,,,"2622800011.66",,,,,,"Y"
"2024-08-07","'3132AEMU7'","MBS","UMBS MORTPASS 4% 02/48","30yr",,,,,"2535790007.77",,,,,,""
"2024-08-07","'3132DSTE2'","MBS","UMBS MORTPASS 5% 10/52","30yr",,,,,"2531420923.51",,,,,,"Y"
"2024-08-07","'36179VTV2'","MBS","GNMA II MORTPASS 2% 09/50","30yr",,,,,"2516068256.89",,,,,,""
"2024-08-07","'36179WR26'","MBS","GNMA II 2.5% 11/51","30yr",,,,,"2497393078.45",,,,,,""
"2024-08-07","'3132AAYM0'","MBS","UMBS MORTPASS 3% 01/43","30yr",,,,,"2469021366.93",,,,,,""
"2024-08-07","'3132D56E7'","MBS","UMBS MORTPASS 2% 10/35","15yr",,,,,"2453386820.44",,,,,,""
"2024-08-07","'31418DP48'","MBS","UMBS MORTPASS 2% 06/35","15yr",,,,,"2444502933.98",,,,,,""
"2024-08-07","'36179WQA9'","MBS","GNMA II 2.5% 10/51","30yr",,,,,"2334763044.22",,,,,,""
"2024-08-07","'3622AAEY6'","MBS","GNMA I MORTPASS 3% 08/43","30yr",,,,,"2324841658.49",,,,,,"Y"
"2024-08-07","'36179SLR6'","MBS","GNMA II MORTPASS 3% 09/46","30yr",,,,,"2301596699.68",,,,,,""
"2024-08-07","'3132D6A42'","MBS","UMBS MORTPASS 1.5% 11/36","15yr",,,,,"2284931176.60",,,,,,""
"2024-08-07","'36179W7M4'","MBS","GNMA II MORTPASS 4% 06/52","30yr",,,,,"2274509666.33",,,,,,""
"2024-08-07","'36179W7L6'","MBS","GNMA II 3.5% 06/52","30yr",,,,,"2202207634.72",,,,,,""
"2024-08-07","'36179W2W7'","MBS","GNMA II 3.5% 04/52","30yr",,,,,"2193678258.85",,,,,,""
"2024-08-07","'3140XPH36'","MBS","UMBS MORTPASS 2.5% 02/35","15yr",,,,,"2175060187.61",,,,,,"Y"
"2024-08-07","'36179VFP0'","MBS","GNMA II MORTPASS 3% 02/50","30yr",,,,,"2168198568.72",,,,,,""
"2024-08-07","'36179XDD5'","MBS","GNMA II MORTPASS 4% 08/52","30yr",,,,,"2158864650.49",,,,,,""
"2024-08-07","'36179WZA9'","MBS","GNMA II MORTPASS 3% 03/52","30yr",,,,,"2147531207.45",,,,,,""
"2024-08-07","'36179WY85'","MBS","GNMA II MORTPASS 2% 03/52","30yr",,,,,"2131820781.79",,,,,,""
"2024-08-07","'3132D55S7'","MBS","UMBS MORTPASS 2% 08/35","15yr",,,,,"2118108770.09",,,,,,""
"2024-08-07","'36179M2P4'","MBS","GNMA II MORTPASS 3% 02/43","30yr",,,,,"2102419866.82",,,,,,""
"2024-08-07","'3132DWEC3'","MBS","UMBS MORTPASS 4.5% 07/52","30yr",,,,,"2092500265.21",,,,,,""
"2024-08-07","'3132D55M0'","MBS","UMBS MORTPASS 2% 07/35","15yr",,,,,"2070749215.61",,,,,,""
"2024-08-07","'36179VHS2'","MBS","GNMA II MORTPASS 3% 03/50","30yr",,,,,"2067075712.15",,,,,,""
"2024-08-07","'36179W5D6'","MBS","GNMA II 3.5% 05/52","30yr",,,,,"2058941513.71",,,,,,""
"2024-08-07","'3138ETK54'","MBS","UMBS MORTPASS 4% 06/44","30yr",,,,,"2035226219.45",,,,,,"Y"
"2024-08-07","'3132E0V58'","MBS","UMBS MORTPASS 4% 05/49","30yr",,,,,"2024115583.68",,,,,,"Y"
"2024-08-07","'36179WXH6'","MBS","GNMA II MORTPASS 2% 02/52","30yr",,,,,"2023261710.52",,,,,,""
"2024-08-07","'3132D6A83'","MBS","UMBS MORTPASS 1.5% 12/36","15yr",,,,,"2013268209.25",,,,,,""
"2024-08-07","'31418DQ47'","MBS","UMBS MORTPASS 2% 07/35","15yr",,,,,"1997826511.13",,,,,,""
"2024-08-07","'3132D9QG2'","MBS","UMBS MORTPASS 2.5% 05/41","Other",,,,,"1980056602.56",,,,,,"Y"
"2024-08-07","'3138ETK39'","MBS","UMBS MORTPASS 3.5% 05/45","30yr",,,,,"1943189066.25",,,,,,"Y"
"2024-08-07","'3132D56K3'","MBS","UMBS MORTPASS 2% 11/35","15yr",,,,,"1922749187.73",,,,,,""
"2024-08-07","'3138ETKM7'","MBS","UMBS MORTPASS 4% 09/44","30yr",,,,,"1920099764.67",,,,,,"Y"
"2024-08-07","'31418DX80'","MBS","UMBS MORTPASS 1.5% 04/36","15yr",,,,,"1913502906.09",,,,,,""
"2024-08-07","'3132D55H1'","MBS","UMBS MORTPASS 2% 06/35","15yr",,,,,"1910816221.44",,,,,,""
"2024-08-07","'3140XM6D3'","MBS","UMBS MORTPASS 2.5% 11/47","30yr",,,,,"1875703333.14",,,,,,"Y"
"2024-08-07","'3140X5KQ5'","MBS","UMBS MORTPASS 3% 06/33","15yr",,,,,"1858597585.82",,,,,,"Y"
"2024-08-07","'36179W2U1'","MBS","GNMA II 2.5% 04/52","30yr",,,,,"1816162418.11",,,,,,""
"2024-08-07","'3140XM6U5'","MBS","UMBS MORTPASS 2.5% 05/41","Other",,,,,"1779059292.79",,,,,,"Y"
"2024-08-07","'36179W5C8'","MBS","GNMA II MORTPASS 3% 05/52","30yr",,,,,"1743926592.94",,,,,,""
"2024-08-07","'3132D56V9'","MBS","UMBS MORTPASS 2% 01/36","15yr",,,,,"1698890185.19",,,,,,""
"2024-08-07","'3132D6BD1'","MBS","UMBS MORTPASS 1.5% 01/37","15yr",,,,,"1669195333.85",,,,,,""
"2024-08-07","'31418DJR4'","MBS","UMBS MORTPASS 3% 12/49","30yr",,,,,"1634998987.51",,,,,,""
"2024-08-07","'3132D56Q0'","MBS","UMBS MORTPASS 2% 12/35","15yr",,,,,"1634935819.84",,,,,,""
"2024-08-07","'36179SJS7'","MBS","GNMA II MORTPASS 3% 08/46","30yr",,,,,"1625833086.25",,,,,,""
