"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2024-10-02","'3131X7HZ4'","MBS","UMBS MORTPASS 3% 01/27","15yr",,,,,"2525056.56",,,,,,""
"2024-10-02","'3140XNH98'","MBS","UMBS MORTPASS 2.5% 11/31","15yr",,,,,"2519395.59",,,,,,"Y"
"2024-10-02","'36179NDP0'","MBS","GNMA II 2.5% 05/43","30yr",,,,,"2517442.26",,,,,,""
"2024-10-02","'3140XHU39'","MBS","UMBS MORTPASS 4% 03/35","15yr",,,,,"2514880.19",,,,,,""
"2024-10-02","'3140QKWE4'","MBS","UMBS MORTPASS 2.5% 05/36","15yr",,,,,"2514313.80",,,,,,""
"2024-10-02","'31418D3J9'","MBS","UMBS MORTPASS 3% 08/51","30yr",,,,,"2505685.17",,,,,,""
"2024-10-02","'3140HDYQ1'","MBS","UMBS MORTPASS 3% 01/50","30yr",,,,,"2498237.81",,,,,,""
"2024-10-02","'3133WJVM8'","MBS","UMBS MORTPASS 4% 08/37","15yr",,,,,"2493751.50",,,,,,""
"2024-10-02","'3140QKK31'","MBS","UMBS MORTPASS 1.5% 04/36","15yr",,,,,"2491243.02",,,,,,""
"2024-10-02","'3138X3HC9'","MBS","UMBS MORTPASS 3% 12/26","15yr",,,,,"2487477.42",,,,,,""
"2024-10-02","'3140MDKX5'","MBS","UMBS MORTPASS 1.5% 02/37","15yr",,,,,"2485195.65",,,,,,""
"2024-10-02","'3140XPY94'","MBS","UMBS MORTPASS 3.5% 09/48","30yr",,,,,"2484086.32",,,,,,"Y"
"2024-10-02","'3133GBRU0'","MBS","UMBS MORTPASS 1.5% 01/36","15yr",,,,,"2483615.90",,,,,,""
"2024-10-02","'3133BFGV6'","MBS","UMBS MORTPASS 4.5% 06/52","30yr",,,,,"2483459.01",,,,,,""
"2024-10-02","'3133KMQQ1'","MBS","UMBS MORTPASS 2% 09/51","30yr",,,,,"2483042.52",,,,,,""
"2024-10-02","'36179XVT0'","MBS","GNMA II 5.5% 03/53","30yr",,,,,"2482657.96",,,,,,""
"2024-10-02","'3132AES64'","MBS","UMBS MORTPASS 3.5% 01/29","15yr",,,,,"2478700.65",,,,,,""
"2024-10-02","'3132A9QA8'","MBS","UMBS MORTPASS 2.5% 01/30","15yr",,,,,"2477534.50",,,,,,""
"2024-10-02","'3132A9SJ7'","MBS","UMBS MORTPASS 2.5% 09/31","15yr",,,,,"2476292.22",,,,,,""
"2024-10-02","'3133A72E8'","MBS","UMBS MORTPASS 2.5% 08/50","30yr",,,,,"2475327.70",,,,,,""
"2024-10-02","'3620AVAU6'","MBS","GNMA I MORTPASS 3% 11/42","30yr",,,,,"2474442.95",,,,,,""
"2024-10-02","'36179MC32'","MBS","GNMA II 4.5% 05/42","30yr",,,,,"2470844.11",,,,,,""
"2024-10-02","'36178NMH9'","MBS","GNMA I MORTPASS 3% 11/42","30yr",,,,,"2469604.80",,,,,,""
"2024-10-02","'3133AGJB6'","MBS","UMBS MORTPASS 1.5% 02/51","30yr",,,,,"2467477.97",,,,,,""
"2024-10-02","'3133WJJB6'","MBS","UMBS MORTPASS 2.5% 05/37","15yr",,,,,"2464958.72",,,,,,""
"2024-10-02","'3140MMSF6'","MBS","UMBS MORTPASS 2.5% 04/52","30yr",,,,,"2460652.03",,,,,,""
"2024-10-02","'36179JR41'","MBS","GNMA I MORTPASS 3% 12/42","30yr",,,,,"2457207.31",,,,,,""
"2024-10-02","'3140XGNY1'","MBS","UMBS MORTPASS 2.5% 04/37","15yr",,,,,"2455773.32",,,,,,""
"2024-10-02","'36180KJL6'","MBS","GNMA I MORTPASS 3% 04/43","30yr",,,,,"2455481.02",,,,,,""
"2024-10-02","'3133AFZV6'","MBS","UMBS MORTPASS 2% 01/51","30yr",,,,,"2455334.40",,,,,,""
"2024-10-02","'3138M7KF1'","MBS","UMBS MORTPASS 2.5% 10/42","30yr",,,,,"2454134.69",,,,,,""
"2024-10-02","'36296WAB2'","MBS","GNMA I 4.5% 04/39","30yr",,,,,"2450125.26",,,,,,""
"2024-10-02","'3133WKDN3'","MBS","UMBS MORTPASS 4.5% 10/37","15yr",,,,,"2448694.64",,,,,,""
"2024-10-02","'3133KJ2L5'","MBS","UMBS MORTPASS 2% 09/50","30yr",,,,,"2446812.44",,,,,,""
"2024-10-02","'3133A2MY3'","MBS","UMBS MORTPASS 3% 03/50","30yr",,,,,"2446476.77",,,,,,""
"2024-10-02","'3140XPYT0'","MBS","UMBS MORTPASS 3.5% 01/46","30yr",,,,,"2442804.18",,,,,,"Y"
"2024-10-02","'3622A2CF7'","MBS","GNMA II MORTPASS 3% 09/42","30yr",,,,,"2440632.07",,,,,,""
"2024-10-02","'3133G6VS1'","MBS","UMBS MORTPASS 2.5% 09/34","15yr",,,,,"2440472.58",,,,,,""
"2024-10-02","'3133GFLU7'","MBS","UMBS MORTPASS 1.5% 11/36","15yr",,,,,"2438337.02",,,,,,""
"2024-10-02","'3133GFTF2'","MBS","UMBS MORTPASS 1.5% 11/36","15yr",,,,,"2438071.45",,,,,,""
"2024-10-02","'3140J7TY1'","MBS","UMBS MORTPASS 3% 01/28","Other",,,,,"2432096.44",,,,,,""
"2024-10-02","'31418CRK2'","MBS","UMBS MORTPASS 2.5% 11/27","Other",,,,,"2431992.47",,,,,,""
"2024-10-02","'3133G6GH2'","MBS","UMBS MORTPASS 2.5% 07/34","15yr",,,,,"2431214.01",,,,,,""
"2024-10-02","'31418D7G1'","MBS","UMBS MORTPASS 3% 12/51","30yr",,,,,"2429046.11",,,,,,""
"2024-10-02","'31418B6N1'","MBS","UMBS MORTPASS 2.5% 07/26","Other",,,,,"2426643.78",,,,,,""
"2024-10-02","'3620A9PM7'","MBS","GNMA I MORTPASS 5% 10/39","30yr",,,,,"2422598.90",,,,,,""
"2024-10-02","'3131Y8MV4'","MBS","UMBS MORTPASS 4% 12/48","30yr",,,,,"2418399.77",,,,,,""
"2024-10-02","'3140XG5V7'","MBS","UMBS MORTPASS 3.5% 04/52","30yr",,,,,"2417799.48",,,,,,""
"2024-10-02","'3140HFPE3'","MBS","UMBS MORTPASS 3% 03/35","15yr",,,,,"2415807.58",,,,,,""
"2024-10-02","'36202FUF1'","MBS","GNMA II 4.5% 06/41","30yr",,,,,"2415712.30",,,,,,""
"2024-10-02","'3140QRU27'","MBS","UMBS MORTPASS 4.5% 03/38","15yr",,,,,"2414276.00",,,,,,""
"2024-10-02","'3140MGWC1'","MBS","UMBS MORTPASS 3.5% 02/52","30yr",,,,,"2413695.71",,,,,,""
"2024-10-02","'3132D6GL8'","MBS","UMBS MORTPASS 5% 05/39","15yr",,,,,"2413051.67",,,,,,""
"2024-10-02","'3140KHK83'","MBS","UMBS MORTPASS 2% 09/35","15yr",,,,,"2411888.66",,,,,,""
"2024-10-02","'3133B7DU9'","MBS","UMBS MORTPASS 3% 01/52","30yr",,,,,"2411324.88",,,,,,""
"2024-10-02","'3140QPM53'","MBS","UMBS MORTPASS 4% 06/37","15yr",,,,,"2409985.81",,,,,,""
"2024-10-02","'3133GAXF8'","MBS","UMBS MORTPASS 2% 11/35","15yr",,,,,"2409610.82",,,,,,""
"2024-10-02","'3132AET48'","MBS","UMBS MORTPASS 4% 06/45","30yr",,,,,"2407735.79",,,,,,""
"2024-10-02","'3140LNRX7'","MBS","UMBS MORTPASS 2.5% 05/51","30yr",,,,,"2407215.98",,,,,,""
"2024-10-02","'36202FDW3'","MBS","GNMA II 4.5% 01/40","30yr",,,,,"2406508.34",,,,,,""
"2024-10-02","'3140KRN54'","MBS","UMBS MORTPASS 2% 11/35","15yr",,,,,"2406205.88",,,,,,""
"2024-10-02","'31418DLX8'","MBS","UMBS MORTPASS 2% 02/35","15yr",,,,,"2399420.37",,,,,,""
"2024-10-02","'3132D6AV2'","MBS","UMBS MORTPASS 2.5% 09/36","15yr",,,,,"2396038.82",,,,,,""
"2024-10-02","'31416AEN6'","MBS","UMBS MORTPASS 3.5% 03/39","30yr",,,,,"2393897.05",,,,,,""
"2024-10-02","'3620A8C76'","MBS","GNMA I MORTPASS 3% 01/43","30yr",,,,,"2392451.13",,,,,,""
"2024-10-02","'3140X8PS0'","MBS","UMBS MORTPASS 2% 12/35","15yr",,,,,"2387903.01",,,,,,""
"2024-10-02","'3140QNQ62'","MBS","UMBS MORTPASS 3.5% 03/52","30yr",,,,,"2375248.25",,,,,,""
"2024-10-02","'3140MJF67'","MBS","UMBS MORTPASS 3% 04/52","30yr",,,,,"2369252.60",,,,,,""
"2024-10-02","'36295R4Q8'","MBS","GNMA I MORTPASS 4% 05/39","30yr",,,,,"2369061.13",,,,,,""
"2024-10-02","'31418DMW9'","MBS","UMBS MORTPASS 4.5% 03/50","30yr",,,,,"2368958.67",,,,,,""
"2024-10-02","'31418CEB6'","MBS","UMBS MORTPASS 2.5% 12/26","Other",,,,,"2366706.69",,,,,,""
"2024-10-02","'3133GGWC3'","MBS","UMBS MORTPASS 2.5% 03/37","15yr",,,,,"2364259.51",,,,,,""
"2024-10-02","'3133B0T29'","MBS","UMBS MORTPASS 2% 11/51","30yr",,,,,"2361776.74",,,,,,""
"2024-10-02","'3133G9BB4'","MBS","UMBS MORTPASS 2% 07/35","15yr",,,,,"2359670.84",,,,,,""
"2024-10-02","'3140JYTA4'","MBS","UMBS MORTPASS 3% 08/49","30yr",,,,,"2356993.38",,,,,,""
"2024-10-02","'3140X4XK7'","MBS","UMBS MORTPASS 2.5% 02/26","Other",,,,,"2356988.74",,,,,,""
"2024-10-02","'31418ES43'","MBS","UMBS MORTPASS 5% 06/53","30yr",,,,,"2356238.01",,,,,,""
"2024-10-02","'3140MEGD2'","MBS","UMBS MORTPASS 3.5% 02/52","30yr",,,,,"2354822.34",,,,,,""
"2024-10-02","'3133AA6B3'","MBS","UMBS MORTPASS 1.5% 10/50","30yr",,,,,"2353978.12",,,,,,""
"2024-10-02","'3140XQCJ4'","MBS","UMBS MORTPASS 3.5% 01/50","30yr",,,,,"2352980.16",,,,,,"Y"
"2024-10-02","'3140QNHX3'","MBS","UMBS MORTPASS 1.5% 02/37","15yr",,,,,"2350115.55",,,,,,""
"2024-10-02","'36297GLV0'","MBS","GNMA I 4.5% 07/39","30yr",,,,,"2348113.70",,,,,,""
"2024-10-02","'3133L77M3'","MBS","UMBS MORTPASS 1.5% 12/35","15yr",,,,,"2346282.96",,,,,,""
"2024-10-02","'3133AN4L5'","MBS","UMBS MORTPASS 2% 07/51","30yr",,,,,"2346144.75",,,,,,""
"2024-10-02","'36179WR42'","MBS","GNMA II 3.5% 11/51","30yr",,,,,"2344210.42",,,,,,""
"2024-10-02","'3133GGQE6'","MBS","UMBS MORTPASS 2.5% 02/37","15yr",,,,,"2343761.28",,,,,,""
"2024-10-02","'3133WJES4'","MBS","UMBS MORTPASS 3% 05/37","15yr",,,,,"2343584.01",,,,,,""
"2024-10-02","'3132AER32'","MBS","UMBS MORTPASS 3% 11/30","15yr",,,,,"2342777.63",,,,,,""
"2024-10-02","'36180KB67'","MBS","GNMA I MORTPASS 3% 03/43","30yr",,,,,"2341758.25",,,,,,""
"2024-10-02","'3138X6M85'","MBS","UMBS MORTPASS 3% 09/28","15yr",,,,,"2332889.92",,,,,,""
"2024-10-02","'3140JVVH2'","MBS","UMBS MORTPASS 3% 07/49","30yr",,,,,"2330634.40",,,,,,""
"2024-10-02","'3133ASD91'","MBS","UMBS MORTPASS 2% 09/51","30yr",,,,,"2328180.59",,,,,,""
"2024-10-02","'3140KMDF4'","MBS","UMBS MORTPASS 2% 09/50","30yr",,,,,"2327086.57",,,,,,""
"2024-10-02","'3132AEUN4'","MBS","UMBS MORTPASS 3% 11/27","Other",,,,,"2326457.63",,,,,,""
"2024-10-02","'3140L0LF2'","MBS","UMBS MORTPASS 3% 07/51","30yr",,,,,"2324757.18",,,,,,""
"2024-10-02","'3140HFLE7'","MBS","UMBS MORTPASS 3% 01/50","30yr",,,,,"2316903.67",,,,,,""
"2024-10-02","'3140JYLQ7'","MBS","UMBS MORTPASS 3% 09/49","30yr",,,,,"2312900.29",,,,,,""
"2024-10-02","'3620A8GE7'","MBS","GNMA I 4.5% 12/39","30yr",,,,,"2312177.19",,,,,,""
"2024-10-02","'3140LP2D3'","MBS","UMBS MORTPASS 2.5% 05/51","30yr",,,,,"2310212.78",,,,,,""
"2024-10-02","'3140L7EE8'","MBS","UMBS MORTPASS 2.5% 06/51","30yr",,,,,"2309994.10",,,,,,""
"2024-10-02","'3132CWJH8'","MBS","UMBS MORTPASS 2.5% 02/35","15yr",,,,,"2305102.03",,,,,,""
"2024-10-02","'3138E0SF7'","MBS","UMBS MORTPASS 3% 12/26","15yr",,,,,"2303679.36",,,,,,""
"2024-10-02","'3133L7RX7'","MBS","UMBS MORTPASS 3% 01/28","15yr",,,,,"2303468.07",,,,,,""
"2024-10-02","'3132AD7H5'","MBS","UMBS MORTPASS 3% 01/27","15yr",,,,,"2292869.40",,,,,,""
"2024-10-02","'3140NAST1'","MBS","UMBS MORTPASS 5% 01/53","30yr",,,,,"2290879.96",,,,,,""
"2024-10-02","'3140MPF89'","MBS","UMBS MORTPASS 3% 04/52","30yr",,,,,"2288807.63",,,,,,""
"2024-10-02","'3140MLZ60'","MBS","UMBS MORTPASS 3.5% 04/52","30yr",,,,,"2286075.90",,,,,,""
"2024-10-02","'3140J8CT8'","MBS","UMBS MORTPASS 2.5% 05/30","15yr",,,,,"2283204.56",,,,,,""
"2024-10-02","'3133AYZ29'","MBS","UMBS MORTPASS 2% 12/51","30yr",,,,,"2283185.39",,,,,,""
"2024-10-02","'36202FVL7'","MBS","GNMA II 3.5% 07/41","30yr",,,,,"2279163.43",,,,,,""
"2024-10-02","'3140QPDD6'","MBS","UMBS MORTPASS 2.5% 05/37","15yr",,,,,"2273631.16",,,,,,""
"2024-10-02","'31418CRC0'","MBS","UMBS MORTPASS 3.5% 11/47","30yr",,,,,"2270016.84",,,,,,""
"2024-10-02","'3140X7BF5'","MBS","UMBS MORTPASS 2% 07/35","15yr",,,,,"2269625.19",,,,,,""
"2024-10-02","'3133GASX5'","MBS","UMBS MORTPASS 2% 12/35","15yr",,,,,"2269445.66",,,,,,""
"2024-10-02","'3140X8LB1'","MBS","UMBS MORTPASS 1.5% 11/50","30yr",,,,,"2269356.98",,,,,,""
"2024-10-02","'3140KRNE5'","MBS","UMBS MORTPASS 2% 11/35","15yr",,,,,"2268037.73",,,,,,""
"2024-10-02","'3132ADR59'","MBS","UMBS MORTPASS 2% 10/32","15yr",,,,,"2266984.83",,,,,,""
"2024-10-02","'3133ATSG7'","MBS","UMBS MORTPASS 2.5% 09/51","30yr",,,,,"2265045.57",,,,,,""
"2024-10-02","'3133AFQC8'","MBS","UMBS MORTPASS 1.5% 02/51","30yr",,,,,"2263290.74",,,,,,""
"2024-10-02","'3133AR6J9'","MBS","UMBS MORTPASS 2.5% 09/51","30yr",,,,,"2261221.09",,,,,,""
"2024-10-02","'36179X2J4'","MBS","GNMA II 4.5% 05/53","30yr",,,,,"2258428.54",,,,,,""
"2024-10-02","'3140X6SL6'","MBS","UMBS MORTPASS 2.5% 04/46","30yr",,,,,"2257583.23",,,,,,""
"2024-10-02","'3140JSAN9'","MBS","UMBS MORTPASS 1.5% 02/51","30yr",,,,,"2254624.79",,,,,,""
"2024-10-02","'3140QGJX6'","MBS","UMBS MORTPASS 1.5% 12/35","15yr",,,,,"2252139.57",,,,,,""
"2024-10-02","'3140MAJK1'","MBS","UMBS MORTPASS 2% 02/52","30yr",,,,,"2248835.53",,,,,,""
"2024-10-02","'3132A5GK5'","MBS","UMBS MORTPASS 2.5% 01/47","30yr",,,,,"2247337.69",,,,,,""
"2024-10-02","'31418CSK1'","MBS","UMBS MORTPASS 3% 12/27","Other",,,,,"2243453.28",,,,,,""
"2024-10-02","'3133AXNM0'","MBS","UMBS MORTPASS 2% 11/51","30yr",,,,,"2240648.93",,,,,,""
"2024-10-02","'36295R4M7'","MBS","GNMA I MORTPASS 4% 04/39","30yr",,,,,"2240096.27",,,,,,""
"2024-10-02","'3140K37C0'","MBS","UMBS MORTPASS 3% 11/49","30yr",,,,,"2237420.28",,,,,,""
"2024-10-02","'3132D6DV9'","MBS","UMBS MORTPASS 4.5% 03/38","15yr",,,,,"2236579.12",,,,,,""
"2024-10-02","'3138MJK24'","MBS","UMBS MORTPASS 2.5% 03/43","30yr",,,,,"2233486.92",,,,,,""
"2024-10-02","'3131XPXM5'","MBS","UMBS MORTPASS 4% 03/44","30yr",,,,,"2227916.77",,,,,,""
"2024-10-02","'3133AWKC7'","MBS","UMBS MORTPASS 2% 11/51","30yr",,,,,"2227868.02",,,,,,""
"2024-10-02","'36179VTX8'","MBS","GNMA II MORTPASS 3% 09/50","30yr",,,,,"2227306.57",,,,,,""
"2024-10-02","'3133L72V8'","MBS","UMBS MORTPASS 2% 01/36","15yr",,,,,"2226784.30",,,,,,""
"2024-10-02","'3140N2N23'","MBS","UMBS MORTPASS 5% 08/52","30yr",,,,,"2225461.60",,,,,,""
"2024-10-02","'3140MXPN8'","MBS","UMBS MORTPASS 5% 08/52","30yr",,,,,"2222781.76",,,,,,""
"2024-10-02","'3132AESY3'","MBS","UMBS MORTPASS 2.5% 01/30","15yr",,,,,"2221817.76",,,,,,""
"2024-10-02","'3133GCA69'","MBS","UMBS MORTPASS 2.5% 02/36","15yr",,,,,"2219087.56",,,,,,""
"2024-10-02","'3133AHBN6'","MBS","UMBS MORTPASS 1.5% 03/51","30yr",,,,,"2218038.63",,,,,,""
"2024-10-02","'3133WJQJ1'","MBS","UMBS MORTPASS 3.5% 06/37","15yr",,,,,"2217865.03",,,,,,""
"2024-10-02","'3140MVR67'","MBS","UMBS MORTPASS 4% 07/37","15yr",,,,,"2215244.99",,,,,,""
"2024-10-02","'3140K5Q59'","MBS","UMBS MORTPASS 3% 12/49","30yr",,,,,"2211462.89",,,,,,""
"2024-10-02","'3140LSW44'","MBS","UMBS MORTPASS 2.5% 07/51","30yr",,,,,"2210616.48",,,,,,""
"2024-10-02","'3140Q8BN4'","MBS","UMBS MORTPASS 2.5% 12/32","15yr",,,,,"2208892.48",,,,,,""
"2024-10-02","'3133AT5H0'","MBS","UMBS MORTPASS 2% 10/51","30yr",,,,,"2208389.06",,,,,,""
"2024-10-02","'3133B7KX5'","MBS","UMBS MORTPASS 3% 04/52","30yr",,,,,"2208158.27",,,,,,""
"2024-10-02","'3140MNGK6'","MBS","UMBS MORTPASS 2.5% 04/37","15yr",,,,,"2207735.98",,,,,,""
"2024-10-02","'3133G7VX8'","MBS","UMBS MORTPASS 3% 02/35","15yr",,,,,"2207734.38",,,,,,""
"2024-10-02","'3140X4NR3'","MBS","UMBS MORTPASS 3% 07/49","30yr",,,,,"2200951.97",,,,,,""
"2024-10-02","'3140FEHQ0'","MBS","UMBS MORTPASS 3% 10/46","30yr",,,,,"2197504.36",,,,,,""
"2024-10-02","'3133B0T52'","MBS","UMBS MORTPASS 2% 10/51","30yr",,,,,"2197195.72",,,,,,""
"2024-10-02","'3133B4YU3'","MBS","UMBS MORTPASS 2% 02/52","30yr",,,,,"2192269.07",,,,,,""
"2024-10-02","'3133APFZ7'","MBS","UMBS MORTPASS 2% 07/51","30yr",,,,,"2188236.05",,,,,,""
"2024-10-02","'36230T3B6'","MBS","GNMA I MORTPASS 3% 05/43","30yr",,,,,"2185970.23",,,,,,""
"2024-10-02","'36296UGZ7'","MBS","GNMA I 4.5% 04/39","30yr",,,,,"2185264.35",,,,,,""
"2024-10-02","'36297GMM9'","MBS","GNMA I MORTPASS 5% 10/39","30yr",,,,,"2176653.01",,,,,,""
"2024-10-02","'36179UB92'","MBS","GNMA II MORTPASS 3% 09/48","30yr",,,,,"2172697.35",,,,,,""
"2024-10-02","'3140L7DC3'","MBS","UMBS MORTPASS 2.5% 05/51","30yr",,,,,"2170564.61",,,,,,""
"2024-10-02","'3131XCUU9'","MBS","UMBS MORTPASS 3.5% 04/32","15yr",,,,,"2166882.79",,,,,,""
"2024-10-02","'3138WJZD3'","MBS","UMBS MORTPASS 2.5% 02/27","Other",,,,,"2165326.12",,,,,,""
"2024-10-02","'3132DMKQ7'","MBS","UMBS MORTPASS 2.5% 04/50","30yr",,,,,"2164694.10",,,,,,""
"2024-10-02","'3140QCKC9'","MBS","UMBS MORTPASS 3% 12/44","30yr",,,,,"2164375.24",,,,,,""
"2024-10-02","'3133ATPA3'","MBS","UMBS MORTPASS 2.5% 10/51","30yr",,,,,"2163858.13",,,,,,""
"2024-10-02","'36202E4F3'","MBS","GNMA II MORTPASS 4% 04/39","30yr",,,,,"2162986.91",,,,,,""
"2024-10-02","'36176H6C3'","MBS","GNMA I MORTPASS 3% 07/43","30yr",,,,,"2161174.58",,,,,,""
"2024-10-02","'36179TV77'","MBS","GNMA II 4.5% 04/48","30yr",,,,,"2159319.82",,,,,,""
"2024-10-02","'3140EU4Q9'","MBS","UMBS MORTPASS 3% 04/46","30yr",,,,,"2155668.19",,,,,,""
"2024-10-02","'3132AEMM5'","MBS","UMBS MORTPASS 6% 12/39","30yr",,,,,"2149742.83",,,,,,""
"2024-10-02","'36176H2R4'","MBS","GNMA I MORTPASS 3% 10/42","30yr",,,,,"2149489.53",,,,,,""
"2024-10-02","'3138ELA37'","MBS","UMBS MORTPASS 3% 04/28","15yr",,,,,"2146370.04",,,,,,""
"2024-10-02","'36296WA63'","MBS","GNMA I MORTPASS 4% 06/39","30yr",,,,,"2144984.78",,,,,,""
"2024-10-02","'3133AYZ37'","MBS","UMBS MORTPASS 2% 11/51","30yr",,,,,"2144523.31",,,,,,""
"2024-10-02","'3140K14E3'","MBS","UMBS MORTPASS 3% 12/49","30yr",,,,,"2140703.55",,,,,,""
"2024-10-02","'36181D6T8'","MBS","GNMA I MORTPASS 3% 05/43","30yr",,,,,"2139440.66",,,,,,""
"2024-10-02","'3140MF3J0'","MBS","UMBS MORTPASS 4% 07/37","15yr",,,,,"2135968.73",,,,,,""
"2024-10-02","'3131XWNB5'","MBS","UMBS MORTPASS 3% 04/47","30yr",,,,,"2125389.69",,,,,,""
"2024-10-02","'3140XM6H4'","MBS","UMBS MORTPASS 2.5% 01/31","15yr",,,,,"2125073.98",,,,,,"Y"
"2024-10-02","'3133AP3H0'","MBS","UMBS MORTPASS 2% 08/51","30yr",,,,,"2119653.77",,,,,,""
"2024-10-02","'3140MQCU1'","MBS","UMBS MORTPASS 3% 06/37","15yr",,,,,"2118796.21",,,,,,""
"2024-10-02","'3140KQMW8'","MBS","UMBS MORTPASS 2% 10/35","15yr",,,,,"2116339.59",,,,,,""
"2024-10-02","'3140XNH80'","MBS","UMBS MORTPASS 3% 01/30","15yr",,,,,"2114980.18",,,,,,"Y"
"2024-10-02","'36296WA71'","MBS","GNMA I 4.5% 06/39","30yr",,,,,"2114147.82",,,,,,""
"2024-10-02","'36180KJK8'","MBS","GNMA I MORTPASS 3% 04/43","30yr",,,,,"2112709.41",,,,,,""
"2024-10-02","'3620A8CM3'","MBS","GNMA I MORTPASS 3% 02/43","30yr",,,,,"2106419.00",,,,,,""
"2024-10-02","'3133GBNS9'","MBS","UMBS MORTPASS 2% 12/35","15yr",,,,,"2106251.44",,,,,,""
"2024-10-02","'3133WJLE7'","MBS","UMBS MORTPASS 3% 06/37","15yr",,,,,"2105861.06",,,,,,""
"2024-10-02","'3133WJDE6'","MBS","UMBS MORTPASS 2.5% 04/37","15yr",,,,,"2105642.60",,,,,,""
"2024-10-02","'3140X6F30'","MBS","UMBS MORTPASS 3% 12/48","30yr",,,,,"2105181.49",,,,,,""
"2024-10-02","'36202FKN5'","MBS","GNMA II 4.5% 09/40","30yr",,,,,"2102852.97",,,,,,""
"2024-10-02","'3140GREK6'","MBS","UMBS MORTPASS 3.5% 11/47","30yr",,,,,"2100194.24",,,,,,""
"2024-10-02","'3140K4TC4'","MBS","UMBS MORTPASS 3.5% 02/50","30yr",,,,,"2096505.15",,,,,,""
"2024-10-02","'3140KFLC7'","MBS","UMBS MORTPASS 2% 11/50","30yr",,,,,"2094932.55",,,,,,""
"2024-10-02","'36296V7H5'","MBS","GNMA I MORTPASS 4% 04/39","30yr",,,,,"2091923.67",,,,,,""
"2024-10-02","'3140MFXA6'","MBS","UMBS MORTPASS 3% 06/37","15yr",,,,,"2091276.46",,,,,,""
"2024-10-02","'3140M9CB1'","MBS","UMBS MORTPASS 1.5% 02/37","15yr",,,,,"2089263.16",,,,,,""
"2024-10-02","'3140MXT53'","MBS","UMBS MORTPASS 3% 07/37","15yr",,,,,"2086294.84",,,,,,""
"2024-10-02","'3140K8LP4'","MBS","UMBS MORTPASS 3.5% 01/50","30yr",,,,,"2083710.28",,,,,,""
"2024-10-02","'3133B9FH2'","MBS","UMBS MORTPASS 3.5% 04/52","30yr",,,,,"2081074.59",,,,,,""
"2024-10-02","'36297FY22'","MBS","GNMA I MORTPASS 5% 10/39","30yr",,,,,"2077541.62",,,,,,""
"2024-10-02","'3140XM6M3'","MBS","UMBS MORTPASS 3% 08/32","15yr",,,,,"2072858.27",,,,,,"Y"
"2024-10-02","'3140MPLD1'","MBS","UMBS MORTPASS 3.5% 04/52","30yr",,,,,"2071084.53",,,,,,""
"2024-10-02","'3133AXFY3'","MBS","UMBS MORTPASS 2% 11/51","30yr",,,,,"2071083.70",,,,,,""
"2024-10-02","'36296V7A0'","MBS","GNMA I MORTPASS 4% 03/39","30yr",,,,,"2070425.89",,,,,,""
"2024-10-02","'3140K3HD7'","MBS","UMBS MORTPASS 3% 11/49","30yr",,,,,"2068692.85",,,,,,""
"2024-10-02","'3133WJEL9'","MBS","UMBS MORTPASS 3% 05/37","15yr",,,,,"2061886.85",,,,,,""
"2024-10-02","'3140JN7C8'","MBS","UMBS MORTPASS 3% 05/49","30yr",,,,,"2060812.25",,,,,,""
"2024-10-02","'3133BEKC6'","MBS","UMBS MORTPASS 4% 06/52","30yr",,,,,"2056976.51",,,,,,""
"2024-10-02","'3140GN2B8'","MBS","UMBS MORTPASS 3% 12/49","30yr",,,,,"2055778.58",,,,,,""
"2024-10-02","'3133AR3Q6'","MBS","UMBS MORTPASS 2% 09/51","30yr",,,,,"2055573.08",,,,,,""
"2024-10-02","'3140Q8YY5'","MBS","UMBS MORTPASS 3% 04/33","15yr",,,,,"2055091.85",,,,,,""
"2024-10-02","'31418D2S0'","MBS","UMBS MORTPASS 2.5% 07/36","15yr",,,,,"2054268.74",,,,,,""
"2024-10-02","'3140MJZD0'","MBS","UMBS MORTPASS 1.5% 03/37","15yr",,,,,"2053318.90",,,,,,""
"2024-10-02","'3140FG6M6'","MBS","UMBS MORTPASS 3% 11/31","15yr",,,,,"2051527.17",,,,,,""
"2024-10-02","'3140MQCR8'","MBS","UMBS MORTPASS 3% 06/37","15yr",,,,,"2050897.34",,,,,,""
"2024-10-02","'3133AGJU4'","MBS","UMBS MORTPASS 2% 03/51","30yr",,,,,"2048748.31",,,,,,""
"2024-10-02","'3140XM6Q4'","MBS","UMBS MORTPASS 1.5% 03/32","Other",,,,,"2047751.41",,,,,,"Y"
"2024-10-02","'3133G7SB0'","MBS","UMBS MORTPASS 3% 01/35","15yr",,,,,"2039143.66",,,,,,""
"2024-10-02","'3140MHQA0'","MBS","UMBS MORTPASS 1.5% 03/37","15yr",,,,,"2037188.69",,,,,,""
"2024-10-02","'3140MHCA5'","MBS","UMBS MORTPASS 2% 02/52","30yr",,,,,"2037123.76",,,,,,""
"2024-10-02","'3140MXFA7'","MBS","UMBS MORTPASS 3% 07/37","15yr",,,,,"2036306.98",,,,,,""
