"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2024-10-02","'3132DTGX2'","MBS","UMBS MORTPASS 1.5% 02/51","30yr",,,,,"11664338251.95",,,,,,"Y"
"2024-10-02","'36179VTW0'","MBS","GNMA II 2.5% 09/50","30yr",,,,,"11580880207.30",,,,,,""
"2024-10-02","'3140XN7A6'","MBS","UMBS MORTPASS 2% 01/36","15yr",,,,,"11289277337.61",,,,,,"Y"
"2024-10-02","'36179VZQ6'","MBS","GNMA II MORTPASS 2% 12/50","30yr",,,,,"11281219605.87",,,,,,""
"2024-10-02","'36179V4U1'","MBS","GNMA II MORTPASS 2% 01/51","30yr",,,,,"11270237216.38",,,,,,""
"2024-10-02","'3132DWCZ4'","MBS","UMBS MORTPASS 2% 01/52","30yr",,,,,"11108541607.79",,,,,,""
"2024-10-02","'3138EQK35'","MBS","UMBS MORTPASS 3% 08/43","30yr",,,,,"11049383452.66",,,,,,"Y"
"2024-10-02","'3132E0QH8'","MBS","UMBS 3.0%","30yr",,,,,"10708706745.93",,,,,,"Y"
"2024-10-02","'3138EQKR2'","MBS","UMBS MORTPASS 3% 07/43","30yr",,,,,"10503948095.83",,,,,,"Y"
"2024-10-02","'3140XMU95'","MBS","UMBS MORTPASS 4% 08/52","30yr",,,,,"10450796231.86",,,,,,"Y"
"2024-10-02","'3132DWB69'","MBS","UMBS MORTPASS 2.5% 08/51","30yr",,,,,"10108963883.31",,,,,,""
"2024-10-02","'3140XNSM7'","MBS","UMBS MORTPASS 1.5% 02/37","15yr",,,,,"10007021752.68",,,,,,"Y"
"2024-10-02","'36179WRZ3'","MBS","GNMA II MORTPASS 2% 11/51","30yr",,,,,"10005462034.48",,,,,,""
"2024-10-02","'36179WND6'","MBS","GNMA II MORTPASS 2% 09/51","30yr",,,,,"9977285328.16",,,,,,""
"2024-10-02","'3140XPQV4'","MBS","UMBS MORTPASS 1.5% 05/51","30yr",,,,,"9918092669.05",,,,,,"Y"
"2024-10-02","'3140XNSN5'","MBS","UMBS MORTPASS 3% 04/52","30yr",,,,,"9737722966.66",,,,,,"Y"
"2024-10-02","'36179VSG6'","MBS","GNMA II 2.5% 08/50","30yr",,,,,"9622852935.51",,,,,,""
"2024-10-02","'3132DSY22'","MBS","UMBS MORTPASS 3.5% 08/52","30yr",,,,,"9614675924.15",,,,,,"Y"
"2024-10-02","'3138ETKF2'","MBS","UMBS MORTPASS 3% 02/44","30yr",,,,,"9401687137.65",,,,,,"Y"
"2024-10-02","'3132DWCJ0'","MBS","UMBS MORTPASS 2.5% 10/51","30yr",,,,,"9052803596.85",,,,,,""
"2024-10-02","'36179VZR4'","MBS","GNMA II 2.5% 12/50","30yr",,,,,"8891454748.93",,,,,,""
"2024-10-02","'36179VXX3'","MBS","GNMA II MORTPASS 2% 11/50","30yr",,,,,"8677580162.37",,,,,,""
"2024-10-02","'3140XMNT9'","MBS","UMBS MORTPASS 3% 06/50","30yr",,,,,"8581201471.67",,,,,,"Y"
"2024-10-02","'3132CXJG8'","MBS","UMBS MORTPASS 1.5% 02/36","15yr",,,,,"8568780143.89",,,,,,"Y"
"2024-10-02","'36179WP93'","MBS","GNMA II MORTPASS 2% 10/51","30yr",,,,,"8349026729.20",,,,,,""
"2024-10-02","'3140XPHW2'","MBS","UMBS MORTPASS 2% 03/36","15yr",,,,,"8347977562.87",,,,,,"Y"
"2024-10-02","'3132DSML3'","MBS","UMBS MORTPASS 2.5% 03/51","30yr",,,,,"8295088674.64",,,,,,"Y"
"2024-10-02","'36179VMC1'","MBS","GNMA II 2.5% 05/50","30yr",,,,,"8245144759.51",,,,,,""
"2024-10-02","'3132CXL91'","MBS","UMBS MORTPASS 2% 11/35","15yr",,,,,"8160390227.41",,,,,,"Y"
"2024-10-02","'3140XPHT9'","MBS","UMBS MORTPASS 1.5% 10/36","15yr",,,,,"8154828616.52",,,,,,"Y"
"2024-10-02","'3132CXKE1'","MBS","UMBS MORTPASS 1.5% 07/36","15yr",,,,,"7987842295.15",,,,,,"Y"
"2024-10-02","'36179WJR0'","MBS","GNMA II 2.5% 07/51","30yr",,,,,"7911303291.06",,,,,,""
"2024-10-02","'36179V4V9'","MBS","GNMA II 2.5% 01/51","30yr",,,,,"7838564993.12",,,,,,""
"2024-10-02","'3140XPQU6'","MBS","UMBS MORTPASS 1.5% 09/36","15yr",,,,,"7809787898.60",,,,,,"Y"
"2024-10-02","'36179WJQ2'","MBS","GNMA II MORTPASS 2% 07/51","30yr",,,,,"7797403371.11",,,,,,""
"2024-10-02","'3140XPQW2'","MBS","UMBS MORTPASS 2% 01/37","15yr",,,,,"7596593478.36",,,,,,"Y"
"2024-10-02","'3132DSY30'","MBS","UMBS MORTPASS 4.5% 10/52","30yr",,,,,"7456195415.98",,,,,,"Y"
"2024-10-02","'3140XPYM5'","MBS","UMBS MORTPASS 4.5% 07/44","30yr",,,,,"7126133495.57",,,,,,"Y"
"2024-10-02","'3132AESU1'","MBS","UMBS MORTPASS 3.5% 06/46","30yr",,,,,"7087662479.63",,,,,,""
"2024-10-02","'36179VQS2'","MBS","GNMA II 2.5% 07/50","30yr",,,,,"6992233758.39",,,,,,""
"2024-10-02","'3132AAXP4'","MBS","UMBS MORTPASS 3% 10/44","30yr",,,,,"6849118967.37",,,,,,""
"2024-10-02","'3140XQ6S1'","MBS","UMBS MORTPASS 2% 09/50","30yr",,,,,"6815702493.17",,,,,,"Y"
"2024-10-02","'36179WTX6'","MBS","GNMA II MORTPASS 2% 12/51","30yr",,,,,"6756438951.63",,,,,,""
"2024-10-02","'3140XPHV4'","MBS","UMBS MORTPASS 1.5% 02/36","15yr",,,,,"6726676377.00",,,,,,"Y"
"2024-10-02","'36179WTY4'","MBS","GNMA II 2.5% 12/51","30yr",,,,,"6669142292.44",,,,,,""
"2024-10-02","'3140XQVY0'","MBS","UMBS MORTPASS 2% 08/35","15yr",,,,,"6622181112.32",,,,,,"Y"
"2024-10-02","'3140XQCP0'","MBS","UMBS MORTPASS 2% 06/36","15yr",,,,,"6599966591.06",,,,,,"Y"
"2024-10-02","'3140XPQT9'","MBS","UMBS MORTPASS 2.5% 02/50","30yr",,,,,"6555729719.63",,,,,,"Y"
"2024-10-02","'3132AAXL3'","MBS","UMBS MORTPASS 3% 03/43","30yr",,,,,"6521497040.55",,,,,,""
"2024-10-02","'3140XQL70'","MBS","UMBS MORTPASS 1.5% 02/51","30yr",,,,,"6510455333.34",,,,,,"Y"
"2024-10-02","'36179VN22'","MBS","GNMA II 2.5% 06/50","30yr",,,,,"6459772248.89",,,,,,""
"2024-10-02","'36179VXY1'","MBS","GNMA II 2.5% 11/50","30yr",,,,,"6390643742.92",,,,,,""
"2024-10-02","'3140XQCM7'","MBS","UMBS MORTPASS 3% 06/52","30yr",,,,,"6363956609.65",,,,,,"Y"
"2024-10-02","'3132AESA5'","MBS","UMBS MORTPASS 4% 07/44","30yr",,,,,"6342622597.02",,,,,,""
"2024-10-02","'3132CXJH6'","MBS","UMBS MORTPASS 2% 07/36","15yr",,,,,"6211633389.45",,,,,,"Y"
"2024-10-02","'3140XQL88'","MBS","UMBS MORTPASS 4.5% 10/52","30yr",,,,,"6206230582.96",,,,,,"Y"
"2024-10-02","'3140XPYJ2'","MBS","UMBS MORTPASS 3.5% 10/47","30yr",,,,,"6140986193.59",,,,,,"Y"
"2024-10-02","'3132DSEV0'","MBS","UMBS MORTPASS 4% 10/52","30yr",,,,,"6028792418.33",,,,,,"Y"
"2024-10-02","'36179WDR6'","MBS","GNMA II 2.5% 04/51","30yr",,,,,"5967206966.87",,,,,,""
"2024-10-02","'3132DTNK2'","MBS","UMBS MORTPASS 3% 04/52","30yr",,,,,"5944696182.72",,,,,,"Y"
"2024-10-02","'36179VVY3'","MBS","GNMA II 2.5% 10/50","30yr",,,,,"5905706692.58",,,,,,""
"2024-10-02","'3132CXGM8'","MBS","UMBS MORTPASS 1.5% 05/36","15yr",,,,,"5871898669.75",,,,,,"Y"
"2024-10-02","'36179WVT2'","MBS","GNMA II MORTPASS 2% 01/52","30yr",,,,,"5806992627.12",,,,,,""
"2024-10-02","'3132CXLM2'","MBS","UMBS MORTPASS 1.5% 11/36","15yr",,,,,"5712805463.62",,,,,,"Y"
"2024-10-02","'3132CXMA7'","MBS","UMBS MORTPASS 2% 07/35","15yr",,,,,"5487339623.86",,,,,,"Y"
"2024-10-02","'3132DSEU2'","MBS","UMBS MORTPASS 4% 08/52","30yr",,,,,"5459243885.59",,,,,,"Y"
"2024-10-02","'3140XQMA2'","MBS","UMBS MORTPASS 3% 01/47","30yr",,,,,"5376963581.87",,,,,,"Y"
"2024-10-02","'3140XQVZ7'","MBS","UMBS MORTPASS 1.5% 07/36","15yr",,,,,"5349925806.80",,,,,,"Y"
"2024-10-02","'36179WG28'","MBS","GNMA II MORTPASS 2% 06/51","30yr",,,,,"5205191796.02",,,,,,""
"2024-10-02","'3132DWBN2'","MBS","UMBS MORTPASS 1.5% 05/51","30yr",,,,,"5135852649.84",,,,,,""
"2024-10-02","'3140XN7E8'","MBS","UMBS MORTPASS 2.5% 05/50","30yr",,,,,"4966925132.53",,,,,,"Y"
"2024-10-02","'3140XM6S0'","MBS","UMBS MORTPASS 3.5% 03/52","30yr",,,,,"4926456095.81",,,,,,"Y"
"2024-10-02","'3132DSMN9'","MBS","UMBS MORTPASS 3% 06/52","30yr",,,,,"4907906098.03",,,,,,"Y"
"2024-10-02","'3132CXGN6'","MBS","UMBS MORTPASS 2% 04/36","15yr",,,,,"4894640025.15",,,,,,"Y"
"2024-10-02","'3132AAXQ2'","MBS","UMBS MORTPASS 3% 08/43","30yr",,,,,"4886461879.84",,,,,,""
"2024-10-02","'3140XMNQ5'","MBS","UMBS MORTPASS 2.5% 01/35","15yr",,,,,"4872965152.12",,,,,,"Y"
"2024-10-02","'3132AETL0'","MBS","UMBS MORTPASS 4.5% 05/46","30yr",,,,,"4859153119.68",,,,,,""
"2024-10-02","'3132AETM8'","MBS","UMBS MORTPASS 3.5% 09/47","30yr",,,,,"4855489436.07",,,,,,""
"2024-10-02","'3140XPHU6'","MBS","UMBS MORTPASS 2% 01/37","15yr",,,,,"4784366935.23",,,,,,"Y"
"2024-10-02","'3138ETKG0'","MBS","UMBS MORTPASS 3% 01/43","30yr",,,,,"4743261429.11",,,,,,"Y"
"2024-10-02","'3132DSMP4'","MBS","UMBS MORTPASS 3% 05/50","30yr",,,,,"4736559969.45",,,,,,"Y"
"2024-10-02","'3140XN7F5'","MBS","UMBS MORTPASS 3% 07/50","30yr",,,,,"4601391531.89",,,,,,"Y"
"2024-10-02","'3132AEST4'","MBS","UMBS MORTPASS 3% 02/46","30yr",,,,,"4588628594.88",,,,,,""
"2024-10-02","'3140XQ6Q5'","MBS","UMBS MORTPASS 3.5% 09/45","30yr",,,,,"4489332726.00",,,,,,"Y"
"2024-10-02","'36179XBU9'","MBS","GNMA II 4.5% 07/52","30yr",,,,,"4394811745.21",,,,,,""
"2024-10-02","'36179VKK5'","MBS","GNMA II 2.5% 04/50","30yr",,,,,"4326574311.45",,,,,,""
"2024-10-02","'36179V7E4'","MBS","GNMA II 2.5% 02/51","30yr",,,,,"4303783378.72",,,,,,""
"2024-10-02","'3132E0V90'","MBS","UMBS MORTPASS 2.5% 03/50","30yr",,,,,"4296240836.47",,,,,,"Y"
"2024-10-02","'3140XM6R2'","MBS","UMBS MORTPASS 4% 11/49","30yr",,,,,"4269589744.91",,,,,,"Y"
"2024-10-02","'36179VKL3'","MBS","GNMA II MORTPASS 3% 04/50","30yr",,,,,"4256489457.89",,,,,,""
"2024-10-02","'3132E06Q0'","MBS","UMBS MORTPASS 3.5% 03/49","30yr",,,,,"4241744440.46",,,,,,"Y"
"2024-10-02","'36179WLP1'","MBS","GNMA II 2.5% 08/51","30yr",,,,,"4208978672.81",,,,,,""
"2024-10-02","'36179WXJ2'","MBS","GNMA II 2.5% 02/52","30yr",,,,,"4197989220.15",,,,,,""
"2024-10-02","'3132CXEH1'","MBS","UMBS MORTPASS 2% 05/37","15yr",,,,,"4174104811.37",,,,,,"Y"
"2024-10-02","'36179WFF0'","MBS","GNMA II MORTPASS 2% 05/51","30yr",,,,,"4103229865.17",,,,,,""
"2024-10-02","'3140XN7G3'","MBS","UMBS MORTPASS 4% 10/52","30yr",,,,,"4100128049.05",,,,,,"Y"
"2024-10-02","'36179WNE4'","MBS","GNMA II 2.5% 09/51","30yr",,,,,"4034749012.38",,,,,,""
"2024-10-02","'3132AES72'","MBS","UMBS MORTPASS 3.5% 09/45","30yr",,,,,"4030408795.97",,,,,,""
"2024-10-02","'3140XPYN3'","MBS","UMBS MORTPASS 2% 01/37","15yr",,,,,"4025363007.79",,,,,,"Y"
"2024-10-02","'36179VVX5'","MBS","GNMA II MORTPASS 2% 10/50","30yr",,,,,"3999076999.16",,,,,,""
"2024-10-02","'36179WBY3'","MBS","GNMA II 2.5% 03/51","30yr",,,,,"3903271379.72",,,,,,""
"2024-10-02","'3132E0PX4'","MBS","UMBS MORTPASS 3.5% 04/50","30yr",,,,,"3876058335.54",,,,,,"Y"
"2024-10-02","'3132CXEL2'","MBS","UMBS MORTPASS 2% 10/36","15yr",,,,,"3854229304.33",,,,,,"Y"
"2024-10-02","'36179WVU9'","MBS","GNMA II 2.5% 01/52","30yr",,,,,"3832934672.10",,,,,,""
"2024-10-02","'3140XN7D0'","MBS","UMBS MORTPASS 2% 05/37","15yr",,,,,"3628805127.24",,,,,,"Y"
"2024-10-02","'36179XBT2'","MBS","GNMA II MORTPASS 4% 07/52","30yr",,,,,"3622393203.36",,,,,,""
"2024-10-02","'3132CXEG3'","MBS","UMBS MORTPASS 2% 02/37","15yr",,,,,"3605108259.47",,,,,,"Y"
"2024-10-02","'3140XPYK9'","MBS","UMBS MORTPASS 4% 03/49","30yr",,,,,"3593872488.08",,,,,,"Y"
"2024-10-02","'3140X5R70'","MBS","UMBS MORTPASS 3.5% 03/49","30yr",,,,,"3471057790.66",,,,,,"Y"
"2024-10-02","'36179WLN6'","MBS","GNMA II MORTPASS 2% 08/51","30yr",,,,,"3442519783.08",,,,,,""
"2024-10-02","'3140XPYQ6'","MBS","UMBS MORTPASS 4.5% 07/52","30yr",,,,,"3425169937.93",,,,,,"Y"
"2024-10-02","'36179WY93'","MBS","GNMA II 2.5% 03/52","30yr",,,,,"3409947022.06",,,,,,""
"2024-10-02","'36179VMD9'","MBS","GNMA II MORTPASS 3% 05/50","30yr",,,,,"3370476710.34",,,,,,""
"2024-10-02","'31418DYY2'","MBS","UMBS MORTPASS 2.5% 05/51","30yr",,,,,"3353237706.79",,,,,,""
"2024-10-02","'3132E06R8'","MBS","UMBS MORTPASS 3% 07/50","30yr",,,,,"3092746296.86",,,,,,"Y"
"2024-10-02","'3132CXB43'","MBS","UMBS MORTPASS 2.5% 02/32","15yr",,,,,"2997315008.06",,,,,,"Y"
"2024-10-02","'3140XNJF2'","MBS","UMBS MORTPASS 2.5% 02/35","15yr",,,,,"2943403488.12",,,,,,"Y"
"2024-10-02","'3140XNJD7'","MBS","UMBS MORTPASS 4% 01/51","30yr",,,,,"2905107763.28",,,,,,"Y"
"2024-10-02","'3140XNRX4'","MBS","UMBS MORTPASS 2.5% 09/51","30yr",,,,,"2798512768.74",,,,,,"Y"
"2024-10-02","'3132AESK3'","MBS","UMBS MORTPASS 5% 08/40","30yr",,,,,"2691643138.04",,,,,,""
"2024-10-02","'3132DV6Q3'","MBS","UMBS MORTPASS 2% 07/50","30yr",,,,,"2661428867.10",,,,,,""
"2024-10-02","'36179W2V9'","MBS","GNMA II MORTPASS 3% 04/52","30yr",,,,,"2627368398.59",,,,,,""
"2024-10-02","'3132DQ7J9'","MBS","UMBS MORTPASS 2.5% 05/50","30yr",,,,,"2583034853.74",,,,,,"Y"
"2024-10-02","'3132AEMU7'","MBS","UMBS MORTPASS 4% 02/48","30yr",,,,,"2494380552.42",,,,,,""
"2024-10-02","'3132DSTE2'","MBS","UMBS MORTPASS 5% 10/52","30yr",,,,,"2492518509.87",,,,,,"Y"
"2024-10-02","'36179VTV2'","MBS","GNMA II MORTPASS 2% 09/50","30yr",,,,,"2478139992.79",,,,,,""
"2024-10-02","'36179WR26'","MBS","GNMA II 2.5% 11/51","30yr",,,,,"2459238128.47",,,,,,""
"2024-10-02","'3132AAYM0'","MBS","UMBS MORTPASS 3% 01/43","30yr",,,,,"2425779416.41",,,,,,""
"2024-10-02","'36179WQA9'","MBS","GNMA II 2.5% 10/51","30yr",,,,,"2300681731.08",,,,,,""
"2024-10-02","'3622AAEY6'","MBS","GNMA I MORTPASS 3% 08/43","30yr",,,,,"2283182829.38",,,,,,"Y"
"2024-10-02","'36179SLR6'","MBS","GNMA II MORTPASS 3% 09/46","30yr",,,,,"2259217577.90",,,,,,""
"2024-10-02","'3132D6A42'","MBS","UMBS MORTPASS 1.5% 11/36","15yr",,,,,"2239123037.11",,,,,,""
"2024-10-02","'36179W7M4'","MBS","GNMA II MORTPASS 4% 06/52","30yr",,,,,"2238001677.97",,,,,,""
"2024-10-02","'36179W7L6'","MBS","GNMA II 3.5% 06/52","30yr",,,,,"2166563947.75",,,,,,""
"2024-10-02","'36179W2W7'","MBS","GNMA II 3.5% 04/52","30yr",,,,,"2158085261.57",,,,,,""
"2024-10-02","'36179VFP0'","MBS","GNMA II MORTPASS 3% 02/50","30yr",,,,,"2132517410.39",,,,,,""
"2024-10-02","'36179XDD5'","MBS","GNMA II MORTPASS 4% 08/52","30yr",,,,,"2120868108.44",,,,,,""
"2024-10-02","'3140XPH36'","MBS","UMBS MORTPASS 2.5% 02/35","15yr",,,,,"2115034888.52",,,,,,"Y"
"2024-10-02","'36179WZA9'","MBS","GNMA II MORTPASS 3% 03/52","30yr",,,,,"2111683175.66",,,,,,""
"2024-10-02","'36179WY85'","MBS","GNMA II MORTPASS 2% 03/52","30yr",,,,,"2101830306.46",,,,,,""
"2024-10-02","'36179M2P4'","MBS","GNMA II MORTPASS 3% 02/43","30yr",,,,,"2064413572.96",,,,,,""
"2024-10-02","'3132DWEC3'","MBS","UMBS MORTPASS 4.5% 07/52","30yr",,,,,"2060687489.16",,,,,,""
"2024-10-02","'36179VHS2'","MBS","GNMA II MORTPASS 3% 03/50","30yr",,,,,"2031153894.30",,,,,,""
"2024-10-02","'36179W5D6'","MBS","GNMA II 3.5% 05/52","30yr",,,,,"2023666190.84",,,,,,""
"2024-10-02","'3138ETK54'","MBS","UMBS MORTPASS 4% 06/44","30yr",,,,,"2000424249.07",,,,,,"Y"
"2024-10-02","'36179WXH6'","MBS","GNMA II MORTPASS 2% 02/52","30yr",,,,,"1994805984.09",,,,,,""
"2024-10-02","'3132E0V58'","MBS","UMBS MORTPASS 4% 05/49","30yr",,,,,"1986780978.39",,,,,,"Y"
"2024-10-02","'3132D6A83'","MBS","UMBS MORTPASS 1.5% 12/36","15yr",,,,,"1977262362.56",,,,,,""
"2024-10-02","'3132D9QG2'","MBS","UMBS MORTPASS 2.5% 05/41","Other",,,,,"1944516146.37",,,,,,"Y"
"2024-10-02","'3138ETKM7'","MBS","UMBS MORTPASS 4% 09/44","30yr",,,,,"1888065325.67",,,,,,"Y"
"2024-10-02","'3140XQ6M4'","MBS","UMBS MORTPASS 3% 02/34","15yr",,,,,"1883758520.95",,,,,,"Y"
"2024-10-02","'3132D56K3'","MBS","UMBS MORTPASS 2% 11/35","15yr",,,,,"1877870216.02",,,,,,""
"2024-10-02","'3140XM6D3'","MBS","UMBS MORTPASS 2.5% 11/47","30yr",,,,,"1843739888.10",,,,,,"Y"
"2024-10-02","'36179W2U1'","MBS","GNMA II 2.5% 04/52","30yr",,,,,"1787595484.49",,,,,,""
"2024-10-02","'3140XM6U5'","MBS","UMBS MORTPASS 2.5% 05/41","Other",,,,,"1748048005.87",,,,,,"Y"
"2024-10-02","'36179W5C8'","MBS","GNMA II MORTPASS 3% 05/52","30yr",,,,,"1716826093.01",,,,,,""
"2024-10-02","'3132D56V9'","MBS","UMBS MORTPASS 2% 01/36","15yr",,,,,"1661563062.61",,,,,,""
"2024-10-02","'3132D6BD1'","MBS","UMBS MORTPASS 1.5% 01/37","15yr",,,,,"1637353978.64",,,,,,""
"2024-10-02","'31418DJR4'","MBS","UMBS MORTPASS 3% 12/49","30yr",,,,,"1610385032.36",,,,,,""
"2024-10-02","'36179SJS7'","MBS","GNMA II MORTPASS 3% 08/46","30yr",,,,,"1598973219.12",,,,,,""
"2024-10-02","'3140J57J2'","MBS","UMBS MORTPASS 4% 02/47","30yr",,,,,"1596687893.62",,,,,,"Y"
"2024-10-02","'3132D56Q0'","MBS","UMBS MORTPASS 2% 12/35","15yr",,,,,"1596186715.63",,,,,,""
"2024-10-02","'36179SSP3'","MBS","GNMA II MORTPASS 3% 12/46","30yr",,,,,"1570498140.51",,,,,,""
"2024-10-02","'3132CXFR8'","MBS","UMBS MORTPASS 1.5% 11/35","15yr",,,,,"1565187551.30",,,,,,"Y"
"2024-10-02","'3132A82N8'","MBS","UMBS MORTPASS 2.5% 02/32","15yr",,,,,"1538085038.43",,,,,,""
"2024-10-02","'36179WFH6'","MBS","GNMA II MORTPASS 3% 05/51","30yr",,,,,"1535812041.35",,,,,,""
"2024-10-02","'31418DKT8'","MBS","UMBS MORTPASS 3% 01/50","30yr",,,,,"1521328865.66",,,,,,""
