"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2024-07-03","'3140XMNS1'","MBS","UMBS MORTPASS 2.5% 11/51","30yr",,,,,"22020906695.06",,,,,,"Y"
"2024-07-03","'3132DWBB8'","MBS","UMBS MORTPASS 2% 03/51","30yr",,,,,"20169655508.62",,,,,,""
"2024-07-03","'3132DWB51'","MBS","UMBS MORTPASS 2% 08/51","30yr",,,,,"20044208987.60",,,,,,""
"2024-07-03","'3132DWA52'","MBS","UMBS MORTPASS 2% 02/51","30yr",,,,,"19899196340.16",,,,,,""
"2024-07-03","'3140J8GV9'","MBS","UMBS MORTPASS 3% 07/47","30yr",,,,,"17511216421.31",,,,,,"Y"
"2024-07-03","'3132DWAF0'","MBS","UMBS MORTPASS 2% 11/50","30yr",,,,,"17085574107.22",,,,,,""
"2024-07-03","'3132DWBH5'","MBS","UMBS MORTPASS 2% 04/51","30yr",,,,,"16804306024.00",,,,,,""
"2024-07-03","'3140XN6Z2'","MBS","UMBS MORTPASS 2% 04/52","30yr",,,,,"16683525586.45",,,,,,"Y"
"2024-07-03","'3140XQCC9'","MBS","UMBS MORTPASS 4% 02/47","30yr",,,,,"16613691730.71",,,,,,"Y"
"2024-07-03","'3132DV7K5'","MBS","UMBS MORTPASS 2% 10/50","30yr",,,,,"16129952161.69",,,,,,""
"2024-07-03","'36179WBX5'","MBS","GNMA II MORTPASS 2% 03/51","30yr",,,,,"15932902499.30",,,,,,""
"2024-07-03","'31418DZW5'","MBS","UMBS MORTPASS 2.5% 06/51","30yr",,,,,"15739524752.98",,,,,,""
"2024-07-03","'3132DWCC5'","MBS","UMBS MORTPASS 2.5% 09/51","30yr",,,,,"15302209393.55",,,,,,""
"2024-07-03","'3132DWCN1'","MBS","UMBS MORTPASS 2% 11/51","30yr",,,,,"14976127075.03",,,,,,""
"2024-07-03","'36179WDQ8'","MBS","GNMA II MORTPASS 2% 04/51","30yr",,,,,"14751669029.31",,,,,,""
"2024-07-03","'36179WG36'","MBS","GNMA II 2.5% 06/51","30yr",,,,,"13709829836.39",,,,,,""
"2024-07-03","'31418D2M3'","MBS","UMBS MORTPASS 2.5% 07/51","30yr",,,,,"13559466761.58",,,,,,""
"2024-07-03","'3132DWCT8'","MBS","UMBS MORTPASS 2% 12/51","30yr",,,,,"13464008854.09",,,,,,""
"2024-07-03","'3140XNJK1'","MBS","UMBS MORTPASS 3.5% 08/52","30yr",,,,,"13156031656.75",,,,,,"Y"
"2024-07-03","'36179V7D6'","MBS","GNMA II MORTPASS 2% 02/51","30yr",,,,,"12908880597.07",,,,,,""
"2024-07-03","'36179WFG8'","MBS","GNMA II 2.5% 05/51","30yr",,,,,"12797902848.37",,,,,,""
"2024-07-03","'3140XMU79'","MBS","UMBS MORTPASS 2.5% 09/51","30yr",,,,,"12474541027.21",,,,,,"Y"
"2024-07-03","'3132ACJ43'","MBS","UMBS MORTPASS 3% 02/47","30yr",,,,,"12435741744.11",,,,,,""
"2024-07-03","'3140XPHX0'","MBS","UMBS MORTPASS 3.5% 12/46","30yr",,,,,"12358589280.92",,,,,,"Y"
"2024-07-03","'3132AESB3'","MBS","UMBS MORTPASS 3.5% 04/45","30yr",,,,,"12221491692.43",,,,,,""
"2024-07-03","'3132DWBY8'","MBS","UMBS MORTPASS 2% 07/51","30yr",,,,,"12146056968.53",,,,,,""
"2024-07-03","'3132DTGX2'","MBS","UMBS MORTPASS 1.5% 02/51","30yr",,,,,"11858233532.85",,,,,,"Y"
"2024-07-03","'36179VTW0'","MBS","GNMA II 2.5% 09/50","30yr",,,,,"11856492484.40",,,,,,""
"2024-07-03","'3140XN7A6'","MBS","UMBS MORTPASS 2% 01/36","15yr",,,,,"11745558526.43",,,,,,"Y"
"2024-07-03","'36179VZQ6'","MBS","GNMA II MORTPASS 2% 12/50","30yr",,,,,"11539703489.73",,,,,,""
"2024-07-03","'36179V4U1'","MBS","GNMA II MORTPASS 2% 01/51","30yr",,,,,"11529364749.55",,,,,,""
"2024-07-03","'3138EQK35'","MBS","UMBS MORTPASS 3% 08/43","30yr",,,,,"11328703131.93",,,,,,"Y"
"2024-07-03","'3132DWCZ4'","MBS","UMBS MORTPASS 2% 01/52","30yr",,,,,"11301021788.42",,,,,,""
"2024-07-03","'3132E0QH8'","MBS","UMBS 3.0%","30yr",,,,,"10948919330.24",,,,,,"Y"
"2024-07-03","'3138EQKR2'","MBS","UMBS MORTPASS 3% 07/43","30yr",,,,,"10774029765.48",,,,,,"Y"
"2024-07-03","'3140XMU95'","MBS","UMBS MORTPASS 4% 08/52","30yr",,,,,"10685928198.21",,,,,,"Y"
"2024-07-03","'3132DWB69'","MBS","UMBS MORTPASS 2.5% 08/51","30yr",,,,,"10316973253.75",,,,,,""
"2024-07-03","'3140XNSM7'","MBS","UMBS MORTPASS 1.5% 02/37","15yr",,,,,"10300302733.61",,,,,,"Y"
"2024-07-03","'36179WRZ3'","MBS","GNMA II MORTPASS 2% 11/51","30yr",,,,,"10241117348.14",,,,,,""
"2024-07-03","'36179WND6'","MBS","GNMA II MORTPASS 2% 09/51","30yr",,,,,"10212413970.16",,,,,,""
"2024-07-03","'3140XPQV4'","MBS","UMBS MORTPASS 1.5% 05/51","30yr",,,,,"10078058777.11",,,,,,"Y"
"2024-07-03","'3140XNSN5'","MBS","UMBS MORTPASS 3% 04/52","30yr",,,,,"9935617552.04",,,,,,"Y"
"2024-07-03","'36179VSG6'","MBS","GNMA II 2.5% 08/50","30yr",,,,,"9876189534.22",,,,,,""
"2024-07-03","'3132DSY22'","MBS","UMBS MORTPASS 3.5% 08/52","30yr",,,,,"9810875547.73",,,,,,"Y"
"2024-07-03","'3138ETKF2'","MBS","UMBS MORTPASS 3% 02/44","30yr",,,,,"9630873633.71",,,,,,"Y"
"2024-07-03","'3132DWBT9'","MBS","UMBS MORTPASS 2% 06/51","30yr",,,,,"9558415112.06",,,,,,""
"2024-07-03","'3132DWCJ0'","MBS","UMBS MORTPASS 2.5% 10/51","30yr",,,,,"9236722762.07",,,,,,""
"2024-07-03","'36179VZR4'","MBS","GNMA II 2.5% 12/50","30yr",,,,,"9105122356.84",,,,,,""
"2024-07-03","'36179VXX3'","MBS","GNMA II MORTPASS 2% 11/50","30yr",,,,,"8883759475.42",,,,,,""
"2024-07-03","'3132CXJG8'","MBS","UMBS MORTPASS 1.5% 02/36","15yr",,,,,"8848628133.46",,,,,,"Y"
"2024-07-03","'3140XMNT9'","MBS","UMBS MORTPASS 3% 06/50","30yr",,,,,"8788458612.31",,,,,,"Y"
"2024-07-03","'3140XPHW2'","MBS","UMBS MORTPASS 2% 03/36","15yr",,,,,"8641272386.87",,,,,,"Y"
"2024-07-03","'36179WP93'","MBS","GNMA II MORTPASS 2% 10/51","30yr",,,,,"8551284939.89",,,,,,""
"2024-07-03","'3132DSML3'","MBS","UMBS MORTPASS 2.5% 03/51","30yr",,,,,"8469230921.44",,,,,,"Y"
"2024-07-03","'36179VMC1'","MBS","GNMA II 2.5% 05/50","30yr",,,,,"8455811288.59",,,,,,""
"2024-07-03","'3140XPHT9'","MBS","UMBS MORTPASS 1.5% 10/36","15yr",,,,,"8398650336.58",,,,,,"Y"
"2024-07-03","'3132CXKE1'","MBS","UMBS MORTPASS 1.5% 07/36","15yr",,,,,"8237888659.60",,,,,,"Y"
"2024-07-03","'36179WJR0'","MBS","GNMA II 2.5% 07/51","30yr",,,,,"8121501166.16",,,,,,""
"2024-07-03","'3140XPQU6'","MBS","UMBS MORTPASS 1.5% 09/36","15yr",,,,,"8053770031.66",,,,,,"Y"
"2024-07-03","'36179V4V9'","MBS","GNMA II 2.5% 01/51","30yr",,,,,"8022224404.86",,,,,,""
"2024-07-03","'36179WJQ2'","MBS","GNMA II MORTPASS 2% 07/51","30yr",,,,,"7989103031.19",,,,,,""
"2024-07-03","'3140XPQW2'","MBS","UMBS MORTPASS 2% 01/37","15yr",,,,,"7847207161.83",,,,,,"Y"
"2024-07-03","'3132DSY30'","MBS","UMBS MORTPASS 4.5% 10/52","30yr",,,,,"7624593711.97",,,,,,"Y"
"2024-07-03","'3140XPYM5'","MBS","UMBS MORTPASS 4.5% 07/44","30yr",,,,,"7359472785.35",,,,,,"Y"
"2024-07-03","'3132AESU1'","MBS","UMBS MORTPASS 3.5% 06/46","30yr",,,,,"7262084084.09",,,,,,""
"2024-07-03","'36179VQS2'","MBS","GNMA II 2.5% 07/50","30yr",,,,,"7174469740.96",,,,,,""
"2024-07-03","'3132AAXP4'","MBS","UMBS MORTPASS 3% 10/44","30yr",,,,,"7019898981.15",,,,,,""
"2024-07-03","'3132DV7B5'","MBS","UMBS MORTPASS 2% 09/50","30yr",,,,,"6998409012.73",,,,,,""
"2024-07-03","'3140XPHV4'","MBS","UMBS MORTPASS 1.5% 02/36","15yr",,,,,"6947907184.20",,,,,,"Y"
"2024-07-03","'36179WTX6'","MBS","GNMA II MORTPASS 2% 12/51","30yr",,,,,"6911473783.04",,,,,,""
"2024-07-03","'36179WTY4'","MBS","GNMA II 2.5% 12/51","30yr",,,,,"6828111612.53",,,,,,""
"2024-07-03","'3140XQCP0'","MBS","UMBS MORTPASS 2% 06/36","15yr",,,,,"6822062661.34",,,,,,"Y"
"2024-07-03","'3140XPQT9'","MBS","UMBS MORTPASS 2.5% 02/50","30yr",,,,,"6694645195.49",,,,,,"Y"
"2024-07-03","'3132AAXL3'","MBS","UMBS MORTPASS 3% 03/43","30yr",,,,,"6692310199.65",,,,,,""
"2024-07-03","'36179VN22'","MBS","GNMA II 2.5% 06/50","30yr",,,,,"6619471747.44",,,,,,""
"2024-07-03","'36179VXY1'","MBS","GNMA II 2.5% 11/50","30yr",,,,,"6544185307.05",,,,,,""
"2024-07-03","'3132AESA5'","MBS","UMBS MORTPASS 4% 07/44","30yr",,,,,"6527746793.11",,,,,,""
"2024-07-03","'3140XQCM7'","MBS","UMBS MORTPASS 3% 06/52","30yr",,,,,"6479321644.25",,,,,,"Y"
"2024-07-03","'3132CXJH6'","MBS","UMBS MORTPASS 2% 07/36","15yr",,,,,"6415980200.33",,,,,,"Y"
"2024-07-03","'3140XPYJ2'","MBS","UMBS MORTPASS 3.5% 10/47","30yr",,,,,"6293908788.12",,,,,,"Y"
"2024-07-03","'3132DSEV0'","MBS","UMBS MORTPASS 4% 10/52","30yr",,,,,"6147277050.49",,,,,,"Y"
"2024-07-03","'36179WDR6'","MBS","GNMA II 2.5% 04/51","30yr",,,,,"6109416848.68",,,,,,""
"2024-07-03","'3132CXGM8'","MBS","UMBS MORTPASS 1.5% 05/36","15yr",,,,,"6061082132.07",,,,,,"Y"
"2024-07-03","'36179VVY3'","MBS","GNMA II 2.5% 10/50","30yr",,,,,"6052000861.01",,,,,,""
"2024-07-03","'36179WVT2'","MBS","GNMA II MORTPASS 2% 01/52","30yr",,,,,"5931109684.00",,,,,,""
"2024-07-03","'3132DSEU2'","MBS","UMBS MORTPASS 4% 08/52","30yr",,,,,"5573962398.10",,,,,,"Y"
"2024-07-03","'3140XMNQ5'","MBS","UMBS MORTPASS 2.5% 01/35","15yr",,,,,"5426022570.47",,,,,,"Y"
"2024-07-03","'36179WG28'","MBS","GNMA II MORTPASS 2% 06/51","30yr",,,,,"5327791611.09",,,,,,""
"2024-07-03","'3132DWBN2'","MBS","UMBS MORTPASS 1.5% 05/51","30yr",,,,,"5220249420.11",,,,,,""
"2024-07-03","'3140XN7E8'","MBS","UMBS MORTPASS 2.5% 05/50","30yr",,,,,"5072982263.27",,,,,,"Y"
"2024-07-03","'3132CXGN6'","MBS","UMBS MORTPASS 2% 04/36","15yr",,,,,"5065107386.33",,,,,,"Y"
"2024-07-03","'3140XM6S0'","MBS","UMBS MORTPASS 3.5% 03/52","30yr",,,,,"5057254976.90",,,,,,"Y"
"2024-07-03","'3132AETL0'","MBS","UMBS MORTPASS 4.5% 05/46","30yr",,,,,"5019529493.11",,,,,,""
"2024-07-03","'3132AAXQ2'","MBS","UMBS MORTPASS 3% 08/43","30yr",,,,,"5014333681.22",,,,,,""
"2024-07-03","'3132DSMN9'","MBS","UMBS MORTPASS 3% 06/52","30yr",,,,,"5000792933.98",,,,,,"Y"
"2024-07-03","'3132AETM8'","MBS","UMBS MORTPASS 3.5% 09/47","30yr",,,,,"4977760365.64",,,,,,""
"2024-07-03","'3140XPHU6'","MBS","UMBS MORTPASS 2% 01/37","15yr",,,,,"4941476606.93",,,,,,"Y"
"2024-07-03","'3138ETKG0'","MBS","UMBS MORTPASS 3% 01/43","30yr",,,,,"4867290908.80",,,,,,"Y"
"2024-07-03","'3132DSMP4'","MBS","UMBS MORTPASS 3% 05/50","30yr",,,,,"4846668017.47",,,,,,"Y"
"2024-07-03","'3132DWDK6'","MBS","UMBS MORTPASS 3% 04/52","30yr",,,,,"4830886964.49",,,,,,""
"2024-07-03","'3132DV7J8'","MBS","UMBS MORTPASS 2% 08/50","30yr",,,,,"4755142536.84",,,,,,""
"2024-07-03","'3140XN7F5'","MBS","UMBS MORTPASS 3% 07/50","30yr",,,,,"4707336350.16",,,,,,"Y"
"2024-07-03","'3132AEST4'","MBS","UMBS MORTPASS 3% 02/46","30yr",,,,,"4700228191.17",,,,,,""
"2024-07-03","'31418EGK0'","MBS","UMBS MORTPASS 4.5% 08/52","30yr",,,,,"4521130184.13",,,,,,""
"2024-07-03","'36179XBU9'","MBS","GNMA II 4.5% 07/52","30yr",,,,,"4512466444.60",,,,,,""
"2024-07-03","'36179VKK5'","MBS","GNMA II 2.5% 04/50","30yr",,,,,"4441173940.59",,,,,,""
"2024-07-03","'36179V7E4'","MBS","GNMA II 2.5% 02/51","30yr",,,,,"4413458755.16",,,,,,""
"2024-07-03","'3132E0V90'","MBS","UMBS MORTPASS 2.5% 03/50","30yr",,,,,"4390910498.94",,,,,,"Y"
"2024-07-03","'3140XM6R2'","MBS","UMBS MORTPASS 4% 11/49","30yr",,,,,"4384208821.52",,,,,,"Y"
"2024-07-03","'36179VKL3'","MBS","GNMA II MORTPASS 3% 04/50","30yr",,,,,"4368225490.33",,,,,,""
"2024-07-03","'3132E06Q0'","MBS","UMBS MORTPASS 3.5% 03/49","30yr",,,,,"4348843422.93",,,,,,"Y"
"2024-07-03","'36179WLP1'","MBS","GNMA II 2.5% 08/51","30yr",,,,,"4317295776.78",,,,,,""
"2024-07-03","'3132CXEH1'","MBS","UMBS MORTPASS 2% 05/37","15yr",,,,,"4307960508.66",,,,,,"Y"
"2024-07-03","'36179WXJ2'","MBS","GNMA II 2.5% 02/52","30yr",,,,,"4295677735.13",,,,,,""
"2024-07-03","'36179WFF0'","MBS","GNMA II MORTPASS 2% 05/51","30yr",,,,,"4198445855.87",,,,,,""
"2024-07-03","'3140XN7G3'","MBS","UMBS MORTPASS 4% 10/52","30yr",,,,,"4186283374.86",,,,,,"Y"
"2024-07-03","'3140XPYN3'","MBS","UMBS MORTPASS 2% 01/37","15yr",,,,,"4164074762.20",,,,,,"Y"
"2024-07-03","'3132AES72'","MBS","UMBS MORTPASS 3.5% 09/45","30yr",,,,,"4139902397.60",,,,,,""
"2024-07-03","'36179WNE4'","MBS","GNMA II 2.5% 09/51","30yr",,,,,"4136617317.92",,,,,,""
"2024-07-03","'36179VVX5'","MBS","GNMA II MORTPASS 2% 10/50","30yr",,,,,"4094049123.42",,,,,,""
"2024-07-03","'36179WBY3'","MBS","GNMA II 2.5% 03/51","30yr",,,,,"3996594080.13",,,,,,""
"2024-07-03","'3132CXEL2'","MBS","UMBS MORTPASS 2% 10/36","15yr",,,,,"3984879534.81",,,,,,"Y"
"2024-07-03","'3132E0PX4'","MBS","UMBS MORTPASS 3.5% 04/50","30yr",,,,,"3983286420.27",,,,,,"Y"
"2024-07-03","'36179WVU9'","MBS","GNMA II 2.5% 01/52","30yr",,,,,"3919981418.10",,,,,,""
"2024-07-03","'31418DQ70'","MBS","UMBS MORTPASS 2% 07/50","30yr",,,,,"3836749066.25",,,,,,""
"2024-07-03","'3140XN7D0'","MBS","UMBS MORTPASS 2% 05/37","15yr",,,,,"3741945472.24",,,,,,"Y"
"2024-07-03","'3132CXEG3'","MBS","UMBS MORTPASS 2% 02/37","15yr",,,,,"3728493950.72",,,,,,"Y"
"2024-07-03","'36179XBT2'","MBS","GNMA II MORTPASS 4% 07/52","30yr",,,,,"3712151236.98",,,,,,""
"2024-07-03","'31418DVB5'","MBS","UMBS MORTPASS 1.5% 12/50","30yr",,,,,"3702257619.54",,,,,,""
"2024-07-03","'3140XPYK9'","MBS","UMBS MORTPASS 4% 03/49","30yr",,,,,"3688923696.36",,,,,,"Y"
"2024-07-03","'3140X5R70'","MBS","UMBS MORTPASS 3.5% 03/49","30yr",,,,,"3555841258.05",,,,,,"Y"
"2024-07-03","'36179WLN6'","MBS","GNMA II MORTPASS 2% 08/51","30yr",,,,,"3528437504.42",,,,,,""
"2024-07-03","'3140XPYQ6'","MBS","UMBS MORTPASS 4.5% 07/52","30yr",,,,,"3501639544.66",,,,,,"Y"
"2024-07-03","'36179WY93'","MBS","GNMA II 2.5% 03/52","30yr",,,,,"3492181585.75",,,,,,""
"2024-07-03","'36179VMD9'","MBS","GNMA II MORTPASS 3% 05/50","30yr",,,,,"3461133697.71",,,,,,""
"2024-07-03","'31418DYY2'","MBS","UMBS MORTPASS 2.5% 05/51","30yr",,,,,"3422705685.41",,,,,,""
"2024-07-03","'3132CXB43'","MBS","UMBS MORTPASS 2.5% 02/32","15yr",,,,,"3327646656.93",,,,,,"Y"
"2024-07-03","'3132E06R8'","MBS","UMBS MORTPASS 3% 07/50","30yr",,,,,"3168141624.75",,,,,,"Y"
"2024-07-03","'3140XNJF2'","MBS","UMBS MORTPASS 2.5% 02/35","15yr",,,,,"3111219523.03",,,,,,"Y"
"2024-07-03","'3140XNJD7'","MBS","UMBS MORTPASS 4% 01/51","30yr",,,,,"2984041180.10",,,,,,"Y"
"2024-07-03","'3140XNRX4'","MBS","UMBS MORTPASS 2.5% 09/51","30yr",,,,,"2855587109.90",,,,,,"Y"
"2024-07-03","'3132D55W8'","MBS","UMBS MORTPASS 2% 09/35","15yr",,,,,"2792577365.74",,,,,,""
"2024-07-03","'3132AESK3'","MBS","UMBS MORTPASS 5% 08/40","30yr",,,,,"2777759023.93",,,,,,""
"2024-07-03","'3132DV6Q3'","MBS","UMBS MORTPASS 2% 07/50","30yr",,,,,"2712079262.09",,,,,,""
"2024-07-03","'36179W2V9'","MBS","GNMA II MORTPASS 3% 04/52","30yr",,,,,"2695573258.78",,,,,,""
"2024-07-03","'3132DQ7J9'","MBS","UMBS MORTPASS 2.5% 05/50","30yr",,,,,"2640739149.66",,,,,,"Y"
"2024-07-03","'3132AEMU7'","MBS","UMBS MORTPASS 4% 02/48","30yr",,,,,"2555622242.57",,,,,,""
"2024-07-03","'3132DSTE2'","MBS","UMBS MORTPASS 5% 10/52","30yr",,,,,"2551063160.36",,,,,,"Y"
"2024-07-03","'36179VTV2'","MBS","GNMA II MORTPASS 2% 09/50","30yr",,,,,"2534946022.52",,,,,,""
"2024-07-03","'36179WR26'","MBS","GNMA II 2.5% 11/51","30yr",,,,,"2517142019.37",,,,,,""
"2024-07-03","'3132AAYM0'","MBS","UMBS MORTPASS 3% 01/43","30yr",,,,,"2489780513.32",,,,,,""
"2024-07-03","'3132D56E7'","MBS","UMBS MORTPASS 2% 10/35","15yr",,,,,"2483292301.87",,,,,,""
"2024-07-03","'31418DP48'","MBS","UMBS MORTPASS 2% 06/35","15yr",,,,,"2475805968.40",,,,,,""
"2024-07-03","'36179WQA9'","MBS","GNMA II 2.5% 10/51","30yr",,,,,"2352096783.85",,,,,,""
"2024-07-03","'3622AAEY6'","MBS","GNMA I MORTPASS 3% 08/43","30yr",,,,,"2344422765.40",,,,,,"Y"
"2024-07-03","'36179SLR6'","MBS","GNMA II MORTPASS 3% 09/46","30yr",,,,,"2321391233.66",,,,,,""
"2024-07-03","'3132D6A42'","MBS","UMBS MORTPASS 1.5% 11/36","15yr",,,,,"2306633692.27",,,,,,""
"2024-07-03","'36179W7M4'","MBS","GNMA II MORTPASS 4% 06/52","30yr",,,,,"2296876022.59",,,,,,""
"2024-07-03","'36179W7L6'","MBS","GNMA II 3.5% 06/52","30yr",,,,,"2218650803.29",,,,,,""
"2024-07-03","'36179W2W7'","MBS","GNMA II 3.5% 04/52","30yr",,,,,"2211259478.18",,,,,,""
"2024-07-03","'3140XPH36'","MBS","UMBS MORTPASS 2.5% 02/35","15yr",,,,,"2206391643.96",,,,,,"Y"
"2024-07-03","'36179VFP0'","MBS","GNMA II MORTPASS 3% 02/50","30yr",,,,,"2186105240.70",,,,,,""
"2024-07-03","'36179XDD5'","MBS","GNMA II MORTPASS 4% 08/52","30yr",,,,,"2172333816.86",,,,,,""
"2024-07-03","'36179WZA9'","MBS","GNMA II MORTPASS 3% 03/52","30yr",,,,,"2165530008.61",,,,,,""
"2024-07-03","'36179WY85'","MBS","GNMA II MORTPASS 2% 03/52","30yr",,,,,"2146854252.82",,,,,,""
"2024-07-03","'3132D55S7'","MBS","UMBS MORTPASS 2% 08/35","15yr",,,,,"2141517877.35",,,,,,""
"2024-07-03","'3138ETP83'","MBS","UMBS MORTPASS 3% 01/46","30yr",,,,,"2120042032.33",,,,,,"Y"
"2024-07-03","'36179M2P4'","MBS","GNMA II MORTPASS 3% 02/43","30yr",,,,,"2119655510.74",,,,,,""
"2024-07-03","'3132DWEC3'","MBS","UMBS MORTPASS 4.5% 07/52","30yr",,,,,"2105960992.00",,,,,,""
"2024-07-03","'3132D55M0'","MBS","UMBS MORTPASS 2% 07/35","15yr",,,,,"2094457595.64",,,,,,""
"2024-07-03","'36179VHS2'","MBS","GNMA II MORTPASS 3% 03/50","30yr",,,,,"2086073411.06",,,,,,""
"2024-07-03","'36179W5D6'","MBS","GNMA II 3.5% 05/52","30yr",,,,,"2075778811.80",,,,,,""
"2024-07-03","'3138ETK54'","MBS","UMBS MORTPASS 4% 06/44","30yr",,,,,"2052832238.46",,,,,,"Y"
"2024-07-03","'3132E0V58'","MBS","UMBS MORTPASS 4% 05/49","30yr",,,,,"2041021479.63",,,,,,"Y"
"2024-07-03","'36179WXH6'","MBS","GNMA II MORTPASS 2% 02/52","30yr",,,,,"2038055134.79",,,,,,""
"2024-07-03","'3132D6A83'","MBS","UMBS MORTPASS 1.5% 12/36","15yr",,,,,"2033115165.55",,,,,,""
"2024-07-03","'31418DQ47'","MBS","UMBS MORTPASS 2% 07/35","15yr",,,,,"2024716756.64",,,,,,""
"2024-07-03","'3132D9QG2'","MBS","UMBS MORTPASS 2.5% 05/41","Other",,,,,"1996906344.66",,,,,,"Y"
"2024-07-03","'3138ETK39'","MBS","UMBS MORTPASS 3.5% 05/45","30yr",,,,,"1958612142.58",,,,,,"Y"
"2024-07-03","'3132D56K3'","MBS","UMBS MORTPASS 2% 11/35","15yr",,,,,"1946135124.12",,,,,,""
"2024-07-03","'3138ETKM7'","MBS","UMBS MORTPASS 4% 09/44","30yr",,,,,"1934944099.14",,,,,,"Y"
"2024-07-03","'3132D55H1'","MBS","UMBS MORTPASS 2% 06/35","15yr",,,,,"1934079583.06",,,,,,""
"2024-07-03","'31418DX80'","MBS","UMBS MORTPASS 1.5% 04/36","15yr",,,,,"1931081972.71",,,,,,""
"2024-07-03","'3138ETQA7'","MBS","UMBS MORTPASS 3% 05/45","30yr",,,,,"1913732884.53",,,,,,"Y"
"2024-07-03","'3140X5KQ5'","MBS","UMBS MORTPASS 3% 06/33","15yr",,,,,"1890909829.88",,,,,,"Y"
"2024-07-03","'3140XM6D3'","MBS","UMBS MORTPASS 2.5% 11/47","30yr",,,,,"1889487332.44",,,,,,"Y"
"2024-07-03","'36179W2U1'","MBS","GNMA II 2.5% 04/52","30yr",,,,,"1830195436.49",,,,,,""
"2024-07-03","'3140XM6U5'","MBS","UMBS MORTPASS 2.5% 05/41","Other",,,,,"1795275068.85",,,,,,"Y"
"2024-07-03","'36179W5C8'","MBS","GNMA II MORTPASS 3% 05/52","30yr",,,,,"1758911535.68",,,,,,""
"2024-07-03","'3132D56V9'","MBS","UMBS MORTPASS 2% 01/36","15yr",,,,,"1717884396.55",,,,,,""
"2024-07-03","'3132D6BD1'","MBS","UMBS MORTPASS 1.5% 01/37","15yr",,,,,"1686259208.71",,,,,,""
