"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2024-09-04","'3140XPQW2'","MBS","UMBS MORTPASS 2% 01/37","15yr",,,,,"7680148631.96",,,,,,"Y"
"2024-09-04","'3132DSY30'","MBS","UMBS MORTPASS 4.5% 10/52","30yr",,,,,"7508177240.90",,,,,,"Y"
"2024-09-04","'3140XPYM5'","MBS","UMBS MORTPASS 4.5% 07/44","30yr",,,,,"7205821217.26",,,,,,"Y"
"2024-09-04","'3132AESU1'","MBS","UMBS MORTPASS 3.5% 06/46","30yr",,,,,"7144409573.17",,,,,,""
"2024-09-04","'36179VQS2'","MBS","GNMA II 2.5% 07/50","30yr",,,,,"7049343846.72",,,,,,""
"2024-09-04","'3132AAXP4'","MBS","UMBS MORTPASS 3% 10/44","30yr",,,,,"6904845742.92",,,,,,""
"2024-09-04","'36179WTX6'","MBS","GNMA II MORTPASS 2% 12/51","30yr",,,,,"6806748087.37",,,,,,""
"2024-09-04","'3140XPHV4'","MBS","UMBS MORTPASS 1.5% 02/36","15yr",,,,,"6798265779.98",,,,,,"Y"
"2024-09-04","'36179WTY4'","MBS","GNMA II 2.5% 12/51","30yr",,,,,"6720840688.58",,,,,,""
"2024-09-04","'3140XQVY0'","MBS","UMBS MORTPASS 2% 08/35","15yr",,,,,"6706626459.25",,,,,,"Y"
"2024-09-04","'3140XQCP0'","MBS","UMBS MORTPASS 2% 06/36","15yr",,,,,"6673575146.32",,,,,,"Y"
"2024-09-04","'3140XPQT9'","MBS","UMBS MORTPASS 2.5% 02/50","30yr",,,,,"6602975779.90",,,,,,"Y"
"2024-09-04","'3132AAXL3'","MBS","UMBS MORTPASS 3% 03/43","30yr",,,,,"6577671983.12",,,,,,""
"2024-09-04","'3140XQL70'","MBS","UMBS MORTPASS 1.5% 02/51","30yr",,,,,"6549963620.67",,,,,,"Y"
"2024-09-04","'36179VN22'","MBS","GNMA II 2.5% 06/50","30yr",,,,,"6514416226.15",,,,,,""
"2024-09-04","'36179VXY1'","MBS","GNMA II 2.5% 11/50","30yr",,,,,"6438547435.25",,,,,,""
"2024-09-04","'3132AESA5'","MBS","UMBS MORTPASS 4% 07/44","30yr",,,,,"6405206679.33",,,,,,""
"2024-09-04","'3140XQCM7'","MBS","UMBS MORTPASS 3% 06/52","30yr",,,,,"6403950805.64",,,,,,"Y"
"2024-09-04","'3132CXJH6'","MBS","UMBS MORTPASS 2% 07/36","15yr",,,,,"6276140439.39",,,,,,"Y"
"2024-09-04","'3140XQL88'","MBS","UMBS MORTPASS 4.5% 10/52","30yr",,,,,"6254354336.03",,,,,,"Y"
"2024-09-04","'3140XPYJ2'","MBS","UMBS MORTPASS 3.5% 10/47","30yr",,,,,"6191060020.83",,,,,,"Y"
"2024-09-04","'3132DSEV0'","MBS","UMBS MORTPASS 4% 10/52","30yr",,,,,"6073176818.25",,,,,,"Y"
"2024-09-04","'36179WDR6'","MBS","GNMA II 2.5% 04/51","30yr",,,,,"6013453658.90",,,,,,""
"2024-09-04","'3132DTNK2'","MBS","UMBS MORTPASS 3% 04/52","30yr",,,,,"5985881568.80",,,,,,"Y"
"2024-09-04","'36179VVY3'","MBS","GNMA II 2.5% 10/50","30yr",,,,,"5953814117.13",,,,,,""
"2024-09-04","'3132CXGM8'","MBS","UMBS MORTPASS 1.5% 05/36","15yr",,,,,"5934758609.69",,,,,,"Y"
"2024-09-04","'36179WVT2'","MBS","GNMA II MORTPASS 2% 01/52","30yr",,,,,"5845482122.89",,,,,,""
"2024-09-04","'3132CXLM2'","MBS","UMBS MORTPASS 1.5% 11/36","15yr",,,,,"5772320804.10",,,,,,"Y"
"2024-09-04","'3132DSEU2'","MBS","UMBS MORTPASS 4% 08/52","30yr",,,,,"5495983132.72",,,,,,"Y"
"2024-09-04","'3140XQMA2'","MBS","UMBS MORTPASS 3% 01/47","30yr",,,,,"5418989822.06",,,,,,"Y"
"2024-09-04","'3140XQVZ7'","MBS","UMBS MORTPASS 1.5% 07/36","15yr",,,,,"5405118225.72",,,,,,"Y"
"2024-09-04","'36179WG28'","MBS","GNMA II MORTPASS 2% 06/51","30yr",,,,,"5244499455.02",,,,,,""
"2024-09-04","'3132DWBN2'","MBS","UMBS MORTPASS 1.5% 05/51","30yr",,,,,"5162714600.78",,,,,,""
"2024-09-04","'3140XMNQ5'","MBS","UMBS MORTPASS 2.5% 01/35","15yr",,,,,"5054305389.22",,,,,,"Y"
"2024-09-04","'3140XN7E8'","MBS","UMBS MORTPASS 2.5% 05/50","30yr",,,,,"4999490777.45",,,,,,"Y"
"2024-09-04","'3140XM6S0'","MBS","UMBS MORTPASS 3.5% 03/52","30yr",,,,,"4968432226.72",,,,,,"Y"
"2024-09-04","'3132CXGN6'","MBS","UMBS MORTPASS 2% 04/36","15yr",,,,,"4951518614.48",,,,,,"Y"
"2024-09-04","'3132DSMN9'","MBS","UMBS MORTPASS 3% 06/52","30yr",,,,,"4939312377.26",,,,,,"Y"
"2024-09-04","'3132AAXQ2'","MBS","UMBS MORTPASS 3% 08/43","30yr",,,,,"4927832315.96",,,,,,""
"2024-09-04","'3132AETL0'","MBS","UMBS MORTPASS 4.5% 05/46","30yr",,,,,"4912371445.41",,,,,,""
"2024-09-04","'3132AETM8'","MBS","UMBS MORTPASS 3.5% 09/47","30yr",,,,,"4896513405.78",,,,,,""
"2024-09-04","'3140XPHU6'","MBS","UMBS MORTPASS 2% 01/37","15yr",,,,,"4835806125.21",,,,,,"Y"
"2024-09-04","'3138ETKG0'","MBS","UMBS MORTPASS 3% 01/43","30yr",,,,,"4784343635.50",,,,,,"Y"
"2024-09-04","'3132DSMP4'","MBS","UMBS MORTPASS 3% 05/50","30yr",,,,,"4771968315.82",,,,,,"Y"
"2024-09-04","'3140XN7F5'","MBS","UMBS MORTPASS 3% 07/50","30yr",,,,,"4637588505.93",,,,,,"Y"
"2024-09-04","'3132AEST4'","MBS","UMBS MORTPASS 3% 02/46","30yr",,,,,"4623263181.40",,,,,,""
"2024-09-04","'36179XBU9'","MBS","GNMA II 4.5% 07/52","30yr",,,,,"4431413160.74",,,,,,""
"2024-09-04","'36179VKK5'","MBS","GNMA II 2.5% 04/50","30yr",,,,,"4365864998.07",,,,,,""
"2024-09-04","'36179V7E4'","MBS","GNMA II 2.5% 02/51","30yr",,,,,"4339674672.42",,,,,,""
"2024-09-04","'3132E0V90'","MBS","UMBS MORTPASS 2.5% 03/50","30yr",,,,,"4330662279.33",,,,,,"Y"
"2024-09-04","'3140XM6R2'","MBS","UMBS MORTPASS 4% 11/49","30yr",,,,,"4306212394.22",,,,,,"Y"
"2024-09-04","'36179VKL3'","MBS","GNMA II MORTPASS 3% 04/50","30yr",,,,,"4295285209.99",,,,,,""
"2024-09-04","'3132E06Q0'","MBS","UMBS MORTPASS 3.5% 03/49","30yr",,,,,"4277599948.12",,,,,,"Y"
"2024-09-04","'36179WLP1'","MBS","GNMA II 2.5% 08/51","30yr",,,,,"4243068220.08",,,,,,""
"2024-09-04","'36179WXJ2'","MBS","GNMA II 2.5% 02/52","30yr",,,,,"4232342763.40",,,,,,""
"2024-09-04","'3132CXEH1'","MBS","UMBS MORTPASS 2% 05/37","15yr",,,,,"4221746780.38",,,,,,"Y"
"2024-09-04","'36179WFF0'","MBS","GNMA II MORTPASS 2% 05/51","30yr",,,,,"4134389801.37",,,,,,""
"2024-09-04","'3140XN7G3'","MBS","UMBS MORTPASS 4% 10/52","30yr",,,,,"4128712101.23",,,,,,"Y"
"2024-09-04","'3140XPYN3'","MBS","UMBS MORTPASS 2% 01/37","15yr",,,,,"4070202972.16",,,,,,"Y"
"2024-09-04","'3132AES72'","MBS","UMBS MORTPASS 3.5% 09/45","30yr",,,,,"4066959145.85",,,,,,""
"2024-09-04","'36179WNE4'","MBS","GNMA II 2.5% 09/51","30yr",,,,,"4065596555.03",,,,,,""
"2024-09-04","'36179VVX5'","MBS","GNMA II MORTPASS 2% 10/50","30yr",,,,,"4030173792.76",,,,,,""
"2024-09-04","'36179WBY3'","MBS","GNMA II 2.5% 03/51","30yr",,,,,"3935187795.23",,,,,,""
"2024-09-04","'3132E0PX4'","MBS","UMBS MORTPASS 3.5% 04/50","30yr",,,,,"3909417967.30",,,,,,"Y"
"2024-09-04","'3132CXEL2'","MBS","UMBS MORTPASS 2% 10/36","15yr",,,,,"3897914965.07",,,,,,"Y"
"2024-09-04","'36179WVU9'","MBS","GNMA II 2.5% 01/52","30yr",,,,,"3862743159.62",,,,,,""
"2024-09-04","'31418DQ70'","MBS","UMBS MORTPASS 2% 07/50","30yr",,,,,"3789465834.71",,,,,,""
"2024-09-04","'3140XN7D0'","MBS","UMBS MORTPASS 2% 05/37","15yr",,,,,"3666677964.13",,,,,,"Y"
"2024-09-04","'36179XBT2'","MBS","GNMA II MORTPASS 4% 07/52","30yr",,,,,"3651580174.42",,,,,,""
"2024-09-04","'3132CXEG3'","MBS","UMBS MORTPASS 2% 02/37","15yr",,,,,"3647639135.22",,,,,,"Y"
"2024-09-04","'3140XPYK9'","MBS","UMBS MORTPASS 4% 03/49","30yr",,,,,"3626929133.44",,,,,,"Y"
"2024-09-04","'3140X5R70'","MBS","UMBS MORTPASS 3.5% 03/49","30yr",,,,,"3498001053.25",,,,,,"Y"
"2024-09-04","'36179WLN6'","MBS","GNMA II MORTPASS 2% 08/51","30yr",,,,,"3469831319.01",,,,,,""
"2024-09-04","'3140XPYQ6'","MBS","UMBS MORTPASS 4.5% 07/52","30yr",,,,,"3449487282.75",,,,,,"Y"
"2024-09-04","'36179WY93'","MBS","GNMA II 2.5% 03/52","30yr",,,,,"3436107365.63",,,,,,""
"2024-09-04","'36179VMD9'","MBS","GNMA II MORTPASS 3% 05/50","30yr",,,,,"3400535127.70",,,,,,""
"2024-09-04","'31418DYY2'","MBS","UMBS MORTPASS 2.5% 05/51","30yr",,,,,"3377142565.72",,,,,,""
"2024-09-04","'3132E06R8'","MBS","UMBS MORTPASS 3% 07/50","30yr",,,,,"3115164545.26",,,,,,"Y"
"2024-09-04","'3132CXB43'","MBS","UMBS MORTPASS 2.5% 02/32","15yr",,,,,"3105866803.88",,,,,,"Y"
"2024-09-04","'3140XNJF2'","MBS","UMBS MORTPASS 2.5% 02/35","15yr",,,,,"2997026570.45",,,,,,"Y"
"2024-09-04","'3140XNJD7'","MBS","UMBS MORTPASS 4% 01/51","30yr",,,,,"2932047110.05",,,,,,"Y"
"2024-09-04","'3140XNRX4'","MBS","UMBS MORTPASS 2.5% 09/51","30yr",,,,,"2816390768.22",,,,,,"Y"
"2024-09-04","'3132AESK3'","MBS","UMBS MORTPASS 5% 08/40","30yr",,,,,"2720741007.11",,,,,,""
"2024-09-04","'3132D55W8'","MBS","UMBS MORTPASS 2% 09/35","15yr",,,,,"2696877109.89",,,,,,""
"2024-09-04","'3132DV6Q3'","MBS","UMBS MORTPASS 2% 07/50","30yr",,,,,"2677295417.67",,,,,,""
"2024-09-04","'36179W2V9'","MBS","GNMA II MORTPASS 3% 04/52","30yr",,,,,"2649941374.38",,,,,,""
"2024-09-04","'3132DQ7J9'","MBS","UMBS MORTPASS 2.5% 05/50","30yr",,,,,"2602456647.15",,,,,,"Y"
"2024-09-04","'3132AEMU7'","MBS","UMBS MORTPASS 4% 02/48","30yr",,,,,"2515383372.53",,,,,,""
"2024-09-04","'3132DSTE2'","MBS","UMBS MORTPASS 5% 10/52","30yr",,,,,"2512934216.53",,,,,,"Y"
"2024-09-04","'36179VTV2'","MBS","GNMA II MORTPASS 2% 09/50","30yr",,,,,"2495459331.83",,,,,,""
"2024-09-04","'36179WR26'","MBS","GNMA II 2.5% 11/51","30yr",,,,,"2478179459.81",,,,,,""
"2024-09-04","'3132AAYM0'","MBS","UMBS MORTPASS 3% 01/43","30yr",,,,,"2447390573.44",,,,,,""
"2024-09-04","'3132D56E7'","MBS","UMBS MORTPASS 2% 10/35","15yr",,,,,"2424805173.63",,,,,,""
"2024-09-04","'36179WQA9'","MBS","GNMA II 2.5% 10/51","30yr",,,,,"2317495520.86",,,,,,""
"2024-09-04","'3622AAEY6'","MBS","GNMA I MORTPASS 3% 08/43","30yr",,,,,"2303322271.64",,,,,,"Y"
"2024-09-04","'36179SLR6'","MBS","GNMA II MORTPASS 3% 09/46","30yr",,,,,"2280034052.73",,,,,,""
"2024-09-04","'3132D6A42'","MBS","UMBS MORTPASS 1.5% 11/36","15yr",,,,,"2261096233.96",,,,,,""
"2024-09-04","'36179W7M4'","MBS","GNMA II MORTPASS 4% 06/52","30yr",,,,,"2255152175.71",,,,,,""
"2024-09-04","'36179W7L6'","MBS","GNMA II 3.5% 06/52","30yr",,,,,"2183929610.83",,,,,,""
"2024-09-04","'36179W2W7'","MBS","GNMA II 3.5% 04/52","30yr",,,,,"2175878809.43",,,,,,""
"2024-09-04","'36179VFP0'","MBS","GNMA II MORTPASS 3% 02/50","30yr",,,,,"2150927075.85",,,,,,""
"2024-09-04","'3140XPH36'","MBS","UMBS MORTPASS 2.5% 02/35","15yr",,,,,"2144473373.52",,,,,,"Y"
"2024-09-04","'36179XDD5'","MBS","GNMA II MORTPASS 4% 08/52","30yr",,,,,"2138943586.43",,,,,,""
"2024-09-04","'36179WZA9'","MBS","GNMA II MORTPASS 3% 03/52","30yr",,,,,"2129474897.10",,,,,,""
"2024-09-04","'36179WY85'","MBS","GNMA II MORTPASS 2% 03/52","30yr",,,,,"2117207093.50",,,,,,""
"2024-09-04","'3132D55S7'","MBS","UMBS MORTPASS 2% 08/35","15yr",,,,,"2092789369.48",,,,,,""
"2024-09-04","'36179M2P4'","MBS","GNMA II MORTPASS 3% 02/43","30yr",,,,,"2082822405.98",,,,,,""
"2024-09-04","'3132DWEC3'","MBS","UMBS MORTPASS 4.5% 07/52","30yr",,,,,"2078302281.79",,,,,,""
"2024-09-04","'36179VHS2'","MBS","GNMA II MORTPASS 3% 03/50","30yr",,,,,"2049210396.72",,,,,,""
"2024-09-04","'3132D55M0'","MBS","UMBS MORTPASS 2% 07/35","15yr",,,,,"2047668574.46",,,,,,""
"2024-09-04","'36179W5D6'","MBS","GNMA II 3.5% 05/52","30yr",,,,,"2040570616.80",,,,,,""
"2024-09-04","'3138ETK54'","MBS","UMBS MORTPASS 4% 06/44","30yr",,,,,"2017588063.99",,,,,,"Y"
"2024-09-04","'36179WXH6'","MBS","GNMA II MORTPASS 2% 02/52","30yr",,,,,"2009198383.95",,,,,,""
"2024-09-04","'3132E0V58'","MBS","UMBS MORTPASS 4% 05/49","30yr",,,,,"2004588710.78",,,,,,"Y"
"2024-09-04","'3132D6A83'","MBS","UMBS MORTPASS 1.5% 12/36","15yr",,,,,"1994955656.56",,,,,,""
"2024-09-04","'3132D9QG2'","MBS","UMBS MORTPASS 2.5% 05/41","Other",,,,,"1962369129.00",,,,,,"Y"
"2024-09-04","'3138ETK39'","MBS","UMBS MORTPASS 3.5% 05/45","30yr",,,,,"1928360219.44",,,,,,"Y"
"2024-09-04","'3138ETKM7'","MBS","UMBS MORTPASS 4% 09/44","30yr",,,,,"1903654778.77",,,,,,"Y"
"2024-09-04","'3132D56K3'","MBS","UMBS MORTPASS 2% 11/35","15yr",,,,,"1900969714.61",,,,,,""
"2024-09-04","'3132D55H1'","MBS","UMBS MORTPASS 2% 06/35","15yr",,,,,"1886108460.85",,,,,,""
"2024-09-04","'3140XM6D3'","MBS","UMBS MORTPASS 2.5% 11/47","30yr",,,,,"1858903680.90",,,,,,"Y"
"2024-09-04","'3140X5KQ5'","MBS","UMBS MORTPASS 3% 06/33","15yr",,,,,"1826380843.21",,,,,,"Y"
"2024-09-04","'36179W2U1'","MBS","GNMA II 2.5% 04/52","30yr",,,,,"1801503122.47",,,,,,""
"2024-09-04","'3140XM6U5'","MBS","UMBS MORTPASS 2.5% 05/41","Other",,,,,"1763310998.87",,,,,,"Y"
"2024-09-04","'36179W5C8'","MBS","GNMA II MORTPASS 3% 05/52","30yr",,,,,"1730424299.48",,,,,,""
"2024-09-04","'3132D56V9'","MBS","UMBS MORTPASS 2% 01/36","15yr",,,,,"1679281871.15",,,,,,""
"2024-09-04","'3132D6BD1'","MBS","UMBS MORTPASS 1.5% 01/37","15yr",,,,,"1654436500.54",,,,,,""
"2024-09-04","'31418DJR4'","MBS","UMBS MORTPASS 3% 12/49","30yr",,,,,"1621979263.22",,,,,,""
"2024-09-04","'3132D56Q0'","MBS","UMBS MORTPASS 2% 12/35","15yr",,,,,"1613915427.82",,,,,,""
"2024-09-04","'36179SJS7'","MBS","GNMA II MORTPASS 3% 08/46","30yr",,,,,"1612245682.78",,,,,,""
"2024-09-04","'3140J57J2'","MBS","UMBS MORTPASS 4% 02/47","30yr",,,,,"1610773423.02",,,,,,"Y"
"2024-09-04","'36179SSP3'","MBS","GNMA II MORTPASS 3% 12/46","30yr",,,,,"1583937542.43",,,,,,""
